Unnamed: 0,gameweek,home_team,home_score,home_xg,away_team,away_score,away_xg,referee,season
1024,10,Arsenal,3,0,Chelsea,1,0,Dermot Gallagher,1994
1025,10,Blackburn,3,0,Liverpool,2,0,Brian Hill,1994
1026,10,Everton,0,0,Coventry City,2,0,David Elleray,1994
1027,10,QPR,1,0,Manchester City,2,0,Gary Willard,1994
1028,10,Leicester City,4,0,Southampton,3,0,Robbie Hart,1994
1029,10,Leeds United,1,0,Tottenham,1,0,Keith Cooper,1994
1030,10,Aston Villa,1,0,Norwich City,1,0,Alan Wilkie,1994
1031,10,Ipswich Town,1,0,Sheffield Weds,2,0,Mike Reed,1994
1032,10,Nott'ham Forest,3,0,Wimbledon,1,0,Robbie Hart,1994
1033,11,Crystal Palace,1,0,Everton,0,0,Stephen Lodge,1994
1034,11,West Ham,2,0,Southampton,0,0,Joe Worrall,1994
1035,11,Aston Villa,0,0,Nott'ham Forest,2,0,Keith Cooper,1994
1036,11,Liverpool,3,0,Wimbledon,0,0,Peter Jones,1994
1037,11,Norwich City,4,0,QPR,2,0,Mike Reed,1994
1038,11,Newcastle Utd,2,0,Sheffield Weds,1,0,Graham Poll,1994
1039,11,Manchester City,5,0,Tottenham,2,0,David Elleray,1994
1040,11,Chelsea,2,0,Ipswich Town,0,0,Brian Hill,1994
1041,11,Blackburn,2,0,Manchester Utd,4,0,Gerald Ashby,1994
1042,11,Arsenal,2,0,Coventry City,1,0,Alan Wilkie,1994
1043,11,Leeds United,2,0,Leicester City,1,0,Keith Burge,1994
1044,12,Leicester City,0,0,Crystal Palace,1,0,Philip Don,1994
1045,12,Tottenham,3,0,West Ham,1,0,Kelvin Morton,1994
1046,12,QPR,2,0,Aston Villa,0,0,Robbie Hart,1994
1047,12,Coventry City,1,0,Manchester City,0,0,Martin Bodenham,1994
1048,12,Sheffield Weds,1,0,Chelsea,1,0,Mike Reed,1994
1049,12,Ipswich Town,1,0,Liverpool,3,0,Paul Durkin,1994
1050,12,Nott'ham Forest,0,0,Blackburn,2,0,Paul Danson,1994
1051,12,Southampton,1,0,Leeds United,3,0,Rodger Gifford,1994
1052,12,Manchester Utd,2,0,Newcastle Utd,0,0,Joe Worrall,1994
1053,12,Everton,1,0,Arsenal,1,0,Keith Burge,1994
1054,12,Wimbledon,1,0,Norwich City,0,0,Dermot Gallagher,1994
1055,13,QPR,2,0,Liverpool,1,0,Terence Holbrook,1994
1056,13,Ipswich Town,2,0,Leeds United,0,0,Dermot Gallagher,1994
1057,13,Everton,1,0,West Ham,0,0,Martin Bodenham,1994
1058,13,Sheffield Weds,0,0,Blackburn,1,0,Robbie Hart,1994
1059,13,Coventry City,1,0,Crystal Palace,4,0,Peter Jones,1994
1060,13,Southampton,1,0,Norwich City,1,0,Paul Durkin,1994
1061,14,Crystal Palace,3,0,Ipswich Town,0,0,Alan Wilkie,1994
1062,14,Norwich City,0,0,Everton,0,0,Paul Danson,1994
1063,14,Liverpool,1,0,Nott'ham Forest,0,0,Joe Worrall,1994
1064,14,Manchester City,3,0,Southampton,3,0,Mike Reed,1994
1065,14,West Ham,1,0,Leicester City,0,0,Roger Dilkes,1994
1066,14,Blackburn,2,0,Tottenham,0,0,Terence Holbrook,1994
1067,14,Leeds United,3,0,Wimbledon,1,0,Brian Hill,1994
1068,14,Newcastle Utd,2,0,QPR,1,0,Gerald Ashby,1994
1069,14,Aston Villa,1,0,Manchester Utd,2,0,Philip Don,1994
1070,14,Chelsea,2,0,Coventry City,2,0,Stephen Lodge,1994
1071,14,Arsenal,0,0,Sheffield Weds,0,0,Rodger Gifford,1994
1072,13,Nott'ham Forest,0,0,Newcastle Utd,0,0,Keith Burge,1994
1073,2,Liverpool,3,0,Chelsea,1,0,Graham Poll,1994
1074,13,Wimbledon,4,0,Aston Villa,3,0,David Elleray,1994
1075,13,Manchester Utd,5,0,Manchester City,0,0,Keith Cooper,1994
1076,15,Coventry City,1,0,Norwich City,0,0,Gary Willard,1994
1077,15,QPR,3,0,Leeds United,2,0,Martin Bodenham,1994
1078,15,Tottenham,3,0,Aston Villa,4,0,Paul Durkin,1994
1079,15,Wimbledon,3,0,Newcastle Utd,2,0,Philip Don,1994
1080,15,Ipswich Town,1,0,Blackburn,3,0,Keith Burge,1994
1081,15,Nott'ham Forest,0,0,Chelsea,1,0,Terence Holbrook,1994
1082,15,Manchester Utd,3,0,Crystal Palace,0,0,Brian Hill,1994
1083,15,Southampton,1,0,Arsenal,0,0,Roger Dilkes,1994
1084,15,Sheffield Weds,1,0,West Ham,0,0,Gerald Ashby,1994
1085,15,Leicester City,0,0,Manchester City,1,0,Kelvin Morton,1994
1086,15,Everton,2,0,Liverpool,0,0,Dermot Gallagher,1994
1087,13,Leicester City,2,0,Arsenal,1,0,David Elleray,1994
1088,13,Tottenham,0,0,Chelsea,0,0,Gary Willard,1994
1089,16,Manchester City,2,0,Wimbledon,0,0,Alan Wilkie,1994
1090,16,Liverpool,1,0,Tottenham,1,0,Stephen Lodge,1994
1091,16,Newcastle Utd,1,0,Ipswich Town,1,0,Keith Cooper,1994
1092,16,Chelsea,0,0,Everton,1,0,Robbie Hart,1994
1093,16,West Ham,0,0,Coventry City,1,0,Mike Reed,1994
1094,16,Norwich City,2,0,Leicester City,1,0,Rodger Gifford,1994
1095,16,Leeds United,1,0,Nott'ham Forest,0,0,Peter Jones,1994
1096,16,Arsenal,0,0,Manchester Utd,0,0,Kelvin Morton,1994
1097,16,Blackburn,4,0,QPR,0,0,Joe Worrall,1994
1098,16,Crystal Palace,0,0,Southampton,0,0,Paul Danson,1994
1099,16,Aston Villa,1,0,Sheffield Weds,1,0,Graham Poll,1994
1100,17,Leicester City,1,0,Aston Villa,1,0,Martin Bodenham,1994
1101,17,Wimbledon,0,0,Blackburn,3,0,Peter Jones,1994
1102,17,Nott'ham Forest,2,0,Arsenal,2,0,Brian Hill,1994
1103,17,Ipswich Town,1,0,Manchester City,2,0,Stephen Lodge,1994
1104,17,Manchester Utd,1,0,Norwich City,0,0,Terence Holbrook,1994
1105,17,Coventry City,1,0,Liverpool,1,0,Keith Burge,1994
1106,17,Tottenham,4,0,Newcastle Utd,2,0,Dermot Gallagher,1994
1107,17,Sheffield Weds,1,0,Crystal Palace,0,0,Keith Cooper,1994
1108,17,Southampton,0,0,Chelsea,1,0,Rodger Gifford,1994
1109,17,QPR,2,0,West Ham,1,0,Philip Don,1994
1110,17,Everton,3,0,Leeds United,0,0,Paul Durkin,1994
1111,18,Blackburn,3,0,Southampton,2,0,Alan Wilkie,1994
1112,18,Tottenham,3,0,Sheffield Weds,1,0,Martin Bodenham,1994
1113,18,Nott'ham Forest,4,0,Ipswich Town,1,0,Mike Reed,1994
1114,18,Newcastle Utd,3,0,Leicester City,1,0,Gary Willard,1994
1115,18,Wimbledon,2,0,Coventry City,0,0,Roger Dilkes,1994
1116,18,QPR,2,0,Manchester Utd,3,0,Graham Poll,1994
1117,18,Norwich City,3,0,Chelsea,0,0,Joe Worrall,1994
1118,18,Aston Villa,0,0,Everton,0,0,Rodger Gifford,1994
1119,18,Leeds United,2,0,West Ham,2,0,Robbie Hart,1994
1120,18,Liverpool,0,0,Crystal Palace,0,0,Kelvin Morton,1994
1121,18,Manchester City,1,0,Arsenal,2,0,Gerald Ashby,1994
1122,19,Ipswich Town,2,0,Wimbledon,2,0,David Elleray,1994
1123,19,Everton,0,0,Tottenham,0,0,Keith Cooper,1994
1124,19,Arsenal,1,0,Leeds United,3,0,Graham Poll,1994
1125,19,Crystal Palace,0,0,Norwich City,1,0,Robbie Hart,1994
1126,19,West Ham,3,0,Manchester City,0,0,Terence Holbrook,1994
1127,19,Manchester Utd,1,0,Nott'ham Forest,2,0,Keith Burge,1994
1128,19,Leicester City,0,0,Blackburn,0,0,Philip Don,1994
1129,19,Coventry City,0,0,Newcastle Utd,0,0,Paul Danson,1994
1130,19,Sheffield Weds,0,0,QPR,2,0,Paul Durkin,1994
1131,19,Chelsea,0,0,Liverpool,0,0,Dermot Gallagher,1994
1132,19,Southampton,2,0,Aston Villa,1,0,Stephen Lodge,1994
1133,20,Leicester City,1,0,Liverpool,2,0,Gerald Ashby,1994
1134,20,West Ham,1,0,Ipswich Town,1,0,Paul Durkin,1994
1135,20,Southampton,2,0,Wimbledon,3,0,Graham Poll,1994
1136,20,Arsenal,0,0,Aston Villa,0,0,Kelvin Morton,1994
1137,20,Manchester City,1,0,Blackburn,3,0,Paul Danson,1994
1138,20,Leeds United,0,0,Newcastle Utd,0,0,Joe Worrall,1994
1139,20,Norwich City,0,0,Tottenham,2,0,Roger Dilkes,1994
1140,20,Crystal Palace,0,0,QPR,0,0,Brian Hill,1994
1141,20,Chelsea,2,0,Manchester Utd,3,0,Mike Reed,1994
1142,20,Coventry City,0,0,Nott'ham Forest,0,0,Alan Wilkie,1994
1143,20,Everton,1,0,Sheffield Weds,4,0,Terence Holbrook,1994
1144,21,Nott'ham Forest,1,0,Norwich City,0,0,Stephen Lodge,1994
1145,21,Tottenham,0,0,Crystal Palace,0,0,Gary Willard,1994
1146,21,Sheffield Weds,5,0,Coventry City,1,0,Kelvin Morton,1994
1147,21,Wimbledon,1,0,West Ham,0,0,Philip Don,1994
1148,21,QPR,2,0,Southampton,2,0,Keith Cooper,1994
1149,21,Ipswich Town,0,0,Arsenal,2,0,Paul Danson,1994
1150,21,Manchester Utd,1,0,Leicester City,1,0,Dermot Gallagher,1994
1151,21,Liverpool,2,0,Manchester City,0,0,Robbie Hart,1994
1152,21,Aston Villa,3,0,Chelsea,0,0,Keith Burge,1994
1153,22,Manchester City,2,0,Aston Villa,2,0,Joe Worrall,1994
1154,22,West Ham,3,0,Nott'ham Forest,1,0,Dermot Gallagher,1994
1155,22,Coventry City,0,0,Tottenham,4,0,Gerald Ashby,1994
1156,22,Everton,4,0,Ipswich Town,1,0,Roger Dilkes,1994
1157,22,Crystal Palace,0,0,Blackburn,1,0,David Elleray,1994
1158,22,Southampton,2,0,Manchester Utd,2,0,Martin Bodenham,1994
1159,22,Leicester City,0,0,Sheffield Weds,1,0,Mike Reed,1994
1160,22,Leeds United,0,0,Liverpool,2,0,Alan Wilkie,1994
1161,22,Arsenal,1,0,QPR,3,0,Gary Willard,1994
1162,22,Chelsea,1,0,Wimbledon,1,0,Kelvin Morton,1994
1163,22,Norwich City,2,0,Newcastle Utd,1,0,Brian Hill,1994
1164,23,Nott'ham Forest,1,0,Crystal Palace,0,0,Gerald Ashby,1994
1165,23,Blackburn,4,0,West Ham,2,0,Kelvin Morton,1994
1166,23,Ipswich Town,4,0,Leicester City,1,0,Terence Holbrook,1994
1167,23,Aston Villa,0,0,Leeds United,0,0,Paul Danson,1994
1168,23,Newcastle Utd,0,0,Manchester City,0,0,Alan Wilkie,1994
1169,23,Tottenham,1,0,Arsenal,0,0,Mike Reed,1994
1170,23,Liverpool,4,0,Norwich City,0,0,Keith Cooper,1994
1171,23,Wimbledon,2,0,Everton,1,0,Keith Burge,1994
1172,23,Sheffield Weds,1,0,Southampton,1,0,Roger Dilkes,1994
1173,23,Manchester Utd,2,0,Coventry City,0,0,Gary Willard,1994
1174,24,Norwich City,1,0,Wimbledon,2,0,Martin Bodenham,1994
1175,24,Aston Villa,2,0,QPR,1,0,Alan Wilkie,1994
1176,24,Blackburn,3,0,Nott'ham Forest,0,0,Joe Worrall,1994
1177,24,West Ham,1,0,Tottenham,2,0,Brian Hill,1994
1178,24,Chelsea,1,0,Sheffield Weds,1,0,Gary Willard,1994
1179,24,Crystal Palace,2,0,Leicester City,0,0,Paul Durkin,1994
1180,24,Arsenal,1,0,Everton,1,0,Robbie Hart,1994
1181,24,Manchester City,0,0,Coventry City,0,0,Dermot Gallagher,1994
1182,24,Leeds United,0,0,Southampton,0,0,Philip Don,1994
1183,24,Liverpool,0,0,Ipswich Town,1,0,Rodger Gifford,1994
1184,24,Newcastle Utd,1,0,Manchester Utd,1,0,Stephen Lodge,1994
1185,25,Ipswich Town,2,0,Chelsea,2,0,Philip Don,1994
1186,25,Coventry City,0,0,Arsenal,1,0,Joe Worrall,1994
1187,25,Everton,3,0,Crystal Palace,1,0,Peter Jones,1994
1188,25,Sheffield Weds,0,0,Newcastle Utd,0,0,Rodger Gifford,1994
1189,25,Nott'ham Forest,1,0,Aston Villa,2,0,Keith Cooper,1994
1190,25,Manchester Utd,1,0,Blackburn,0,0,Paul Durkin,1994
1191,26,West Ham,0,0,Sheffield Weds,2,0,Paul Danson,1994
1192,26,Arsenal,1,0,Southampton,1,0,Dermot Gallagher,1994
1193,26,Leeds United,4,0,QPR,0,0,Kelvin Morton,1994
1194,26,Liverpool,0,0,Everton,0,0,Brian Hill,1994
1195,26,Manchester City,0,0,Leicester City,1,0,Stephen Lodge,1994
1196,26,Aston Villa,1,0,Tottenham,0,0,Robbie Hart,1994
1197,26,Norwich City,2,0,Coventry City,2,0,Philip Don,1994
1198,26,Newcastle Utd,2,0,Wimbledon,1,0,Mike Reed,1994
1199,26,Crystal Palace,1,0,Manchester Utd,1,0,Alan Wilkie,1994
1200,26,Chelsea,0,0,Nott'ham Forest,2,0,Martin Bodenham,1994
1201,26,Blackburn,4,0,Ipswich Town,1,0,Graham Poll,1994
1202,21,Newcastle Utd,2,0,Everton,0,0,David Elleray,1994
1203,21,Blackburn,1,0,Leeds United,1,0,Rodger Gifford,1994
1204,27,Wimbledon,0,0,Leeds United,0,0,Gerald Ashby,1994
1205,27,Manchester Utd,1,0,Aston Villa,0,0,David Elleray,1994
1206,27,Leicester City,1,0,West Ham,2,0,Joe Worrall,1994
1207,27,Sheffield Weds,3,0,Arsenal,1,0,Keith Burge,1994
1208,27,Everton,2,0,Norwich City,1,0,Alan Wilkie,1994
1209,27,Ipswich Town,0,0,Crystal Palace,2,0,Stephen Lodge,1994
1210,27,Coventry City,2,0,Chelsea,2,0,Robbie Hart,1994
1211,27,Nott'ham Forest,1,0,Liverpool,1,0,Gary Willard,1994
1212,27,QPR,3,0,Newcastle Utd,0,0,Keith Cooper,1994
1213,27,Southampton,2,0,Manchester City,2,0,Paul Durkin,1994
1214,27,Tottenham,3,0,Blackburn,1,0,Martin Bodenham,1994
1215,28,Aston Villa,7,0,Wimbledon,1,0,Brian Hill,1994
1216,28,Manchester City,0,0,Manchester Utd,3,0,Philip Don,1994
1217,28,Chelsea,1,0,Tottenham,1,0,Paul Durkin,1994
1218,28,Norwich City,2,0,Southampton,2,0,Robbie Hart,1994
1219,28,Liverpool,1,0,QPR,1,0,Dermot Gallagher,1994
1220,28,Arsenal,1,0,Leicester City,1,0,Graham Poll,1994
1221,28,Newcastle Utd,2,0,Nott'ham Forest,1,0,Kelvin Morton,1994
1222,28,Crystal Palace,0,0,Coventry City,2,0,Martin Bodenham,1994
1223,28,Blackburn,3,0,Sheffield Weds,1,0,Peter Jones,1994
1224,28,West Ham,2,0,Everton,2,0,Mike Reed,1994
1225,29,Sheffield Weds,1,0,Aston Villa,2,0,Dermot Gallagher,1994
1226,29,Coventry City,2,0,West Ham,0,0,Roger Dilkes,1994
1227,30,Arsenal,1,0,Nott'ham Forest,0,0,Paul Durkin,1994
1228,30,Manchester City,2,0,Ipswich Town,0,0,Keith Cooper,1994
1229,30,Norwich City,0,0,Manchester Utd,2,0,Terence Holbrook,1994
1230,30,Blackburn,2,0,Wimbledon,1,0,Stephen Lodge,1994
1231,30,Leeds United,1,0,Everton,0,0,Dermot Gallagher,1994
1232,30,Aston Villa,4,0,Leicester City,4,0,Kelvin Morton,1994
1233,31,Sheffield Weds,1,0,Liverpool,2,0,David Elleray,1994
1234,31,West Ham,1,0,Chelsea,2,0,Gerald Ashby,1994
1235,31,Crystal Palace,0,0,Arsenal,3,0,Kelvin Morton,1994
1236,31,Manchester City,0,0,Leeds United,0,0,Terence Holbrook,1994
1237,31,Ipswich Town,2,0,Southampton,1,0,Peter Jones,1994
1238,31,Coventry City,4,0,Leicester City,2,0,Rodger Gifford,1994
1239,31,Newcastle Utd,3,0,Aston Villa,1,0,Philip Don,1994
1240,31,Blackburn,0,0,Norwich City,0,0,Mike Reed,1994
1241,31,Everton,1,0,Manchester Utd,0,0,Joe Worrall,1994
1242,31,Tottenham,1,0,Wimbledon,2,0,Dermot Gallagher,1994
1243,31,QPR,1,0,Nott'ham Forest,1,0,Paul Danson,1994
1244,29,Ipswich Town,0,0,Newcastle Utd,2,0,Gerald Ashby,1994
1245,32,Southampton,0,0,Coventry City,0,0,Kelvin Morton,1994
1246,32,Nott'ham Forest,2,0,Tottenham,2,0,Gerald Ashby,1994
1247,32,Norwich City,1,0,Manchester City,1,0,Dermot Gallagher,1994
1248,32,Manchester Utd,9,0,Ipswich Town,0,0,Graham Poll,1994
1249,32,Liverpool,2,0,Newcastle Utd,0,0,Peter Jones,1994
1250,32,Aston Villa,0,0,Blackburn,1,0,Rodger Gifford,1994
1251,32,Wimbledon,1,0,QPR,3,0,Gary Willard,1994
1252,32,Leeds United,0,0,Sheffield Weds,1,0,Keith Cooper,1994
1253,32,Leicester City,2,0,Everton,2,0,Paul Durkin,1994
1254,32,Chelsea,0,0,Crystal Palace,0,0,Mike Reed,1994
1255,32,Arsenal,0,0,West Ham,1,0,Brian Hill,1994
1256,33,Aston Villa,0,0,Coventry City,0,0,Graham Poll,1994
1257,33,Wimbledon,0,0,Manchester Utd,1,0,Robbie Hart,1994
1258,33,QPR,2,0,Leicester City,0,0,Mike Reed,1994
1259,33,Tottenham,3,0,Ipswich Town,0,0,Brian Hill,1994
1260,33,Blackburn,3,0,Arsenal,1,0,Alan Wilkie,1994
1261,33,Nott'ham Forest,2,0,Everton,1,0,Roger Dilkes,1994
1262,33,Manchester City,1,0,Chelsea,2,0,David Elleray,1994
1263,33,Norwich City,0,0,Sheffield Weds,0,0,Paul Danson,1994
1264,33,Newcastle Utd,2,0,West Ham,0,0,Terence Holbrook,1994
1265,34,West Ham,2,0,Norwich City,2,0,Alan Wilkie,1994
1266,34,Chelsea,0,0,Leeds United,3,0,Peter Jones,1994
1267,34,Coventry City,1,0,Blackburn,1,0,Terence Holbrook,1994
1268,34,Sheffield Weds,0,0,Wimbledon,1,0,Joe Worrall,1994
1269,34,Leicester City,2,0,Nott'ham Forest,4,0,Philip Don,1994
1270,30,Crystal Palace,2,0,Sheffield Weds,1,0,Philip Don,1994
1271,30,Liverpool,2,0,Coventry City,3,0,Mike Reed,1994
1272,25,Leicester City,1,0,Leeds United,3,0,Dermot Gallagher,1994
1273,25,QPR,2,0,Norwich City,0,0,Gerald Ashby,1994
1274,25,Southampton,1,0,West Ham,1,0,Keith Burge,1994
1275,34,Everton,1,0,Manchester City,1,0,Gary Willard,1994
1276,34,Manchester Utd,0,0,Tottenham,0,0,Kelvin Morton,1994
1277,35,Manchester City,3,0,Sheffield Weds,2,0,Keith Burge,1994
1278,35,Leeds United,3,0,Coventry City,0,0,Robbie Hart,1994
1279,35,Tottenham,1,0,Leicester City,0,0,Stephen Lodge,1994
1280,35,Blackburn,2,0,Chelsea,1,0,Paul Danson,1994
1281,35,QPR,2,0,Everton,3,0,Kelvin Morton,1994
1282,35,Wimbledon,2,0,Crystal Palace,0,0,Dermot Gallagher,1994
1283,35,Aston Villa,0,0,West Ham,2,0,Martin Bodenham,1994
1284,35,Nott'ham Forest,3,0,Southampton,0,0,Keith Cooper,1994
1285,35,Liverpool,2,0,Manchester Utd,0,0,Gerald Ashby,1994
1286,35,Newcastle Utd,1,0,Arsenal,0,0,Gary Willard,1994
1287,35,Norwich City,3,0,Ipswich Town,0,0,Paul Durkin,1994
1288,29,Wimbledon,2,0,Manchester City,0,0,Rodger Gifford,1994
1289,29,Manchester Utd,3,0,Arsenal,0,0,Keith Cooper,1994
1290,29,Nott'ham Forest,3,0,Leeds United,0,0,Mike Reed,1994
1291,29,Tottenham,0,0,Liverpool,0,0,Paul Danson,1994
1292,34,Southampton,3,0,Newcastle Utd,1,0,Joe Worrall,1994
1293,40,QPR,1,0,Chelsea,0,0,Brian Hill,1994
1294,36,Chelsea,1,0,Newcastle Utd,1,0,Martin Bodenham,1994
1295,36,Sheffield Weds,1,0,Nott'ham Forest,7,0,Alan Wilkie,1994
1296,36,Ipswich Town,0,0,Aston Villa,1,0,Joe Worrall,1994
1297,36,Coventry City,0,0,QPR,1,0,Paul Danson,1994
1298,36,Leicester City,3,0,Wimbledon,4,0,David Elleray,1994
1299,36,Crystal Palace,2,0,Manchester City,1,0,Terence Holbrook,1994
1300,36,Arsenal,5,0,Norwich City,1,0,Peter Jones,1994
1301,36,Everton,1,0,Blackburn,2,0,Dermot Gallagher,1994
1302,36,Manchester Utd,0,0,Leeds United,0,0,Rodger Gifford,1994
1303,36,Southampton,4,0,Tottenham,3,0,Gary Willard,1994
1304,29,QPR,0,0,Blackburn,1,0,Robbie Hart,1994
1305,34,Crystal Palace,0,0,Aston Villa,0,0,Keith Cooper,1994
1306,28,Leeds United,4,0,Ipswich Town,0,0,Gary Willard,1994
1307,29,Leicester City,1,0,Norwich City,0,0,Terence Holbrook,1994
1308,33,Liverpool,3,0,Southampton,1,0,Stephen Lodge,1994
1309,37,Newcastle Utd,3,0,Norwich City,0,0,Mike Reed,1994
1310,37,Nott'ham Forest,1,0,West Ham,1,0,Graham Poll,1994
1311,37,QPR,3,0,Arsenal,1,0,Philip Don,1994
1312,37,Sheffield Weds,1,0,Leicester City,0,0,Gerald Ashby,1994
1313,37,Liverpool,0,0,Leeds United,1,0,Keith Burge,1994
1314,37,Wimbledon,1,0,Chelsea,1,0,Kelvin Morton,1994
1315,25,Tottenham,2,0,Manchester City,1,0,Alan Wilkie,1994
1316,34,Ipswich Town,0,0,QPR,1,0,Rodger Gifford,1994
1317,30,Chelsea,0,0,Southampton,2,0,Alan Wilkie,1994
1318,34,Arsenal,0,0,Liverpool,1,0,Martin Bodenham,1994
1319,38,Norwich City,0,0,Nott'ham Forest,1,0,Kelvin Morton,1994
1320,38,West Ham,3,0,Wimbledon,0,0,Mike Reed,1994
1321,38,Crystal Palace,1,0,Tottenham,1,0,Philip Don,1994
1322,38,Everton,2,0,Newcastle Utd,0,0,Rodger Gifford,1994
1323,38,Manchester City,2,0,Liverpool,1,0,Joe Worrall,1994
1324,38,Arsenal,4,0,Ipswich Town,1,0,Terence Holbrook,1994
1325,38,Coventry City,2,0,Sheffield Weds,0,0,Gary Willard,1994
1326,38,Southampton,2,0,QPR,1,0,Peter Jones,1994
1327,38,Leeds United,1,0,Blackburn,1,0,Graham Poll,1994
1328,38,Chelsea,1,0,Aston Villa,0,0,Keith Burge,1994
1329,38,Leicester City,0,0,Manchester Utd,4,0,Martin Bodenham,1994
1330,39,Liverpool,2,0,Leicester City,0,0,Graham Poll,1994
1331,39,Newcastle Utd,1,0,Leeds United,2,0,Paul Danson,1994
1332,39,Tottenham,1,0,Norwich City,0,0,Rodger Gifford,1994
1333,39,Sheffield Weds,0,0,Everton,0,0,Mike Reed,1994
1334,39,QPR,0,0,Crystal Palace,1,0,Alan Wilkie,1994
1335,39,Aston Villa,0,0,Arsenal,4,0,Kelvin Morton,1994
1336,39,Manchester Utd,0,0,Chelsea,0,0,Stephen Lodge,1994
1337,39,Ipswich Town,1,0,West Ham,1,0,Martin Bodenham,1994
1338,39,Nott'ham Forest,2,0,Coventry City,0,0,Paul Durkin,1994
1339,39,Blackburn,2,0,Manchester City,3,0,Keith Cooper,1994
1340,39,Wimbledon,0,0,Southampton,2,0,Gerald Ashby,1994
1341,37,Blackburn,2,0,Crystal Palace,1,0,Brian Hill,1994
1342,23,Chelsea,1,0,QPR,0,0,Gerald Ashby,1994
1343,40,Norwich City,1,0,Liverpool,2,0,Brian Hill,1994
1344,40,Leicester City,2,0,Ipswich Town,0,0,Alan Wilkie,1994
1345,40,Everton,0,0,Wimbledon,0,0,Paul Danson,1994
1346,40,Southampton,0,0,Sheffield Weds,0,0,Joe Worrall,1994
1347,40,Manchester City,0,0,Newcastle Utd,0,0,Graham Poll,1994
1348,40,Crystal Palace,1,0,Nott'ham Forest,2,0,Keith Burge,1994
1349,40,Arsenal,1,0,Tottenham,1,0,Robbie Hart,1994
1350,40,Leeds United,1,0,Aston Villa,0,0,David Elleray,1994
1351,40,West Ham,2,0,Blackburn,0,0,Kelvin Morton,1994
1352,40,Coventry City,2,0,Manchester Utd,3,0,Philip Don,1994
1353,25,Wimbledon,0,0,Liverpool,0,0,Terence Holbrook,1994
1354,29,Everton,3,0,Chelsea,3,0,Brian Hill,1994
1355,29,Southampton,3,0,Crystal Palace,1,0,Graham Poll,1994
1356,30,West Ham,0,0,QPR,0,0,Gary Willard,1994
1357,30,Newcastle Utd,3,0,Tottenham,3,0,Dermot Gallagher,1994
1358,37,Aston Villa,1,0,Manchester City,1,0,Stephen Lodge,1994
1359,41,Arsenal,0,0,Wimbledon,0,0,Rodger Gifford,1994
1360,41,Leeds United,2,0,Norwich City,1,0,Alan Wilkie,1994
1361,41,Leicester City,1,0,Chelsea,1,0,Gary Willard,1994
1362,41,Everton,0,0,Southampton,0,0,Terence Holbrook,1994
1363,41,QPR,2,0,Tottenham,1,0,Graham Poll,1994
1364,41,Crystal Palace,1,0,West Ham,0,0,Stephen Lodge,1994
1365,41,Aston Villa,2,0,Liverpool,0,0,Robbie Hart,1994
1366,41,Ipswich Town,2,0,Coventry City,0,0,Mike Reed,1994
1367,41,Nott'ham Forest,1,0,Manchester City,0,0,Peter Jones,1994
1368,41,Manchester Utd,1,0,Sheffield Weds,0,0,Paul Durkin,1994
1369,41,Blackburn,1,0,Newcastle Utd,0,0,Philip Don,1994
1370,33,Leeds United,3,0,Crystal Palace,1,0,Joe Worrall,1994
1371,37,Ipswich Town,0,0,Everton,1,0,Robbie Hart,1994
1372,37,Tottenham,1,0,Coventry City,3,0,Alan Wilkie,1994
1373,36,West Ham,3,0,Liverpool,0,0,Paul Durkin,1994
1374,37,Manchester Utd,2,0,Southampton,1,0,Paul Danson,1994
1375,42,Wimbledon,2,0,Nott'ham Forest,2,0,Stephen Lodge,1994
1376,42,Chelsea,2,0,Arsenal,1,0,Joe Worrall,1994
1377,42,Liverpool,2,0,Blackburn,1,0,David Elleray,1994
1378,42,Southampton,2,0,Leicester City,2,0,Keith Burge,1994
1379,42,Coventry City,0,0,Everton,0,0,Peter Jones,1994
1380,42,Newcastle Utd,3,0,Crystal Palace,2,0,Gerald Ashby,1994
1381,42,Tottenham,1,0,Leeds United,1,0,Paul Durkin,1994
1382,42,Sheffield Weds,4,0,Ipswich Town,1,0,Graham Poll,1994
1383,42,Manchester City,2,0,QPR,3,0,Mike Reed,1994
1384,42,West Ham,1,0,Manchester Utd,1,0,Alan Wilkie,1994
1385,42,Norwich City,1,0,Aston Villa,1,0,Keith Cooper,1994
1386,1,Southampton,3,0,Nott'ham Forest,4,0,Gary Willard,1995
1387,1,Newcastle Utd,3,0,Coventry City,0,0,Roger Dilkes,1995
1388,1,Wimbledon,3,0,Bolton,2,0,Keith Cooper,1995
1389,1,Liverpool,1,0,Sheffield Weds,0,0,Paul Durkin,1995
1390,1,West Ham,1,0,Leeds United,2,0,Keith Burge,1995
1391,1,Blackburn,1,0,QPR,0,0,Alan Wilkie,1995
1392,1,Aston Villa,3,0,Manchester Utd,1,0,Robbie Hart,1995
1393,1,Manchester City,1,0,Tottenham,1,0,Graham Poll,1995
1394,1,Chelsea,0,0,Everton,0,0,Mike Reed,1995
1395,1,Arsenal,1,0,Middlesbrough,1,0,Gerald Ashby,1995
1396,2,Leeds United,1,0,Liverpool,0,0,David Elleray,1995
1397,2,Bolton,1,0,Newcastle Utd,3,0,Keith Burge,1995
1398,2,Tottenham,0,0,Aston Villa,1,0,Steve Dunn,1995
1399,2,Nott'ham Forest,0,0,Chelsea,0,0,Jeff Winter,1995
