"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*06cm6*","Carlos Mendes Gomes","LUT","F","385","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ylt*","Chris Mepham","BOU","D","386","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061y9*","Alex Mighten","NOT","F","387","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ab3*","Lewis Miley","NEW","M","388","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p8*","Stanley Mills","EVE","M","389","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lv9*","James Milner","BHA","M","390","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05akv*","Tyrick Mitchell","CRY","D","392","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r37*","Jakub Moder","BHA","M","395","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vj*","Kieffer Moore","BOU","F","396","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051wl*","Wesley","AVL","F","397","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyh*","Andrew Moran","BHA","M","398","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhk*","Tyler Morton","LIV","M","401","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0645x*","Divin Mubama","WHU","F","404","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vn*","Rodrigo Muniz","FUL","F","406","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052i8*","Admiral Muskwe","LUT","F","410","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055se*","Marvelous Nakamba","AVL","M","412","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a0*","Andrey Santos","CHE","M","413","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cj0*","Josh Neufville","LUT","F","417","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge9*","Eddie Nketiah","ARS","F","420","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051l4*","Rhys Norrington-Davies","SHU","D","423","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gpx*","Dara O'Shea","BUR","D","427","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyg*","Odeluga Offiah","BHA","D","429","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm4*","Chiedozie Ogbene","LUT","F","430","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rxb*","Angelo Ogbonna","WHU","D","431","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xr*","Marquinhos","ARS","F","433","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yy*","Luizao","WHU","D","434","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c66*","Fred Onyedinma","LUT","M","437","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ue7*","Frank Onyeka","BRF","M","438","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055c0*","Ben Osborn","SHU","M","440","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c5z*","Gabriel Osho","LUT","D","441","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6x*","William Osula","SHU","F","442","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ow*","David Ozoh","CRY","M","444","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mqv*","Emerson","WHU","D,M","446","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xz*","Jonathan Panzo","NOT","D","447","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yct*","Nathan Patterson","EVE","D","449","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vf*","Ben Pearson","BOU","M","451","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nuf*","Myles Peart-Harris","BRF","M","452","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ou8*","Facundo Pellistri","MUN","M","453","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055sk*","Nicolas Pepe","ARS","F","454","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6e*","Aribim Pepple","LUT","F","455","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04boi*","Dion Pereira","LUT","M","456","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068sf*","Maximo Perrone","MCI","M","458","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c68*","Casey Pettit","LUT","M","459","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n03*","Kalvin Phillips","MCI","M","461","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rxe*","Nathaniel Phillips","LIV","D","462","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rff*","Jaden Philogene-Bidace","AVL","M","463","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylz*","Luke Plange","CRY","F","467","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068na*","Euan Pollock","BOU","F","468","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02onn*","Daniel Potts","LUT","D","471","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm2*","Glen Rea","LUT","D","479","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m6x*","Tim Ream","FUL","D","480","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*037mt*","Harrison Reed","FUL","M","481","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ohc*","Sergio Reguilon","TOT","D","482","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068nb*","Sebastian Revan","AVL","D","483","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0635j*","Chris Richards","CRY","D","485","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062op*","Omar Richards","NOT","D","486","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gyz*","Jairo Riedewald","CRY","M","487","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8t*","Matt Ritchie","NEW","D,M","488","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04azm*","Connor Roberts","BUR","D","489","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yqz*","Joe Rodon","TOT","D","494","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq3*","Jay Rodriguez","BUR","F","496","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr5*","Mads Roerslev","BRF","D,M","497","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03z3w*","Joe Rothwell","BOU","M","499","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*037mv*","Pelly Ruddock","LUT","M","500","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6k*","Sai Sachdev","SHU","D","503","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0643v*","Dominic Sadi","BOU","F","504","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066se*","Charles Sagoe Junior","ARS","F","505","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ue3*","Albert Sambi Lokonga","ARS","M","510","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jyc*","Davinson Sanchez","TOT","D","512","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052jx*","Dion Sanderson","WOL","D","515","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r98*","Morgan Sanson","AVL","M","516","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a7*","Pablo Sarabia","WOL","M","519","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9k*","Jeremy Sarmiento","BHA","F","521","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nsf*","Malang Sarr","CHE","D","522","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w7t*","Pape Sarr","TOT","M","523","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4k*","Dan Sassi","BUR","D","524","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062os*","Charlie Sayers","TOT","D","525","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","529","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068y0*","Antoine Semenyo","BOU","F","530","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063e7*","Marcos Senesi","BOU","D","531","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfm*","Ryan Sessegnon","TOT","D,M","532","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lkm*","Jonjo Shelvey","NOT","M","535","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rdx*","Shola Shoretire","MUN","F","536","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05m9r*","Ellis Simms","EVE","F","537","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04t95*","Oliver Skipp","TOT","M","539","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sat*","Emile Smith Rowe","ARS","M","541","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lp5*","Adam Smith","BOU","D","542","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o8k*","Fabio Silva","WOL","F","543","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ts*","Djed Spence","TOT","D","548","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vo*","Jay Stansfield","FUL","F","549","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wpc*","Sam Surridge","NOT","F","555","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tsd*","Japhet Tanganga","TOT","D","557","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0372y*","Matt Targett","NEW","D","558","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u6l*","Andre Gomes","EVE","M","560","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rhd*","Fabinho","LIV","M","561","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u99*","Nuno Tavares","ARS","D","562","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fyc*","Charlie Taylor","BUR","D","564","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6d*","Joseph Taylor","LUT","F","565","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os5*","Alex Telles","MUN","D","567","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l2z*","Bobby Thomas","BUR","D","569","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c67*","Elliot Thorpe","LUT","M","570","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rvw*","Harry Toffolo","NOT","D,M","573","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w9r*","Takehiro Tomiyasu","ARS","D","576","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02rn6*","James Tomkins","CRY","D","577","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*035n1*","Bertrand Traore","AVL","M,F","580","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064a1*","Boubacar Traore","WOL","M","581","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0643w*","Ryan Trevitt","BRF","M","584","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ce*","Auston Trusty","ARS","D","587","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9j*","Ed Turns","BHA","D","590","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4l*","Scott Twine","BUR","M","591","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mxa*","Joel Veltman","BHA","D","596","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04kjd*","Nikola Vlasic","WHU","M","601","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lp9*","Kyle Walker","MCI","D","602","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062i1*","Reuell Walters","ARS","D","603","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c64*","Louie Watson","LUT","M","608","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050js*","Kelland Watts","NEW","D","609","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056ir*","Adam Webster","BHA","D","610","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylv*","Wout Weghorst","BUR","F","611","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059j3*","Brandon Williams","MUN","D","617","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wwd*","Joshua Wilson-Esbrand","MCI","D","622","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m5b*","Chris Wood","NOT","F","624","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03bmf*","Cauley Woodrow","LUT","F","625","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xw*","Joe Worrall","NOT","D","626","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","628","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061y6*","Ryan Yates","NOT","M","629","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066tb*","Kadan Young","AVL","M","630","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yi*","Illia Zabarnyi","BOU","D","631","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opi*","Andi Zeqiri","BHA","F","634","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mxb*","Hakim Ziyech","CHE","M","636","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03arh*","Kurt Zouma","WHU","D","637","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmd*","Diego Moreira","CHE","F","638","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4i*","Vitinho","BUR","D","640","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","649","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o2l*","Donny van de Beek","MUN","M","650","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05220*","Sepp van den Berg","LIV","D","651","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
