"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*05oeh*","Kenny Tete","FUL","D","141","Pancake","@MCI Sat 7:00AM","15.25","5.08","97%","91.82","94%","-2.7%","3","265","0","1","0","0","5","2","2","0","1","4","13","4","1","2","0","0","0","4","1"
"*03srg*","Trent Alexander-Arnold","LIV","D","142","XXX","AVL Sun 6:00AM","15","5","100%","7.78","100%","0%","3","255","0","4","0","2","4","1","2","0","1","1","10","5","0","0","0","0","0","3","0"
"*03rxs*","Harry Wilson","FUL","M","143","Adam","@MCI Sat 7:00AM","15","5","90%","100.69","84%","-4.7%","3","250","0","3","0","2","1","2","0","0","3","0","0","1","0","0","0","0","0","4","1"
"*068yi*","Illia Zabarnyi","BOU","D","144","FA","@BRF Sat 7:00AM","15","5","0%","1209.18","4%","+1.9%","3","270","0","0","0","0","2","0","0","0","0","4","8","4","6","9","0","0","0","6","0"
"*05o6h*","Kai Havertz","ARS","F","148","W (Fri)","MUN Sun 8:30AM","14.5","4.83","100%","44.88","99%","-0.7%","3","235","0","5","0","0","1","1","1","0","0","2","1","0","0","8","0","0","0","2","1"
"*04yo6*","Miguel Almiron","NEW","M","145","Pancake","@BHA Sat 9:30AM","14.5","4.83","100%","69.77","98%","-0.9%","3","260","0","4","0","2","3","5","0","0","0","2","0","0","0","0","0","0","0","4","0"
"*062ot*","Cheick Doucoure","CRY","M","146","FA","WOL Sun 6:00AM","14.5","4.83","23%","179.89","28%","-3.7%","3","270","0","3","0","1","2","2","1","0","0","1","2","2","2","3","0","0","0","2","1"
"*05w91*","Hwang Hee-Chan","WOL","F","149","FA","@CRY Sun 6:00AM","14.5","4.83","4%","383.45","18%","+12.7%","3","105","1","1","0","1","0","1","1","0","1","0","0","3","0","0","0","0","0","1","0"
"*044ej*","Johann Gudmundsson","BUR","M","147","Adam","TOT Sat 7:00AM","14.5","14.5","9%","321.33","4%","-0.9%","1","45","0","3","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0"
"*03arh*","Kurt Zouma","WHU","D","151","FA","@LUT Fri 12:00PM","14.25","4.75","12%","301.55","13%","-0.7%","3","270","0","0","0","0","2","0","0","0","0","3","25","0","2","7","0","0","0","3","0"
"*067yv*","Cody Gakpo","LIV","F","152","Pancake","AVL Sun 6:00AM","14","4.67","100%","26.8","99%","-0.5%","3","184","0","3","0","0","2","1","0","0","0","1","4","4","0","3","0","0","0","3","0"
"*04e1e*","Ben White","ARS","D","153","Pancake","MUN Sun 8:30AM","13.75","4.58","98%","87.22","96%","+0.8%","3","270","0","2","0","0","0","0","1","0","1","2","7","0","3","4","0","0","0","3","1"
"*062dt*","Joao Palhinha","FUL","M","159","FA","@MCI Sat 7:00AM","13.5","6.75","29%","144.91","32%","-0.5%","2","112","1","0","0","1","3","1","1","0","0","2","6","0","0","0","0","0","0","3","0"
"*04sjv*","Ryan Giles","LUT","M","155","Maddihat","WHU Fri 12:00PM","13.5","6.75","10%","305.05","30%","+8.3%","2","180","0","3","0","1","3","0","0","0","2","0","5","0","0","1","0","0","0","7","0"
"*068yd*","Joao Gomes","WOL","M","156","FA","@CRY Sun 6:00AM","13.5","4.5","2%","1117.21","18%","-5%","3","232","0","2","0","0","7","5","1","0","1","1","3","3","0","2","0","0","0","5","1"
"*06c4o*","Lyle Foster","BUR","F","154","FA","TOT Sat 7:00AM","13.5","6.75","1%","1120.95","7%","+2.3%","2","168","1","1","0","1","1","6","0","0","0","0","3","1","0","3","0","0","0","6","0"
"*06492*","Sasa Kalajdzic","WOL","F","157","FA","@CRY Sun 6:00AM","13.5","6.75","5%","372.93","2%","-1.2%","2","5","1","1","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0"
"*06do9*","Milos Kerkez","BOU","D","161","W (Fri)","@BRF Sat 7:00AM","13.25","4.42","39%","142.51","44%","+2.7%","3","270","0","1","0","0","4","2","0","0","2","4","9","4","1","7","0","0","0","6","0"
"*02m5l*","John Egan","SHU","D","160","FA","EVE Sat 4:30AM","13.25","4.42","3%","386.08","11%","+0.6%","3","270","0","0","0","0","2","1","1","0","0","8","19","0","2","9","0","0","0","5","0"
"*04fk6*","Bernardo Silva","MCI","M","163","Vroom","FUL Sat 7:00AM","13","6.5","100%","58.41","99%","-0.1%","2","180","0","4","0","0","1","2","0","0","3","0","0","1","0","0","0","0","0","1","1"
"*05ogb*","Anthony Elanga","NOT","F","162","FA","@CHE Sat 7:00AM","13","4.33","42%","145.1","38%","-11.8%","3","37","0","2","1","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0"
"*05ojg*","Nelson Semedo","WOL","D","164","FA","@CRY Sun 6:00AM","12.75","4.25","6%","362.06","22%","-4.7%","3","270","0","1","0","0","7","2","1","0","1","4","7","3","1","0","0","0","0","5","1"
"*05opk*","Vladimir Coufal","WHU","D","166","FA","@LUT Fri 12:00PM","12.5","4.17","15%","267.04","20%","-2.4%","3","270","0","2","0","0","2","1","0","0","2","4","12","0","0","4","0","0","0","3","0"
"*0620k*","Nayef Aguerd","WHU","D","165","FA","@LUT Fri 12:00PM","12.5","6.25","14%","266.91","16%","-2%","2","156","1","0","0","1","0","1","0","1","0","5","8","0","0","5","0","0","0","2","0"
"*03z3w*","Joe Rothwell","BOU","M","167","FA","@BRF Sat 7:00AM","12.5","4.17","0%","1181.2","3%","-0.7%","3","210","0","2","0","0","1","1","0","0","0","2","1","5","1","0","0","0","0","5","0"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","169","Maddihat","@SHU Sat 4:30AM","12","4","54%","135.88","46%","+1.5%","3","156","0","1","0","4","0","4","0","0","0","1","0","2","0","2","0","0","0","4","0"
"*061yd*","Ivan Perisic","TOT","M","172","FA","@BUR Sat 7:00AM","12","4","55%","134.93","42%","-5.9%","3","63","0","3","0","0","2","0","1","0","1","1","0","4","0","0","0","0","0","0","0"
"*03am7*","Jacob Murphy","NEW","M","171","FA","@BHA Sat 9:30AM","12","12","5%","365.99","10%","-1.8%","1","3","0","2","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"*051lc*","Pablo Fornals","WHU","M","170","FA","@LUT Fri 12:00PM","12","4","3%","387.78","5%","-1.5%","3","103","0","2","0","1","3","2","0","0","0","2","0","2","0","0","0","0","0","1","0"
"*06f7b*","Vinicius de Souza Costa","SHU","M","173","FA","EVE Sat 4:30AM","12","4","0%","1193.43","2%","+1.1%","3","156","0","1","0","1","3","1","1","0","0","3","2","2","0","5","0","0","0","3","0"
"*05o8o*","Jayden Bogle","SHU","D","168","FA","EVE Sat 4:30AM","12","12","0%","1137.02","1%","0%","1","18","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*061y0*","Scott McKenna","NOT","D","174","FA","@CHE Sat 7:00AM","11.75","3.92","0%","1182.8","2%","+1.1%","3","236","0","0","0","0","0","0","0","0","0","4","15","0","1","13","0","0","0","5","0"
"*0520r*","Leandro Trossard","ARS","M","180","Pancake","MUN Sun 8:30AM","11.5","5.75","100%","57.01","96%","-1.8%","2","61","0","4","0","0","1","1","0","0","2","0","0","1","0","0","0","0","0","2","0"
"*05mxa*","Joel Veltman","BHA","D","181","FA","NEW Sat 9:30AM","11.5","3.83","33%","151.69","15%","-5.7%","3","59","0","1","1","1","2","0","0","0","0","0","2","0","2","0","0","0","0","2","0"
"*05tre*","Vitaly Janelt","BRF","M","177","FA","BOU Sat 7:00AM","11.5","3.83","1%","1122.46","9%","+3.3%","3","270","0","2","0","1","1","2","0","0","0","2","4","0","1","3","0","0","0","3","1"
"*052cc*","Billy Gilmour","BHA","M","176","FA","NEW Sat 9:30AM","11.5","3.83","3%","398.62","8%","+1.7%","3","164","0","2","0","1","3","1","0","0","2","0","1","0","1","0","0","0","0","4","0"
"*04io3*","Mario Lemina","WOL","M","178","FA","@CRY Sun 6:00AM","11.5","3.83","0%","1184.06","4%","+1.2%","3","270","0","0","0","0","3","1","2","0","0","5","1","5","1","2","0","0","0","5","1"
"*05uog*","Lewis Dobbin","EVE","F","175","FA","@SHU Sat 4:30AM","11.5","3.83","0%","1200.2","3%","+3.2%","3","116","0","1","0","1","2","2","0","0","0","1","0","5","0","1","0","0","0","2","1"
"*05a6e*","Neco Williams","NOT","D","182","FA","@CHE Sat 7:00AM","11.25","5.62","18%","229.09","15%","-5.4%","2","107","0","1","0","0","2","4","0","0","1","6","1","1","1","2","0","0","0","1","0"
"*06c6i*","Anel Ahmedhodzic","SHU","D","183","FA","EVE Sat 4:30AM","11","3.67","21%","194.33","19%","-2.1%","3","270","0","0","0","0","5","3","1","0","0","3","14","2","4","7","0","0","0","5","0"
"*04rh9*","David Brooks","BOU","M","184","FA","@BRF Sat 7:00AM","11","3.67","10%","296.56","12%","-5%","3","103","0","3","0","2","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*068yt*","Sasa Lukic","FUL","M","185","FA","@MCI Sat 7:00AM","11","3.67","0%","1234.2","4%","+2.1%","3","249","0","2","0","0","3","1","1","0","0","2","4","3","0","1","0","0","0","4","1"
"*05oh0*","Jan-Paul van Hecke","BHA","D","189","FA","NEW Sat 9:30AM","10.5","10.5","1%","1145.14","12%","-8.2%","1","90","0","0","0","1","1","0","0","0","0","2","6","0","1","5","0","0","0","1","0"
"*05uel*","Kristoffer Ajer","BRF","D","186","FA","BOU Sat 7:00AM","10.5","5.25","0%","1146.93","3%","+1%","2","84","0","1","1","0","0","2","0","0","0","1","6","0","1","3","0","0","0","2","0"
"*05u7f*","Ibrahima Konate","LIV","D","190","deceptiv","AVL Sun 6:00AM","10.25","5.12","94%","105.16","86%","-9.7%","2","180","0","0","0","0","3","0","0","0","0","1","9","2","1","5","0","0","0","2","0"
"*05w9m*","Emerson Royal","TOT","D","191","FA","@BUR Sat 7:00AM","10.25","5.12","29%","149.24","50%","-12.8%","2","91","1","0","0","1","1","1","0","0","0","0","3","1","0","0","0","0","0","2","0"
"*03vlj*","Virgil van Dijk","LIV","D","194","Pancake","AVL Sun 6:00AM","10","3.33","100%","43.74","100%","0%","3","207","0","1","0","1","0","0","0","1","0","8","16","0","0","7","0","0","0","3","0"
"*05re5*","Carney Chukwuemeka","CHE","M","192","FA","NOT Sat 7:00AM","10","5","23%","171.24","17%","-12.8%","2","125","1","1","0","1","1","2","2","0","0","0","0","1","0","0","0","0","0","2","0"
"*06dqv*","Luca Koleosho","BUR","F","193","FA","TOT Sat 7:00AM","10","5","0%","1155.7","2%","+0.7%","2","127","0","3","0","0","1","2","0","0","1","0","0","3","0","0","0","0","0","5","0"
"*03rzp*","Antonee Robinson","FUL","D","197","Pancake","@MCI Sat 7:00AM","9.75","3.25","83%","116.08","73%","-12.9%","3","270","0","1","0","0","2","4","0","0","1","0","11","0","0","8","0","0","0","5","1"
"*04qos*","Issa Diop","FUL","D","196","FA","@MCI Sat 7:00AM","9.75","3.25","0%","1155.93","14%","-8.1%","3","270","0","0","0","0","1","0","0","0","0","1","23","0","3","3","0","0","0","5","1"
"*061v9*","Diego Carlos","AVL","D","198","FA","@LIV Sun 6:00AM","9.75","3.25","6%","346.7","12%","+4.6%","3","140","0","0","0","1","4","0","0","0","0","2","7","1","1","4","0","0","0","3","0"
"*02oo1*","Ben Davies","TOT","D","195","FA","@BUR Sat 7:00AM","9.75","4.88","11%","295.19","11%","+0.8%","2","26","0","0","1","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0"
"*05omu*","Ruben Dias","MCI","D","200","FA","FUL Sat 7:00AM","9.5","4.75","98%","68.98","97%","+2.9%","2","180","0","0","0","0","2","0","0","0","1","0","2","0","1","1","0","0","0","1","1"
"*05rb8*","Moises Caicedo","CHE","M","199","W (Fri)","NOT Sat 7:00AM","9.5","4.75","91%","101.43","93%","+0.2%","2","118","0","0","0","0","3","1","0","0","0","1","0","1","2","4","0","0","0","1","1"
"*0427d*","James Tarkowski","EVE","D","201","Adam","@SHU Sat 4:30AM","9.5","3.17","94%","94.52","82%","-8.1%","3","270","0","0","0","0","1","2","0","0","1","10","6","1","4","4","0","0","0","6","0"
"*06crm*","Pau Torres","AVL","D","202","FA","@LIV Sun 6:00AM","9.25","3.08","93%","107.37","82%","+0.7%","3","238","0","1","0","0","1","0","0","0","0","0","9","2","1","3","0","0","0","4","1"
"*04io4*","Richarlison","TOT","F","208","Kish123","@BUR Sat 7:00AM","9","3","98%","80.19","98%","-1%","3","218","0","2","0","2","0","8","1","0","0","0","1","5","1","2","0","0","0","2","1"
"*068a1*","Mykhailo Mudryk","CHE","M","206","Pancake","NOT Sat 7:00AM","9","4.5","100%","57.68","91%","-5.5%","2","53","0","2","0","0","1","0","0","0","2","0","0","2","0","0","0","0","0","2","0"
"*060wh*","Alejandro Garnacho","MUN","M","204","Kish123","@ARS Sun 8:30AM","9","4.5","85%","112.11","78%","-7.3%","2","132","0","1","0","1","1","1","0","0","0","1","1","2","0","1","0","0","0","1","1"
"*06clt*","Justin Kluivert","BOU","M","205","FA","@BRF Sat 7:00AM","9","3","72%","128.57","45%","-3.1%","3","114","0","2","0","1","0","4","0","0","0","2","1","3","0","0","0","0","0","1","0"
"*068yr*","Hamed Traore","BOU","M","207","FA","@BRF Sat 7:00AM","9","4.5","72%","122.25","43%","-0.8%","2","34","0","1","0","2","0","1","0","0","0","0","0","3","0","1","0","0","0","1","0"
"*06clv*","Mahmoud Dahoud","BHA","M","203","FA","NEW Sat 9:30AM","9","4.5","41%","144.92","33%","-10.4%","2","81","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"*0522h*","Alexis Mac Allister","LIV","M","210","avitek","AVL Sun 6:00AM","8.5","2.83","100%","40.22","99%","-0.9%","3","223","0","1","0","0","4","1","1","1","0","5","2","4","2","2","0","0","0","3","0"
"*02lnx*","Danny Welbeck","BHA","F","215","FA","NEW Sat 9:30AM","8.5","2.83","34%","150.21","43%","-4.9%","3","192","0","3","0","2","0","7","0","0","0","0","3","1","0","2","0","0","0","2","1"
"*06dn3*","Benie Traore","SHU","F","214","FA","EVE Sat 4:30AM","8.5","2.83","6%","363.3","9%","-5%","3","257","0","2","0","1","1","3","0","0","0","0","0","3","0","0","0","0","0","4","0"
"*02lv9*","James Milner","BHA","M","212","FA","NEW Sat 9:30AM","8.5","2.83","4%","382.22","8%","0%","3","205","0","1","0","0","4","1","1","0","0","3","4","0","0","2","0","0","0","3","1"
"*02lny*","Ashley Young","EVE","D","217","FA","@SHU Sat 4:30AM","8.5","2.83","6%","351.13","7%","-0.5%","3","270","0","5","0","0","3","2","0","0","3","1","6","1","0","2","0","0","0","6","0"
"*056mf*","Neal Maupay","EVE","F","211","FA","@SHU Sat 4:30AM","8.5","4.25","1%","1151.22","6%","-1.3%","2","110","0","1","0","4","0","3","0","0","0","0","1","0","0","0","0","0","0","2","1"
"*055se*","Marvelous Nakamba","LUT","M","213","FA","WHU Fri 12:00PM","8.5","4.25","5%","364.55","4%","-0.4%","2","180","0","3","0","0","3","1","1","0","0","1","0","0","1","0","0","0","0","7","0"
"*04fk8*","Victor Lindelof","MUN","D","209","FA","@ARS Sun 8:30AM","8.5","4.25","1%","1111.92","2%","-0.2%","2","90","0","2","0","0","1","0","0","0","0","0","2","0","1","2","0","0","0","0","0"
"*061y6*","Ryan Yates","NOT","M","216","FA","@CHE Sat 7:00AM","8.5","2.83","0%","1174.93","1%","-0.2%","3","200","0","0","0","0","4","3","0","0","0","3","4","0","1","4","0","0","0","5","0"
"*051k7*","Reece James","CHE","D","220","Maddihat","NOT Sat 7:00AM","8","8","100%","25.72","98%","-0.2%","1","75","0","2","0","0","0","2","0","0","3","0","0","1","0","3","0","0","0","1","0"
"*052cd*","Mason Mount","MUN","M","223","dsb_ff","@ARS Sun 8:30AM","8","4","100%","30.57","95%","-4.8%","2","151","0","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","2","1"
"*06dn2*","Zeki Amdouni","BUR","F","218","FA","TOT Sat 7:00AM","8","4","8%","325.06","18%","+6.9%","2","140","0","0","0","1","2","2","0","0","0","0","1","3","1","2","0","0","0","5","0"
"*03rxa*","Idrissa Gueye","EVE","M","219","FA","@SHU Sat 4:30AM","8","2.67","4%","386.42","6%","-2.3%","3","223","0","1","0","0","4","2","1","0","0","2","3","2","1","0","0","0","0","4","0"
"*05o8n*","Max Lowe","SHU","D","222","FA","EVE Sat 4:30AM","8","4","5%","363.52","5%","-8.2%","2","124","0","1","0","0","5","0","0","0","0","1","4","0","2","1","0","0","0","2","0"
"*04ug0*","Sean Longstaff","NEW","M","221","FA","@BHA Sat 9:30AM","8","2.67","1%","1131.86","2%","-0.2%","3","53","0","1","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","2","0"
"*03r93*","Joseph Gomez","LIV","D","224","FA","AVL Sun 6:00AM","7.75","3.88","1%","1125.87","2%","+0.3%","2","69","0","0","0","0","0","0","0","0","0","2","7","0","1","3","0","0","0","0","0"
"*062x7*","Rico Lewis","MCI","D","225","FA","FUL Sat 7:00AM","7.5","7.5","22%","189.44","33%","-9.8%","1","78","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1"
"*02lsa*","Dan Burn","NEW","D","228","dsb_ff","@BHA Sat 9:30AM","7.25","2.42","96%","103.53","84%","-5.7%","3","270","0","1","0","0","4","0","0","0","0","2","5","0","3","3","0","0","0","4","0"
"*051kg*","Max Aarons","BOU","D","227","FA","@BRF Sat 7:00AM","7.25","2.42","0%","1147.8","5%","+0.7%","3","254","0","2","0","0","3","0","0","0","2","0","5","4","3","2","0","0","0","6","0"
"*052ca*","Ezri Konsa","AVL","D","229","FA","@LIV Sun 6:00AM","6.75","2.25","11%","299.17","20%","+4.2%","3","270","0","0","0","0","7","0","0","0","0","1","7","2","0","1","0","0","0","6","1"
"*05ylj*","Bruno Guimaraes","NEW","M","233","Vroom","@BHA Sat 9:30AM","6.5","2.17","100%","39.32","96%","-2.5%","3","264","0","2","0","1","1","4","2","0","0","1","2","3","1","1","0","0","0","4","0"
"*06c6c*","Elijah Adebayo","LUT","F","230","FA","WHU Fri 12:00PM","6.5","3.25","18%","227.56","14%","-1.1%","2","132","0","2","0","0","0","2","0","0","0","1","3","1","0","3","0","0","0","3","0"
"*05opj*","Elliot Anderson","NEW","M","231","FA","@BHA Sat 9:30AM","6.5","2.17","16%","239.19","7%","-1.1%","3","30","0","1","0","0","1","1","0","0","1","1","1","1","1","0","0","0","0","1","0"
"*06f80*","Jacob Brown","LUT","F","232","FA","WHU Fri 12:00PM","6.5","3.25","0%","1115.6","1%","-0.1%","2","44","0","0","1","1","0","1","1","0","0","0","0","0","0","2","0","0","0","4","0"
"*061xw*","Joe Worrall","NOT","D","234","FA","@CHE Sat 7:00AM","6.25","2.08","0%","1220.2","9%","+6.4%","3","244","0","2","0","0","4","0","0","1","0","1","13","0","1","10","0","0","0","5","0"
"*04qrc*","Raul Jimenez","FUL","F","237","FA","@MCI Sat 7:00AM","6","2","64%","131.81","43%","-12.8%","3","232","0","0","0","0","4","7","1","0","0","0","6","0","2","11","0","0","0","4","0"
"*03scr*","Aleksandar Mitrovic","FUL","F","238","FA","@MCI Sat 7:00AM","6","6","94%","81.32","36%","-41.2%","1","31","0","0","0","1","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0"
"*06clx*","Jordan Beyer","BUR","D","235","FA","TOT Sat 7:00AM","6","6","19%","208.84","15%","-2.1%","1","73","0","0","0","0","4","0","0","0","0","4","4","0","0","1","0","0","0","2","0"
"*02yhi*","Philippe Coutinho","AVL","M","236","FA","@LIV Sun 6:00AM","6","3","10%","308.7","5%","-2.1%","2","22","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0"
"*03bmf*","Cauley Woodrow","LUT","F","239","FA","WHU Fri 12:00PM","6","6","0%","1121.2","0%","-0.1%","1","1","0","2","0","0","1","0","0","0","0","0","1","0","0","2","0","0","0","1","0"
"*062og*","Aaron Hickey","BRF","D","240","FA","BOU Sat 7:00AM","5.75","1.92","7%","339.15","11%","+2.4%","3","238","0","1","0","0","3","2","2","0","0","2","3","2","1","0","0","0","0","3","1"
"*061ya*","Brennan Johnson","NOT","F","243","deceptiv","@CHE Sat 7:00AM","5.5","1.83","93%","98.83","75%","-11.9%","3","236","0","1","0","0","1","2","0","0","0","0","0","2","1","1","0","0","0","5","0"
"*04e1c*","Lewis Dunk","BHA","D","242","FA","NEW Sat 9:30AM","5.5","1.83","72%","125.39","59%","-8.7%","3","270","0","1","0","1","3","0","0","0","0","1","6","0","0","6","0","0","0","5","0"
"*05l27*","Jarrad Branthwaite","EVE","D","241","W (Fri)","@SHU Sat 4:30AM","5.5","5.5","1%","1120.78","3%","+1.6%","1","90","0","0","0","1","1","0","1","0","0","2","2","0","1","3","0","0","0","1","0"
"*063e7*","Marcos Senesi","BOU","D","245","FA","@BRF Sat 7:00AM","5.25","2.62","3%","398.41","3%","0%","2","142","0","1","0","0","4","1","0","0","0","3","11","0","1","1","0","0","0","4","0"
"*04gpx*","Dara O'Shea","BUR","D","244","FA","TOT Sat 7:00AM","5.25","2.62","1%","1148.64","1%","+0.3%","2","180","0","1","0","0","0","0","0","0","0","5","5","0","4","5","0","0","0","6","0"
"*04gw7*","Jadon Sancho","MUN","M","248","avitek","@ARS Sun 8:30AM","5","1.67","97%","90.45","86%","-5.7%","3","73","0","1","0","0","0","2","0","0","0","1","0","3","0","0","0","0","0","1","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","246","FA","@CRY Sun 6:00AM","5","1.67","3%","382.68","4%","-2.3%","3","206","0","3","0","0","4","7","1","0","0","1","2","4","2","3","0","0","0","5","0"
"*043qy*","Lewis Cook","BOU","M","247","FA","@BRF Sat 7:00AM","5","5","0%","-","0%","0%","1","45","0","0","0","0","1","0","0","0","0","3","0","0","1","0","0","0","0","1","0"
"*02lkj*","Jack Robinson","SHU","D","252","FA","EVE Sat 4:30AM","4.75","1.58","1%","1164.18","2%","+0.2%","3","259","0","0","0","0","3","0","0","0","0","6","7","0","3","1","0","0","0","5","0"
"*06fuh*","Hannes Delcroix","BUR","D","250","FA","TOT Sat 7:00AM","4.75","4.75","0%","-","1%","+0.9%","1","90","0","2","0","1","0","0","0","0","0","3","3","0","0","1","0","0","0","3","0"
"*02rlq*","Chris Basham","SHU","D","249","FA","EVE Sat 4:30AM","4.75","1.58","0%","1144.8","0%","-0.1%","3","119","0","0","0","0","1","2","0","0","0","2","3","1","3","4","0","0","0","3","0"
"*03rxb*","Angelo Ogbonna","WHU","D","251","FA","@LUT Fri 12:00PM","4.75","2.38","0%","1103.6","0%","+0.1%","2","110","0","0","0","0","0","0","0","0","0","1","7","0","3","1","0","0","0","1","0"
"*06f81*","Edson Alvarez","WHU","M","253","FA","@LUT Fri 12:00PM","4.5","2.25","7%","327.81","20%","+0.9%","2","91","0","0","0","0","0","0","1","0","0","3","8","1","1","3","0","0","0","1","0"
"*04civ*","Scott McTominay","MUN","M","254","FA","@ARS Sun 8:30AM","4.5","2.25","4%","373.01","3%","-0.2%","2","5","0","1","0","0","1","1","0","0","0","0","1","0","1","2","0","0","0","0","0"
"*05w9r*","Takehiro Tomiyasu","ARS","D","255","FA","MUN Sun 8:30AM","4.25","2.12","3%","377.21","12%","-17.6%","2","105","0","0","0","1","0","1","0","1","0","1","3","2","0","2","0","0","0","1","1"
"*02oox*","Kevin De Bruyne","MCI","M","257","Kish123","FUL Sat 7:00AM","4","4","100%","5.14","96%","-0.1%","1","22","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"*03vlm*","Anthony Martial","MUN","F","262","avitek","@ARS Sun 8:30AM","4","2","17%","244.26","39%","+21.3%","2","63","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*02m6x*","Tim Ream","FUL","D","263","FA","@MCI Sat 7:00AM","4","2","10%","306.81","14%","-8.2%","2","153","0","0","0","0","0","0","0","1","0","1","8","0","0","4","0","0","0","1","1"
"*04xjr*","Harvey Elliott","LIV","M","258","FA","AVL Sun 6:00AM","4","1.33","14%","274.09","10%","-1.9%","3","56","0","1","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0"
"*03hff*","Josh Cullen","BUR","M","256","FA","TOT Sat 7:00AM","4","2","4%","366.57","4%","+0.4%","2","180","0","1","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","6","0"
"*02opy*","Adam Lallana","BHA","M","260","FA","NEW Sat 9:30AM","4","2","1%","1161.2","1%","+0.3%","2","37","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*0637b*","Orel Mangala","NOT","M","261","FA","@CHE Sat 7:00AM","4","2","0%","-","1%","0%","2","156","0","1","0","0","2","4","1","0","0","3","0","0","1","0","0","0","0","3","0"
"*037mv*","Pelly Ruddock","LUT","M","264","FA","WHU Fri 12:00PM","4","2","0%","1144.3","1%","0%","2","99","0","0","0","0","0","0","0","0","0","1","0","1","1","2","0","0","0","3","0"
"*04fyg*","Zanka","BRF","D","259","FA","BOU Sat 7:00AM","4","4","0%","1211.6","0%","0%","1","5","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","268","W (Fri)","MUN Sun 8:30AM","3.5","1.75","99%","79.4","82%","-9%","2","22","0","0","0","0","1","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"*04spx*","Tahith Chong","LUT","M","266","FA","WHU Fri 12:00PM","3.5","1.75","16%","255.75","7%","-0.6%","2","163","0","0","0","0","3","5","0","0","0","2","0","1","0","0","0","0","0","6","0"
"*061vk*","Jaidon Anthony","BOU","F","265","FA","@BRF Sat 7:00AM","3.5","1.17","1%","1157.37","2%","-0.6%","3","150","0","0","0","1","1","2","1","0","0","1","2","2","0","1","0","0","0","5","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","267","FA","WOL Sun 6:00AM","3.5","3.5","0%","1105.6","1%","+0.1%","1","6","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"*0327r*","Michael Keane","EVE","D","269","FA","@SHU Sat 4:30AM","3.25","1.08","48%","141.49","36%","-17.2%","3","181","0","0","0","2","2","1","1","0","0","3","7","0","0","5","0","0","0","5","0"
"*056ir*","Adam Webster","BHA","D","272","FA","NEW Sat 9:30AM","3.25","1.62","7%","343.13","14%","+0.1%","2","180","0","0","0","0","4","0","1","0","0","2","9","0","1","4","0","0","0","4","0"
"*04mqu*","Aymeric Laporte","MCI","D","270","FA","FUL Sat 7:00AM","3.25","3.25","5%","360.3","3%","-2.8%","1","10","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"*043c1*","Oleksandr Zinchenko","ARS","D","279","XXX","MUN Sun 8:30AM","3","1.5","99%","76.58","96%","-0.7%","2","34","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","275","FA","@BUR Sat 7:00AM","3","1.5","43%","141.14","24%","-6.1%","2","42","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"*0477b*","Oliver McBurnie","SHU","F","277","W (Fri)","EVE Sat 4:30AM","3","3","19%","212.92","19%","-2.8%","1","18","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0"
"*05yct*","Nathan Patterson","EVE","D","278","FA","@SHU Sat 4:30AM","3","1","3%","379.72","4%","-0.7%","3","270","0","2","0","0","9","2","1","0","1","2","4","0","0","1","0","0","0","6","0"
