"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*05g2o*","Joao Pedro","BHA","F","49","Maddihat","@AVL Sat 4:30AM","53.5","8.92","99%","71.72","95%","+2.9%","6","275","2","8","0","3","5","8","1","0","1","3","7","6","0","5","0","1","0","4","1"
"*02lp9*","Kyle Walker","MCI","D","52","Kish123","@WOL Sat 7:00AM","52.25","8.71","73%","119.35","95%","+0.9%","6","538","0","8","1","0","3","3","0","0","3","1","7","5","0","5","0","0","0","3","3"
"*0427d*","James Tarkowski","EVE","D","51","Adam","LUT Sat 7:00AM","52.25","8.71","94%","94.53","65%","-0.8%","6","538","1","4","1","1","3","2","0","0","1","12","17","1","8","17","0","0","0","10","0"
"*04spp*","Douglas Luiz","AVL","M","55","Maddihat","BHA Sat 4:30AM","52","8.67","97%","92.32","96%","+4%","6","489","2","5","0","3","9","5","3","0","2","4","5","5","3","3","0","0","0","10","2"
"*0414p*","Carlton Morris","LUT","F","54","dsb_ff","@EVE Sat 7:00AM BUR Tue11:30AM","52","10.4","85%","112.28","84%","-3.9%","5","433","2","3","1","4","3","9","0","0","0","0","5","4","0","23","0","0","0","11","0"
"*04sft*","Yves Bissouma","TOT","M","53","Adam","LIV Sat 9:30AM","52","8.67","15%","238.13","82%","0%","6","523","0","5","0","3","14","14","3","0","0","12","11","16","3","4","0","0","0","7","2"
"*05tr1*","Ethan Pinnock","BRF","D","56","4b. DcbB","@NOT Sun 6:00AM","51.5","8.58","99%","71.4","98%","+0.7%","6","540","0","3","0","0","4","0","0","0","0","11","38","1","4","28","0","0","0","9","1"
"*0642l*","Casemiro","MUN","M","57","dsb_ff","CRY Sat 7:00AM","51","8.5","99%","67.86","97%","-0.7%","6","513","1","5","0","4","10","6","0","0","0","4","14","1","5","10","0","0","0","9","2"
"*05gcp*","Tomas Soucek","WHU","M","60","dsb_ff","SHU Sat 7:00AM","50","10","59%","136.61","80%","+0.9%","5","377","0","6","1","1","8","0","1","0","1","7","20","0","8","16","0","0","0","7","0"
"*05w7t*","Pape Sarr","TOT","M","59","deceptiv","LIV Sat 9:30AM","50","8.33","2%","372.32","79%","-0.4%","6","383","1","6","1","7","6","2","2","0","0","1","6","2","2","4","0","0","0","4","1"
"*05ylj*","Bruno Guimaraes","NEW","M","61","W (Thu)","BUR Sat 7:00AM","49","8.17","100%","39.33","92%","-0.6%","6","524","1","8","1","3","5","6","3","0","0","2","2","8","2","4","0","0","0","7","2"
"*06fg0*","Gustavo Hamer","SHU","M","62","XXX","@WHU Sat 7:00AM","49","9.8","0%","1152.38","56%","+20.9%","5","415","2","8","0","5","3","6","1","0","2","3","6","1","0","0","0","0","0","11","1"
"*05nt7*","Thiago Silva","CHE","D","63","Adam","@FUL Mon 12:00PM","48.5","8.08","78%","124.26","91%","+0.9%","6","540","0","4","0","1","1","0","0","0","0","5","30","1","6","18","0","0","0","6","2"
"*05yld*","Luis Diaz","LIV","F","64","Adam","@TOT Sat 9:30AM","48","8","100%","25.29","100%","0%","6","382","2","7","0","4","3","8","0","0","0","1","0","7","0","2","0","0","0","4","1"
"*04agz*","Declan Rice","ARS","M","67","dsb_ff","@BOU Sat 7:00AM","48","8","99%","49.4","99%","0%","6","493","1","2","0","4","8","2","0","0","0","9","7","3","2","8","0","0","0","5","2"
"*04ge9*","Eddie Nketiah","ARS","F","66","W (Thu)","@BOU Sat 7:00AM","48","8","50%","138.06","82%","-1.7%","6","425","2","5","1","3","3","6","1","0","0","2","0","3","0","6","0","1","0","4","3"
"*052cc*","Billy Gilmour","BHA","M","65","W (Thu)","@AVL Sat 4:30AM","48","8","3%","398.08","31%","+6.9%","6","342","0","9","3","2","6","2","1","0","2","0","2","1","1","0","0","0","0","5","1"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","70","Vroom","LIV Sat 9:30AM","47.25","7.88","86%","111.38","98%","-0.1%","6","510","0","4","2","1","12","7","2","0","0","8","15","5","1","3","0","0","0","7","2"
"*06ew2*","Axel Disasi","CHE","D","68","dsb_ff","@FUL Mon 12:00PM","47.25","7.88","19%","206.31","81%","+0.6%","6","540","1","2","0","2","1","0","2","0","0","4","13","0","6","19","0","0","0","6","2"
"*03sgc*","Jordan Ayew","CRY","F","71","dsb_ff","@MUN Sat 7:00AM","47","7.83","58%","131.26","73%","-4.8%","6","474","0","7","2","4","6","14","2","0","2","3","1","8","0","10","0","0","0","4","2"
"*0646f*","Alexander Isak","NEW","F","73","avitek","BUR Sat 7:00AM","46","9.2","100%","19.92","99%","-0.4%","5","295","3","1","0","5","0","2","0","0","0","0","1","8","0","0","0","0","0","5","1"
"*04e1e*","Ben White","ARS","D","74","Vroom","@BOU Sat 7:00AM","46","7.67","98%","87.2","97%","+1.7%","6","540","0","5","1","2","2","1","1","0","4","4","14","1","7","6","0","0","0","6","2"
"*061ve*","Ryan Christie","BOU","M","76","deceptiv","ARS Sat 7:00AM","45.5","7.58","8%","336.41","32%","+18.9%","6","442","0","7","1","3","4","7","0","0","4","5","6","7","1","2","0","0","0","9","1"
"*05opk*","Vladimir Coufal","WHU","D","78","W (Thu)","SHU Sat 7:00AM","43.5","7.25","15%","266.85","41%","+17.3%","6","536","0","6","2","0","12","2","0","0","4","8","18","0","2","8","0","0","0","10","0"
"*06329*","Manor Solomon","TOT","F","81","Vroom","LIV Sat 9:30AM","43","10.75","17%","237.93","65%","-3%","4","173","0","9","2","1","2","2","1","0","1","2","1","9","0","0","0","0","0","2","0"
"*05tr8*","Christian Norgaard","BRF","M","80","W (Thu)","@NOT Sun 6:00AM","43","7.17","19%","219.86","54%","-0.3%","6","490","0","5","1","1","14","4","1","0","1","7","6","0","2","8","0","0","0","9","1"
"*04spw*","James Garner","EVE","M","79","W (Thu)","LUT Sat 7:00AM","43","7.17","5%","381.91","10%","-1.2%","6","435","0","9","1","1","8","1","1","0","2","2","2","4","2","3","0","0","0","9","0"
"*05o4b*","Matty Cash","AVL","D","82","W (Thu)","BHA Sat 4:30AM","42.75","7.12","93%","106.8","96%","-1.7%","6","536","2","1","0","7","5","2","2","0","2","3","11","4","3","3","0","0","1","9","2"
"*02lsa*","Dan Burn","NEW","D","83","W (Thu)","BUR Sat 7:00AM","42.5","7.08","96%","103.54","80%","+8.3%","6","540","1","2","0","1","7","2","1","0","1","6","14","1","3","10","0","0","0","7","2"
"*051k8*","Conor Gallagher","CHE","M","84","Maddihat","@FUL Mon 12:00PM","42.5","7.08","59%","137.8","76%","+3%","6","495","0","4","0","3","8","2","1","0","0","12","6","5","2","5","0","0","0","5","2"
"*067yz*","Matheus Cunha","WOL","F","86","W (Thu)","MCI Sat 7:00AM","42.5","7.08","34%","147.18","69%","+6.1%","6","470","1","4","0","4","4","14","0","0","0","2","2","16","0","5","0","0","0","10","1"
"*04ug0*","Sean Longstaff","NEW","M","85","W (Thu)","BUR Sat 7:00AM","42.5","7.08","1%","1131.29","9%","+3%","6","264","1","4","2","3","3","5","0","0","2","1","2","1","1","0","0","0","0","4","2"
"*05ogb*","Anthony Elanga","NOT","F","87","W (Thu)","BRF Sun 6:00AM","42","7","42%","145.09","39%","-5.5%","6","205","1","4","1","6","0","3","0","0","1","1","1","6","0","1","0","0","0","1","0"
"*05n07*","Pedro Porro","TOT","D","89","dsb_ff","LIV Sat 9:30AM","41.5","8.3","100%","52.17","99%","-0.2%","5","445","0","7","1","0","5","2","0","0","2","4","10","4","2","0","0","0","0","5","2"
"*062p5*","Levi Colwill","CHE","D","90","W (Thu)","@FUL Mon 12:00PM","41.25","6.88","82%","119.31","88%","+2.8%","6","529","0","3","0","2","6","2","0","0","0","4","13","4","3","12","0","0","0","6","2"
"*03srg*","Trent Alexander-Arnold","LIV","D","91","XXX","@TOT Sat 9:30AM","41","10.25","100%","7.78","100%","0%","4","325","0","9","1","2","4","1","2","0","2","3","10","5","0","0","0","0","0","3","1"
"*04f67*","Philip Billing","BOU","M","92","dsb_ff","ARS Sat 7:00AM","41","6.83","75%","128.34","76%","+1.6%","6","526","0","7","0","1","6","5","0","0","2","7","13","4","2","11","0","0","0","11","1"
"*03v6t*","Ben Chilwell","CHE","D","94","Kish123","@FUL Mon 12:00PM","40.75","6.79","100%","41.52","99%","-0.8%","6","331","0","9","1","2","4","4","3","0","5","3","3","4","0","7","0","0","0","5","1"
"*05uns*","Leon Bailey","AVL","F","96","W (Thu)","BHA Sat 4:30AM","40.5","8.1","43%","143.86","63%","+3.9%","5","198","2","3","1","2","0","5","1","0","2","2","1","6","0","2","0","0","0","4","1"
"*05w91*","Hwang Hee-Chan","WOL","F","97","Pancake","MCI Sat 7:00AM","40.5","6.75","4%","383.2","45%","+32.5%","6","238","3","1","0","3","1","1","1","0","1","1","1","5","0","0","0","0","0","4","0"
"*0626q*","Simon Adingra","BHA","F","95","deceptiv","@AVL Sat 4:30AM","40.5","8.1","9%","316","42%","+20.6%","5","203","1","4","1","1","4","1","0","0","3","4","1","4","0","2","0","0","0","4","0"
"*03vll*","Michail Antonio","WHU","F","98","W (Thu)","SHU Sat 7:00AM","40","6.67","41%","144.08","76%","-3%","6","448","2","2","0","3","1","9","1","0","0","1","1","11","3","5","0","0","0","4","3"
"*03dyl*","Jeffrey Schlupp","CRY","M","99","W (Thu)","@MUN Sat 7:00AM","40","6.67","6%","358.26","38%","+1.6%","6","462","0","9","0","3","5","8","0","0","0","1","5","6","1","10","0","0","0","6","2"
"*052h5*","Gabriel Martinelli","ARS","M","100","4b. DcbB","@BOU Sat 7:00AM","39.5","7.9","100%","12.84","100%","-0.1%","5","355","0","4","2","3","2","8","0","0","3","2","0","8","0","3","0","0","0","4","1"
"*062ot*","Cheick Doucoure","CRY","M","101","W (Thu)","@MUN Sat 7:00AM","39","6.5","23%","179.87","38%","+11.7%","6","538","0","4","0","1","10","3","2","0","0","11","6","8","2","3","0","0","0","6","2"
"*06cm1*","Nicolas Jackson","CHE","F","103","Adam","@FUL Mon 12:00PM","38.5","6.42","99%","48.98","98%","-1.3%","6","509","1","5","0","7","5","11","5","0","0","1","4","11","1","6","0","0","0","5","3"
"*06clz*","Malo Gusto","CHE","D","102","Maddihat","@FUL Mon 12:00PM","38.5","6.42","10%","306.61","84%","+1.6%","6","408","0","3","2","0","6","1","0","1","2","3","4","6","1","1","0","0","0","3","2"
"*04tzt*","Jefferson Lerma","CRY","M","104","avitek","@MUN Sat 7:00AM","38.5","9.62","13%","288.16","50%","-6.4%","4","360","0","6","0","2","6","4","0","0","0","7","10","2","1","15","0","0","0","4","1"
"*0558w*","William Saliba","ARS","D","105","avitek","@BOU Sat 7:00AM","38.25","6.38","99%","65.15","99%","-0.4%","6","540","0","2","1","0","1","1","0","0","0","6","15","1","6","10","0","0","0","6","2"
"*04fk6*","Bernardo Silva","MCI","M","107","Vroom","@WOL Sat 7:00AM","37.5","9.38","100%","58.44","98%","+0.1%","4","281","1","8","1","1","1","3","1","0","4","0","0","2","0","0","0","0","0","2","1"
"*03vlj*","Virgil van Dijk","LIV","D","110","Adam","@TOT Sat 9:30AM","37.25","9.31","100%","43.73","99%","+0.3%","4","297","0","3","1","1","1","0","0","1","0","11","21","0","1","19","0","0","0","4","0"
"*0649j*","Manuel Akanji","MCI","D","108","dsb_ff","@WOL Sat 7:00AM","37.25","7.45","88%","107.72","98%","+1.3%","5","450","0","3","0","0","4","2","1","0","0","6","9","0","4","4","0","0","0","2","3"
"*02y6o*","Nathan Ake","MCI","D","109","W (Thu)","@WOL Sat 7:00AM","37.25","7.45","84%","114.81","91%","-2%","5","291","1","1","0","1","4","0","0","0","0","5","5","0","0","11","0","0","0","2","1"
"*061va*","Boubacar Kamara","AVL","M","111","W (Thu)","BHA Sat 4:30AM","37","6.17","3%","390.32","11%","-2.5%","6","505","0","8","0","0","11","4","1","0","0","5","3","6","0","2","0","0","0","10","2"
"*03jly*","Andreas Pereira","FUL","M","113","deceptiv","CHE Mon 12:00PM","36.5","6.08","98%","75.59","92%","-1.4%","6","404","1","8","1","2","0","10","1","0","1","0","4","2","0","5","0","0","0","7","3"
"*06fup*","Jeremy Doku","MCI","F","112","Kish123","@WOL Sat 7:00AM","36.5","12.17","0%","1026.6","81%","+6%","3","213","1","4","0","2","5","2","0","0","1","2","0","8","0","1","0","0","0","2","0"
"*068ym*","Enzo Fernandez","CHE","M","114","avitek","@FUL Mon 12:00PM","36","6","99%","73.26","98%","-0.6%","6","507","0","11","0","3","4","6","2","0","3","1","4","4","2","4","1","0","0","5","3"
"*03arh*","Kurt Zouma","WHU","D","115","W (Thu)","SHU Sat 7:00AM","35.5","5.92","12%","301.22","56%","+6.1%","6","540","1","0","0","2","5","0","1","0","0","8","42","0","5","15","0","0","0","10","0"
"*061y0*","Scott McKenna","NOT","D","116","W (Thu)","BRF Sun 6:00AM","35.25","7.05","0%","1182.8","16%","-3.4%","5","416","0","3","0","0","0","0","0","0","0","5","25","0","4","20","0","0","0","6","1"
"*037wp*","Christian Eriksen","MUN","M","117","W (Thu)","CRY Sat 7:00AM","35","7","76%","122.25","78%","-7.3%","5","314","1","4","1","1","4","4","0","0","1","2","1","2","3","0","0","0","0","9","0"
"*067zv*","Kevin Schade","BRF","M","118","Kish123","@NOT Sun 6:00AM","35","7","41%","143.39","66%","+0.2%","5","253","1","3","1","2","1","3","0","0","2","1","3","1","0","11","0","0","0","2","1"
"*06ex4*","Josko Gvardiol","MCI","D","119","4b. DcbB","@WOL Sat 7:00AM","34.75","6.95","79%","73.69","85%","+0.9%","5","368","0","4","0","1","4","3","1","0","1","2","5","3","2","7","0","0","0","2","2"
"*04adp*","Aaron Wan-Bissaka","MUN","D","123","W (Thu)","CRY Sat 7:00AM","34.75","6.95","80%","123.7","65%","-24.5%","5","339","0","4","1","0","8","2","2","0","1","7","15","5","2","4","0","0","0","6","1"
"*05tqz*","Rico Henry","BRF","D","120","W (Thu)","@NOT Sun 6:00AM","34.75","6.95","68%","131.46","41%","-48.1%","5","401","0","5","1","0","5","7","1","0","2","5","5","7","3","4","0","0","0","5","1"
"*051k0*","John McGinn","AVL","M","126","W (Thu)","BHA Sat 4:30AM","34.5","5.75","64%","130.58","68%","-6.4%","6","477","1","4","0","2","2","3","1","0","2","1","1","10","0","0","0","0","0","8","2"
"*06c4o*","Lyle Foster","BUR","F","124","avitek","@NEW Sat 7:00AM @LUT Tue11:30AM","34.5","8.62","1%","1121.34","21%","-7.4%","4","346","2","3","1","4","1","7","0","1","0","0","9","2","0","8","0","0","0","12","0"
"*04io3*","Mario Lemina","WOL","M","125","4b. DcbB","MCI Sat 7:00AM","34.5","5.75","0%","1184.06","17%","+10%","6","527","0","2","0","1","12","4","3","0","1","13","10","5","1","7","0","0","0","10","1"
"*05opj*","Elliot Anderson","NEW","M","127","W (Thu)","BUR Sat 7:00AM","34","5.67","16%","239.64","10%","+0.3%","6","241","0","5","1","1","6","6","0","0","1","1","2","4","3","4","0","0","0","3","2"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","129","W (Thu)","LUT Sat 7:00AM","33","5.5","54%","135.85","42%","-4.3%","6","348","1","3","0","6","1","5","0","0","0","2","0","4","0","3","0","0","0","7","0"
"*06dn2*","Zeki Amdouni","BUR","F","128","avitek","@NEW Sat 7:00AM @LUT Tue11:30AM","33","6.6","8%","325.03","12%","+3.9%","5","334","1","2","0","4","4","2","0","0","0","1","1","5","2","2","0","0","0","10","0"
"*05tre*","Vitaly Janelt","BRF","M","130","W (Thu)","@NOT Sun 6:00AM","33","5.5","2%","1120.84","7%","+1%","6","471","0","5","1","2","5","2","0","0","0","3","7","1","1","6","0","0","0","6","1"
"*0520r*","Leandro Trossard","ARS","M","135","Pancake","@BOU Sat 7:00AM","32.5","10.83","100%","57.03","94%","+11.8%","3","126","1","6","0","1","3","1","0","0","2","2","1","2","0","0","0","0","0","2","1"
"*05oyq*","Said Benrahma","WHU","M","131","Pancake","SHU Sat 7:00AM","32.5","6.5","96%","93.95","76%","-7.1%","5","300","0","6","1","2","1","3","0","0","1","2","2","7","0","0","0","0","0","5","1"
"*061z3*","Fabio Vieira","ARS","M","136","Kish123","@BOU Sat 7:00AM","32.5","8.12","3%","377.21","57%","+15%","4","169","0","2","3","1","2","3","0","0","2","1","1","2","0","0","0","1","0","2","1"
"*05u1m*","Nathan Collins","BRF","D","132","Pancake","@NOT Sun 6:00AM","32.5","5.42","5%","349.56","40%","+13%","6","458","0","2","1","0","4","1","1","0","0","6","24","5","0","11","0","0","0","7","1"
"*03r93*","Joseph Gomez","LIV","D","133","W (Thu)","@TOT Sat 9:30AM","32.5","6.5","1%","1125.87","37%","-1.6%","5","339","0","3","0","0","3","1","0","0","2","7","12","2","1","7","0","0","0","2","1"
"*037mt*","Harrison Reed","FUL","M","134","W (Thu)","CHE Mon 12:00PM","32.5","5.42","4%","398.28","8%","-3.1%","6","416","0","7","1","0","5","2","1","0","1","2","4","0","3","3","0","0","0","8","3"
"*063hu*","Amadou Onana","EVE","M","138","W (Thu)","LUT Sat 7:00AM","32","5.33","13%","281.19","24%","-2.8%","6","526","0","4","0","1","10","2","0","0","0","3","5","1","0","18","0","0","0","10","0"
"*06dqv*","Luca Koleosho","BUR","F","137","Kish123","@NEW Sat 7:00AM @LUT Tue11:30AM","32","6.4","0%","1155.7","12%","+6.9%","5","341","0","6","1","0","1","8","0","0","1","0","0","16","0","0","0","0","0","12","0"
"*050jq*","Marc Guehi","CRY","D","139","W (Thu)","@MUN Sat 7:00AM","31.75","6.35","52%","136.61","49%","-1.6%","5","448","0","1","0","0","4","1","0","0","0","3","17","2","6","7","0","0","0","4","2"
