player,team,minutes_90s_diff,xg_diff,npxg_diff,xg_assist_diff,npxg_xg_assist_diff,goals_per90_diff,assists_per90_diff,goals_assists_per90_diff,goals_pens_per90_diff,goals_assists_pens_per90_diff,xg_per90_diff,xg_assist_per90_diff,xg_xg_assist_per90_diff,npxg_per90_diff,npxg_xg_assist_per90_diff,matches_diff,shots_on_target_pct_diff,shots_per90_diff,shots_on_target_per90_diff,goals_per_shot_diff,goals_per_shot_on_target_diff,average_shot_distance_diff,npxg_per_shot_diff,xg_net_diff,npxg_net_diff,passes_pct_diff,passes_pct_short_diff,passes_pct_medium_diff,passes_pct_long_diff,pass_xa_diff,xg_assist_net_diff,sca_per90_diff,gca_per90_diff,challenge_tackles_pct_diff,take_ons_won_pct_diff,take_ons_tackled_pct_diff,minutes_pct_diff,minutes_per_start_diff,minutes_per_sub_diff,points_per_game_diff,plus_minus_per90_diff,plus_minus_wowy_diff,on_xg_for_diff,on_xg_against_diff,xg_plus_minus_diff,xg_plus_minus_per90_diff,xg_plus_minus_wowy_diff,aerials_won_pct_diff,games_starts_diff,minutes_diff
Tim Ream,Fulham,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,1.5,1.8999999999999915,1.0,4.700000000000003,0.0,0.0,0.0,0.0,,,,-15.0,-13.0,,-1.5,-1.0,6.67,0.30000000000000004,1.1999999999999997,-0.9000000000000001,0.010000000000000009,6.66,-2.8999999999999986,1,63
Nathan Redmond,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0
Harrison Reed,Fulham,0.7,0.0,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,,,0.0,0.0,,,,,0.0,0.0,3.799999999999997,7.1000000000000085,-5.6000000000000085,-2.8999999999999986,0.1,-0.19999999999999998,1.31,0.0,0.0,,,-13.299999999999997,-12.0,,-1.5,-1.58,3.17,0.30000000000000004,1.7999999999999998,-1.4000000000000001,-0.29000000000000004,5.19,66.7,1,66
Bobby Reid,Fulham,0.7,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,-1.19,0.0,-1.19,-1.19,-1.19,-1.23,0.0,-1.23,-1.23,-1.23,,-13.299999999999997,-1.9500000000000002,-1.19,-0.13,0.0,5.5,-0.12,-0.19999999999999998,-0.19999999999999998,12.199999999999996,-1.1000000000000085,7.5,50.0,0.0,0.0,0.81,0.0,0.0,,,11.700000000000003,66.0,0.0,-1.5,-2.81,-1.51,0.30000000000000004,1.6999999999999997,-1.4,-2.16,-1.2799999999999994,33.3,1,66
Declan Rice,Arsenal,1.0,0.0,0.0,0.5,0.49999999999999994,0.0,0.0,0.0,0.0,0.0,-0.13,0.24,0.12,-0.13,0.12,,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.8999999999999915,-3.200000000000003,-1.0999999999999943,8.299999999999997,0.3,-0.5,0.5,0.0,-15.0,0.0,16.700000000000003,0.0,0.0,,0.0,0.0,,1.9999999999999998,1.0000000000000002,1.0,0.6499999999999999,,-3.3000000000000007,1,90
Richarlison,Tottenham,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.01,-0.07,-0.07,-0.07,,0.0,-0.8700000000000001,-0.43000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,-3.4000000000000057,-4.299999999999997,-14.299999999999997,100.0,0.0,0.0,0.1299999999999999,0.0,,-10.0,10.0,-11.700000000000003,-10.0,,1.0,0.57,-3.72,1.2,1.6999999999999997,-0.6,0.09999999999999998,-1.85,0.0,1,69
Connor Roberts,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0,0
Andrew Robertson,Liverpool,1.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.12000000000000001,0.0,0.12000000000000001,,,0.0,0.0,,,,,0.0,0.0,10.0,0.5,11.800000000000011,33.9,0.2,-0.3,0.5,0.0,0.0,0.0,100.0,0.0,0.0,,1.0,1.0,,3.0,1.2000000000000002,1.8,0.9299999999999999,,66.7,1,90
Antonee Robinson,Fulham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,1.9000000000000057,-2.5999999999999943,6.599999999999994,-9.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.5,-2.0,,0.5,3.7,-3.2,-0.99,,-12.5,1,90
Jack Robinson,Sheffield Utd,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,,0.0,0.53,0.0,0.0,,17.7,0.03,0.0,0.0,16.9,2.200000000000003,18.0,27.9,0.0,0.0,0.53,0.0,66.7,0.0,100.0,6.1000000000000085,6.0,,0.0,0.06999999999999984,0.06999999999999984,0.5,1.4000000000000001,-0.9000000000000001,0.25,0.25,33.3,1,90
Rodri,Manchester City,1.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-1.0,-0.5,-1.0,-0.25,-0.09000000000000001,-0.34,-0.25,-0.34,,0.0,-2.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.799999999999997,-2.4000000000000057,-6.5,-3.299999999999997,0.0,0.0,-1.0,-0.5,-33.3,100.0,0.0,0.0,0.0,,0.0,-1.0,,1.0,0.3,0.6999999999999997,-0.4500000000000002,,0.0,1,90
Mads Roerslev,Brentford,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000000000000002,0.0,-0.05000000000000002,-0.05000000000000002,-0.05000000000000002,,0.0,-1.9300000000000002,0.0,0.0,,0.0,0.0,0.0,0.0,-10.700000000000003,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,13.299999999999997,,,-3.3000000000000007,,-3.0,1.0,2.81,1.6,1.2999999999999998,0.09999999999999998,1.2,3.08,2.38,0.0,0,13
Cristian Romero,Tottenham,1.0,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,-6.05,0.0,-6.05,-6.05,-6.05,-3.4199999999999995,0.0,-3.4199999999999995,-3.4199999999999995,-3.4199999999999995,,-50.0,-5.17,-6.05,-0.5,0.0,2.6999999999999993,-0.22999999999999998,-0.10000000000000003,-0.10000000000000003,-10.700000000000003,-6.700000000000003,-8.5,57.1,0.0,0.0,0.0,0.0,,,,42.800000000000004,39.0,,1.0,-4.3,-4.3,1.6999999999999997,2.1,-0.3,-3.95,-3.95,0.0,1,90
Joe Rothwell,Bournemouth,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999999999999998,0.009999999999999998,0.0,-0.009999999999999998,0.0,,0.0,-0.44999999999999996,0.0,0.0,,0.0,0.0,0.0,0.0,-1.8999999999999915,-3.0,-3.200000000000003,2.200000000000001,0.1,-0.1,-1.73,0.0,-10.0,0.0,0.0,-8.299999999999997,-7.0,,-0.5,-1.09,-1.09,0.5,2.9,-2.5999999999999996,-1.49,-5.75,0.0,1,75
Pelly Ruddock Mpanzu,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jose Sa,Wolves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-5.5,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,-1.0,,2.0999999999999996,2.2,-0.1,-0.08,,0.0,1,90
Bukayo Saka,Arsenal,1.0,0.09999999999999998,0.09999999999999998,0.30000000000000004,0.39999999999999997,-0.49,0.0,-0.49,-0.49,-0.49,-0.010000000000000009,0.06,0.04999999999999999,-0.010000000000000009,0.04999999999999999,,-33.400000000000006,0.029999999999999805,-0.99,-0.16,0.0,-1.0,0.0,-0.10000000000000009,-0.10000000000000009,-3.1999999999999886,-1.1000000000000085,-5.799999999999997,-15.600000000000001,0.09999999999999998,-0.30000000000000004,1.5599999999999996,0.0,-2.8999999999999986,33.3,-16.700000000000003,-1.0999999999999943,-1.0,,0.0,0.010000000000000009,1.01,1.9999999999999998,0.8,1.2000000000000002,0.77,11.5,50.0,1,88
Mohamed Salah,Liverpool,1.0,1.2,0.3,0.09999999999999998,0.30000000000000004,0.56,-0.6199999999999999,-0.05999999999999983,0.56,-0.05999999999999983,0.51,-0.3,0.21999999999999997,-0.010000000000000009,-0.30999999999999994,,28.6,0.3600000000000003,1.12,0.14,0.5,-0.5999999999999979,-0.009999999999999995,-0.2,0.7,3.799999999999997,3.9000000000000057,1.7999999999999972,-25.0,0.10000000000000003,-0.09999999999999998,-0.19999999999999973,-0.05999999999999983,,0.0,100.0,5.0,5.0,,1.0,1.12,1.12,3.0999999999999996,1.0,2.0,1.2200000000000002,2.59,0.0,1,85
William Saliba,Arsenal,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,-0.5,0.0,-0.02,-0.02,0.0,-0.02,,,0.0,0.0,,,,,0.0,0.0,-1.7999999999999972,0.7999999999999972,-1.0999999999999943,-21.099999999999994,0.0,0.0,-1.0,-0.5,100.0,,,0.0,0.0,,0.0,0.0,,1.9999999999999998,1.0000000000000002,1.0,0.6499999999999999,,0.0,1,90
Davinson Sanchez,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-42.8,,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,3.95,0.0,0,0
Robert Sanchez,Chelsea,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,5.599999999999994,0.0,3.799999999999997,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-0.5,-1.0,,2.4,1.8,0.7000000000000001,0.30000000000000004,,,1,90
Jadon Sancho,Manchester Utd,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.12,0.0,-0.12,,,0.0,0.0,,,,,0.0,0.0,11.200000000000003,0.7000000000000028,12.899999999999999,100.0,0.0,0.0,-4.35,0.0,33.3,42.9,-7.100000000000001,1.0999999999999979,,1.0,-1.5,-3.91,-3.23,0.30000000000000004,0.5,-0.3,-1.0,-1.5399999999999998,,0,25
Pablo Sarabia,Wolves,0.40000000000000013,0.0,0.0,0.7,0.5999999999999999,0.0,0.93,0.93,0.0,0.93,-0.009999999999999995,0.25,0.24,-0.009999999999999995,0.24,,50.0,0.41000000000000014,0.93,0.0,0.0,1.8000000000000007,-0.019999999999999997,0.0,0.0,-4.799999999999997,0.0,10.0,33.3,0.3,0.29999999999999993,-0.23999999999999932,0.93,50.0,100.0,0.0,-15.000000000000007,0.0,35.0,0.0,0.93,3.1399999999999997,1.1,0.29999999999999993,0.7,0.63,1.32,,0,35
Kevin Schade,Brentford,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2999999999999998,0.0,-1.2999999999999998,-1.2999999999999998,-1.2999999999999998,,0.0,-3.7300000000000004,0.0,0.0,,0.0,0.0,0.0,0.0,53.3,66.7,50.0,,0.0,0.0,2.02,1.01,0.0,0.0,100.0,28.299999999999997,70.0,0.0,1.0,2.02,1.03,1.7000000000000002,0.3,1.4000000000000001,0.68,-0.9,-33.3,1,70
Fabian Schar,Newcastle Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.10000000000000853,-5.700000000000003,0.0,16.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.5,-2.5,,0.30000000000000027,0.9999999999999998,-0.7000000000000001,-1.1400000000000001,,-33.3,1,90
Jeffrey Schlupp,Crystal Palace,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,-0.03,0.020000000000000004,-0.020000000000000004,-0.03,-0.020000000000000004,,0.0,-0.8999999999999999,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,9.799999999999997,14.900000000000006,-3.9000000000000057,0.0,0.0,-0.1,-0.69,0.0,0.0,-17.9,17.9,-9.400000000000006,-8.0,,-1.5,-1.0,0.0,0.3999999999999999,2.0,-1.5999999999999999,-1.4500000000000002,-3.14,0.0,1,73
Nelson Semedo,Wolves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.01,0.01,0.01,0.01,,0.0,0.5,0.0,0.0,,26.9,0.02,0.0,0.0,-1.7999999999999972,2.0999999999999943,5.0,-75.0,0.0,0.0,-1.0,0.0,-42.9,16.700000000000003,-8.299999999999997,0.0,0.0,,0.0,-1.0,,2.0999999999999996,2.2,-0.1,-0.08,,0.0,1,90
Antoine Semenyo,Bournemouth,0.8,0.19999999999999998,0.19999999999999998,0.2,0.4,0.99,0.0,0.99,0.99,0.99,-0.15999999999999998,0.23,0.07,-0.15999999999999998,0.07,,40.0,-6.3,1.98,0.2,0.5,-4.299999999999997,0.010000000000000002,0.7999999999999999,0.7999999999999999,-14.900000000000006,0.0,-18.200000000000003,0.0,0.1,-0.2,-2.6599999999999997,-4.64,,-20.0,20.0,32.8,75.0,0.0,-0.5,-6.62,-6.82,0.3999999999999999,3.0,-2.5,-6.18,-7.05,20.0,1,75
Marcos Senesi,Bournemouth,0.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,,,0.0,0.0,,,,,0.0,0.0,-6.299999999999997,-15.400000000000006,-4.099999999999994,-4.200000000000003,0.1,0.0,1.9,0.0,-16.599999999999998,,,13.300000000000011,12.0,,-0.5,-0.3699999999999999,0.16000000000000014,0.49999999999999994,3.0999999999999996,-2.6,-1.05,-2.4000000000000004,-8.299999999999997,1,83
Luke Shaw,Manchester Utd,1.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,,,0.0,0.0,,,,,0.0,0.0,-0.3999999999999915,4.299999999999997,-3.700000000000003,21.5,0.5,-0.7,3.0,0.0,-33.3,100.0,0.0,0.0,0.0,,-1.5,-1.5,,2.0999999999999996,1.7999999999999998,0.3,0.16999999999999998,,100.0,1,90
Bernardo Silva,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.91,0.0,0,0
Fabio Silva,Wolves,0.6000000000000001,0.39999999999999997,0.39999999999999997,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.9,-0.26,-1.1600000000000001,-0.9,-1.1600000000000001,,8.299999999999997,-14.0,-8.889999999999999,0.0,0.0,2.0,0.08000000000000002,-0.39999999999999997,-0.39999999999999997,-21.700000000000003,-15.400000000000006,0.0,,0.0,0.0,0.1900000000000004,0.0,,50.0,50.0,22.199999999999996,54.0,0.0,0.0,-5.29,-6.47,1.0,1.9,-0.8999999999999999,-2.3,-3.0,,1,54
Thiago Silva,Chelsea,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.04,-0.020000000000000004,0.02,-0.020000000000000004,,0.0,0.5,0.0,0.0,,9.0,0.04,0.0,0.0,0.9000000000000057,1.7999999999999972,-0.09999999999999432,1.1999999999999886,0.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,,-0.5,-1.0,,2.4,1.8,0.7000000000000001,0.30000000000000004,,-3.5999999999999943,1,90
Oliver Skipp,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-41.1,0.0,,0.0,0.0,-1.7,0.0,0.0,0.0,0.0,-0.6499999999999999,0.0,0,0
Dominic Solanke,Bournemouth,1.0,0.10000000000000009,0.10000000000000009,0.1,0.19999999999999996,-0.5,0.5,0.0,-0.5,0.0,-0.41999999999999993,0.010000000000000009,-0.41000000000000003,-0.41999999999999993,-0.41000000000000003,,-33.400000000000006,0.0,-1.0,-0.16,0.0,5.800000000000001,-0.14,-0.1,-0.1,-8.299999999999997,-9.900000000000006,10.0,0.0,0.0,0.9,-2.0,-0.5,0.0,16.700000000000003,-16.700000000000003,0.0,0.0,,-0.5,-1.0,,1.3,2.9999999999999996,-1.8,-1.02,,0.0,1,90
Tomas Soucek,West Ham,1.0,0.0,0.0,0.3,0.19999999999999996,0.0,-0.5,-0.5,0.0,-0.5,-0.18,0.09,-0.08999999999999997,-0.18,-0.08999999999999997,,0.0,-1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,-5.800000000000004,16.700000000000003,0.0,0.0,-0.30000000000000004,1.0,-0.5,-10.0,,,0.0,0.0,,1.0,1.0,,1.7999999999999998,2.5,-0.6000000000000001,-0.20999999999999996,,-27.299999999999997,1,90
Vinicius Souza,Sheffield Utd,0.7000000000000001,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,,50.0,2.65,1.32,0.0,0.0,29.1,0.03,-0.1,-0.1,16.200000000000003,23.700000000000003,12.200000000000003,66.7,0.0,0.0,-4.209999999999999,0.0,100.0,,,25.599999999999998,57.0,0.0,0.0,0.0,0.4700000000000002,0.2,0.8,-0.6000000000000001,0.45999999999999996,0.29000000000000004,-33.3,1,57
Jason Steele,Brighton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-10.700000000000003,-3.4000000000000057,-2.700000000000003,-37.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,2.2,2.0,0.20000000000000018,-1.2,,100.0,1,90
Raheem Sterling,Chelsea,0.9999999999999999,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,,0.0,0.53,0.0,0.0,,8.9,0.06,-0.1,-0.1,-3.200000000000003,-1.7000000000000028,-8.899999999999999,13.299999999999997,0.19999999999999998,0.0,0.7199999999999998,-0.5999999999999999,0.0,40.0,-46.7,5.5,5.0,,-0.5,-1.06,-1.06,2.4,1.8,0.7000000000000001,0.29,0.29000000000000004,0.0,1,90
Dominik Szoboszlai,Liverpool,1.0,0.1,0.1,0.10000000000000003,0.2,0.0,0.0,0.0,0.0,0.0,0.05,-0.15000000000000002,-0.09999999999999998,0.05,-0.09999999999999998,,25.0,1.0,0.5,0.0,0.0,-4.800000000000001,0.009999999999999998,-0.1,-0.1,9.100000000000009,5.700000000000003,16.799999999999997,20.799999999999997,0.1,-0.10000000000000003,2.5,0.5,25.0,42.9,-57.1,0.0,0.0,,1.0,1.0,,3.0,1.2000000000000002,1.8,0.9299999999999999,,,1,90
James Tarkowski,Everton,1.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.07999999999999999,0.0,0.07999999999999999,0.07999999999999999,0.07999999999999999,,0.0,0.0,0.0,0.0,,-2.3,0.07999999999999999,-0.2,-0.2,5.299999999999997,11.100000000000009,-6.700000000000003,4.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,-1.5,,0.5999999999999996,2.9000000000000004,-2.3,-1.76,,0.0,1,90
Kenny Tete,Fulham,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.03,0.0,-0.03,,,0.0,0.0,,,,,0.0,0.0,0.4000000000000057,3.799999999999997,7.5,-7.100000000000001,0.1,0.0,-0.94,0.0,50.0,23.800000000000004,-4.699999999999996,-2.799999999999997,-2.0,,-1.5,-1.51,17.49,0.3999999999999999,2.3999999999999995,-1.9000000000000001,-0.3800000000000001,21.87,50.0,1,85
Youri Tielemans,Aston Villa,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,0.0,-0.06,,,0.0,0.0,,,,,0.0,0.0,5.099999999999994,0.0,12.900000000000006,-20.0,0.0,0.0,-0.77,0.0,,0.0,0.0,-9.399999999999999,,-8.0,1.5,3.53,-0.15000000000000036,0.6000000000000001,0.0,0.6000000000000001,1.38,-0.8999999999999999,,0,28
Jurrien Timber,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-27.2,0.0,,0.0,0.0,-2.2,0.0,0.0,0.0,0.0,-1.24,0.0,0,0
Takehiro Tomiyasu,Arsenal,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039999999999999994,0.0,-0.039999999999999994,-0.039999999999999994,-0.039999999999999994,,0.0,-1.3600000000000003,-1.3600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-5.400000000000006,0.9000000000000057,-7.099999999999994,-13.299999999999997,0.0,0.0,0.84,0.0,,66.7,33.3,13.799999999999997,66.0,0.0,0.0,2.2,3.4,2.0,0.29999999999999993,1.7000000000000002,1.92,2.82,0.0,1,66
James Tomkins,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,-0.5000000000000001,,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.18,,0,0
Sandro Tonali,Newcastle Utd,0.7,0.0,0.0,0.0,0.0,-0.43000000000000005,0.0,-0.43000000000000005,-0.43000000000000005,-0.43000000000000005,-0.27,-0.030000000000000006,-0.3,-0.27,-0.3,,0.0,-0.8500000000000001,-0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000000000057,-0.7999999999999972,2.3999999999999915,-5.0,0.0,0.0,-1.2799999999999998,-0.8500000000000001,0.0,,,-13.300000000000011,-12.0,,-1.5,-2.29,-2.29,0.20000000000000018,0.7999999999999998,-0.6000000000000001,-1.09,-18.19,0.0,1,65
Pau Torres,Aston Villa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999997,-0.019999999999999997,0.0,-0.019999999999999997,,,0.0,0.0,,,,,0.0,0.0,-0.7000000000000028,-5.0,3.3999999999999915,8.400000000000006,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,16.599999999999994,90.0,0.0,1.5,5.1,5.1,3.0000000000000004,0.5999999999999996,2.3,2.07,2.08,0.0,1,90
James Trafford,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0,0
Kieran Trippier,Newcastle Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18999999999999997,-0.18999999999999997,0.0,-0.18999999999999997,,,0.0,0.0,,,,,0.0,0.0,-0.30000000000001137,-0.3999999999999915,-3.9000000000000057,7.900000000000006,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.5,-2.5,,0.30000000000000027,0.9999999999999998,-0.7000000000000001,-1.1400000000000001,,100.0,1,90
Leandro Trossard,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,-10.6,,-1.0,0.0,-0.29000000000000004,0.5499999999999998,0.0,0.0,0.0,0.0,-0.4700000000000002,0.0,0,-1
Matt Turner,Nott'ham Forest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,1.5,0.0,0.0,3.799999999999997,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.5,1.0,,1.4000000000000001,0.5,0.7999999999999999,0.27,,,1,90
Destiny Udogie,Tottenham,0.8,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12000000000000001,0.05,0.12000000000000001,,100.0,0.57,0.57,0.0,0.0,6.6,0.09,-0.1,-0.1,-2.3999999999999915,0.29999999999999716,-5.700000000000003,,0.1,-0.1,-1.17,-0.43000000000000005,100.0,22.2,-33.3,-11.700000000000003,-10.0,,1.0,0.57,-3.72,1.2,1.6999999999999997,-0.6,0.09999999999999998,-1.85,50.0,1,69
Lesley Ugochukwu,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-0.5000000000000001,,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,-0.2999999999999998,,0,0
Virgil van Dijk,Liverpool,1.0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,,25.0,1.0,0.5,0.0,0.0,0.0,0.03,-0.2,-0.2,11.700000000000003,0.0,3.4000000000000057,9.399999999999999,0.0,-0.1,-0.5,0.0,,,,0.0,0.0,,1.0,1.0,,3.0,1.2000000000000002,1.8,0.9299999999999999,,-12.5,1,90
Raphael Varane,Manchester Utd,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.48,0.0,-0.48,-0.48,-0.48,,0.0,0.0,0.0,-0.25,-0.5,2.500000000000001,-0.24,0.0,0.0,-1.7000000000000028,3.5,-4.3999999999999915,-3.1000000000000014,0.0,0.0,0.5,0.0,-16.700000000000003,100.0,0.0,0.0,0.0,,-1.5,-1.5,,2.0999999999999996,1.7999999999999998,0.3,0.16999999999999998,,0.0,1,90
