ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
1365,Bobby Reid,jm JAM,FW,Fulham,30-208,1993,3,2,199,2.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,7,5,14,0.45,0.00,0.45,0.45,0.45,0.58,0.03,0.61,0.58,0.61,Matches,2023,5,1,20.0,2.26,0.45,0.20,1.00,12.6,0,0.26,-0.3,-0.3,33,50,66.0,486,147,18,24,75.0,10,13,76.9,3,7,42.9,0.0,-0.1,1,3,1,0,49,1,0,0,0,4,0,1,0,0,0,0,4,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,4,1,3,0,1,2,0,74,2,15,29,31,9,74,2,0,0.0,1,50.0,46,250,146,3,3,4,0,50,66,73.7,77,0,1,45,0,1.33,3,4,-1,-0.45,+0.82,2.2,4.8,-2.7,-1.21,+4.31,0,2,2,0,0,0,0,5,2,2,50.0,3
1375,Declan Rice,eng ENG,MF,Arsenal,24-227,1999,3,3,269,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,3,20,4,0.00,0.00,0.00,0.00,0.00,0.08,0.15,0.23,0.08,0.23,Matches,2023,3,3,100.0,1.00,1.00,0.00,0.00,24.3,0,0.08,-0.2,-0.2,207,223,92.8,3475,847,108,114,94.7,82,86,95.3,15,19,78.9,0.3,-0.4,1,24,3,0,220,3,3,1,4,0,0,0,0,0,0,0,1,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9,8,2,7,0,5,7,71.4,2,3,2,1,4,13,3,0,249,9,54,147,49,2,249,4,0,0.0,2,50.0,172,968,393,4,0,4,1,199,90,99.6,90,2,0,,0,2.33,5,3,+2,+0.67,+0.67,5.4,2.5,+2.9,+0.96,-34.27,0,2,2,0,0,0,0,17,2,12,14.3,3
1377,Richarlison,br BRA,FW,Tottenham,26-111,1997,3,3,218,2.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.5,3,3,15,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.19,0.18,0.19,Matches,2023,4,2,50.0,1.65,0.83,0.00,0.00,9.9,0,0.11,-0.4,-0.4,32,45,71.1,502,95,17,21,81.0,11,12,91.7,2,2,100.0,0.1,0.0,2,2,0,0,42,3,0,0,1,0,0,0,0,0,0,0,5,4,1.65,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,80,4,8,28,45,16,80,11,5,45.5,5,45.5,58,267,72,1,1,12,8,61,73,80.7,73,1,0,,0,2.33,4,2,+2,+0.83,-2.64,3.8,4.4,-0.6,-0.27,-1.64,0,2,1,0,0,0,0,2,2,13,13.3,3
1387,Connor Roberts,wls WAL,"DF,MF",Burnley,27-340,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,113,128,88.3,2015,557,48,51,94.1,55,58,94.8,10,16,62.5,0.1,0.0,0,10,3,1,113,14,3,0,0,3,11,0,0,0,0,1,1,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0,3,1,0,3,0,2,3,66.7,1,2,2,0,1,4,2,1,138,5,32,81,26,0,138,0,0,,0,,88,386,235,4,0,1,0,103,90,100.0,90,2,0,,0,0.00,1,6,-5,-2.50,,1.1,4.4,-3.4,-1.70,,0,1,0,0,0,0,0,8,1,0,100.0,3
1388,Andrew Robertson,sct SCO,DF,Liverpool,29-171,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,17,7,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,155,200,77.5,2947,945,62,67,92.5,68,83,81.9,23,41,56.1,0.3,-0.3,5,15,0,0,160,38,8,0,4,17,19,11,6,5,0,2,4,6,2.00,1,5,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,4,1,1,4,4,100.0,0,3,2,1,3,9,11,0,230,18,94,89,49,1,230,3,0,0.0,3,100.0,106,501,303,2,0,1,0,128,90,100.0,90,3,0,,0,2.33,6,3,+3,+1.00,,5.2,4.6,+0.6,+0.19,,0,1,0,0,0,0,0,30,4,3,57.1,3
1389,Antonee Robinson,us USA,DF,Fulham,26-021,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,11,7,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,108,142,76.1,1930,787,57,64,89.1,34,45,75.6,16,26,61.5,0.1,-0.2,1,11,2,1,120,22,3,0,1,8,19,0,0,0,0,0,5,3,1.00,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,7,2,4,2,1,4,10,40.0,6,2,0,2,0,7,11,0,167,12,58,68,41,3,167,2,0,0.0,2,100.0,87,372,179,2,0,2,4,97,90,100.0,90,3,0,,0,1.33,3,5,-2,-0.67,,2.5,9.5,-7.0,-2.34,,0,0,2,0,0,0,0,14,8,3,72.7,3
1390,Jack Robinson,eng ENG,DF,Sheffield Utd,29-362,1993,3,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,2023,1,0,0.0,0.35,0.00,0.00,,17.7,0,0.03,0.0,0.0,69,96,71.9,1391,735,31,34,91.2,24,35,68.6,14,23,60.9,0.0,0.0,0,5,0,0,79,17,2,0,0,1,15,0,0,0,0,0,3,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,2,1,0,3,5,60.0,2,5,3,2,6,9,7,0,124,21,68,42,15,3,124,1,0,0.0,1,100.0,52,175,73,0,1,4,0,52,86,95.9,86,2,0,,0,0.00,2,5,-3,-1.04,-1.04,1.7,6.6,-4.9,-1.72,-0.22,0,2,1,0,0,0,0,19,1,3,25.0,3
1393,Rodri,es ESP,MF,Manchester City,27-068,1996,3,3,270,3.0,2,1,3,2,0,0,0,0,0.8,0.8,0.2,1.0,4,22,8,0.67,0.33,1.00,0.67,1.00,0.27,0.07,0.34,0.27,0.34,Matches,2023,9,5,55.6,3.00,1.67,0.22,0.40,19.4,0,0.09,+1.2,+1.2,343,364,94.2,5790,1588,161,165,97.6,142,151,94.0,28,33,84.8,0.3,+0.8,2,33,3,0,360,4,2,1,2,3,0,1,0,0,0,0,1,15,5.00,14,0,0,1,0,0,1,0.33,1,0,0,0,0,0,11,8,3,7,1,3,6,50.0,3,2,0,2,1,12,5,2,399,11,72,259,68,10,399,6,5,83.3,1,16.7,250,1057,541,7,2,3,2,319,90,100.0,90,3,0,,0,3.00,6,1,+5,+1.67,,6.5,1.3,+5.2,+1.73,,0,5,1,2,0,0,0,31,5,0,100.0,3
1397,Jay Rodriguez,eng ENG,FW,Burnley,34-031,1989,1,0,10,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,4.07,0.00,4.07,4.07,4.07,Matches,2023,2,0,0.0,18.00,0.00,0.00,,14.4,0,0.23,-0.5,-0.5,1,2,50.0,8,0,1,1,100.0,0,0,,0,1,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,1,3,1,4,0,0,,0,,2,2,0,0,0,0,0,4,10,5.6,,0,1,10,0,0.00,0,0,0,0.00,+2.65,0.5,0.0,+0.4,+3.80,+5.82,0,0,0,1,0,0,0,0,0,0,,3
1402,Mads Roerslev,dk DEN,DF,Brentford,24-066,1999,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,2023,1,0,0.0,2.81,0.00,0.00,,22.4,0,0.03,0.0,0.0,9,17,52.9,154,60,5,8,62.5,4,8,50.0,0,1,0.0,0.0,0.0,0,0,0,0,16,1,0,0,0,2,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,3,0,0,2,6,33.3,4,0,0,0,0,3,0,0,21,0,11,5,5,0,21,0,0,,0,,9,24,14,1,0,0,0,12,16,11.9,,0,2,16,1,2.00,1,0,+1,+2.81,+2.06,1.7,0.3,+1.4,+4.00,+2.91,0,0,0,0,0,0,0,1,0,1,0.0,3
1406,Cristian Romero,ar ARG,DF,Tottenham,25-124,1998,3,3,193,2.1,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,1,6,0,0.47,0.00,0.47,0.47,0.47,0.32,0.00,0.32,0.32,0.32,Matches,2023,2,1,50.0,0.93,0.47,0.50,1.00,7.6,0,0.35,+0.3,+0.3,112,122,91.8,2119,884,40,42,95.2,67,71,94.4,5,8,62.5,0.0,0.0,0,9,0,0,116,6,5,0,2,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,4,2,0,2,2,100.0,0,6,3,3,4,10,11,0,151,32,94,54,5,2,151,0,0,,0,,95,428,279,1,0,0,0,98,64,71.5,64,2,0,,0,2.33,5,0,+5,+2.33,+3.50,4.4,2.7,+1.7,+0.79,+2.59,0,0,0,0,0,0,0,9,2,2,50.0,3
1411,Joe Rothwell,eng ENG,MF,Bournemouth,28-230,1995,3,3,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,9,3,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,2023,1,0,0.0,0.43,0.00,0.00,,24.5,0,0.03,0.0,0.0,104,128,81.3,1800,411,40,41,97.6,58,61,95.1,4,19,21.1,0.1,-0.1,2,8,0,0,113,13,8,0,0,7,0,5,3,0,1,2,3,7,3.00,3,2,1,0,1,0,0,0.00,0,0,0,0,0,0,5,1,3,1,1,2,7,28.6,5,3,1,2,2,7,1,0,151,4,34,86,32,1,151,10,5,50.0,4,40.0,84,520,249,2,0,3,1,93,70,77.8,70,1,0,,0,0.33,2,5,-3,-1.29,+0.21,2.2,5.4,-3.1,-1.35,-1.70,0,2,1,0,0,1,0,22,0,1,0.0,3
1415,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30-043,1993,2,1,101,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,2,2,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches,2023,3,0,0.0,2.67,0.00,0.00,,14.4,0,0.10,-0.3,-0.3,11,16,68.8,187,47,5,5,100.0,6,7,85.7,0,3,0.0,0.0,0.0,0,0,0,0,15,1,1,0,0,2,0,0,0,0,0,0,1,2,1.78,0,0,1,1,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,1,1,0,1,2,0,1,25,2,8,9,8,2,25,1,1,100.0,0,0.0,18,103,35,1,1,2,0,14,51,56.1,87,0,1,14,0,0.00,1,3,-2,-1.78,+2.77,1.4,2.9,-1.5,-1.30,+1.97,0,3,1,0,0,0,0,4,2,0,100.0,3
1424,Jose Sa,pt POR,GK,Wolves,30-224,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,103,128,80.5,2406,1500,22,22,100.0,55,55,100.0,26,51,51.0,0.0,0.0,0,1,0,0,99,29,6,0,0,0,0,0,0,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,137,124,136,1,0,0,137,0,0,,0,,101,659,407,0,0,0,0,66,90,100.0,90,3,0,,0,1.00,2,5,-3,-1.00,,5.3,5.7,-0.4,-0.12,,0,0,2,0,0,0,0,4,2,0,100.0,3
1431,Bukayo Saka,eng ENG,FW,Arsenal,21-358,2001,3,3,268,3.0,2,0,2,1,1,1,0,0,1.8,1.0,0.8,1.8,25,12,59,0.67,0.00,0.67,0.34,0.34,0.60,0.28,0.88,0.33,0.61,Matches,2023,8,3,37.5,2.69,1.01,0.13,0.33,15.4,0,0.12,+0.2,0.0,138,190,72.6,2085,448,76,89,85.4,52,72,72.2,7,14,50.0,1.4,-0.8,9,6,8,2,171,18,2,1,0,26,3,13,13,0,0,1,7,16,5.37,13,3,0,0,0,0,1,0.34,1,0,0,0,0,0,9,4,3,2,4,4,8,50.0,4,7,0,7,1,10,2,1,237,3,12,60,166,31,236,14,7,50.0,4,28.6,156,1041,531,9,10,6,2,173,89,99.3,89,2,0,,0,2.33,5,3,+2,+0.67,+0.67,6.0,2.5,+3.5,+1.18,+13.02,0,2,6,0,0,0,0,10,1,4,20.0,3
1433,Mohamed Salah,eg EGY,FW,Liverpool,31-075,1992,3,3,251,2.8,1,2,3,1,0,1,0,0,1.7,0.7,1.0,1.7,5,8,17,0.36,0.72,1.08,0.36,1.08,0.60,0.34,0.95,0.26,0.61,Matches,2023,9,3,33.3,3.23,1.08,0.11,0.33,17.3,0,0.08,-0.7,+0.3,69,80,86.3,977,234,39,44,88.6,21,23,91.3,3,4,75.0,0.5,+1.0,5,4,6,1,78,2,0,4,0,2,1,0,0,0,0,0,4,10,3.59,8,0,0,1,0,1,4,1.43,3,0,0,1,0,0,3,2,0,1,2,1,1,100.0,0,2,0,2,1,4,0,0,109,0,4,52,54,15,108,8,3,37.5,5,62.5,79,354,156,3,3,4,8,90,84,93.0,84,1,0,,0,2.33,6,3,+3,+1.08,+1.08,5.2,4.3,+0.8,+0.29,+1.42,0,1,1,2,0,0,0,7,0,4,0.0,3
1436,William Saliba,fr FRA,DF,Arsenal,22-158,2001,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,2,19,0,0.00,0.33,0.33,0.00,0.33,0.01,0.03,0.04,0.01,0.04,Matches,2023,1,0,0.0,0.33,0.00,0.00,,11.4,0,0.04,0.0,0.0,279,291,95.9,5084,1770,114,117,97.4,141,145,97.2,22,25,88.0,0.1,+0.9,2,15,1,0,281,10,0,0,1,0,3,0,0,0,0,0,1,3,1.00,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,3,1,2,4,5,11,0,319,29,102,202,16,3,319,1,0,0.0,1,100.0,220,1122,809,1,0,1,1,243,90,100.0,90,3,0,,0,2.33,5,3,+2,+0.67,,6.0,2.7,+3.3,+1.09,,0,2,2,0,0,0,0,17,5,1,83.3,3
1449,Davinson Sanchez,co COL,DF,Tottenham,27-078,1996,1,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,2023,1,0,0.0,1.17,0.00,0.00,,8.6,0,0.12,-0.1,-0.1,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50.0,0.0,0.0,0,13,0,0,73,2,1,0,0,0,1,0,0,0,0,0,0,1,1.17,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,2,1,1,1,2,0,83,8,24,45,14,1,83,0,0,,0,,68,238,80,2,0,1,0,66,77,28.5,,0,1,77,2,1.00,1,2,-1,-1.17,-3.50,0.7,2.2,-1.5,-1.80,-2.59,0,2,1,0,0,0,0,4,3,1,75.0,3
1451,Robert Sanchez,es ESP,GK,Chelsea,25-284,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,92,102,90.2,2113,1307,26,26,100.0,48,49,98.0,17,26,65.4,0.0,0.0,0,0,0,0,78,24,4,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,106,90,106,0,0,0,106,0,0,,0,,61,269,125,0,0,0,0,62,90,100.0,90,3,0,,0,1.33,5,4,+1,+0.33,,6.1,3.5,+2.6,+0.85,,0,0,0,0,0,0,0,4,0,0,,3
1452,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23-157,2000,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,10,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,34,43,79.1,446,116,22,25,88.0,10,14,71.4,1,1,100.0,0.1,-0.1,1,2,2,0,41,1,0,0,0,1,0,1,0,0,0,1,0,4,4.62,1,1,0,0,1,1,1,1.15,0,1,0,0,0,0,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,51,4,12,18,26,6,51,7,3,42.9,3,42.9,38,298,192,5,5,0,2,34,26,29.3,,0,3,26,0,2.00,2,1,+1,+1.14,+1.61,2.6,1.9,+0.8,+0.89,+0.35,0,0,2,1,0,0,0,10,0,3,0.0,3
1461,Pablo Sarabia,es ESP,FW,Wolves,31-110,1992,3,1,114,1.3,0,1,1,0,0,0,0,0,0.3,0.3,1.4,1.7,3,8,9,0.00,0.79,0.79,0.00,0.79,0.23,1.08,1.31,0.23,1.31,Matches,2023,4,2,50.0,3.16,1.58,0.00,0.00,19.8,1,0.07,-0.3,-0.3,30,45,66.7,423,163,18,23,78.3,7,10,70.0,3,7,42.9,0.6,-0.4,5,1,3,0,36,8,3,1,0,6,0,4,4,0,0,1,2,7,5.53,4,2,0,0,1,0,1,0.79,0,1,0,0,0,0,1,1,1,0,0,1,3,33.3,2,2,1,1,0,1,1,0,58,1,7,26,28,6,58,1,1,100.0,0,0.0,38,150,93,2,2,2,3,43,38,42.2,62,0,2,26,0,1.00,2,0,+2,+1.58,+4.46,2.6,1.2,+1.4,+1.07,+2.06,0,2,2,1,0,0,0,4,0,0,,3
1472,Kevin Schade,de GER,FW,Brentford,21-275,2001,3,2,168,1.9,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,2,7,7,0.54,0.00,0.54,0.54,0.54,0.24,0.13,0.37,0.24,0.37,Matches,2023,3,1,33.3,1.61,0.54,0.33,1.00,17.3,0,0.15,+0.5,+0.5,30,45,66.7,390,100,21,28,75.0,9,12,75.0,0,0,,0.2,-0.2,1,6,0,0,43,0,0,0,0,1,0,0,0,0,0,2,2,4,2.14,3,0,0,0,1,0,1,0.54,1,0,0,0,0,0,1,0,0,1,0,0,3,0.0,3,0,0,0,0,1,2,0,66,1,6,27,33,8,66,5,1,20.0,4,80.0,37,284,111,2,1,8,1,42,56,62.2,75,0,1,19,0,1.67,3,1,+2,+1.07,+0.19,2.8,1.3,+1.5,+0.82,-1.62,0,4,3,1,0,0,0,10,6,5,54.5,3
1473,Fabian Schar,ch SUI,DF,Newcastle Utd,31-252,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,2023,1,0,0.0,0.33,0.00,0.00,,22.7,1,0.10,-0.1,-0.1,188,212,88.7,3386,1182,82,87,94.3,83,85,97.6,21,36,58.3,0.0,0.0,0,13,0,0,208,3,3,1,3,0,0,0,0,0,0,1,0,2,0.67,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2,0,1,1,0,0,0,,0,3,2,1,2,4,10,0,235,28,118,112,6,2,235,0,0,,0,,174,586,301,2,0,1,2,186,90,100.0,90,3,0,,0,1.00,6,4,+2,+0.67,,5.6,3.6,+2.0,+0.66,,0,1,1,0,0,0,0,12,3,3,50.0,3
1477,Jeffrey Schlupp,gh GHA,FW,Crystal Palace,30-249,1992,3,3,233,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,1,10,6,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.19,0.04,0.19,Matches,2023,3,1,33.3,1.16,0.39,0.00,0.00,18.6,0,0.04,-0.1,-0.1,52,69,75.4,675,241,34,43,79.1,14,16,87.5,1,6,16.7,0.1,-0.4,6,4,0,0,68,1,1,0,0,0,0,0,0,0,0,0,1,8,3.09,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,6,3,3,2,1,2,2,100.0,0,1,0,1,0,6,1,0,99,2,21,47,33,3,99,8,5,62.5,3,37.5,61,259,107,5,0,7,2,67,78,86.3,78,1,0,,0,1.33,1,2,-1,-0.39,-2.82,2.9,3.0,-0.1,-0.04,-0.70,0,4,1,0,0,0,0,13,5,0,100.0,3
1492,Nelson Semedo,pt POR,DF,Wolves,29-286,1993,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,17,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,2023,1,0,0.0,0.33,0.00,0.00,,26.9,0,0.02,0.0,0.0,153,180,85.0,2411,920,77,82,93.9,67,75,89.3,6,15,40.0,0.2,0.0,1,14,3,1,150,30,5,0,1,3,25,0,0,0,0,0,5,6,2.00,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,11,7,10,1,0,5,8,62.5,3,3,1,2,4,15,7,0,212,14,91,92,33,1,212,8,3,37.5,4,50.0,135,600,295,3,0,6,2,123,90,100.0,90,3,0,,0,1.00,2,5,-3,-1.00,,5.3,5.7,-0.4,-0.12,,0,7,2,0,0,0,0,27,0,3,0.0,3
1493,Antoine Semenyo,gh GHA,FW,Bournemouth,23-234,2000,3,2,163,1.8,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.7,5,4,11,0.55,0.00,0.55,0.55,0.55,0.23,0.13,0.36,0.23,0.36,Matches,2023,7,2,28.6,3.87,1.10,0.14,0.50,22.0,0,0.06,+0.6,+0.6,33,42,78.6,423,66,21,23,91.3,10,13,76.9,0,2,0.0,0.1,-0.2,1,2,2,0,41,1,0,0,0,3,1,0,0,0,0,0,0,3,1.66,1,0,1,1,0,0,1,0.55,0,0,0,1,0,0,3,1,1,1,1,1,1,100.0,0,1,0,1,0,3,0,0,63,0,8,14,42,7,63,9,4,44.4,4,44.4,40,326,203,4,2,2,4,43,54,60.4,74,0,1,16,0,0.33,2,5,-3,-1.66,-0.82,2.0,4.9,-3.0,-1.64,-1.69,0,6,3,0,0,0,0,10,1,6,14.3,3
1495,Marcos Senesi,ar ARG,DF,Bournemouth,26-111,1997,2,2,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,72,92,78.3,1555,660,22,26,84.6,34,39,87.2,15,24,62.5,0.1,0.0,1,9,3,0,88,3,1,0,0,0,2,0,0,0,0,1,1,3,1.90,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,6,4,3,3,0,1,6,16.7,5,4,1,3,3,9,11,0,119,19,67,50,3,0,119,0,0,,0,,65,327,238,1,0,1,1,70,71,52.6,71,0,0,,1,0.50,1,4,-3,-1.90,-1.20,0.7,3.9,-3.2,-2.00,-2.18,0,3,0,0,0,0,0,15,1,3,25.0,3
1501,Luke Shaw,eng ENG,DF,Manchester Utd,28-048,1995,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,1,11,8,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.36,0.00,0.36,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,98,120,81.7,1546,540,52,59,88.1,34,39,87.2,8,13,61.5,0.5,-0.7,6,6,2,0,94,25,3,2,1,6,14,6,0,4,0,1,3,6,3.00,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,1,0,2,3,66.7,1,7,3,4,2,5,10,0,150,21,45,67,39,5,150,1,1,100.0,0,0.0,73,256,152,2,0,4,1,76,90,66.7,90,2,0,,0,1.50,1,2,-1,-0.50,-1.50,4.3,4.0,+0.3,+0.15,-1.46,0,2,0,0,0,0,0,9,1,0,100.0,3
1507,Bernardo Silva,pt POR,"FW,MF",Manchester City,29-019,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,13,12,18,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.00,0.34,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,108,125,86.4,1696,350,61,65,93.8,33,42,78.6,10,10,100.0,0.8,-0.7,4,8,5,2,118,6,4,1,0,7,1,0,0,0,0,1,1,11,5.50,9,0,0,0,2,0,0,0.00,0,0,0,0,0,0,2,1,1,0,1,2,2,100.0,0,1,0,1,0,2,0,1,136,2,14,69,53,4,136,3,1,33.3,2,66.7,108,791,398,7,3,1,2,114,90,66.7,90,2,0,,0,3.00,5,1,+4,+2.00,+1.00,5.5,1.0,+4.5,+2.24,+1.53,0,0,2,0,0,0,0,5,0,1,0.0,3
