player,team,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,games_starts,gameweek,season,position,age
Josh Cullen,Burnley,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,63,78,-3.4000000000000057,890,132,42,47,-3.6000000000000085,20,25,-8.299999999999997,1,3,0.0,0.3,-0.3,1,4,1,0,75,2,2,0,0,0,0,0,0,0,0,1,0,2,1.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,2,0,1,2,33.3,1,1,1,0,1,3,1,0,84,2,15,53,16,1,84,1,0,0.0,0,0.0,62,159,51,1,0,0,0,68,0,0.0,0.0,1,0,0.0,0,0.0,1,3,-2,0.5,0.0,0.8,2.5000000000000004,-1.7999999999999998,-0.07999999999999985,0.0,0,3,2,0,0,0,0,7,0,1,0.0,1,2,2023.0,"FW,MF",23.0
Matheus Cunha,Wolves,84,0.9999999999999998,0,0,0,0,0,0,0,0,0.19999999999999996,0.19999999999999996,0.0,0.10000000000000009,0,1,4,0.0,0.0,0.0,0.0,0.0,-0.13000000000000006,-0.11000000000000001,-0.25,-0.13000000000000006,-0.25,2,0,-8.299999999999997,-0.3700000000000001,-0.3600000000000001,0.0,0.0,1.4000000000000004,0,-0.020000000000000018,-0.19999999999999996,-0.19999999999999996,17,19,1.9000000000000057,204,30,11,11,1.0999999999999943,4,5,0.0,1,2,25.0,0.0,0.0,0,0,0,0,17,2,1,0,0,1,0,0,0,0,0,0,0,0,-1.8199999999999998,0,0,0,0,0,0,0,-0.18000000000000005,0,0,0,0,0,0,1,1,0,1,0,0,3,-75.0,3,1,0,1,0,1,1,0,29,1,6,16,7,2,29,2,0,-16.200000000000003,2,16.200000000000003,19,52,8,0,1,3,2,25,0,0.3999999999999915,0.0,0,0,0.0,0,1.0,0,0,0,0.73,-3.7700000000000005,0.6000000000000001,1.3000000000000003,-0.7,-0.18,-1.6099999999999999,0,1,1,0,0,0,0,1,0,0,0.0,1,2,,,
Mahmoud Dahoud,Brighton,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-15.400000000000002,0.0,0,0,0.0,1,0.0,0,0,0,0.0,2.75,0.0,0.0,0.0,0.0,1.1699999999999997,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Ameen Al-Dakhil,Burnley,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,72,83,1.7999999999999972,1147,280,43,43,11.800000000000011,24,28,1.5,5,12,-27.800000000000004,0.2,0.0,0,3,0,0,77,6,3,1,0,2,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,86,3,14,62,10,1,86,1,1,100.0,0,0.0,71,351,240,0,0,0,0,72,0,0.0,0.0,1,0,0.0,0,0.0,1,3,-2,0.5,0.0,0.8,2.5000000000000004,-1.7999999999999998,-0.07999999999999985,0.0,0,1,2,0,0,0,0,1,1,1,2.8999999999999986,1,2,,,
Diogo Dalot,Manchester Utd,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,67,75,-0.9000000000000057,1099,285,35,37,-4.299999999999997,21,23,0.9000000000000057,8,10,-18.200000000000003,0.1,0.0,0,8,1,0,66,9,1,0,1,1,8,0,0,0,0,0,1,1,-2.0300000000000002,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,-33.3,1,0,0,0,2,3,7,0,88,6,20,41,27,0,88,0,0,0.0,0,0.0,57,194,107,3,0,2,0,52,33,28.700000000000003,90.0,1,0,0.0,0,1.5,3,2,1,3.6,3.6,2.8000000000000003,1.2000000000000002,1.5999999999999999,1.92,1.93,0,3,1,0,0,0,0,12,3,0,100.0,1,2,,,
Mikkel Damsgaard,Brentford,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-10.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.59,0.0,0.0,0.0,0.0,0.7999999999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Danilo,Nott'ham Forest,80,0.9000000000000001,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,-0.009999999999999998,-0.020000000000000004,-0.010000000000000009,-0.020000000000000004,1,1,33.3,0.0,0.38,0.0,0.0,1.3000000000000007,0,-0.009999999999999995,-0.1,-0.1,18,27,-4.1000000000000085,272,33,10,15,-6.6000000000000085,8,9,-0.8999999999999915,0,2,-9.800000000000004,0.0,0.0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,3,-16.700000000000003,2,0,0,0,3,4,1,0,38,2,17,21,2,0,38,0,0,0.0,0,0.0,20,92,29,1,0,2,0,21,0,0.20000000000000284,0.0,0,0,0.0,0,-0.5,2,3,-1,-0.18000000000000005,1.1899999999999995,1.0999999999999999,2.7,-1.6,-0.76,-0.1100000000000001,0,1,0,0,0,1,0,6,2,0,13.299999999999997,1,2,2023.0,MF,22.0
Arnaut Danjuma,Everton,89,1.0,0,0,0,0,0,0,0,0,0.49999999999999994,0.49999999999999994,0.0,0.5,5,1,3,0.0,0.0,0.0,0.0,0.0,0.16,-0.11,0.04999999999999999,0.16,0.04999999999999999,5,3,19.4,0.03000000000000025,0.9900000000000002,0.0,0.0,0.1999999999999993,0,0.03,-0.49999999999999994,-0.49999999999999994,12,17,-5.099999999999994,147,26,6,7,-1.7999999999999972,4,5,-3.299999999999997,0,0,0.0,0.0,0.0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.65,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,23,0,1,9,13,3,23,1,0,-10.0,0,-5.0,20,142,97,1,1,0,2,19,18,19.6,89.0,0,0,0.0,0,0.0,0,1,-1,1.5099999999999998,1.5,1.3,0.8000000000000003,0.5,1.33,1.5100000000000002,0,1,1,0,0,0,0,3,1,0,0.0,1,2,2023.0,GK,30.0
Josh Dasilva,Brentford,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-1.8999999999999995,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.55,0.0,0.0,0.0,0.0,0.71,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Ben Davies,Tottenham,9,0.09999999999999998,0,0,0,0,0,0,0,0,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0,1,1,0.0,0.0,0.0,0.0,0.0,-0.16000000000000014,0.0,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,1,0,0.0,0.4299999999999997,0.0,0.0,0.0,-0.09999999999999787,0,-0.01999999999999999,-0.19999999999999996,-0.19999999999999996,13,13,9.900000000000006,167,97,9,9,0.0,4,4,10.399999999999991,0,0,0.0,0.0,0.0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,1,1.71,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,15,1,3,8,4,1,15,0,0,0.0,0,0.0,10,31,13,0,0,0,0,11,-6,-0.5999999999999996,0.0,0,1,-6.0,0,0.0,0,0,0,-1.29,-1.85,0.20000000000000007,0.10000000000000003,0.2,0.17999999999999994,-0.5800000000000001,0,0,0,0,0,0,0,2,0,0,0.0,0,2,,,
Craig Dawson,Wolves,90,0.9999999999999998,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000004,-0.009999999999999998,-0.039999999999999994,-0.020000000000000004,-0.039999999999999994,0,0,0.0,-0.6099999999999999,-0.20000000000000007,0.0,0.0,0.0,0,0.0,0.0,0.0,48,54,0.5,1009,288,14,14,0.0,26,27,2.5,8,13,-4.799999999999997,0.0,0.0,0,0,0,0,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,2,2,8.299999999999997,0,1,1,0,1,3,3,0,63,12,41,21,1,0,63,0,0,0.0,0,0.0,46,296,130,0,0,0,1,45,3,3.6999999999999886,3.0,1,0,0.0,0,1.0,1,0,1,1.17,1.17,1.0999999999999996,1.2999999999999998,-0.3,-0.020000000000000018,-0.030000000000000027,0,2,2,0,0,0,0,4,2,1,-8.299999999999997,1,2,,,
Kevin De Bruyne,Manchester City,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-4.1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.26000000000000023,0.0,0.0,0.0,0.0,-0.62,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Moussa Diaby,Aston Villa,72,0.8,1,1,2,1,0,0,0,0,0.20000000000000007,0.20000000000000007,0.6000000000000001,0.8,2,1,6,0.21000000000000008,0.41,0.62,0.21000000000000008,0.62,-0.04999999999999999,0.14000000000000007,0.07999999999999996,-0.04999999999999999,0.07999999999999996,2,1,-4.200000000000003,-0.3600000000000003,-0.3799999999999999,0.07999999999999999,0.15000000000000002,0.5,0,0.0,0.7999999999999999,0.7999999999999999,22,25,0.5999999999999943,264,54,18,19,5.1000000000000085,4,5,-5.599999999999994,0,0,0.0,0.10000000000000003,0.39999999999999997,2,2,1,1,24,1,0,0,0,1,0,0,0,0,0,0,0,2,-0.5600000000000005,2,0,0,0,0,0,1,0.21000000000000008,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,32,1,1,16,15,4,32,1,1,10.0,0,-10.0,15,147,64,1,1,1,2,24,-1,-0.8999999999999915,-1.0,0,0,0.0,0,0.5,3,1,2,0.81,0.81,2.2,0.20000000000000018,1.9,0.7000000000000001,1.25,0,0,1,0,0,0,0,4,0,0,0.0,1,2,,,
Ruben Dias,Manchester City,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1,0,0.0,0.5,0.0,0.0,0.0,27.2,0,0.04,0.0,0.0,110,116,0.29999999999999716,1964,561,51,51,0.0,49,52,-0.7999999999999972,10,13,20.599999999999994,0.1,0.0,0,11,2,1,114,2,1,0,0,4,1,0,0,0,0,0,0,5,2.0,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,1,1,0.0,0,1,1,0,0,2,0,0,124,4,32,74,19,2,124,0,0,0.0,0,0.0,105,530,324,4,0,1,0,103,0,16.700000000000003,0.0,1,0,0.0,0,0.0,2,1,1,0.0,0.0,3.5,0.7,2.9000000000000004,1.08,1.08,0,1,0,0,0,0,0,6,1,2,33.3,1,2,,,
Luis Diaz,Liverpool,32,0.30000000000000004,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.09999999999999987,1,0,1,-0.19000000000000006,0.0,-0.19000000000000006,-0.19000000000000006,-0.19000000000000006,-0.07999999999999996,-0.03,-0.10999999999999999,-0.07999999999999996,-0.10999999999999999,1,1,8.899999999999999,-0.18000000000000016,0.2799999999999998,-0.03999999999999998,-0.32999999999999996,-0.3000000000000007,0,-0.009999999999999981,0.0,0.0,2,4,-2.0,33,0,1,1,0.5,1,2,-3.1000000000000085,0,0,0.0,0.0,0.0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.6500000000000004,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,7,0,1,5,1,1,7,1,1,3.5999999999999943,0,-3.6000000000000014,7,22,15,0,0,1,1,5,-17,-17.900000000000006,-17.0,0,0,0.0,0,0.33000000000000007,0,1,-1,-0.6500000000000001,-2.99,0.20000000000000018,0.7000000000000002,-0.5,-0.41000000000000003,-0.53,0,0,0,0,0,0,0,2,0,2,-13.299999999999997,1,2,,,
Lucas Digne,Aston Villa,80,0.8999999999999999,0,1,1,0,0,0,0,0,0.0,0.0,0.09999999999999998,0.09999999999999998,1,3,7,0.0,0.35,0.35,0.0,0.35,0.0,-0.01999999999999999,-0.020000000000000018,0.0,-0.020000000000000018,0,0,0.0,-0.15000000000000002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23,30,0.0,387,140,9,10,0.10000000000000853,13,16,-1.0,1,3,0.0,0.09999999999999998,0.9,2,0,2,0,22,8,2,0,0,3,4,2,1,0,0,0,0,2,-0.3799999999999999,2,0,0,0,0,0,1,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,2,0,35,3,8,13,15,5,35,1,0,-5.0,1,15.0,14,109,68,1,1,1,0,17,-3,-3.700000000000003,-3.0,0,0,0.0,0,0.5,3,1,2,0.69,0.69,2.3999999999999995,0.20000000000000018,2.2,0.66,4.81,0,2,2,0,0,0,0,4,1,1,-8.299999999999997,1,2,,,
Issa Diop,Fulham,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999997,0.0,-0.019999999999999997,-0.019999999999999997,-0.019999999999999997,0,0,0.0,-0.32999999999999996,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25,28,-0.10000000000000853,512,250,10,10,1.6000000000000085,11,13,-1.4000000000000057,4,5,4.700000000000003,0.2,0.0,0,4,0,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.16999999999999998,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,1,1,1,12,0,43,16,26,16,1,0,43,0,0,0.0,0,0.0,20,83,54,1,0,0,0,22,0,0.0,0.0,1,0,0.0,0,-0.16999999999999993,2,2,0,0.32999999999999996,0.0,0.5,3.0999999999999996,-2.5999999999999996,-0.1299999999999999,0.0,0,0,1,0,0,0,0,4,0,2,-17.1,1,2,,,
Axel Disasi,Chelsea,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,-0.16999999999999998,0.0,-0.16999999999999998,-0.16999999999999998,-0.16999999999999998,-0.06999999999999998,0.0,-0.06999999999999998,-0.06999999999999998,-0.06999999999999998,1,1,16.700000000000003,0.0,0.17000000000000004,-0.16999999999999998,-0.5,0.7000000000000011,0,-0.06999999999999998,0.0,0.0,87,96,0.29999999999999716,1544,412,29,29,1.3000000000000114,55,57,0.7999999999999972,3,8,-3.3000000000000043,0.0,0.0,0,2,0,0,95,1,1,0,1,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,2,-33.3,1,1,1,0,1,2,2,0,106,10,51,52,3,1,106,0,0,0.0,0,0.0,69,173,92,0,0,1,0,89,0,0.0,0.0,1,0,0.0,0,0.8300000000000001,3,0,3,1.33,0.0,2.3,0.3999999999999999,1.8,0.45999999999999996,0.0,0,0,1,0,0,0,0,3,6,1,-8.299999999999997,1,2,,,
Ben Doak,Liverpool,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-2.5999999999999996,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.7100000000000001,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Lewis Dobbin,Everton,65,0.7000000000000001,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,6,0.0,0.0,0.0,0.0,0.0,0.05,-0.02,0.030000000000000006,0.05,0.030000000000000006,1,1,100.0,0.76,0.76,0.0,0.0,8.7,0,0.07,-0.1,-0.1,10,15,0.8999999999999915,98,0,8,9,-0.5,1,4,-6.700000000000003,0,0,0.0,0.0,0.0,0,0,0,0,14,1,0,0,0,3,1,0,0,0,0,0,0,1,-1.1099999999999999,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,1,2,6.700000000000003,1,2,0,2,0,1,0,0,27,0,1,8,18,3,27,5,2,-10.0,3,10.0,21,183,68,5,3,3,1,20,12,14.300000000000004,65.0,0,0,0.0,0,0.0,0,0,0,1.8699999999999999,2.11,1.0,0.5999999999999999,0.39999999999999997,0.93,0.99,0,1,2,0,0,0,0,3,1,0,100.0,1,2,,,
Gabriel Dos Santos,Arsenal,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-4.800000000000001,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.42999999999999994,0.0,0.0,0.0,0.0,-0.71,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Abdoulaye Doucoure,Everton,90,1.0,0,0,0,0,0,0,0,0,0.20000000000000007,0.20000000000000007,0.09999999999999998,0.30000000000000004,2,4,9,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,-0.12,-0.16000000000000003,-0.040000000000000036,-0.16000000000000003,1,1,16.700000000000003,-0.16999999999999993,0.17000000000000004,0.0,0.0,-2.0999999999999996,0,0.0,-0.20000000000000007,-0.20000000000000007,26,31,1.0,347,76,15,17,2.9000000000000057,8,9,-0.20000000000000284,1,3,-10.0,0.1,-0.09999999999999998,1,3,0,0,30,1,0,0,0,1,0,0,0,0,0,0,0,3,0.33000000000000007,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,6,3,2,3,1,3,4,25.0,1,3,0,3,1,7,0,0,48,0,5,21,23,7,48,3,1,-7.100000000000001,1,-7.100000000000001,30,162,122,3,1,4,1,34,0,0.19999999999998863,0.0,1,0,0.0,0,0.0,0,1,-1,0.5,0.5,1.4000000000000004,1.0999999999999996,0.30000000000000004,0.26,0.26,0,0,2,1,0,0,0,2,2,1,17.9,1,2,,,
Cheick Doucoure,Crystal Palace,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999997,-0.020000000000000004,-0.039999999999999994,-0.019999999999999997,-0.039999999999999994,0,0,0.0,-0.5,-0.16999999999999998,0.0,0.0,0.0,0,0.0,0.0,0.0,48,50,4.099999999999994,725,188,26,26,3.3000000000000114,18,19,4.200000000000003,3,3,8.599999999999994,0.1,0.0,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,1,-1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,1,1,1,1,8.299999999999997,0,4,2,2,1,3,1,0,63,3,13,37,14,0,63,1,1,0.0,0,0.0,38,169,94,4,0,2,0,35,0,0.0,0.0,1,0,0.0,0,-0.16999999999999993,1,1,0,0.0,0.0,0.8000000000000003,1.0,-0.2,-0.12,0.0,0,1,0,0,0,0,0,10,0,2,-17.1,1,2,,,
Alfie Doughty,Luton Town,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,10,-9.200000000000003,145,17,3,4,-16.700000000000003,2,3,-20.0,2,3,0.0,0.1,0.0,0,0,0,0,8,2,0,0,1,2,2,0,0,0,0,0,0,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,11,0,3,2,6,1,11,0,0,0.0,0,0.0,6,38,19,0,0,0,0,5,-3,-3.3000000000000007,0.0,0,1,-3.0,0,0.0,0,1,-1,1.04,1.6600000000000001,0.30000000000000004,0.6000000000000001,-0.30000000000000004,1.5299999999999998,1.74,0,1,0,0,0,0,0,1,0,0,0.0,0,2,,,
Lewis Dunk,Brighton,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.19999999999999998,6,16,2,0.0,0.0,0.0,0.0,0.0,0.020000000000000004,0.01,0.03,0.020000000000000004,0.03,4,1,16.7,1.0,0.33,0.0,0.0,5.0,0,-0.019999999999999997,-0.1,-0.1,118,130,0.0,2061,629,46,49,-0.7000000000000028,62,69,-2.5,7,8,6.399999999999999,0.09999999999999998,0.0,1,20,1,0,128,1,1,0,1,1,0,0,0,0,0,1,0,3,0.5,2,0,0,1,0,0,0,-0.16999999999999998,0,0,0,0,0,0,2,1,1,1,0,2,5,4.200000000000003,3,0,0,0,0,2,3,0,142,7,23,96,23,7,142,0,0,0.0,0,0.0,118,649,489,3,0,1,0,113,0,0.0,0.0,1,0,0.0,0,-1.0,1,3,-2,-1.67,0.0,1.5,3.0999999999999996,-1.6,-0.9700000000000001,0.0,0,1,0,0,0,0,0,10,5,0,35.7,1,2,,,
Jhon Duran,Aston Villa,5,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,-1.2000000000000002,0.0,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-0.6600000000000001,-0.020000000000000004,-0.6700000000000004,-0.6600000000000001,-0.6700000000000004,0,0,0.0,-1.2000000000000002,-1.2000000000000002,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2,-5.099999999999994,7,0,1,1,3.299999999999997,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.41,0,0,0,0,0,0,0,-1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,3,0,0,0.0,0,0.0,1,40,37,1,1,1,0,1,-6,-1.3000000000000007,0.0,0,1,-6.0,0,0.0,0,0,0,-1.2000000000000002,-2.1199999999999997,0.0,0.4,-0.3,-1.9999999999999998,-2.74,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
