player,team,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,games_starts,gameweek,season,position,age
Cheikhou Kouyate,Nott'ham Forest,21,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.92,0.0,-0.92,-0.92,-0.92,0,0,0.0,-41.09,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,7,-8.299999999999997,51,17,3,5,-4.700000000000003,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,2,1,0,1,1,100.0,0,0,0,0,0,3,0,0,9,0,3,4,2,1,9,0,0,0.0,0,0.0,3,10,5,0,0,0,0,2,7,7.4,0.0,0,1,7.0,0,-0.5,0,1,-1,-3.91,-3.91,0.2,0.9,-0.7000000000000001,-0.29000000000000004,0.2200000000000002,0,0,1,0,0,0,0,2,1,0,16.700000000000003,0,2,,,
Mateo Kovacic,Manchester City,85,0.9000000000000001,0,0,0,0,0,0,0,0,0.1,0.1,0.39999999999999997,0.5,5,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09999999999999998,0.0,0.09999999999999998,2,1,25.0,0.3400000000000001,0.37,0.0,0.0,-2.8000000000000007,0,-0.010000000000000002,-0.1,-0.1,68,76,-1.6000000000000085,1072,194,35,37,-0.7000000000000028,28,30,-0.8999999999999915,3,4,1.2999999999999972,0.39999999999999997,-0.39999999999999997,2,5,4,0,74,2,1,1,0,0,1,0,0,0,0,0,3,8,2.17,8,0,0,0,0,0,1,0.17000000000000004,1,0,0,0,0,0,1,1,1,0,0,1,2,-25.0,1,2,0,2,0,1,1,0,85,0,5,49,31,2,85,2,1,-2.8999999999999986,1,14.3,67,419,180,6,0,1,0,70,2,2.200000000000003,-2.0,0,0,0.0,0,0.0,1,1,0,-0.5999999999999999,-3.1799999999999997,2.9000000000000004,0.30000000000000004,2.5999999999999996,0.55,-0.14,0,0,1,0,0,0,0,7,0,1,0.0,1,2,2023.0,MF,31.0
Dejan Kulusevski,Tottenham,90,1.0,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.49999999999999994,5,3,11,0.34,0.0,0.34,0.34,0.34,0.1,0.030000000000000006,0.13,0.1,0.13,2,1,2.8999999999999986,-0.18000000000000016,-0.010000000000000009,0.14,0.33,-2.5,0,0.05,0.6,0.6,21,27,0.29999999999999716,280,90,17,19,0.20000000000000284,3,6,-2.8000000000000043,1,1,6.700000000000003,0.19999999999999996,-0.1,2,2,1,0,27,0,0,0,0,1,0,0,0,0,0,0,1,6,0.9900000000000002,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,1,0,0,3,-7.5,3,1,0,1,2,4,0,0,35,0,6,9,21,9,35,4,2,9.600000000000001,0,-38.1,31,301,155,3,2,0,2,29,0,0.6000000000000085,0.0,1,0,0.0,0,0.33000000000000007,2,0,2,0.33000000000000007,0.33000000000000007,2.1,0.7000000000000002,1.4000000000000001,0.66,0.6600000000000001,0,1,1,0,0,0,0,2,0,0,0.0,1,2,,,
Adam Lallana,Brighton,31,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,-0.11000000000000001,-0.11000000000000001,0.0,-0.11000000000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,21,24,-4.0,269,49,14,17,-5.8999999999999915,6,6,0.0,0,0,0.0,0.0,-0.1,1,0,1,0,22,2,0,0,0,0,0,2,0,0,0,0,1,3,-0.22000000000000064,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,28,1,5,3,20,4,28,0,0,0.0,0,0.0,18,63,21,1,0,0,0,19,11,9.6,0.0,0,1,11.0,0,-1.5,1,1,0,0.0,1.61,0.6,1.0,-0.5,-0.43000000000000005,0.3900000000000001,0,0,0,0,0,0,0,2,0,0,0.0,0,2,,,
Aymeric Laporte,Manchester City,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-2.3,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.40000000000000013,0.0,0.0,0.0,0.0,-0.58,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Yasser Larouci,Sheffield Utd,74,0.7999999999999999,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1,0,0.0,0.69,0.0,0.0,0.0,16.0,0,0.06,-0.1,-0.1,9,13,-2.700000000000003,94,52,8,10,-5.299999999999997,1,2,-8.299999999999997,0,0,0.0,0.0,0.0,0,1,0,0,11,1,0,0,0,0,1,0,0,0,0,1,1,2,0.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-50.0,1,3,1,2,0,0,3,0,23,0,14,7,2,2,23,2,1,6.700000000000003,1,-6.700000000000003,7,60,41,0,1,0,0,8,15,17.0,0.0,0,1,15.0,0,0.0,1,2,-1,-0.69,-0.86,0.7,3.3,-2.7,-1.5599999999999998,-1.59,0,0,0,0,0,0,0,3,0,0,0.0,0,2,2023.0,DF,23.0
Mario Lemina,Wolves,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,3,0.0,0.0,0.0,0.0,0.0,-0.10999999999999999,0.0,-0.10999999999999999,-0.10999999999999999,-0.10999999999999999,3,0,0.0,0.16999999999999993,0.0,0.0,0.0,-0.5,0,-0.06,0.0,0.0,34,37,2.8000000000000114,543,125,18,19,0.0,13,14,4.200000000000003,3,4,15.600000000000001,0.0,0.0,0,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.33000000000000007,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0,3,1,2,1,0,0,0,0.0,0,0,0,0,1,4,0,0,49,3,14,26,10,2,49,4,2,-12.5,2,12.5,31,130,34,0,0,2,0,36,0,0.0,0.0,1,0,0.0,0,1.0,1,0,1,1.0,0.0,1.0,1.2999999999999998,-0.30000000000000004,-0.06,0.0,0,1,0,0,0,0,0,6,1,3,-16.700000000000003,1,2,,,
Bernd Leno,Fulham,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,44,-2.5,981,775,3,3,0.0,18,18,0.29999999999999716,10,22,1.8999999999999986,0.0,0.0,0,1,0,0,33,10,4,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,48,40,47,1,0,0,48,0,0,0.0,0,0.0,29,160,72,0,0,0,0,18,0,0.0,0.0,1,0,0.0,0,-0.16999999999999993,2,2,0,0.32999999999999996,0.0,0.5,3.0999999999999996,-2.5999999999999996,-0.1299999999999999,0.0,0,0,0,0,0,0,0,3,0,1,-50.0,1,2,2023.0,MF,27.0
Jefferson Lerma,Crystal Palace,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.09999999999999998,0,2,2,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,-0.020000000000000004,0.0,0.019999999999999997,0.0,2,1,33.3,0.5,0.33,0.0,0.0,-15.5,0,0.009999999999999998,-0.1,-0.1,29,38,-1.4000000000000057,379,165,22,23,1.7000000000000028,4,9,-5.5,2,4,-13.299999999999997,0.0,0.0,1,2,1,0,38,0,0,1,1,2,0,0,0,0,0,0,1,2,-0.5,1,0,0,1,0,0,0,-0.16999999999999998,0,0,0,0,0,0,3,1,0,3,0,1,1,0.0,0,1,1,0,3,6,4,0,54,6,13,26,15,3,54,2,1,-33.3,1,33.3,29,103,41,1,0,0,0,30,0,0.0,0.0,1,0,0.0,0,-0.16999999999999993,1,1,0,0.0,0.0,0.8000000000000003,1.0,-0.2,-0.12,0.0,0,1,1,0,0,0,0,6,1,0,1.1000000000000085,1,2,,,
Rico Lewis,Manchester City,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-14.399999999999999,0.0,0,0,0.0,1,0.0,0,0,0,0.0,-0.06000000000000005,0.0,0.0,0.0,0.0,-1.02,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Keane Lewis-Potter,Brentford,11,0.09999999999999998,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0,0.0,0.0,-0.41999999999999993,0.0,-0.41999999999999993,-0.41999999999999993,-0.41999999999999993,0,0,0.0,-1.6,-1.6,0.0,0.0,0.0,0,0.0,0.0,0.0,1,4,-50.0,18,0,0,1,-33.3,1,3,33.3,0,0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,7,0,0,2,5,2,7,1,0,0.0,1,100.0,5,26,15,0,1,1,0,6,-4,0.40000000000000036,0.0,0,1,-4.0,0,-1.0,0,0,0,-1.6,-1.23,0.30000000000000027,0.0,0.19999999999999996,-2.2600000000000007,-1.8100000000000005,0,0,1,0,0,0,0,0,0,0,0.0,0,2,,,
Victor Lindelof,Manchester Utd,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,20,12.400000000000006,260,81,14,15,24.699999999999996,3,3,3.4000000000000057,2,2,100.0,0.0,-0.1,2,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,2,0,24,3,9,14,1,1,24,0,0,0.0,0,0.0,15,63,26,0,0,0,0,15,0,8.299999999999997,0.0,0,1,0.0,0,0.0,2,0,2,1.0,1.17,1.7000000000000002,0.30000000000000027,1.4,1.84,1.88,0,0,0,0,0,0,0,2,2,3,40.0,0,2,,,
Valentino Livramento,Newcastle Utd,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-0.8999999999999999,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.86,0.0,0.0,0.0,0.0,-0.1900000000000004,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2023.0,MF,26.0
Tom Lockyer,Luton Town,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,18,27,1.0,377,145,3,5,7.100000000000001,13,13,0.0,2,9,-11.599999999999998,0.0,0.0,0,3,0,0,25,2,2,0,1,0,0,0,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,3,-16.700000000000003,2,3,3,0,0,1,6,0,39,8,18,20,1,1,39,0,0,0.0,0,0.0,21,148,71,0,0,0,0,17,0,0.0,0.0,1,0,0.0,0,0.0,0,3,-3,0.0,0.0,0.3999999999999999,2.2,-1.7999999999999998,0.3799999999999999,0.0,0,1,1,0,0,0,0,6,2,1,-20.0,1,2,,,
Sean Longstaff,Newcastle Utd,19,0.29999999999999993,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,3,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.25,0.3,2,2,100.0,3.05,3.05,0.0,0.0,18.9,0,0.08,-0.2,-0.2,6,6,9.200000000000003,91,26,3,3,6.799999999999997,3,3,10.700000000000003,0,0,0.0,0.0,0.0,1,0,1,1,3,3,0,0,0,1,1,0,0,0,0,0,0,2,3.05,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,4,6,2,10,0,0,0.0,0,0.0,4,11,4,0,0,1,0,4,0,-0.3000000000000007,0.0,0,1,0.0,0,-0.5,0,2,-2,-3.7800000000000002,-3.77,0.6000000000000001,0.5,0.1,0.25,0.040000000000000036,0,0,1,0,0,0,0,1,0,0,0.0,0,2,,,
Max Lowe,Sheffield Utd,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-23.000000000000007,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.61,0.0,0.0,0.0,0.0,1.46,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Douglas Luiz,Aston Villa,85,0.9000000000000001,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.19999999999999996,4,3,2,-0.20999999999999996,0.0,-0.20999999999999996,0.0,0.0,-0.19999999999999996,0.020000000000000018,-0.17999999999999994,-0.039999999999999994,-0.020000000000000018,0,0,0.0,-0.8400000000000001,-0.20999999999999996,0.0,0.0,0.0,0,0.0,0.0,0.0,39,51,-4.6000000000000085,586,172,19,20,0.8999999999999915,17,26,-9.699999999999989,1,3,-9.599999999999994,0.2,-0.2,2,3,1,1,47,4,2,1,0,4,0,2,2,0,0,0,0,3,-0.75,1,2,0,0,0,0,0,-0.20999999999999996,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,1,1,0,0,1,0,0,57,2,10,35,12,0,57,0,0,0.0,0,0.0,25,188,106,1,0,2,1,40,2,3.0999999999999943,2.0,0,0,0.0,0,0.5,3,1,2,0.97,1.4899999999999998,2.5,0.3999999999999999,2.1,0.77,2.0100000000000002,0,1,1,0,0,0,0,5,1,0,33.3,1,2,,,
Sasa Lukic,Fulham,69,0.7999999999999998,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.01,-0.020000000000000004,-0.009999999999999995,0.01,-0.009999999999999995,1,0,0.0,0.21999999999999997,0.0,0.0,0.0,-1.8999999999999986,0,0.0,0.0,0.0,12,14,-0.5999999999999943,131,37,9,11,-1.5,3,3,0.19999999999998863,0,0,0.0,0.0,0.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0.44999999999999996,0,0,0,1,0,1,0,0.0,0,0,0,0,0,0,2,1,1,1,0,1,3,0.0,2,0,0,0,1,3,1,0,22,1,8,13,1,1,22,1,0,-25.0,1,25.0,4,4,1,0,0,1,1,5,-7,-7.799999999999997,-7.0,0,0,0.0,0,-0.16999999999999993,1,1,0,0.28,-0.72,0.20000000000000018,2.1999999999999993,-2.0,-0.10000000000000009,0.37,0,1,0,0,0,0,0,5,0,0,0.0,1,2,,,
Ian Maatsen,Chelsea,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2,1.1000000000000014,13,9,1,2,8.299999999999997,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0.0,0,0.0,2,8,8,0,0,0,1,2,-2,0.0,0.0,0,1,-2.0,0,1.0,0,0,0,0.0,-1.4100000000000001,0.0,0.1,-0.1,-0.04999999999999999,-0.54,0,1,0,0,0,0,0,0,0,1,0.0,0,2,,,
Alexis Mac Allister,Liverpool,76,0.8999999999999999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23,27,0.20000000000000284,310,75,17,19,1.2999999999999972,4,5,-1.1000000000000085,2,3,-0.4000000000000057,0.0,0.0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.43000000000000016,0,0,0,0,1,0,0,-0.20999999999999996,0,0,0,0,0,0,2,1,1,1,0,0,0,0.0,0,4,2,2,4,6,0,0,36,3,13,15,9,0,36,0,0,0.0,0,0.0,17,69,39,1,0,0,1,25,0,0.8999999999999915,0.0,0,0,0.0,0,0.33000000000000007,0,1,-1,-0.61,-3.62,0.40000000000000036,1.6,-1.2000000000000002,-0.9400000000000002,-1.4899999999999998,0,1,3,0,0,0,0,3,0,1,-33.3,1,2,,,
James Maddison,Tottenham,72,0.7999999999999998,1,0,1,1,0,0,0,0,1.1,1.1,0.10000000000000009,1.2,5,10,10,0.36,-0.29000000000000004,0.07000000000000006,0.36,0.07000000000000006,0.36,-0.13,0.22999999999999998,0.36,0.22999999999999998,4,2,0.0,0.8599999999999999,0.42999999999999994,0.13,0.25,-1.9000000000000004,0,0.12,-0.09999999999999998,-0.09999999999999998,31,37,1.5999999999999943,589,292,11,11,1.1000000000000085,16,19,2.299999999999997,4,7,2.0,0.40000000000000013,-0.09999999999999998,1,4,6,0,32,5,3,1,0,5,0,2,1,1,0,0,0,5,-0.20999999999999996,1,1,0,1,1,1,0,-0.42999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,1,-15.0,1,1,0,1,1,1,1,0,46,2,8,17,22,5,46,2,2,16.700000000000003,0,-8.3,42,222,114,2,1,1,4,41,-6,-6.700000000000003,-6.0,0,0,0.0,0,0.33000000000000007,2,0,2,0.42999999999999994,1.43,1.7999999999999998,0.5,1.3,0.62,-0.8,0,0,5,0,0,0,0,4,0,1,-8.299999999999997,1,2,,,
Noni Madueke,Chelsea,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-3.0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,-1.25,0.0,0.0,0.0,0.0,-0.35000000000000053,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Orel Mangala,Nott'ham Forest,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-29.1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,3.9200000000000004,0.0,0.0,0.0,0.0,1.22,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2023.0,DF,23.0
Benson Manuel,Burnley,45,0.49999999999999994,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,13,-7.799999999999997,137,0,4,4,0.0,5,6,-14.299999999999997,0,1,0.0,0.0,0.0,0,0,0,0,11,1,0,0,0,2,0,1,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,16,0,2,3,11,1,16,2,2,33.3,0,-33.3,13,92,45,4,0,2,1,11,14,15.5,45.0,0,0,0.0,0,0.0,0,2,-2,0.9400000000000004,0.0,0.0,1.7000000000000002,-1.6,0.9400000000000004,0.6800000000000002,0,1,0,0,0,0,0,2,0,0,0.0,1,2,,,
Solly March,Brighton,71,0.8,0,0,0,0,0,0,0,0,0.09999999999999987,0.09999999999999987,0.1,0.20000000000000018,1,6,16,-0.51,0.0,-0.51,-0.51,-0.51,-0.15999999999999992,0.0,-0.16000000000000003,-0.15999999999999992,-0.16000000000000003,2,0,-15.0,-0.5699999999999998,-1.0,-0.08000000000000002,0.0,1.9999999999999982,1,-0.01999999999999999,-0.09999999999999987,-0.09999999999999987,38,46,5.0,582,101,23,27,2.700000000000003,11,12,5.0,3,5,1.5,0.09999999999999998,-0.1,2,1,1,0,40,6,1,0,0,3,3,2,2,0,0,0,1,5,0.75,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,-16.700000000000003,1,1,0,1,1,2,0,0,53,1,1,14,39,3,53,2,1,1.1000000000000014,1,1.1000000000000014,30,104,28,1,0,2,0,32,-4,-3.8999999999999915,-4.0,0,0,0.0,0,-1.0,0,3,-3,-1.9899999999999998,-1.7000000000000006,1.0,2.5,-1.5,-0.9300000000000002,0.98,0,3,1,1,0,0,0,6,1,0,15.0,1,2,,,
Anthony Martial,Manchester Utd,59,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.05,-0.41,-0.36,0.05,-0.36,1,0,0.0,1.38,0.0,0.0,0.0,11.2,0,0.04,0.0,0.0,13,15,-9.5,135,9,11,11,0.0,1,1,0.0,0,0,0.0,0.0,0.0,1,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,1,-12.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,19,0,0,6,13,4,19,0,0,0.0,0,0.0,14,43,18,1,0,2,0,14,27,20.8,59.0,0,0,0.0,0,1.5,2,2,0,0.0,-0.52,1.8,0.9,0.9000000000000001,-1.4300000000000002,-1.75,0,0,1,1,0,0,0,0,0,3,0.0,1,2,2023.0,DF,32.0
