player,shirtnumber,nationality,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3
Rayan Ait Nouri,3,ALG,22,45,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.0,1,0,11,18,61.1,2,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,LM,,
Mario Lemina,5,GAB,29,90,0,0,0,0,3,0,1,0,49,3,1,0,0.1,0.1,0.0,1,1,34,37,91.9,2,31,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,CM,,
Joao Gomes,8,BRA,22,90,0,0,0,0,1,0,1,0,58,5,0,1,0.0,0.0,0.0,3,0,40,48,83.3,4,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,CM,,
Pedro Neto,7,POR,23,90,0,1,0,0,1,0,0,0,58,0,0,0,0.0,0.0,0.4,5,1,41,47,87.2,3,39,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,RM,,
Hugo Bueno,17,ESP,20,84,0,0,0,0,0,0,0,0,59,1,0,1,0.0,0.0,0.0,3,0,41,50,82.0,2,35,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,LB,,
Toti Gomes,24,POR,24,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,LB,,
Max Kilman,23,ENG,26,90,0,0,0,0,0,0,0,0,86,0,2,0,0.0,0.0,0.3,1,0,59,75,78.7,4,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,CB,,
Craig Dawson,15,ENG,33,90,0,0,0,0,0,0,1,0,63,2,1,1,0.0,0.0,0.0,0,0,48,54,88.9,1,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,CB,,
Nelson Semedo,22,POR,29,90,0,0,0,0,0,0,1,0,90,3,1,0,0.0,0.0,0.0,0,0,66,77,85.7,8,58,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,RB,,
Jose Sa,1,POR,30,90,0,0,0,0,0,0,0,0,57,0,0,0,0.0,0.0,0.0,1,0,43,50,86.0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Wolves,Everton,3,2023-2024,GK,,
Yoane Wissa,11,COD,26,90,0,0,0,0,2,0,0,0,27,0,0,1,0.3,0.3,0.0,0,0,9,15,60.0,0,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,FW,,
Kevin Schade,9,GER,21,79,1,0,0,0,2,1,0,0,38,0,0,0,0.1,0.1,0.2,2,0,22,30,73.3,6,20,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,LW,,
Keane Lewis-Potter,23,ENG,22,11,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,LW,,
Bryan Mbeumo,19,CMR,24,90,0,0,0,0,1,0,0,0,54,1,0,0,0.0,0.0,0.2,5,0,29,45,64.4,1,30,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,RW,,
Vitaly Janelt,27,GER,25,90,0,0,0,0,1,0,0,0,43,1,1,4,0.0,0.0,0.0,0,0,22,33,66.7,5,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,LM,,
Christian Norgaard,6,DEN,29,90,0,1,0,0,1,0,0,0,76,3,0,1,0.0,0.0,0.1,6,1,58,65,89.2,12,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,CM,,
Mathias Jensen,8,DEN,27,70,0,0,0,0,0,0,0,0,53,1,0,3,0.0,0.0,0.1,2,0,35,43,81.4,3,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,RM,,
Frank Onyeka,15,NGA,25,20,0,0,0,0,2,0,0,0,14,0,0,1,0.2,0.2,0.0,2,0,8,10,80.0,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,RM,,
Rico Henry,3,ENG,26,90,0,0,0,0,1,0,0,0,68,1,0,3,0.1,0.1,0.1,3,0,46,58,79.3,1,37,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,LB,,
Ethan Pinnock,5,JAM,30,90,0,0,0,0,1,0,0,0,89,1,2,2,0.2,0.2,0.0,0,0,70,81,86.4,3,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,CB,,
Nathan Collins,22,IRL,22,90,0,0,0,0,1,0,0,0,77,0,2,0,0.0,0.0,0.0,1,1,66,74,89.2,3,43,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,CB,,
Aaron Hickey,2,SCO,21,90,0,0,0,0,0,0,0,0,73,1,1,2,0.0,0.0,0.0,1,0,53,60,88.3,5,45,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,RB,,
Mark Flekken,1,NED,30,90,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0.0,0.0,0,0,46,48,95.8,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brentford,Crystal Palace,3,2023-2024,GK,,
Odsonne Edouard,22,FRA,25,70,0,0,0,0,2,1,0,0,20,0,0,0,0.1,0.1,0.0,1,0,8,12,66.7,0,14,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,FW,,
Jean-Philippe Mateta,14,FRA,26,20,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,FW,,
Jeffrey Schlupp,15,GHA,30,70,0,0,0,0,1,0,0,0,35,1,0,1,0.0,0.0,0.2,2,0,21,25,84.0,3,23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,LW,,
Naouirou Ahamada,29,FRA,21,20,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,5,7,71.4,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,AM,,
Jordan Ayew,9,GHA,31,90,0,1,0,0,5,1,0,0,54,2,0,0,0.2,0.2,0.1,6,1,29,35,82.9,2,40,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,RW,,
Eberechi Eze,10,ENG,25,90,0,0,0,0,4,1,0,0,47,4,1,0,0.4,0.4,0.1,4,0,25,30,83.3,2,33,4,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,AM,LW,
Jefferson Lerma,8,COL,28,90,0,0,0,0,2,1,0,0,54,3,3,1,0.1,0.1,0.0,2,0,29,38,76.3,2,29,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,DM,,
Cheick Doucoure,28,MLI,23,90,0,0,0,0,0,0,0,0,63,2,1,4,0.0,0.0,0.0,1,0,48,50,96.0,4,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,DM,,
Tyrick Mitchell,3,ENG,23,90,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.0,0,0,19,29,65.5,1,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,LB,,
Marc Guehi,6,ENG,23,90,0,0,0,0,0,0,0,0,49,1,0,1,0.0,0.0,0.0,0,0,37,42,88.1,1,36,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,CB,,
Joachim Andersen,16,DEN,27,90,1,0,0,0,1,1,0,0,72,3,1,2,0.1,0.1,0.1,7,1,40,53,75.5,9,39,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,CB,,
Joel Ward,2,ENG,33,90,0,0,0,0,0,0,0,0,45,3,0,2,0.0,0.0,0.0,1,0,27,34,79.4,1,19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,RB,,
Sam Johnstone,1,ENG,30,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,11,24,45.8,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Crystal Palace,Brentford,3,2023-2024,GK,,
Anthony Martial,9,FRA,27,59,0,0,0,0,1,0,0,0,19,0,0,1,0.0,0.0,0.0,1,0,13,15,86.7,1,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,FW,,
Jadon Sancho,25,ENG,23,31,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,2,1,10,13,76.9,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,FW,,
Marcus Rashford,10,ENG,25,90,0,1,0,0,2,1,1,0,44,0,0,0,0.1,0.1,0.3,6,4,28,34,82.4,3,39,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,LW,,
Antony,21,BRA,23,84,0,0,0,0,4,2,0,0,55,0,0,0,0.2,0.2,0.4,7,0,37,44,84.1,6,46,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,RW,,
Scott McTominay,39,SCO,26,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,5,60.0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,DM,,
Bruno Fernandes,8,POR,28,90,1,1,1,1,5,2,1,0,102,3,0,0,1.2,0.4,1.0,4,1,59,87,67.8,9,64,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,AM,RW,
Christian Eriksen,14,DEN,31,90,1,0,0,0,1,1,0,0,70,1,1,1,0.3,0.3,0.1,5,0,50,66,75.8,7,52,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,DM,AM,
Casemiro,18,BRA,31,90,1,0,0,0,4,2,0,0,108,5,1,0,1.0,1.0,0.0,2,0,77,91,84.6,16,70,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,DM,,
Diogo Dalot,20,POR,24,90,0,0,0,0,0,0,0,0,88,1,2,0,0.0,0.0,0.0,1,0,67,75,89.3,7,57,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,LB,,
Lisandro Martinez,6,ARG,25,90,0,0,0,0,0,0,0,0,93,1,1,0,0.0,0.0,0.0,1,0,77,86,89.5,6,70,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,CB,,
Raphael Varane,19,FRA,30,45,0,0,0,0,0,0,0,0,55,0,0,1,0.0,0.0,0.0,1,0,52,53,98.1,8,51,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,CB,,
Victor Lindelof,2,SWE,29,45,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.1,2,0,19,20,95.0,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,CB,,
Aaron Wan-Bissaka,29,ENG,25,90,0,0,0,0,0,0,1,0,79,4,2,3,0.0,0.0,0.0,3,0,58,69,84.1,9,55,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,RB,,
Andre Onana,24,CMR,27,90,0,0,0,0,0,0,1,0,24,0,0,0,0.0,0.0,0.0,0,0,17,23,73.9,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Manchester Utd,Nott'ham Forest,3,2023-2024,GK,,
Taiwo Awoniyi,9,NGA,26,80,1,0,0,0,3,1,0,0,33,0,0,0,0.7,0.7,0.0,1,1,14,22,63.6,1,19,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Nott'ham Forest,Manchester Utd,3,2023-2024,FW,,
Chris Wood,11,NZL,31,10,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.1,1,0,4,8,50.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Nott'ham Forest,Manchester Utd,3,2023-2024,FW,,
Morgan Gibbs-White,10,ENG,23,90,0,1,0,0,2,0,1,0,50,0,3,0,0.3,0.3,0.7,5,1,25,38,65.8,2,21,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Nott'ham Forest,Manchester Utd,3,2023-2024,AM,,
