minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek,home_team,away_team
90+2,Mads Juel Andersen,Luton Town,0.12,0.76,Goal,8,Head,,Carlton Morris,Pass (Live),Amari'i Bell,Pass (Live),4,Luton Town,West Ham
90+6,Chiedozie Ogbene,Luton Town,0.03,,Blocked,13,Left Foot,,Cauley Woodrow,Pass (Live),Issa Kabore,Pass (Live),4,Luton Town,West Ham
10,John Egan,Sheffield Utd,0.05,0.12,Saved,9,Head,,Oliver Norwood,Pass (Dead),Gustavo Hamer,Fouled,4,Sheffield Utd,Everton
13,Oliver Norwood,Sheffield Utd,0.03,,Off Target,24,Right Foot,Volley,Gustavo Hamer,Pass (Live),,,4,Sheffield Utd,Everton
14,Beto,Everton,0.04,,Blocked,23,Right Foot,,Abdoulaye Doucoure,Pass (Live),Beto,Pass (Live),4,Sheffield Utd,Everton
14,Amadou Onana,Everton,0.05,,Blocked,10,Head,,Ashley Young,Pass (Dead),Beto,Shot,4,Sheffield Utd,Everton
14,Abdoulaye Doucoure,Everton,0.79,0.90,Saved,4,Right Foot,,Amadou Onana,Shot,,,4,Sheffield Utd,Everton
14,Abdoulaye Doucoure,Everton,0.91,0.99,Goal,2,Left Foot,,Abdoulaye Doucoure,Shot,,,4,Sheffield Utd,Everton
18,Arnaut Danjuma,Everton,0.13,,Blocked,16,Right Foot,,Abdoulaye Doucoure,Pass (Live),,,4,Sheffield Utd,Everton
20,Yasser Larouci,Sheffield Utd,0.02,0.04,Saved,18,Left Foot,,Yasser Larouci,Take-On,,,4,Sheffield Utd,Everton
21,Gustavo Hamer,Sheffield Utd,0.08,0.25,Saved,17,Right Foot,,George Baldock,Pass (Live),Gustavo Hamer,Pass (Live),4,Sheffield Utd,Everton
29,Arnaut Danjuma,Everton,0.04,,Off Target,13,Left Foot,,,,,,4,Sheffield Utd,Everton
31,Abdoulaye Doucoure,Everton,0.05,,Blocked,25,Left Foot,,James Garner,Pass (Live),Idrissa Gana Gueye,Pass (Live),4,Sheffield Utd,Everton
33,Cameron Archer,Sheffield Utd,0.12,0.27,Goal,16,Right Foot,,Oliver McBurnie,Pass (Live),Gustavo Hamer,Pass (Live),4,Sheffield Utd,Everton
35,Beto,Everton,0.04,,Blocked,9,Right Foot,,Beto,Take-On,,,4,Sheffield Utd,Everton
44,Arnaut Danjuma,Everton,0.15,0.69,Saved,4,Right Foot,,Beto,Pass (Live),Beto,Take-On,4,Sheffield Utd,Everton
45+3,Cameron Archer,Sheffield Utd,0.06,,Woodwork,22,Right Foot,,Gustavo Hamer,Pass (Live),George Baldock,Pass (Live),4,Sheffield Utd,Everton
46,Beto,Everton,0.14,,Off Target,17,Left Foot,,Arnaut Danjuma,Pass (Live),Jarrad Branthwaite,Pass (Live),4,Sheffield Utd,Everton
51,Arnaut Danjuma,Everton,0.08,,Blocked,22,Right Foot,Free kick,Arnaut Danjuma,Fouled,Beto,Pass (Live),4,Sheffield Utd,Everton
53,Beto,Everton,0.04,,Off Target,9,Head,,Ashley Young,Pass (Dead),Beto,Take-On,4,Sheffield Utd,Everton
55,Arnaut Danjuma,Everton,0.70,0.97,Goal,3,Left Foot,,Nathan Patterson,Pass (Live),Beto,Pass (Live),4,Sheffield Utd,Everton
56,Abdoulaye Doucoure,Everton,0.04,0.02,Saved,21,Right Foot,Deflected,Amadou Onana,Pass (Live),Beto,Pass (Live),4,Sheffield Utd,Everton
58,Yasser Larouci,Sheffield Utd,0.09,,Off Target,12,Left Foot,,Oliver Norwood,Pass (Live),Gustavo Hamer,Pass (Live),4,Sheffield Utd,Everton
71,Luke Thomas,Sheffield Utd,0.16,0.69,Saved,4,Left Foot,Volley,Oliver Norwood,Pass (Live),George Baldock,Pass (Dead),4,Sheffield Utd,Everton
71,Gustavo Hamer,Sheffield Utd,0.13,,Blocked,15,Right Foot,,Luke Thomas,Shot,,,4,Sheffield Utd,Everton
76,Jack Robinson,Sheffield Utd,0.03,,Off Target,18,Left Foot,Volley,Chris Basham,Fouled,,,4,Sheffield Utd,Everton
80,Ashley Young,Everton,0.07,0.10,Saved,29,Right Foot,Free kick,Amadou Onana,Fouled,Dwight McNeil,Pass (Live),4,Sheffield Utd,Everton
90,Jack Robinson,Sheffield Utd,0.08,,Blocked,15,Right Foot,Volley,George Baldock,Pass (Live),Oliver Norwood,Pass (Live),4,Sheffield Utd,Everton
90+6,Dwight McNeil,Everton,0.04,,Blocked,29,Left Foot,,Nathan Patterson,Pass (Dead),,,4,Sheffield Utd,Everton
90+9,Oliver McBurnie,Sheffield Utd,0.11,0.14,Saved,9,Head,,Oliver Norwood,Pass (Dead),,,4,Sheffield Utd,Everton
90+9,Oliver McBurnie,Sheffield Utd,0.29,0.47,Saved,5,Right Foot,Volley,Oliver McBurnie,Shot,,,4,Sheffield Utd,Everton
1,Enzo Fernandez,Chelsea,0.04,,Blocked,21,Left Foot,,Nicolas Jackson,Take-On,Moises Caicedo,Pass (Live),4,Chelsea,Nott'ham Forest
2,Raheem Sterling,Chelsea,0.32,,Blocked,5,Left Foot,,Ben Chilwell,Pass (Live),Moises Caicedo,Pass (Live),4,Chelsea,Nott'ham Forest
16,Conor Gallagher,Chelsea,0.05,,Off Target,23,Left Foot,,,,,,4,Chelsea,Nott'ham Forest
22,Ben Chilwell,Chelsea,0.19,,Off Target,10,Right Foot,,Raheem Sterling,Pass (Live),Nicolas Jackson,Pass (Live),4,Chelsea,Nott'ham Forest
26,Taiwo Awoniyi,Nott'ham Forest,0.13,,Off Target,8,Right Foot,Volley,Taiwo Awoniyi,Fouled,Matt Turner,Pass (Live),4,Chelsea,Nott'ham Forest
31,Taiwo Awoniyi,Nott'ham Forest,0.10,,Off Target,5,Right Foot,Volley,Scott McKenna,Pass (Live),Morgan Gibbs-White,Pass (Dead),4,Chelsea,Nott'ham Forest
35,Enzo Fernandez,Chelsea,0.08,,Off Target,21,Left Foot,,Malo Gusto,Pass (Live),Conor Gallagher,Pass (Live),4,Chelsea,Nott'ham Forest
37,Ben Chilwell,Chelsea,0.07,,Blocked,25,Left Foot,Free kick,Nicolas Jackson,Fouled,Nicolas Jackson,Take-On,4,Chelsea,Nott'ham Forest
39,Nicolas Jackson,Chelsea,0.11,,Blocked,13,Right Foot,,Conor Gallagher,Pass (Live),Conor Gallagher,Tackle,4,Chelsea,Nott'ham Forest
43,Orel Mangala,Nott'ham Forest,0.01,,Off Target,25,Right Foot,Volley,Morgan Gibbs-White,Pass (Dead),Ola Aina,Fouled,4,Chelsea,Nott'ham Forest
45,Raheem Sterling,Chelsea,0.06,,Blocked,11,Right Foot,,Enzo Fernandez,Pass (Live),Conor Gallagher,Pass (Live),4,Chelsea,Nott'ham Forest
45+4,Nicolas Jackson,Chelsea,0.13,,Blocked,13,Right Foot,,Raheem Sterling,Pass (Live),Ben Chilwell,Pass (Live),4,Chelsea,Nott'ham Forest
45+4,Enzo Fernandez,Chelsea,0.02,0.02,Saved,32,Right Foot,,Nicolas Jackson,Pass (Live),Nicolas Jackson,Take-On,4,Chelsea,Nott'ham Forest
45+6,Enzo Fernandez,Chelsea,0.07,,Blocked,28,Right Foot,Free kick,Moises Caicedo,Fouled,Enzo Fernandez,Pass (Live),4,Chelsea,Nott'ham Forest
48,Ryan Yates,Nott'ham Forest,0.02,,Off Target,37,Right Foot,,Taiwo Awoniyi,Pass (Live),Orel Mangala,Interception,4,Chelsea,Nott'ham Forest
48,Anthony Elanga,Nott'ham Forest,0.43,0.68,Goal,16,Right Foot,,Taiwo Awoniyi,Pass (Live),Orel Mangala,Pass (Live),4,Chelsea,Nott'ham Forest
53,Moises Caicedo,Chelsea,0.08,,Blocked,22,Left Foot,,Enzo Fernandez,Pass (Live),Moises Caicedo,Pass (Live),4,Chelsea,Nott'ham Forest
54,Axel Disasi,Chelsea,0.10,,Off Target,8,Head,,Moises Caicedo,Shot,,,4,Chelsea,Nott'ham Forest
56,Nicolas Jackson,Chelsea,0.30,,Blocked,8,Right Foot,,Enzo Fernandez,Pass (Live),Raheem Sterling,Pass (Live),4,Chelsea,Nott'ham Forest
64,Axel Disasi,Chelsea,0.03,,Blocked,26,Right Foot,,Thiago Silva,Pass (Live),Levi Colwill,Pass (Live),4,Chelsea,Nott'ham Forest
78,Noni Madueke,Chelsea,0.02,,Blocked,18,Left Foot,,Enzo Fernandez,Pass (Live),Thiago Silva,Pass (Live),4,Chelsea,Nott'ham Forest
83,Nicolas Jackson,Chelsea,0.45,,Off Target,5,Right Foot,,Cole Palmer,Pass (Live),Enzo Fernandez,Pass (Live),4,Chelsea,Nott'ham Forest
86,Thiago Silva,Chelsea,0.06,0.15,Saved,9,Right Foot,,Enzo Fernandez,Pass (Dead),Noni Madueke,Fouled,4,Chelsea,Nott'ham Forest
87,Mykhailo Mudryk,Chelsea,0.02,,Blocked,36,Right Foot,,Ian Maatsen,Pass (Live),,,4,Chelsea,Nott'ham Forest
88,Ian Maatsen,Chelsea,0.07,,Blocked,22,Left Foot,,Cole Palmer,Pass (Live),Cole Palmer,Take-On,4,Chelsea,Nott'ham Forest
89,Anthony Elanga,Nott'ham Forest,0.03,0.14,Saved,29,Right Foot,,Anthony Elanga,Take-On,Anthony Elanga,Take-On,4,Chelsea,Nott'ham Forest
90+5,Anthony Elanga,Nott'ham Forest,0.04,0.12,Saved,12,Right Foot,,Anthony Elanga,Take-On,Cheikhou Kouyate,Pass (Live),4,Chelsea,Nott'ham Forest
90+6,Raheem Sterling,Chelsea,0.05,,Off Target,14,Right Foot,,Axel Disasi,Pass (Live),Nicolas Jackson,Pass (Live),4,Chelsea,Nott'ham Forest
30,Erling Haaland,Manchester City,0.07,,Off Target,13,Left Foot,,Mateo Kovacic,Pass (Live),Manuel Akanji,Pass (Live),4,Manchester City,Fulham
31,Julian Alvarez,Manchester City,0.57,0.86,Goal,8,Right Foot,,Erling Haaland,Shot,,,4,Manchester City,Fulham
33,Bobby Reid,Fulham,0.41,0.30,Saved,5,Right Foot,Volley,Andreas Pereira,Pass (Dead),Bernd Leno,Pass (Live),4,Manchester City,Fulham
33,Raul Jimenez,Fulham,0.06,,Blocked,11,Right Foot,,Bobby Reid,Shot,,,4,Manchester City,Fulham
33,Tim Ream,Fulham,0.96,0.97,Goal,1,Left Foot,,Raul Jimenez,Shot,,,4,Manchester City,Fulham
45+5,Nathan Ake,Manchester City,0.03,0.38,Goal,14,Head,,Phil Foden,Pass (Dead),Kyle Walker,Pass (Live),4,Manchester City,Fulham
47,Bobby Reid,Fulham,0.01,,Off Target,31,Right Foot,,Raul Jimenez,Pass (Live),Bobby Reid,Pass (Live),4,Manchester City,Fulham
58,Erling Haaland,Manchester City,0.53,0.68,Goal,17,Left Foot,,Rodri,Pass (Live),Manuel Akanji,Pass (Live),4,Manchester City,Fulham
60,Luke Harris,Fulham,0.28,0.28,Saved,11,Right Foot,,Raul Jimenez,Pass (Live),Raul Jimenez,Take-On,4,Manchester City,Fulham
64,Julian Alvarez,Manchester City,0.08,,Blocked,9,Left Foot,,Erling Haaland,Pass (Live),Rodri,Pass (Live),4,Manchester City,Fulham
70,Erling Haaland (pen),Manchester City,0.79,1.00,Goal,13,Left Foot,,Julian Alvarez,Fouled,Manuel Akanji,Pass (Live),4,Manchester City,Fulham
74,Raul Jimenez,Fulham,0.13,0.42,Saved,9,Right Foot,Deflected,Timothy Castagne,Pass (Live),Harrison Reed,Pass (Live),4,Manchester City,Fulham
90+5,Erling Haaland,Manchester City,0.19,0.46,Goal,15,Left Foot,,Sergio Gomez,Pass (Live),Sergio Gomez,Take-On,4,Manchester City,Fulham
7,Mathias Jensen,Brentford,0.04,0.07,Goal,21,Right Foot,Free kick,Kevin Schade,Fouled,Ethan Pinnock,Pass (Live),4,Brentford,Bournemouth
11,Vitaly Janelt,Brentford,0.04,,Blocked,24,Left Foot,,,,,,4,Brentford,Bournemouth
19,Dominic Solanke,Bournemouth,0.44,0.86,Saved,7,Right Foot,,Ryan Christie,Take-On,Ryan Christie,Take-On,4,Brentford,Bournemouth
20,Ryan Christie,Bournemouth,0.04,,Off Target,23,Left Foot,,Dominic Solanke,Pass (Live),Philip Billing,Pass (Live),4,Brentford,Bournemouth
20,Antoine Semenyo,Bournemouth,0.09,,Blocked,18,Left Foot,,Ryan Christie,Shot,,,4,Brentford,Bournemouth
22,Kevin Schade,Brentford,0.15,0.44,Saved,18,Right Foot,,Christian Norgaard,Pass (Live),Mathias Jensen,Pass (Live),4,Brentford,Bournemouth
24,Yoane Wissa,Brentford,0.05,,Off Target,15,Right Foot,,Kevin Schade,Pass (Live),Ben Mee,Pass (Live),4,Brentford,Bournemouth
28,Ryan Christie,Bournemouth,0.06,,Off Target,19,Left Foot,,Philip Billing,Pass (Live),Ryan Christie,Pass (Live),4,Brentford,Bournemouth
30,Justin Kluivert,Bournemouth,0.06,,Blocked,13,Right Foot,,Lewis Cook,Pass (Live),Marcos Senesi,Pass (Live),4,Brentford,Bournemouth
30,Dominic Solanke,Bournemouth,0.18,0.09,Goal,13,Right Foot,,Marcos Senesi,Pass (Live),Milos Kerkez,Tackle,4,Brentford,Bournemouth
34,Ethan Pinnock,Brentford,0.33,,Off Target,8,Head,,Mathias Jensen,Pass (Dead),Yoane Wissa,Fouled,4,Brentford,Bournemouth
40,Aaron Hickey,Brentford,0.03,,Off Target,31,Left Foot,Deflected,,,,,4,Brentford,Bournemouth
45,Antoine Semenyo,Bournemouth,0.09,0.09,Saved,11,Head,,Philip Billing,Pass (Live),Marcos Senesi,Pass (Live),4,Brentford,Bournemouth
47,Bryan Mbeumo,Brentford,0.26,,Off Target,10,Left Foot,,Rico Henry,Take-On,Vitaly Janelt,Pass (Live),4,Brentford,Bournemouth
48,Vitaly Janelt,Brentford,0.14,0.03,Saved,9,Head,,Kevin Schade,Pass (Live),Christian Norgaard,Pass (Live),4,Brentford,Bournemouth
49,Ryan Christie,Bournemouth,0.05,0.12,Saved,16,Right Foot,,Max Aarons,Pass (Live),Dominic Solanke,Pass (Live),4,Brentford,Bournemouth
55,Kevin Schade,Brentford,0.11,,Off Target,9,Head,,Ben Mee,Pass (Live),Bryan Mbeumo,Pass (Dead),4,Brentford,Bournemouth
55,Christian Norgaard,Brentford,0.04,,Off Target,8,Head,,Mathias Jensen,Pass (Dead),Kevin Schade,Shot,4,Brentford,Bournemouth
57,Philip Billing,Bournemouth,0.04,,Off Target,11,Left Foot,,Marcos Senesi,Pass (Live),Illia Zabarnyi,Pass (Live),4,Brentford,Bournemouth
58,Philip Billing,Bournemouth,0.03,,Off Target,26,Right Foot,,Milos Kerkez,Pass (Live),Philip Billing,Pass (Live),4,Brentford,Bournemouth
59,Yoane Wissa,Brentford,0.12,,Woodwork,12,Left Foot,,Rico Henry,Pass (Live),Yoane Wissa,Pass (Live),4,Brentford,Bournemouth
64,Rico Henry,Brentford,0.02,,Off Target,30,Left Foot,,Ethan Pinnock,Pass (Live),,,4,Brentford,Bournemouth
74,Christian Norgaard,Brentford,0.10,0.07,Saved,9,Head,,Bryan Mbeumo,Pass (Dead),Rico Henry,Pass (Live),4,Brentford,Bournemouth
74,Frank Onyeka,Brentford,0.04,0.13,Saved,23,Right Foot,,Aaron Hickey,Pass (Live),Frank Onyeka,Pass (Live),4,Brentford,Bournemouth
76,Keane Lewis-Potter,Brentford,0.45,,Woodwork,4,Left Foot,Volley,Frank Onyeka,Pass (Live),Bryan Mbeumo,Pass (Live),4,Brentford,Bournemouth
77,David Brooks,Bournemouth,0.96,0.88,Goal,5,Left Foot,,David Brooks,Take-On,Marcus Tavernier,Pass (Live),4,Brentford,Bournemouth
81,David Brooks,Bournemouth,0.05,,Off Target,19,Left Foot,,Lewis Cook,Pass (Live),,,4,Brentford,Bournemouth
83,Kristoffer Ajer,Brentford,0.17,0.05,Saved,5,Left Foot,Volley,Bryan Mbeumo,Pass (Live),Christian Norgaard,Pass (Live),4,Brentford,Bournemouth
85,Michael Olakigbe,Brentford,0.02,,Blocked,17,Right Foot,,Christian Norgaard,Pass (Live),Ethan Pinnock,Pass (Live),4,Brentford,Bournemouth
90+1,Keane Lewis-Potter,Brentford,0.02,,Off Target,16,Head,,Frank Onyeka,Pass (Live),Rico Henry,Pass (Live),4,Brentford,Bournemouth
90+3,Bryan Mbeumo,Brentford,0.55,0.75,Goal,16,Left Foot,,Nathan Collins,Pass (Live),,,4,Brentford,Bournemouth
90+7,Yoane Wissa,Brentford,0.22,,Blocked,6,Right Foot,,Frank Onyeka,Pass (Live),Christian Norgaard,Pass (Live),4,Brentford,Bournemouth
90+7,Frank Onyeka,Brentford,0.03,,Off Target,16,Right Foot,Volley,Michael Olakigbe,Pass (Live),Ethan Pinnock,Pass (Live),4,Brentford,Bournemouth
4,Lyle Foster,Burnley,0.36,0.60,Goal,9,Left Foot,,Luca Koleosho,Pass (Live),Connor Roberts,Pass (Live),4,Burnley,Tottenham
8,Manor Solomon,Tottenham,0.07,,Blocked,11,Right Foot,,Son Heung-min,Pass (Live),Pedro Porro,Pass (Live),4,Burnley,Tottenham
14,Manor Solomon,Tottenham,0.05,,Blocked,10,Right Foot,,,,,,4,Burnley,Tottenham
16,Son Heung-min,Tottenham,0.20,0.33,Goal,8,Right Foot,,Manor Solomon,Pass (Live),Son Heung-min,Pass (Live),4,Burnley,Tottenham
18,James Maddison,Tottenham,0.01,0.39,Saved,61,Right Foot,,,,,,4,Burnley,Tottenham
19,Luca Koleosho,Burnley,0.04,,Off Target,12,Head,,Johann Berg Gudmundsson,Pass (Live),Lyle Foster,Pass (Live),4,Burnley,Tottenham
21,Zeki Amdouni,Burnley,0.03,,Off Target,28,Right Foot,,Sander Berge,Pass (Live),Connor Roberts,Pass (Live),4,Burnley,Tottenham
24,Luca Koleosho,Burnley,0.04,,Blocked,21,Right Foot,,Luca Koleosho,Take-On,Sander Berge,Pass (Live),4,Burnley,Tottenham
30,Pape Matar Sarr,Tottenham,0.05,,Blocked,20,Right Foot,,Son Heung-min,Pass (Live),Manor Solomon,Pass (Live),4,Burnley,Tottenham
30,James Maddison,Tottenham,0.14,0.05,Saved,15,Left Foot,Deflected,Pape Matar Sarr,Shot,,,4,Burnley,Tottenham
35,James Maddison,Tottenham,0.06,0.23,Saved,20,Right Foot,,Pape Matar Sarr,Pass (Live),James Maddison,Pass (Live),4,Burnley,Tottenham
35,Pedro Porro,Tottenham,0.02,,Blocked,25,Right Foot,,Dejan Kulusevski,Pass (Live),James Maddison,Shot,4,Burnley,Tottenham
35,Pape Matar Sarr,Tottenham,0.32,0.80,Saved,8,Right Foot,,Pedro Porro,Shot,,,4,Burnley,Tottenham
36,Pedro Porro,Tottenham,0.03,,Off Target,26,Right Foot,,Manor Solomon,Pass (Live),Manor Solomon,Take-On,4,Burnley,Tottenham
45+1,Son Heung-min,Tottenham,0.04,,Blocked,28,Left Foot,,Pape Matar Sarr,Pass (Live),Manor Solomon,Pass (Live),4,Burnley,Tottenham
45+2,Pape Matar Sarr,Tottenham,0.05,,Blocked,15,Right Foot,,James Maddison,Pass (Live),Yves Bissouma,Pass (Live),4,Burnley,Tottenham
45+2,Cristian Romero,Tottenham,0.03,0.60,Goal,21,Right Foot,,Pape Matar Sarr,Shot,,,4,Burnley,Tottenham
48,Son Heung-min,Tottenham,0.14,,Blocked,15,Right Foot,,Dejan Kulusevski,Pass (Live),,,4,Burnley,Tottenham
49,James Maddison,Tottenham,0.06,0.17,Saved,13,Right Foot,,James Maddison,Take-On,Manor Solomon,Pass (Live),4,Burnley,Tottenham
51,Josh Brownhill,Burnley,0.02,,Off Target,31,Right Foot,,Luca Koleosho,Take-On,Connor Roberts,Pass (Live),4,Burnley,Tottenham
54,James Maddison,Tottenham,0.09,0.37,Goal,23,Right Foot,,Destiny Udogie,Pass (Live),,,4,Burnley,Tottenham
56,Lyle Foster,Burnley,0.19,0.83,Saved,15,Right Foot,Deflected,Zeki Amdouni,Pass (Live),Connor Roberts,Pass (Live),4,Burnley,Tottenham
57,Hannes Delcroix,Burnley,0.06,,Off Target,8,Head,,Josh Brownhill,Pass (Dead),Lyle Foster,Shot,4,Burnley,Tottenham
61,Yves Bissouma,Tottenham,0.03,0.49,Saved,24,Right Foot,,Son Heung-min,Pass (Live),Yves Bissouma,Pass (Live),4,Burnley,Tottenham
62,Yves Bissouma,Tottenham,0.02,,Off Target,25,Right Foot,,Manor Solomon,Pass (Live),James Maddison,Pass (Live),4,Burnley,Tottenham
63,Son Heung-min,Tottenham,0.19,0.43,Goal,15,Right Foot,,Manor Solomon,Pass (Live),Destiny Udogie,Pass (Live),4,Burnley,Tottenham
66,Son Heung-min,Tottenham,0.55,0.80,Goal,10,Left Foot,,Pedro Porro,Pass (Live),James Maddison,Pass (Live),4,Burnley,Tottenham
76,Pedro Porro,Tottenham,0.13,,Off Target,13,Right Foot,,Ivan Perisic,Pass (Live),Yves Bissouma,Pass (Live),4,Burnley,Tottenham
77,Josh Cullen,Burnley,0.03,,Blocked,27,Right Foot,,Lyle Foster,Pass (Live),Jack Cork,Pass (Live),4,Burnley,Tottenham
78,Ameen Al-Dakhil,Burnley,0.02,,Blocked,21,Right Foot,Volley,Josh Brownhill,Pass (Dead),Connor Roberts,Pass (Live),4,Burnley,Tottenham
78,Ameen Al-Dakhil,Burnley,0.05,,Blocked,17,Right Foot,Volley,Ameen Al-Dakhil,Shot,,,4,Burnley,Tottenham
79,Ameen Al-Dakhil,Burnley,0.02,,Off Target,25,Left Foot,Volley,Josh Brownhill,Pass (Live),Josh Cullen,Pass (Live),4,Burnley,Tottenham
80,Josh Brownhill,Burnley,0.06,,Blocked,22,Left Foot,,Jacob Bruun Larsen,Pass (Live),Josh Cullen,Pass (Live),4,Burnley,Tottenham
80,Dara O'Shea,Burnley,0.04,,Off Target,6,Head,,Connor Roberts,Pass (Live),Josh Brownhill,Pass (Dead),4,Burnley,Tottenham
82,Jacob Bruun Larsen,Burnley,0.06,,Blocked,24,Right Foot,Free kick,Nathan Redmond,Fouled,Josh Cullen,Pass (Live),4,Burnley,Tottenham
82,Hannes Delcroix,Burnley,0.23,0.06,Saved,9,Head,,Nathan Redmond,Pass (Live),Jacob Bruun Larsen,Pass (Live),4,Burnley,Tottenham
90+4,Josh Brownhill,Burnley,0.12,0.79,Goal,11,Left Foot,Deflected,Josh Cullen,Pass (Live),Josh Brownhill,Pass (Live),4,Burnley,Tottenham
1,Alexander Isak,Newcastle Utd,0.16,,Off Target,9,Right Foot,,Bruno Guimaraes,Pass (Live),Kieran Trippier,Pass (Live),4,Brighton,Newcastle Utd
3,Alexander Isak,Newcastle Utd,0.21,,Off Target,14,Right Foot,,Sandro Tonali,Pass (Live),,,4,Brighton,Newcastle Utd
5,Solly March,Brighton,0.03,,Off Target,21,Left Foot,,Solly March,Pass (Live),Jan Paul van Hecke,Pass (Live),4,Brighton,Newcastle Utd
7,Joao Pedro,Brighton,0.07,,Off Target,10,Head,,Pascal Gross,Pass (Live),Solly March,Pass (Dead),4,Brighton,Newcastle Utd
11,Pervis Estupinan,Brighton,0.02,,Off Target,25,Right Foot,,Lewis Dunk,Pass (Live),Solly March,Pass (Dead),4,Brighton,Newcastle Utd
14,Evan Ferguson,Brighton,0.06,0.12,Saved,12,Left Foot,,Billy Gilmour,Pass (Live),Kaoru Mitoma,Pass (Live),4,Brighton,Newcastle Utd
16,Kaoru Mitoma,Brighton,0.03,,Blocked,23,Right Foot,,Pervis Estupinan,Pass (Live),Solly March,Interception,4,Brighton,Newcastle Utd
19,Kaoru Mitoma,Brighton,0.03,,Blocked,18,Right Foot,,Joao Pedro,Pass (Live),Billy Gilmour,Pass (Live),4,Brighton,Newcastle Utd
27,Kaoru Mitoma,Brighton,0.08,0.21,Saved,8,Left Foot,,Pervis Estupinan,Pass (Live),,,4,Brighton,Newcastle Utd
27,Billy Gilmour,Brighton,0.02,0.10,Saved,29,Right Foot,,Kaoru Mitoma,Shot,,,4,Brighton,Newcastle Utd
27,Evan Ferguson,Brighton,0.64,0.82,Goal,7,Right Foot,,Billy Gilmour,Shot,,,4,Brighton,Newcastle Utd
28,Joelinton,Newcastle Utd,0.12,,Off Target,17,Left Foot,,Joelinton,Take-On,Anthony Gordon,Pass (Live),4,Brighton,Newcastle Utd
29,Joao Pedro,Brighton,0.14,,Off Target,16,Right Foot,,Kaoru Mitoma,Pass (Live),Evan Ferguson,Pass (Live),4,Brighton,Newcastle Utd
32,Kaoru Mitoma,Brighton,0.04,,Blocked,15,Right Foot,,Joao Pedro,Pass (Live),Lewis Dunk,Pass (Dead),4,Brighton,Newcastle Utd
39,Alexander Isak,Newcastle Utd,0.04,,Blocked,21,Right Foot,,Sandro Tonali,Pass (Live),Bruno Guimaraes,Pass (Live),4,Brighton,Newcastle Utd
44,Lewis Dunk,Brighton,0.01,,Off Target,15,Head,,Pascal Gross,Pass (Dead),Joao Pedro,Fouled,4,Brighton,Newcastle Utd
65,Evan Ferguson,Brighton,0.03,0.26,Goal,30,Right Foot,,Billy Gilmour,Pass (Live),Lewis Dunk,Pass (Live),4,Brighton,Newcastle Utd
67,Anthony Gordon,Newcastle Utd,0.20,,Off Target,13,Right Foot,,Elliot Anderson,Pass (Live),Alexander Isak,Pass (Live),4,Brighton,Newcastle Utd
70,Evan Ferguson,Brighton,0.05,0.23,Goal,20,Left Foot,Deflected,Kaoru Mitoma,Pass (Live),Billy Gilmour,Pass (Live),4,Brighton,Newcastle Utd
72,Alexander Isak,Newcastle Utd,0.03,,Blocked,20,Right Foot,,Alexander Isak,Take-On,Matt Targett,Pass (Live),4,Brighton,Newcastle Utd
75,Harvey Barnes,Newcastle Utd,0.03,,Blocked,20,Right Foot,,Sean Longstaff,Pass (Live),Callum Wilson,Pass (Live),4,Brighton,Newcastle Utd
87,Fabian Schar,Newcastle Utd,0.02,0.16,Saved,8,Head,,Kieran Trippier,Pass (Dead),Anthony Gordon,Fouled,4,Brighton,Newcastle Utd
90,Simon Adingra,Brighton,0.10,,Blocked,11,Right Foot,Volley,Kaoru Mitoma,Pass (Live),Pervis Estupinan,Pass (Live),4,Brighton,Newcastle Utd
90+2,Callum Wilson,Newcastle Utd,0.43,0.24,Goal,9,Right Foot,,Callum Wilson,Take-On,Sean Longstaff,Pass (Live),4,Brighton,Newcastle Utd
3,Dominik Szoboszlai,Liverpool,0.03,0.39,Goal,20,Left Foot,Deflected,Trent Alexander-Arnold,Pass (Dead),,,4,Liverpool,Aston Villa
16,Luis Diaz,Liverpool,0.03,,Blocked,14,Right Foot,,Trent Alexander-Arnold,Pass (Live),Mohamed Salah,Pass (Live),4,Liverpool,Aston Villa
22,Darwin Nunez,Liverpool,0.32,,Woodwork,9,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live),4,Liverpool,Aston Villa
27,Joel Matip,Liverpool,0.30,,Off Target,10,Head,,Trent Alexander-Arnold,Pass (Dead),Luis Diaz,Fouled,4,Liverpool,Aston Villa
33,John McGinn,Aston Villa,0.11,,Off Target,15,Left Foot,,Moussa Diaby,Pass (Live),Leon Bailey,Pass (Live),4,Liverpool,Aston Villa
34,Darwin Nunez,Liverpool,0.10,,Blocked,16,Right Foot,,Trent Alexander-Arnold,Pass (Live),Darwin Nunez,Pass (Live),4,Liverpool,Aston Villa
38,Ollie Watkins,Aston Villa,0.12,,Off Target,10,Left Foot,,Lucas Digne,Pass (Live),Douglas Luiz,Pass (Live),4,Liverpool,Aston Villa
39,Darwin Nunez,Liverpool,0.07,,Woodwork,9,Right Foot,,Mohamed Salah,Pass (Live),Dominik Szoboszlai,Pass (Live),4,Liverpool,Aston Villa
