player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3
Julian Alvarez,19,ar ARG,23,89,1,0,0,0,2,1,0,0,41,1,0,1,0.7,0.7,0.0,1,1,28,37,75.7,3,26,3,1,1,1.0,355,100,15,19,78.9,6,7,85.7,2,4,50.0,0.0,0,2,1,0,34,2,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0.0,1,0,1,1,0,0,0,0,23,19,2,41,100.0,0,0.0,159,114,3,1,0,2,35,5,0,3,1,0,1,0,0,3,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,AM,,
Rico Lewis,82,eng ENG,18,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,5,0,0,0,0.0,43,0,3,3,100.0,1,1,100.0,0,0,,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,3,1,4,,0,,8,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,AM,,
Mateo Kovacic,8,hr CRO,29,83,0,0,0,0,0,0,0,0,58,1,1,0,0.0,0.0,0.1,1,0,49,53,92.5,3,38,2,0,0,1.0,761,171,25,26,96.2,20,22,90.9,3,4,75.0,0.0,1,4,1,0,51,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,2,1,0,2,6,39,14,0,58,,0,,165,68,3,0,0,0,48,2,0,0,0,0,0,0,0,3,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,DM,,
Kalvin Phillips,4,eng ENG,27,7,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,13,13,100.0,2,6,0,1,1,0.0,239,62,6,6,100.0,5,5,100.0,2,2,100.0,0.0,0,2,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,0,1,1,11,2,0,14,100.0,0,0.0,28,19,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,DM,,
Rodri,16,es ESP,27,75,0,0,0,0,0,0,1,0,97,1,1,1,0.0,0.0,0.0,2,1,85,92,92.4,7,63,1,1,1,1.0,1527,373,38,40,95.0,35,37,94.6,10,12,83.3,0.1,0,9,2,0,92,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,1,2,2,0,3,19,75,4,0,97,100.0,0,0.0,298,166,1,0,0,1,84,0,0,4,0,0,0,0,0,3,1,0,100.0,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,DM,,
Bernardo Silva,20,pt POR,29,15,0,0,0,0,0,0,1,0,22,0,0,0,0.0,0.0,0.0,0,0,21,22,95.5,0,15,0,0,0,0.0,305,82,12,12,100.0,6,7,85.7,1,1,100.0,0.0,0,1,0,0,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,13,7,0,22,,0,,77,28,0,0,0,0,18,0,0,1,1,0,0,0,0,2,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,DM,,
Nathan Ake,6,nl NED,28,90,1,0,0,0,1,1,0,0,101,2,1,0,0.0,0.0,0.0,0,0,84,96,87.5,6,55,1,0,0,1.0,1403,295,38,42,90.5,37,40,92.5,4,8,50.0,0.0,0,4,0,0,82,14,2,0,1,0,12,0,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,3,1,0,2,33,58,10,2,101,,0,,185,105,1,0,1,0,67,2,0,1,0,0,0,0,0,7,4,2,66.7,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,LB,,
Manuel Akanji,25,ch SUI,28,90,0,0,0,0,0,0,0,0,114,2,1,0,0.0,0.0,0.0,3,2,98,106,92.5,3,73,1,0,0,1.0,1527,372,50,52,96.2,43,43,100.0,3,7,42.9,0.2,0,5,0,0,104,2,1,1,0,0,1,0,0,0,0,0,1,2,0,1,1,1,2,50.0,1,0,0,3,2,0,7,29,81,5,2,114,,0,,370,224,0,0,0,0,93,0,0,1,3,0,0,0,0,6,0,1,0.0,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,CB,,
Ruben Dias,3,pt POR,26,90,0,0,0,0,0,0,0,0,112,4,2,0,0.0,0.0,0.0,0,0,101,102,99.0,4,87,1,0,0,1.0,2003,626,33,33,100.0,55,56,98.2,13,13,100.0,0.0,0,4,0,0,99,3,2,0,0,0,1,0,0,0,0,0,0,2,3,1,0,1,2,50.0,1,0,0,6,1,0,8,53,58,1,0,112,,0,,542,385,1,0,0,0,95,0,0,1,2,0,0,0,0,2,2,1,66.7,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,CB,,
Kyle Walker,2,eng ENG,33,90,0,0,0,0,0,0,0,0,109,1,0,0,0.0,0.0,0.0,1,1,86,106,81.1,5,51,3,1,1,1.0,1529,241,35,42,83.3,37,42,88.1,12,17,70.6,0.0,0,6,1,0,98,8,1,0,0,1,7,0,0,0,0,0,4,0,0,1,0,1,1,100.0,0,0,0,1,1,0,4,22,67,20,2,109,100.0,0,0.0,208,111,0,0,0,0,89,9,0,0,0,0,0,0,0,9,1,0,100.0,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,RB,,
Ederson,31,br BRA,30,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,40,45,88.9,0,31,0,0,0,1.0,954,610,7,7,100.0,25,25,100.0,8,13,61.5,0.0,0,0,0,0,40,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,35,47,0,0,0,47,,0,,130,82,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,GK,,
Raul Jimenez,7,mx MEX,32,80,0,0,0,0,2,1,0,0,31,1,0,1,0.2,0.2,0.7,4,1,13,21,61.9,0,17,1,2,2,1.0,159,5,8,12,66.7,4,6,66.7,0,0,,0.1,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,1,0,1,1,0,0,0,0,15,16,3,31,100.0,0,0.0,87,19,1,1,1,5,28,5,0,0,3,1,0,0,0,2,1,3,25.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,FW,,
Rodrigo Muniz,19,br BRA,22,10,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,2,0,0,0,0.0,27,15,2,3,66.7,0,0,,0,0,,0.0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,1,2,0,4,,0,,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,1,50.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,FW,,
Bobby Reid,14,jm JAM,30,72,0,0,0,0,2,1,1,0,30,2,0,2,0.4,0.4,0.0,2,0,17,20,85.0,0,15,1,0,0,1.0,233,49,9,9,100.0,7,8,87.5,0,1,0.0,0.0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,,0,0,2,2,1,0,0,7,16,7,1,30,,0,,74,25,1,0,1,0,20,0,0,1,2,0,0,0,0,2,0,0,,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,LW,,
Willian,20,br BRA,35,18,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,0,7,0,0,0,0.0,66,20,1,3,33.3,1,1,100.0,1,2,50.0,0.0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2,4,0,8,,0,,35,9,0,0,1,0,7,0,0,1,0,0,0,0,0,0,1,0,100.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,LW,,
Harry Wilson,8,wls WAL,26,80,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,7,12,58.3,0,7,1,2,0,1.0,95,9,5,7,71.4,1,2,50.0,1,1,100.0,0.0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,7,6,1,16,0.0,2,100.0,82,25,0,1,1,0,12,2,0,1,2,0,0,0,0,3,0,0,,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,RW,,
Adama Traore,11,es ESP,27,10,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,1,,0,,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,RW,,
Tom Cairney,10,sct SCO,32,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,5,0,0,0,1.0,70,9,4,4,100.0,1,1,100.0,0,1,0.0,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,1,0,7,,0,,9,8,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,LM,,
Luke Harris,38,wls WAL,18,75,0,0,0,0,1,1,0,0,19,1,0,0,0.3,0.3,0.0,0,0,11,14,78.6,1,9,0,2,0,0.0,172,14,5,8,62.5,4,4,100.0,1,1,100.0,0.0,0,0,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,1,0,0,1,0,0,1,8,6,5,1,19,0.0,2,100.0,39,6,1,0,0,0,11,0,0,2,2,0,0,0,0,3,0,0,,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,LM,,
Harrison Reed,6,eng ENG,28,90,0,0,0,0,0,0,0,0,51,1,0,1,0.0,0.0,0.0,1,0,43,46,93.5,0,13,0,0,0,1.0,729,116,15,15,100.0,24,25,96.0,2,2,100.0,0.0,0,2,0,0,40,6,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0.0,2,0,1,1,1,0,2,18,33,0,0,51,,0,,66,20,0,0,1,0,33,0,0,1,1,0,0,0,0,5,0,0,,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,CM,,
Andreas Pereira,18,br BRA,27,90,0,0,0,0,0,0,1,0,40,0,0,1,0.0,0.0,0.1,1,0,23,35,65.7,2,17,0,0,0,1.0,468,131,14,16,87.5,3,4,75.0,6,13,46.2,0.0,1,1,0,0,23,12,4,0,0,6,0,5,1,4,0,0,0,0,0,0,0,0,2,0.0,2,0,1,0,0,0,1,7,20,13,1,40,,0,,87,16,0,0,1,3,24,3,0,1,0,0,0,0,0,3,0,1,0.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,RM,,
Antonee Robinson,33,us USA,26,90,0,0,0,0,0,0,1,0,38,2,1,2,0.0,0.0,0.0,0,0,22,30,73.3,0,16,3,3,1,1.0,331,181,11,14,78.6,10,10,100.0,0,4,0.0,0.0,0,0,0,0,25,5,0,0,0,1,5,0,0,0,0,0,1,2,2,0,0,2,4,50.0,2,0,2,3,1,0,2,22,12,8,0,38,33.3,2,66.7,200,111,2,0,0,0,15,1,0,1,0,0,0,0,0,9,0,1,0.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,LB,,
Tim Ream,13,us USA,35,90,1,0,0,0,1,1,0,0,62,1,3,0,1.0,1.0,0.0,0,0,45,54,83.3,4,32,0,1,1,1.0,862,380,15,16,93.8,24,30,80.0,6,7,85.7,0.0,0,3,0,0,54,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,4,3,1,6,36,22,4,2,62,100.0,0,0.0,223,125,0,1,1,0,37,1,0,0,0,0,0,0,0,11,1,0,100.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,CB,,
Issa Diop,31,fr FRA,26,90,0,0,0,0,0,0,1,0,47,1,2,1,0.0,0.0,0.0,0,0,35,39,89.7,4,27,1,0,0,1.0,822,241,8,10,80.0,21,23,91.3,6,6,100.0,0.0,0,2,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,3,4,0,5,28,19,0,0,47,,0,,184,118,0,0,0,0,32,0,0,2,1,0,0,1,0,5,1,0,100.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,CB,,
Kenny Tete,2,nl NED,27,72,0,0,0,0,0,0,0,0,38,2,1,1,0.0,0.0,0.0,0,0,23,28,82.1,4,8,0,0,0,1.0,409,240,10,12,83.3,8,9,88.9,4,5,80.0,0.0,0,4,0,0,21,7,0,0,0,1,7,0,0,0,0,0,0,1,1,1,0,1,2,50.0,1,0,1,3,2,0,1,13,19,6,2,38,,0,,27,5,0,0,2,0,18,2,0,2,0,0,0,0,0,2,0,1,0.0,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,RB,,
Timothy Castagne,21,be BEL,27,18,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,1,0,8,11,72.7,1,6,0,0,0,0.0,138,37,2,4,50.0,6,7,85.7,0,0,,0.0,0,0,1,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,1,5,5,3,0,13,,0,,16,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,RB,,
Bernd Leno,17,de GER,31,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,1,0,33,41,80.5,0,25,0,0,0,1.0,882,483,6,6,100.0,17,17,100.0,10,18,55.6,0.0,0,3,0,0,38,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21,42,0,0,0,42,,0,,100,68,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,,False,Fulham Player Stats,Manchester City Player Stats,4.0,2023-2024,GK,,
Yoane Wissa,11,cd COD,26,90,0,0,0,0,3,0,0,0,28,1,0,1,0.4,0.4,0.0,2,0,11,13,84.6,1,13,2,1,0,1.0,171,44,7,8,87.5,3,3,100.0,1,1,100.0,0.0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0.0,2,0,1,1,0,0,1,1,13,14,7,28,0.0,0,0.0,66,39,0,2,8,0,20,4,0,1,1,1,0,0,0,1,2,1,66.7,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,FW,,
Kevin Schade,9,de GER,21,70,0,0,0,0,2,1,0,0,35,1,1,0,0.3,0.3,0.2,4,1,11,21,52.4,2,17,0,5,0,1.0,199,71,6,8,75.0,4,9,44.4,1,2,50.0,0.2,2,1,3,2,21,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,2,1,0,1,5,17,13,3,35,0.0,5,100.0,66,12,0,0,2,1,24,8,0,3,2,0,0,0,0,8,5,3,62.5,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,LW,,
Keane Lewis-Potter,23,eng ENG,22,20,0,0,0,0,2,0,0,0,11,0,0,0,0.5,0.5,0.0,0,0,7,7,100.0,0,8,0,2,1,0.0,71,16,5,5,100.0,1,1,100.0,0,0,,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,2,9,5,11,50.0,1,50.0,34,13,1,0,1,1,11,5,0,0,0,0,0,0,0,1,1,1,50.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,FW,LW,
Bryan Mbeumo,19,cm CMR,24,90,1,0,0,0,2,1,0,0,45,1,0,0,0.8,0.8,0.3,4,0,27,38,71.1,4,26,9,4,0,1.0,591,215,15,16,93.8,5,11,45.5,7,8,87.5,0.4,2,0,3,1,33,5,2,0,1,10,0,3,0,1,2,0,0,1,0,0,1,0,1,0.0,1,0,0,1,0,0,1,2,18,26,8,45,0.0,3,75.0,188,110,1,5,1,2,38,9,0,1,2,0,0,0,0,3,1,3,25.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,RW,RM,
Vitaly Janelt,27,de GER,25,70,0,0,0,0,2,1,0,0,32,0,0,2,0.2,0.2,0.0,1,0,20,23,87.0,0,9,0,0,0,1.0,254,30,13,14,92.9,5,5,100.0,1,3,33.3,0.0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,2,0,4,8,19,5,2,32,,0,,39,9,0,0,2,0,18,3,0,0,0,0,0,0,0,6,0,0,,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,LM,,
Frank Onyeka,15,ng NGA,25,20,0,0,0,0,2,1,0,0,22,1,0,0,0.1,0.1,0.7,4,0,13,16,81.3,3,13,0,1,0,0.0,237,113,4,5,80.0,8,10,80.0,1,1,100.0,0.7,3,0,3,2,16,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,100.0,0,0,0,1,0,0,0,4,5,13,2,22,0.0,1,100.0,55,17,0,0,2,0,15,4,0,0,1,0,0,0,0,2,0,0,,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,CM,LM,
Christian Norgaard,6,dk DEN,29,90,0,0,0,0,2,1,0,0,74,5,2,0,0.1,0.1,0.2,5,0,55,65,84.6,9,32,0,0,0,1.0,1000,339,26,29,89.7,23,28,82.1,6,7,85.7,0.3,2,6,1,0,64,1,0,1,0,2,1,0,0,0,0,0,1,3,1,4,0,4,4,100.0,0,0,0,7,0,0,3,24,37,13,3,74,,0,,116,58,1,0,0,1,49,2,0,0,0,0,0,0,0,9,1,1,50.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,CM,,
Mathias Jensen,8,dk DEN,27,80,1,0,0,0,1,1,1,0,62,3,0,1,0.0,0.0,0.4,3,0,36,50,72.0,1,20,0,1,0,1.0,555,205,19,21,90.5,13,15,86.7,2,12,16.7,0.4,2,0,1,0,36,14,3,1,0,4,6,2,2,0,0,0,0,1,1,2,0,3,3,100.0,0,0,1,3,1,0,4,17,25,20,3,62,0.0,1,100.0,90,23,1,0,2,1,35,2,0,1,0,0,0,0,0,3,1,0,100.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,RM,,
Kristoffer Ajer,20,no NOR,25,10,0,0,0,0,1,1,0,0,17,0,0,0,0.2,0.2,0.0,0,0,12,13,92.3,3,6,1,0,0,0.0,213,85,7,7,100.0,4,5,80.0,1,1,100.0,0.1,0,2,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,4,6,4,17,,0,,49,44,1,0,1,0,12,2,0,0,0,0,0,0,0,1,0,0,,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,RB,,
Rico Henry,3,eng ENG,26,90,0,0,0,0,1,0,0,0,58,1,2,1,0.0,0.0,0.1,4,0,40,47,85.1,8,22,3,2,1,1.0,514,214,26,28,92.9,13,16,81.3,0,0,,0.0,1,0,0,0,42,4,0,0,0,2,4,0,0,0,0,1,1,1,0,1,0,1,1,100.0,0,0,1,3,0,1,2,15,25,18,1,58,50.0,0,0.0,144,97,1,0,1,0,26,1,0,0,2,0,0,0,0,7,0,3,0.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,LB,,
Ben Mee,16,eng ENG,33,80,0,0,0,0,0,0,0,0,52,2,0,2,0.0,0.0,0.1,2,0,34,44,77.3,4,26,0,0,0,1.0,615,291,10,11,90.9,20,23,87.0,4,10,40.0,0.2,1,3,0,0,43,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,2,50.0,1,1,1,2,3,0,12,34,15,3,2,52,,0,,109,73,0,0,0,2,32,1,0,0,0,0,0,0,0,4,1,1,50.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,CB,,
Nathan Collins,22,ie IRL,22,10,0,1,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.5,1,1,13,18,72.2,1,4,0,0,0,0.0,222,112,6,8,75.0,6,8,75.0,1,2,50.0,0.2,1,1,0,0,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,3,8,5,6,1,19,,0,,9,8,1,0,0,0,11,2,0,0,0,0,0,0,0,3,1,0,100.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,CB,,
Ethan Pinnock,5,jm JAM,30,90,0,0,0,0,1,0,0,0,78,2,1,1,0.3,0.3,0.0,4,1,61,67,91.0,3,27,0,0,0,1.0,1022,434,24,26,92.3,30,32,93.8,4,5,80.0,0.0,0,4,1,0,62,5,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0.0,2,1,0,3,5,0,6,47,29,3,2,78,,0,,143,84,0,0,0,0,48,2,0,0,0,0,0,0,0,5,6,2,75.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,CB,,
Aaron Hickey,2,sct SCO,21,81,0,0,0,0,1,0,0,0,57,5,0,0,0.0,0.0,0.0,1,0,38,42,90.5,4,32,1,3,2,1.0,615,223,19,19,100.0,16,18,88.9,2,3,66.7,0.0,0,1,1,0,37,5,1,0,0,0,4,0,0,0,0,0,1,3,2,2,1,3,3,100.0,0,0,0,5,2,0,4,22,27,9,0,57,66.7,1,33.3,173,91,0,0,4,0,32,0,0,0,4,0,0,0,0,5,1,0,100.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,RB,,
Michael Olakigbe,37,eng ENG,19,9,0,0,0,0,1,0,0,0,13,0,0,1,0.0,0.0,0.0,1,0,8,9,88.9,3,7,3,2,0,0.0,100,48,6,7,85.7,2,2,100.0,0,0,,0.0,0,1,1,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,6,6,2,13,0.0,2,100.0,63,41,0,2,0,0,9,2,0,0,0,0,0,0,0,2,1,0,100.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,LM,,
Mark Flekken,1,nl NED,30,90,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.0,0,0,43,56,76.8,1,24,0,0,0,1.0,1187,837,8,8,100.0,22,23,95.7,13,24,54.2,0.0,0,3,0,0,46,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,49,57,2,0,0,59,,0,,106,61,0,0,0,0,38,0,0,0,0,0,0,0,0,1,1,0,100.0,True,Brentford Player Stats,Bournemouth Player Stats,4.0,2023-2024,GK,,
Dominic Solanke,9,eng ENG,25,90,1,0,0,0,2,2,0,0,38,0,0,0,0.6,0.6,0.1,2,0,13,15,86.7,3,19,2,3,0,1.0,161,39,6,6,100.0,4,4,100.0,0,0,,0.0,1,0,1,0,12,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,3,0,3,3,16,19,7,38,0.0,3,100.0,63,32,1,1,9,3,21,4,0,1,0,0,0,0,0,2,1,4,20.0,False,Bournemouth Player Stats,Brentford Player Stats,4.0,2023-2024,FW,,
Justin Kluivert,19,nl NED,24,70,0,0,0,0,1,0,0,0,25,2,0,0,0.1,0.1,0.0,0,0,10,15,66.7,3,17,1,4,0,1.0,184,104,4,5,80.0,5,7,71.4,1,1,100.0,0.0,1,1,2,0,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,3,66.7,1,0,0,2,0,0,0,4,12,9,3,25,0.0,4,100.0,123,47,1,1,0,2,17,2,0,4,2,1,0,0,0,3,1,2,33.3,False,Bournemouth Player Stats,Brentford Player Stats,4.0,2023-2024,LW,,
Marcus Tavernier,16,eng ENG,24,20,0,1,0,0,0,0,0,0,6,0,0,1,0.0,0.0,1.0,1,1,2,4,50.0,0,2,0,0,0,0.0,44,12,0,1,0.0,2,2,100.0,0,1,0.0,0.3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,2,2,2,1,6,,0,,7,5,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,,False,Bournemouth Player Stats,Brentford Player Stats,4.0,2023-2024,LW,LM,
Antoine Semenyo,24,gh GHA,23,59,0,0,0,0,2,1,0,0,27,0,0,0,0.2,0.2,0.0,0,0,12,15,80.0,1,11,1,2,0,1.0,156,17,8,9,88.9,4,4,100.0,0,0,,0.0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,3,17,8,2,27,0.0,2,100.0,117,39,1,0,2,1,14,2,0,1,0,0,0,0,0,6,2,1,66.7,False,Bournemouth Player Stats,Brentford Player Stats,4.0,2023-2024,RW,,
David Brooks,7,wls WAL,26,31,1,0,0,0,2,1,0,0,10,0,0,1,1.0,1.0,0.0,1,1,2,4,50.0,0,5,0,1,1,0.0,35,0,1,2,50.0,1,1,100.0,0,1,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,2,0,1,4,4,2,2,10,100.0,0,0.0,34,10,0,0,1,0,3,1,0,0,0,0,0,0,0,3,0,0,,False,Bournemouth Player Stats,Brentford Player Stats,4.0,2023-2024,RW,RM,
Philip Billing,29,dk DEN,27,90,0,0,0,0,2,0,0,0,50,3,1,1,0.1,0.1,0.1,4,0,29,36,80.6,3,21,1,3,1,1.0,489,154,14,17,82.4,12,13,92.3,2,5,40.0,0.0,2,6,0,0,35,1,0,0,0,3,0,1,0,1,0,0,0,1,0,3,0,2,2,100.0,0,0,1,4,3,0,3,10,22,18,2,50,33.3,2,66.7,87,41,1,0,0,0,26,2,0,0,0,0,0,0,0,6,3,4,42.9,False,Bournemouth Player Stats,Brentford Player Stats,4.0,2023-2024,AM,CM,
