player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Martinelli,FW,Arsenal,22,2,2,154,1.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,7,5,19,0.00,0.58,0.58,0.00,0.58,0.06,0.10,0.16,0.06,0.16,2023,2,0,0.0,1.17,0.00,0.00,,15.3,0,0.05,-0.1,-0.1,54,68,79.4,943,175,27,33,81.8,21,23,91.3,6,10,60.0,0.3,+0.8,3,3,1,0,61,7,1,1,0,8,1,5,5,0,0,0,0,5,2.92,2,1,1,1,0,0,2,1.17,0,1,1,0,0,0,2,2,0,2,0,0,1,0.0,1,1,0,1,2,4,0,0,89,0,4,29,56,10,89,5,2,40.0,3,60.0,62,456,201,5,4,1,5,62,77,85.6,77,0,0,,0,3.00,3,1,+2,+1.17,+1.17,2.6,1.5,+1.1,+0.65,+2.25,0,3,2,0,0,0,0,10,3,7,30.0,2
Emiliano Martinez,GK,Aston Villa,30,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,66,73,90.4,1518,861,13,14,92.9,43,45,95.6,10,14,71.4,0.0,0.0,0,0,0,0,60,13,3,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,80,63,80,0,0,0,80,0,0,,0,,50,186,87,0,0,0,0,43,90,100.0,90,2,0,,0,1.50,5,5,0,0.00,,4.7,4.0,+0.7,+0.35,,0,1,1,0,0,0,0,2,1,0,100.0,2
Lisandro Martinez,DF,Manchester Utd,25,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,70,77,90.9,1191,429,28,29,96.6,34,35,97.1,5,9,55.6,0.0,0.0,1,7,1,0,71,6,2,1,0,0,0,0,0,0,0,0,1,3,2.00,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,4,3,3,1,0,3,8,37.5,5,1,0,1,0,4,6,0,94,19,46,42,6,0,94,1,1,100.0,0,0.0,60,385,246,2,0,0,1,60,68,75.0,68,1,0,,0,1.50,0,2,-2,-1.33,-3.33,2.7,2.0,+0.7,+0.47,+1.29,0,1,1,0,0,0,1,8,1,3,25.0,2
Pape Matar Sarr,MF,Tottenham,20,2,1,91,1.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,1,8,2,0.99,0.00,0.99,0.99,0.99,0.72,0.06,0.77,0.72,0.77,2023,6,3,50.0,5.93,2.97,0.17,0.33,7.7,0,0.12,+0.3,+0.3,50,55,90.9,718,140,25,27,92.6,15,15,100.0,4,4,100.0,0.0,-0.1,1,5,1,0,55,0,0,0,0,0,0,0,0,0,0,0,2,6,5.93,4,0,0,1,1,0,1,0.99,1,0,0,0,0,0,2,2,0,2,0,2,3,66.7,1,2,1,1,0,2,1,0,66,1,9,31,27,8,66,0,0,,0,,42,234,117,3,0,0,0,43,46,50.6,75,0,1,16,0,2.00,1,0,+1,+0.99,-0.02,1.4,2.1,-0.7,-0.67,-0.08,0,0,1,0,0,0,0,8,2,0,100.0,2
Neal Maupay,FW,Everton,27,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0.00,0.00,0.00,0.00,0.00,1.16,0.05,1.22,1.16,1.22,2023,5,4,80.0,4.05,3.24,0.00,0.00,12.5,0,0.29,-1.4,-1.4,22,26,84.6,353,14,12,13,92.3,8,9,88.9,1,1,100.0,0.0,-0.1,1,0,0,0,23,3,0,0,1,0,0,0,0,0,0,0,1,3,2.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,40,1,1,21,19,8,40,0,0,,0,,20,89,34,1,1,6,3,28,56,61.7,71,0,1,40,0,0.00,0,2,-2,-1.62,+2.29,2.8,1.5,+1.3,+1.08,+4.27,0,1,0,2,0,0,0,4,0,2,0.0,2
Bryan Mbeumo,FW,Brentford,24,2,2,180,2.0,3,0,3,1,2,2,0,0,3.3,1.7,0.1,1.8,3,8,15,1.50,0.00,1.50,0.50,0.50,1.63,0.05,1.68,0.84,0.89,2023,4,3,75.0,2.00,1.50,0.25,0.33,15.1,0,0.42,-0.3,-0.7,42,61,68.9,608,165,27,31,87.1,10,18,55.6,4,7,57.1,0.3,-0.1,1,2,3,0,55,6,2,0,0,7,1,3,0,0,1,0,2,3,1.50,3,0,0,0,0,0,1,0.50,1,0,0,0,0,0,1,0,0,0,1,0,3,0.0,3,1,0,1,1,2,0,0,76,0,11,29,37,11,74,1,0,0.0,1,100.0,48,202,74,1,2,3,5,56,90,100.0,90,2,0,,0,2.00,5,2,+3,+1.50,,5.9,1.7,+4.1,+2.06,,0,3,2,0,0,0,0,8,3,6,33.3,2
James Mcatee,MF,Manchester City,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0.6,,0,1,1,1,3.00,0,0,0,0.00,-2.01,0.0,0.0,0.0,+3.22,+2.07,0,0,0,0,0,0,0,0,0,0,,2
John McGinn,"FW,MF",Aston Villa,28,2,2,153,1.7,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,4,10,7,0.59,0.00,0.59,0.59,0.59,0.34,0.00,0.34,0.34,0.34,2023,1,1,100.0,0.59,0.59,1.00,1.00,4.2,0,0.57,+0.4,+0.4,37,48,77.1,582,223,22,25,88.0,12,14,85.7,3,7,42.9,0.1,0.0,1,4,4,0,46,2,1,1,1,3,0,0,0,0,0,0,1,4,2.35,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0,65,0,7,33,27,1,65,9,4,44.4,4,44.4,49,257,115,6,0,5,0,53,77,85.0,77,1,0,,0,1.50,5,3,+2,+1.18,+7.84,3.5,2.4,+1.1,+0.64,+1.88,0,1,3,0,0,0,0,6,0,0,,2
Scott McKenna,DF,Nott'ham Forest,26,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,4,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,2023,1,0,0.0,0.50,0.00,0.00,,5.5,0,0.19,-0.2,-0.2,50,78,64.1,1001,458,14,19,73.7,28,45,62.2,8,14,57.1,0.0,0.0,0,5,0,0,66,12,0,0,0,0,12,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,0,3,1,0,2,2,100.0,0,1,0,1,3,7,10,0,103,13,41,59,4,1,103,0,0,,0,,38,157,73,0,0,2,0,37,90,100.0,90,2,0,,0,1.50,3,3,0,0.00,,2.6,1.3,+1.2,+0.62,,0,2,1,0,0,0,0,12,11,2,84.6,2
Scott McTominay,FW,Manchester Utd,26,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,23,9,2,2,100.0,0,0,,0,0,,0.0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,1,1,0,0,1,0,0,5,1,2,2,1,0,5,1,0,0.0,0,0.0,1,8,0,0,0,0,1,1,3,1.7,,0,1,3,1,3.00,0,0,0,0.00,+0.51,0.0,0.4,-0.4,-13.36,-13.74,0,0,0,0,0,0,0,0,1,2,33.3,2
Chris Mepham,DF,Bournemouth,25,1,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,23,78.3,413,102,4,7,57.1,12,12,100.0,2,3,66.7,0.0,0.0,1,3,0,0,23,0,0,0,0,1,0,0,0,0,0,0,1,2,5.81,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,1,25,2,6,14,5,0,25,0,0,,0,,18,88,65,0,0,0,0,18,31,17.2,,0,1,31,1,1.00,1,0,+1,+2.90,+4.72,1.1,0.2,+0.9,+2.56,+4.01,0,0,0,0,0,0,0,2,0,0,,2
James Milner,DF,Brighton,37,2,2,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,6,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,61,73,83.6,890,382,34,38,89.5,21,22,95.5,3,7,42.9,0.1,-0.1,1,5,1,0,59,13,2,2,0,2,11,0,0,0,0,1,1,4,2.69,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,2,2,0,2,2,100.0,0,2,0,2,1,5,2,0,87,5,24,41,22,0,87,0,0,,0,,44,139,57,0,0,1,1,46,67,74.4,67,0,0,,0,3.00,6,0,+6,+4.03,+4.03,4.2,1.4,+2.8,+1.88,+2.09,0,1,1,0,0,0,0,7,2,5,28.6,2
Tyrone Mings,DF,Aston Villa,30,1,1,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,2023,1,0,0.0,3.00,0.00,0.00,,18.4,0,0.01,0.0,0.0,5,5,100.0,119,86,0,0,,2,2,100.0,2,2,100.0,0.2,0.0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,6.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,8,3,5,2,1,1,8,0,0,,0,,4,8,3,0,0,1,0,4,30,16.7,30,0,0,,0,0.00,1,2,-1,-3.00,-3.60,0.3,1.1,-0.8,-2.43,-3.34,0,0,0,0,0,0,0,2,1,0,100.0,2
Tyrick Mitchell,DF,Crystal Palace,23,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,2,5,18,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.16,0.03,0.16,2023,1,0,0.0,0.50,0.00,0.00,,11.9,0,0.06,-0.1,-0.1,106,138,76.8,1588,564,56,62,90.3,43,54,79.6,4,11,36.4,0.2,-0.3,2,3,3,1,105,32,1,0,0,5,31,0,0,0,0,1,6,4,2.00,2,1,0,0,0,1,0,0.00,0,0,0,0,0,0,5,3,2,1,2,1,2,50.0,1,2,0,2,0,5,6,0,158,6,52,59,50,4,158,2,1,50.0,1,50.0,87,299,144,0,1,4,2,90,90,100.0,90,2,0,,0,1.50,1,1,0,0.00,,2.9,2.5,+0.4,+0.18,,0,1,2,0,0,0,0,20,1,2,33.3,2
Kaoru Mitoma,FW,Brighton,26,2,2,170,1.9,1,2,3,1,0,0,1,0,0.5,0.5,1.0,1.5,12,8,29,0.53,1.06,1.59,0.53,1.59,0.28,0.51,0.79,0.28,0.79,2023,2,1,50.0,1.06,0.53,0.50,1.00,15.4,0,0.26,+0.5,+0.5,67,76,88.2,797,155,51,54,94.4,12,14,85.7,1,3,33.3,1.3,+1.0,9,3,3,1,75,0,0,1,0,4,0,0,0,0,0,1,1,14,7.41,12,0,2,0,0,0,5,2.65,3,0,2,0,0,0,3,1,0,3,0,0,1,0.0,1,0,0,0,1,4,1,0,92,1,6,34,53,19,92,9,3,33.3,4,44.4,68,459,315,6,7,2,0,73,85,94.4,85,1,0,,0,3.00,8,2,+6,+3.18,+3.18,6.1,3.4,+2.8,+1.47,+2.29,0,1,4,1,0,0,0,9,1,0,100.0,2
Aleksandar Mitrovic,FW,Fulham,28,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,2023,2,1,50.0,5.45,2.73,0.00,0.00,11.0,0,0.08,-0.2,-0.2,4,8,50.0,78,24,1,3,33.3,2,4,50.0,1,1,100.0,0.0,0.0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,5.45,1,0,1,0,0,0,1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,1,6,6,4,12,3,3,100.0,0,0.0,5,29,15,0,0,0,0,8,33,18.3,,0,1,33,0,3.00,1,0,+1,+2.73,+4.56,1.2,0.6,+0.7,+1.79,+4.89,0,0,0,0,0,0,0,1,2,1,66.7,2
Kieffer Moore,"FW,MF",Bournemouth,31,2,0,52,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,8,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47,2023,2,0,0.0,3.46,0.00,0.00,,12.9,0,0.14,-0.3,-0.3,10,16,62.5,81,23,8,10,80.0,1,3,33.3,0,0,,0.0,0.0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,0,0,6,13,5,19,0,0,,0,,10,29,5,0,0,1,0,15,26,28.9,,0,2,26,0,0.50,1,0,+1,+1.73,+3.84,2.1,0.4,+1.7,+2.93,+5.19,0,1,0,0,0,0,0,1,1,2,33.3,2
Carlton Morris,FW,Luton Town,27,1,1,90,1.0,1,0,1,0,1,1,0,0,1.1,0.3,0.0,0.3,2,5,5,1.00,0.00,1.00,0.00,0.00,1.06,0.00,1.06,0.27,0.27,2023,3,1,33.3,3.00,1.00,0.00,0.00,13.5,0,0.09,-0.1,-0.3,20,33,60.6,358,83,9,15,60.0,9,13,69.2,2,3,66.7,0.1,0.0,0,3,0,0,31,2,0,0,0,1,1,0,0,0,0,0,0,4,4.00,3,0,0,1,0,0,1,1.00,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,41,3,3,19,20,7,40,1,1,100.0,0,0.0,19,156,73,2,1,0,1,31,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,0,0,2,0,0,0,3,10,4,71.4,2
Mason Mount,MF,Manchester Utd,24,2,2,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,33,43,76.7,545,218,13,17,76.5,10,12,83.3,5,8,62.5,0.0,0.0,2,2,0,0,38,5,0,1,1,4,0,4,0,3,0,0,1,4,2.38,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,5,20.0,4,3,1,2,1,2,0,0,56,2,9,27,21,1,56,1,0,0.0,1,100.0,30,121,61,1,1,3,0,32,76,83.9,76,0,0,,0,1.50,0,2,-2,-1.19,-4.30,2.7,2.8,-0.1,-0.08,-1.46,0,2,2,0,0,0,0,10,0,3,0.0,2
Mykhailo Mudryk,"DF,MF",Chelsea,22,2,0,55,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,1,5,0.00,0.00,0.00,0.00,0.00,0.13,0.18,0.31,0.13,0.31,2023,1,0,0.0,1.64,0.00,0.00,,12.1,0,0.08,-0.1,-0.1,21,33,63.6,303,74,11,16,68.8,3,5,60.0,3,5,60.0,0.2,-0.1,2,0,1,1,29,3,0,1,0,8,0,3,1,1,0,1,2,2,3.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,36,0,0,8,29,6,36,4,2,50.0,0,0.0,28,195,115,6,3,2,0,29,28,30.6,,0,2,28,0,0.50,0,2,-2,-3.27,-3.27,0.4,1.1,-0.7,-1.23,-2.32,0,0,1,0,0,0,0,3,0,0,,2
Rodrigo Muniz,FW,Fulham,22,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,2,50.0,8,0,1,1,100.0,0,1,0.0,0,0,,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,,0,,1,2,2,0,0,0,0,0,5,2.8,,0,1,5,0,0.00,0,1,-1,-18.00,-17.49,0.0,1.3,-1.3,-23.47,-21.87,0,0,0,0,0,0,0,1,0,0,,2
Jacob Murphy,FW,Newcastle Utd,28,1,0,5,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,3,0,0.00,18.00,18.00,0.00,18.00,0.00,10.18,10.18,0.00,10.18,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,5,100.0,105,72,1,1,100.0,4,4,100.0,0,0,,0.3,+0.4,2,3,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,54.00,2,0,1,0,0,0,2,36.00,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,4,4,2,1,8,2,2,100.0,0,0.0,5,79,37,0,0,1,0,3,5,2.8,,0,1,5,0,3.00,1,0,+1,+18.00,+16.97,0.6,0.3,+0.3,+4.57,+4.26,0,0,0,0,0,0,0,1,0,0,,2
Marvelous Nakamba,MF,Luton Town,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,2023,1,0,0.0,1.00,0.00,0.00,,27.8,0,0.01,0.0,0.0,19,21,90.5,264,54,10,11,90.9,8,8,100.0,0,1,0.0,0.0,0.0,1,1,0,0,19,2,2,0,0,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,1,0,2,3,66.7,1,2,1,1,0,3,0,0,32,5,15,14,3,0,32,0,0,,0,,13,107,16,1,0,1,1,11,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,1,1,0,0,0,0,7,0,2,0.0,2
Neto,GK,Bournemouth,34,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,49,69,71.0,1355,907,7,8,87.5,26,26,100.0,16,35,45.7,0.0,0.0,0,2,0,0,44,25,7,0,0,0,0,0,0,0,0,0,0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,78,59,76,2,0,0,78,1,1,100.0,0,0.0,37,248,181,0,0,0,0,24,90,100.0,90,2,0,,0,0.50,2,4,-2,-1.00,,2.6,4.1,-1.5,-0.76,,0,0,0,0,0,0,0,2,2,0,100.0,2
Pedro Neto,"MF,FW",Wolves,23,2,2,180,2.0,0,0,0,0,0,0,1,0,1.0,1.0,0.5,1.5,16,8,21,0.00,0.00,0.00,0.00,0.00,0.51,0.24,0.74,0.51,0.74,2023,5,2,40.0,2.50,1.00,0.00,0.00,12.6,0,0.20,-1.0,-1.0,56,85,65.9,839,284,33,39,84.6,15,22,68.2,5,14,35.7,0.4,-0.5,6,1,4,2,76,8,2,0,0,19,0,6,5,1,0,1,4,9,4.50,4,2,1,1,1,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0,107,1,5,38,67,14,107,12,7,58.3,4,33.3,72,615,321,7,6,5,2,77,90,100.0,90,2,0,,0,0.00,1,5,-4,-2.00,,4.3,4.4,-0.1,-0.06,,0,1,2,0,0,0,0,12,0,1,0.0,2
Moussa Niakhate,FW,Nott'ham Forest,27,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0.6,,0,1,1,1,3.00,0,0,0,0.00,0.00,0.0,0.0,0.0,0.00,-0.62,0,0,0,0,0,0,0,0,0,0,,2
Eddie Nketiah,FW,Arsenal,24,2,2,151,1.7,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.0,3,1,12,0.60,0.00,0.60,0.60,0.60,0.57,0.04,0.62,0.57,0.62,2023,6,1,16.7,3.58,0.60,0.17,1.00,9.3,0,0.16,0.0,0.0,25,28,89.3,343,11,17,18,94.4,8,8,100.0,0,0,,0.0,-0.1,2,1,0,0,25,3,0,0,0,1,1,0,0,0,0,0,2,7,4.17,4,0,1,1,1,0,1,0.60,0,0,0,0,1,0,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,0,0,44,0,0,14,30,13,44,7,2,28.6,2,28.6,30,169,83,0,2,2,4,34,76,83.9,76,0,0,,0,3.00,3,0,+3,+1.79,+4.89,2.4,0.7,+1.6,+0.98,+4.01,0,2,4,1,1,0,0,1,2,0,100.0,2
Oliver Norwood,MF,Sheffield Utd,32,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,10,1,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,2023,2,1,50.0,1.00,0.50,0.00,0.00,28.9,0,0.02,0.0,0.0,94,127,74.0,1973,764,30,33,90.9,43,54,79.6,21,38,55.3,0.3,-0.1,2,9,1,0,114,13,5,1,0,9,0,8,0,6,1,0,1,5,2.50,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,2,1,1,2,4,50.0,2,3,1,2,2,6,3,0,144,6,38,78,28,1,144,0,0,,0,,68,267,95,1,0,3,1,91,90,100.0,90,2,0,,0,0.00,1,3,-2,-1.00,,1.0,3.3,-2.3,-1.13,,0,1,0,0,0,0,0,13,2,4,33.3,2
Matheus Nunes,MF,Wolves,24,2,2,179,2.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7,8,9,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,2023,1,0,0.0,0.50,0.00,0.00,,15.4,0,0.08,-0.1,-0.1,87,106,82.1,1077,279,59,68,86.8,23,26,88.5,2,6,33.3,0.2,-0.1,3,6,1,0,97,8,4,0,0,3,2,1,1,0,0,1,2,7,3.52,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,3,0,0,2,6,33.3,4,0,0,0,6,9,1,0,131,4,30,66,40,6,131,17,11,64.7,4,23.5,93,634,336,6,3,3,4,95,90,99.4,90,1,0,,0,0.00,1,5,-4,-2.01,-2.01,4.3,4.4,-0.1,-0.06,-0.06,1,1,7,3,0,0,0,10,2,1,66.7,2
Darwin Nunez,FW,Liverpool,24,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,2023,2,0,0.0,6.00,0.00,0.00,,26.5,0,0.02,0.0,0.0,6,8,75.0,65,20,4,4,100.0,1,1,100.0,0,0,,0.0,0.0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,18,0,0,5,13,2,18,3,2,66.7,1,33.3,13,48,25,0,0,3,1,12,15,16.7,,0,2,15,0,2.00,0,0,0,0.00,-1.20,0.0,0.5,-0.5,-1.45,-2.75,0,0,0,0,0,0,0,1,0,1,0.0,2
