player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Max Kilman,,Wolves,,,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0199999999999999,0.1199999999999999,0.15,0.0199999999999999,0.15,,,1,1,100.0,0.8300000000000001,0.8300000000000001,0.0,0.0,9.2,0,0.03,0.0,0.0,97,125,74.5,1759,780,41,44,90.3,47,52,87.9,8,26,25.0,0.2,-0.3,2,6,2,0,122,3,2,1,0,1,0,0,0,0,0,0,2,3,1.83,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,1,2,50.0,1,4,3,1,4,6,12,0,152,28,88,60,4,2,152,0,0,0.0,0,0.0,100,588,408,0,0,1,1,105,90,100.0,90.0,2,0,0.0,0,1.0,1,1,0,0.0,0.0,3.2,3.5,-0.3,-0.0399999999999999,0.0,0,2,1,0,0,0,0,10,3,4,44.4,3
Justin Kluivert,,Bournemouth,,,1,90,0.9000000000000001,0,0,0,0,0,0,0,0,0.0999999999999999,0.0999999999999999,0.0,0.1,2,4,7,0.0,0.0,0.0,0.0,0.0,-0.15,-0.02,-0.1699999999999999,-0.15,-0.1699999999999999,,,1,0,-50.0,0.0,-0.77,0.0,0.0,4.1,0,-0.09,-0.0999999999999999,-0.0999999999999999,20,30,61.3,281,79,10,15,55.900000000000006,9,11,96.9,0,1,-33.3,0.0,0.0,1,1,1,0,27,2,0,0,0,2,1,1,0,0,1,1,0,2,-0.77,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,2,0,2,1,2,0,0,46,0,7,11,28,3,46,2,2,0.0,0,0.0,33,267,118,6,0,4,3,37,40,45.3,59.0,0,1,31.0,0,0.8300000000000001,1,1,0,1.37,3.04,1.6,1.6,0.0,0.5699999999999998,1.36,0,3,1,1,0,0,0,3,0,2,0.0,3
Luca Koleosho,,Burnley,,,1,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.34,0.12,0.34,,,1,0,0.0,1.5,0.0,0.0,0.0,14.7,0,0.08,-0.1,-0.1,8,14,57.1,71,8,6,6,100.0,1,6,16.7,0,0,0.0,0.0,-0.1,2,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,2,3.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,23,0,1,11,11,2,23,2,0,0.0,2,100.0,18,90,26,2,0,3,1,16,60,66.7,60.0,0,0,0.0,0,0.0,0,2,-2,-3.0,0.0,0.3,1.0,-0.7,-1.05,1.72,0,1,0,0,0,0,0,5,0,1,0.0,3
Ibrahima Konate,,Liverpool,,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,38,84.2,535,342,13,15,86.7,13,14,92.9,4,6,66.7,0.0,0.0,0,2,0,0,36,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,2,1,0,0,0,0.0,0,1,1,0,1,4,7,0,52,8,33,18,1,1,52,0,0,0.0,0,0.0,24,64,24,0,0,1,0,29,90,100.0,90.0,1,0,0.0,0,1.0,1,1,0,0.0,0.0,1.2999999999999998,1.4,-0.1,-0.09,0.0,0,2,1,0,0,0,0,4,3,4,42.9,3
Ezri Konsa,,Aston Villa,,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,44,48,91.7,784,390,17,18,94.4,23,25,92.0,3,4,75.0,0.0,0.0,0,4,0,0,47,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,5,4,2,2,1,2,2,100.0,0,0,0,0,0,5,2,1,57,13,32,23,2,0,57,2,1,50.0,0,0.0,34,173,113,0,0,3,0,41,90,100.0,90.0,1,0,0.0,0,0.0,1,5,-4,-4.0,0.0,1.7999999999999998,3.3,-1.6,-1.58,0.0,0,2,1,0,0,0,0,3,0,0,0.0,3
Cheikhou Kouyate,,Nott'ham Forest,,,0,22,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,1.1,,,1,0,0.0,48.91,0.0,0.0,0.0,26.3,0,0.02,0.0,0.0,7,10,91.7,90,38,5,7,95.3,2,2,100.0,0,0,0.0,0.0,0.0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,2,1,0,1,1,100.0,0,1,1,0,0,3,0,0,14,0,5,6,3,1,14,0,0,0.0,0,0.0,4,17,11,0,0,0,0,3,8,8.5,0.0,0,2,8.0,0,-0.5,0,1,-1,-3.91,-2.9000000000000004,0.2,1.0,-0.8,-5.92,-5.83,0,0,1,0,0,0,0,2,1,1,16.700000000000003,3
Mateo Kovacic,,Manchester City,,,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2000000000000001,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,61,64,95.3,888,167,39,39,100.0,17,18,94.4,3,4,75.0,0.2000000000000001,-0.2,1,3,1,0,64,0,0,1,0,0,0,0,0,0,0,0,0,2,2.69,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,2,1,0,1,2,2,100.0,0,3,0,3,0,2,0,0,72,3,11,51,10,0,72,3,1,33.3,0,0.0,50,333,140,2,0,0,1,63,68,75.6,0.0,0,1,68.0,0,3.0,2,0,2,2.65,-1.44,1.5,0.2,1.3,1.79,0.65,0,1,2,0,0,0,0,1,0,1,0.0,3
Dejan Kulusevski,,Tottenham,,,2,180,2.0,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,9,6,22,0.34,0.0,0.34,0.34,0.34,0.1400000000000001,0.08,0.22,0.1400000000000001,0.22,,,5,1,2.8999999999999986,2.82,-0.01,0.14,0.33,16.6,0,0.06,0.6,0.6,70,87,82.0,877,160,54,60,90.4,13,21,63.9,2,3,56.7,0.6,-0.2,3,2,3,0,87,0,0,0,0,3,0,0,0,0,0,0,1,11,5.99,7,0,2,2,0,0,0,0.0,0,0,0,0,0,0,6,2,2,2,2,1,6,25.8,5,1,0,1,3,9,0,0,102,0,9,24,72,14,102,5,3,109.6,0,-38.1,82,659,297,4,3,1,2,82,90,100.6,90.0,2,0,0.0,0,1.33,4,2,2,0.33,0.33,3.4,2.9000000000000004,0.5,-0.2799999999999999,0.6600000000000001,0,2,2,0,0,0,0,8,0,1,0.0,3
Aymeric Laporte,"MF,DF",Manchester City,22.0,,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,,2023.0,1,1,100.0,7.5,7.5,0.0,0.0,10.8,0,0.04,0.0,0.0,11,11,100.0,202,48,4,4,100.0,7,7,100.0,0,0,0.0,0.0,0.0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,14,2,7,6,1,1,14,0,0,0.0,0,0.0,10,23,1,0,0,0,0,10,12,13.3,0.0,0,1,12.0,0,3.0,0,0,0,0.0,-3.46,0.1,0.1,0.1,0.57,-1.21,0,0,0,0,0,0,0,2,0,0,0.0,3
Yasser Larouci,,Sheffield Utd,,,0,11,0.0999999999999999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,5,100.0,109,64,3,3,100.0,1,1,100.0,1,1,100.0,0.0,0.0,0,2,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,2,3,1,0,10,0,2,5,3,0,10,0,0,0.0,0,0.0,2,25,24,1,0,0,0,4,11,12.200000000000005,0.0,0,1,11.0,0,0.0,0,0,0,0.0,1.14,0.0,0.1999999999999999,-0.2000000000000001,-1.5,-0.14,0,0,1,0,0,0,0,0,0,1,0.0,3
Mario Lemina,,Wolves,,,2,180,2.0,0,0,0,0,0,0,2,0,0.0999999999999999,0.0999999999999999,0.0,0.0999999999999999,1,5,5,0.0,0.0,0.0,0.0,0.0,-0.0099999999999999,0.0,-0.0099999999999999,-0.0099999999999999,-0.0099999999999999,,,6,0,0.0,3.17,0.0,0.0,0.0,25.0,0,-0.03,-0.0999999999999999,-0.0999999999999999,76,89,83.60000000000001,1142,318,45,47,96.4,24,29,77.5,5,7,82.30000000000001,0.0,0.0,0,5,1,0,88,0,0,0,0,0,0,0,0,0,0,1,1,4,2.67,3,0,0,1,0,0,1,0.33,1,0,0,0,0,0,4,1,3,1,0,0,0,0.0,0,0,0,0,4,8,1,0,113,5,41,52,23,3,113,5,3,87.5,2,12.5,65,293,61,1,0,3,0,76,90,100.0,90.0,2,0,0.0,0,1.0,1,1,0,0.0,0.0,3.2,3.5,-0.3,-0.0399999999999999,0.0,0,2,0,0,0,0,0,14,1,3,-16.700000000000003,3
Bernd Leno,"FW,MF",Fulham,28.0,,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,78,99,83.0,2085,1392,7,7,100.0,56,56,100.3,15,35,40.4,0.0,0.0,0,1,0,0,77,21,9,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,109,89,108,1,0,0,109,0,0,0.0,0,0.0,74,347,161,0,0,0,0,49,90,100.0,90.0,2,0,0.0,0,2.83,3,2,1,1.33,0.0,2.0,5.8,-3.8,-1.35,0.0,0,0,1,0,0,0,0,5,1,1,50.0,3
Jefferson Lerma,,Crystal Palace,,,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0999999999999999,2,9,6,0.0,0.0,0.0,0.0,0.0,0.04,-0.02,0.0200000000000001,0.04,0.0200000000000001,,,3,1,33.3,1.5,0.33,0.0,0.0,21.4,0,0.03,-0.1,-0.1,87,111,78.1,1274,475,52,57,89.9,30,42,73.3,3,6,36.7,0.0,0.0,2,8,1,0,108,3,3,1,1,2,0,0,0,0,0,0,3,7,4.5,5,0,1,1,0,0,1,0.8300000000000001,1,0,0,0,0,0,6,4,0,6,0,2,2,100.0,0,2,1,1,4,10,6,0,134,7,29,82,25,4,134,3,2,66.7,1,33.3,72,364,180,4,1,0,3,79,90,100.0,90.0,2,0,0.0,0,2.83,2,1,1,1.0,0.0,2.7,1.5,1.2,1.2500000000000002,0.0,0,3,3,0,0,0,0,10,13,1,93.4,3
Rico Lewis,,Manchester City,,,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,36,42,85.7,552,65,22,25,88.0,12,12,100.0,2,4,50.0,0.0,0.0,0,2,0,0,39,3,0,0,0,0,3,0,0,0,0,0,1,1,1.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,47,2,14,22,12,0,47,1,1,100.0,0,0.0,30,146,65,1,0,0,1,28,78,86.7,78.0,0,0,0.0,0,3.0,3,0,3,3.46,3.46,1.8,0.3,1.5,1.78,1.21,0,0,1,0,0,0,0,9,0,2,0.0,3
Victor Lindelof,MF,Manchester Utd,25.0,,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,35,85.7,432,132,18,22,81.8,10,11,90.9,2,2,100.0,0.0,-0.1,2,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,2,0,42,5,20,20,2,2,42,0,0,0.0,0,0.0,25,105,41,0,0,0,0,26,45,58.3,0.0,0,2,45.0,0,3.0,3,0,3,3.0,3.17,3.2,2.2,1.0,1.03,0.29,0,0,0,0,0,0,0,4,2,3,40.0,3
Tom Lockyer,,Luton Town,,,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,47,66.0,718,383,4,7,57.1,22,22,100.0,5,16,31.3,0.0,0.0,0,4,0,0,41,5,5,0,1,0,0,0,0,0,0,1,1,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,0,3,6,50.0,3,5,4,1,1,4,12,0,73,19,42,30,1,1,73,1,0,0.0,1,100.0,37,232,95,1,1,0,0,29,90,100.0,90.0,2,0,0.0,0,0.0,1,7,-6,-3.0,0.0,1.9,6.2,-4.3,-2.16,0.0,0,2,3,0,0,1,0,11,4,1,80.0,3
Sean Longstaff,,Newcastle Utd,,,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2,50.0,8,2,1,1,100.0,0,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,3,0,1,2,0,0,3,0,0,0.0,0,0.0,1,11,9,0,0,0,0,1,6,6.699999999999999,0.0,0,1,6.0,0,3.0,1,0,1,15.0,11.79,0.6000000000000001,0.3,0.3,3.81,2.39,0,0,0,0,0,0,0,1,0,1,0.0,3
Max Lowe,,Sheffield Utd,,,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,18,66.7,145,78,8,12,66.7,4,5,80.0,0,0,0.0,0.0,0.0,1,1,0,0,17,1,0,0,0,0,1,0,0,0,0,0,1,1,1.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,5,6,2,0,1,3,33.3,2,1,1,0,1,9,4,0,33,4,16,13,4,0,33,0,0,0.0,0,0.0,9,44,18,1,0,0,0,11,79,87.8,79.0,0,0,0.0,0,0.0,0,1,-1,-1.14,-1.14,0.5,1.7,-1.2,-1.35,0.14,0,2,1,0,0,0,0,2,0,0,0.0,3
Douglas Luiz,MF,Aston Villa,31.0,,1,90,1.0,0,0,0,0,0,0,1,0,0.1999999999999999,0.2,0.1,0.3,0,8,3,0.0,0.0,0.0,0.0,0.0,0.19,0.12,0.31,0.19,0.3099999999999999,,2023.0,4,1,25.0,4.0,1.0,0.0,0.0,20.8,1,0.05,-0.2,-0.2,69,77,89.6,1119,255,28,31,90.3,30,32,93.8,6,8,75.0,0.1,-0.1,1,4,2,0,71,6,4,2,0,1,0,2,1,0,0,0,1,6,6.0,4,1,0,1,0,0,1,1.0,1,0,0,0,0,0,1,0,0,1,0,0,2,0.0,2,1,0,1,1,2,0,0,87,2,18,50,19,2,87,1,1,100.0,0,0.0,51,251,70,0,0,2,1,69,90,100.0,90.0,1,0,0.0,0,0.0,1,5,-4,-4.0,0.0,1.7999999999999998,3.3,-1.6,-1.5799999999999998,0.0,0,1,0,0,0,0,0,6,0,1,0.0,3
Sasa Lukic,,Fulham,,,2,159,1.7999999999999998,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,6,2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09,,,2,0,0.0,1.22,0.0,0.0,0.0,20.0,0,0.02,0.0,0.0,72,81,89.0,1132,241,32,37,87.0,35,36,97.2,4,5,80.0,0.0,-0.1,1,3,0,0,77,3,3,0,0,0,0,0,0,0,0,1,1,3,1.45,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,3,2,1,2,0,2,4,100.0,2,1,0,1,2,5,3,0,92,3,30,58,6,1,92,1,0,-25.0,1,25.0,61,255,100,2,0,1,1,61,83,92.2,83.0,1,0,0.0,0,2.83,2,1,1,1.28,-0.72,1.7000000000000002,4.9,-3.2,-1.32,0.37,0,2,0,0,0,0,0,9,0,0,0.0,3
Ian Maatsen,,Chelsea,,,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,11,45.5,90,54,2,6,33.3,0,2,0.0,1,1,100.0,0.0,0.0,0,1,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0,1,0,1,0,1,0,0,15,0,3,3,9,1,15,0,0,0.0,0,0.0,11,27,12,0,0,0,2,10,8,11.1,0.0,0,2,8.0,0,2.0,0,0,0,0.0,-1.41,0.0,0.1,-0.1,-0.38,-1.01,0,1,0,0,0,0,0,2,0,1,0.0,3
Alexis Mac Allister,,Liverpool,,,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,46,52,88.5,825,355,18,19,94.7,21,23,91.3,5,7,71.4,0.2000000000000001,0.0,1,2,2,0,52,0,0,0,2,0,0,0,0,0,0,0,1,2,2.0,2,0,0,0,0,0,1,1.0,1,0,0,0,0,0,3,2,1,2,0,2,4,50.0,2,2,0,2,1,4,0,0,61,3,16,32,13,0,61,3,2,66.7,0,0.0,42,159,102,1,1,1,0,47,90,100.0,90.0,1,0,0.0,0,1.0,1,1,0,0.0,0.0,1.2999999999999998,1.4,-0.1,-0.09,0.0,0,2,2,0,0,0,0,10,0,0,0.0,3
James Maddison,DF,Tottenham,23.0,,2,162,1.7999999999999998,1,2,3,1,0,0,1,0,1.2,1.2,1.0000000000000002,2.2,6,17,18,0.36,1.71,2.0700000000000003,0.36,2.0700000000000003,0.4300000000000001,0.8,1.23,0.4300000000000001,1.23,,2023.0,6,3,50.0,2.86,1.43,0.13,0.25,18.1,0,0.16,-0.1999999999999999,-0.1999999999999999,89,112,78.89999999999999,1528,473,41,42,97.9,39,48,81.6,8,20,32.8,1.3000000000000005,1.0,7,10,8,0,98,14,5,2,0,17,0,8,5,3,0,0,0,13,7.79,6,3,0,1,2,1,3,2.5700000000000003,1,1,0,0,1,0,1,0,0,1,0,1,2,85.0,1,1,0,1,2,3,2,0,130,3,11,48,72,7,130,4,2,16.700000000000003,1,41.7,110,522,220,6,2,2,6,112,84,93.3,84.0,1,0,0.0,0,1.33,4,2,2,0.4299999999999999,1.43,3.1,2.7,0.4,-0.3199999999999999,-0.8,0,3,7,0,0,0,0,7,1,2,41.7,3
Orel Mangala,,Nott'ham Forest,,,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,13,76.9,170,68,5,7,71.4,3,3,100.0,1,1,100.0,0.0,0.0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0,21,3,10,8,3,0,21,2,0,0.0,1,50.0,13,54,18,0,0,1,3,11,89,69.80000000000001,89.0,0,0,0.0,0,0.0,1,2,-1,-1.01,2.9100000000000006,1.2,0.7,0.4,0.42,7.27,0,3,1,0,0,0,0,2,0,0,0.0,3
Benson Manuel,MF,Burnley,27.0,,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,5,80.0,43,10,2,2,100.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,0,0,2,7,0,9,4,0,0.0,4,100.0,7,74,24,2,0,0,0,8,17,18.9,0.0,0,1,17.0,0,0.0,0,1,-1,-5.29,-2.83,0.1,0.9,-0.9,-4.61,-3.69,0,0,0,0,0,0,0,0,0,2,0.0,3
Solly March,,Brighton,,,2,144,1.6,1,0,1,1,0,0,0,0,0.4999999999999999,0.4999999999999999,0.1,0.6000000000000001,2,9,23,0.72,0.0,0.72,0.72,0.72,0.3400000000000001,0.06,0.3900000000000001,0.3400000000000001,0.3900000000000001,,,5,2,51.7,3.1300000000000003,1.4700000000000002,0.2500000000000001,0.5,18.5,1,0.11,0.5,0.5,62,80,75.6,986,175,33,41,74.10000000000001,21,23,95.9,6,10,61.5,0.0999999999999999,-0.1,4,1,2,0,71,9,2,0,0,5,4,3,2,0,0,0,2,9,5.68,5,3,0,0,1,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,1,2,83.3,1,1,0,1,1,3,1,0,97,2,4,32,62,5,97,7,3,41.1,3,41.1,64,262,67,2,0,3,4,68,69,77.2,69.0,0,0,0.0,0,2.0,2,3,-1,0.4800000000000004,-4.53,3.3,2.9,0.4,1.38,-0.25,0,4,2,2,0,0,0,10,2,1,65.0,3
Martinelli,,Arsenal,,,2,175,1.9000000000000004,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.6000000000000001,6,10,27,0.0,0.8500000000000001,0.8500000000000001,0.0,0.8500000000000001,0.15,0.13,0.28,0.15,0.28,,,4,3,50.0,1.04,1.11,0.0,0.0,-2.200000000000001,0,0.0399999999999999,-0.5,-0.5,73,85,94.5,1131,230,45,49,97.9,20,24,86.4,7,9,102.5,0.3000000000000001,0.8,3,1,5,0,80,3,0,0,0,4,1,2,2,0,0,2,1,6,3.2100000000000004,4,0,1,1,0,0,2,1.0000000000000002,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0,0,2,0,2,0,1,0,0,108,0,7,27,76,16,108,6,3,52.9,2,32.9,75,446,211,4,5,3,4,83,89,99.20000000000002,89.0,1,0,0.0,0,2.33,4,3,1,0.6300000000000002,0.6300000000000002,3.8,1.8,2.1,0.1500000000000001,-3.2600000000000007,0,2,2,0,0,0,0,11,1,6,14.0,3
Emiliano Martinez,,Aston Villa,,,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23,27,85.2,490,259,10,11,90.9,10,10,100.0,3,6,50.0,0.0,0.0,0,0,0,0,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,32,24,32,0,0,0,32,0,0,0.0,0,0.0,16,57,34,0,0,0,0,14,90,100.0,90.0,1,0,0.0,0,0.0,1,5,-4,-4.0,0.0,1.7999999999999998,3.3,-1.6,-1.58,0.0,0,1,0,0,0,0,0,2,0,0,0.0,3
