player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Issa Kabore,,Luton Town,,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Sasa Kalajdzic,,Wolves,,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-1.6,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,-0.1600000000000001,0,0,0,0,0,0,0,0,0,0,0.0,2
Boubacar Kamara,,Aston Villa,,,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,,,1,0,0.0,0.0,0.0,0.0,0.0,8.9,0,0.0,-0.1,-0.1,47,55,0.2000000000000028,733,168,29,33,-0.1000000000000085,16,17,4.200000000000003,2,3,50.0,0.1,0.0,0,1,1,0,52,3,3,0,1,0,0,0,0,0,0,0,1,0,-1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,1,0,1,1,2,0,0,60,0,18,37,6,0,60,1,0,-16.700000000000003,1,25.0,47,252,145,1,0,1,0,42,0,0.0,0.0,1,0,0.0,0,1.5,4,0,4,4.0,0.0,2.9000000000000004,0.7000000000000002,2.3,1.93,0.0,0,2,2,0,0,0,0,9,0,1,-16.700000000000003,2
Thomas Kaminski,,Luton Town,,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Michael Keane,,Everton,,,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.02,-0.02,-0.02,,,0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,38,49,-5.299999999999997,815,245,8,11,-9.0,24,25,2.700000000000003,6,12,-15.0,0.0,0.0,0,0,0,0,48,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,4,1,54,8,25,28,1,0,54,0,0,0.0,0,0.0,35,120,83,0,0,0,0,39,0,0.0,0.0,1,0,0.0,0,0.0,0,4,-4,-1.5,0.0,0.5999999999999996,2.9000000000000004,-2.3,-1.76,0.0,0,1,0,0,0,0,0,5,3,2,20.0,2
Thilo Kehrer,,West Ham,,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-2.8,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-1.03,0.0,0.0,0.0,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0.0,2
Milos Kerkez,"MF,DF",Bournemouth,22.0,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.03,0.0,-0.03,,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,44,-1.7999999999999972,485,102,19,21,5.5,11,19,-11.099999999999994,2,2,8.299999999999997,0.1,0.0,0,5,0,0,33,11,0,0,0,2,11,0,0,0,0,0,3,0,-0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,2,3,2,0,5,6,25.0,1,2,0,2,4,9,3,0,62,4,20,34,10,1,62,2,1,6.700000000000003,1,-6.700000000000003,21,138,57,1,0,3,0,28,0,0.0,0.0,1,0,0.0,0,-0.5,1,3,-2,-1.0,0.0,1.3,3.0,-1.8,-1.02,0.0,0,2,0,0,0,0,0,5,3,1,3.299999999999997,2
Max Kilman,,Wolves,,,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,-0.0099999999999999,-0.0099999999999999,-0.03,-0.0099999999999999,-0.03,,,0,0,0.0,-0.5,-0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,57,65,6.599999999999994,901,411,37,38,4.799999999999997,15,15,4.599999999999994,5,9,12.1,0.0,0.0,1,4,0,0,61,3,2,0,0,0,0,0,0,0,0,1,1,1,-0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1,-16.700000000000003,1,1,0,1,1,2,2,0,70,11,42,25,3,0,70,1,1,100.0,0,0.0,52,177,75,0,0,0,1,49,0,0.0,0.0,1,0,0.0,0,0.0,1,4,-3,-1.0,0.0,2.1,2.2,-0.1,-0.08,0.0,0,3,0,0,0,0,0,9,1,1,0.0,2
Justin Kluivert,,Bournemouth,,,0,28,0.3999999999999999,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,2,4,0.0,0.0,0.0,0.0,0.0,0.34,0.1,0.44,0.34,0.44,,,1,1,100.0,1.53,1.53,0.0,0.0,9.9,0,0.22,-0.2,-0.2,7,8,9.799999999999995,140,32,4,4,17.799999999999997,1,2,-20.0,2,2,100.0,0.0,-0.1,1,0,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,3,4.58,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,14,2,2,3,9,2,14,1,1,100.0,0,0.0,8,74,45,1,1,1,1,7,-1,-1.6000000000000014,0.0,0,1,-1.0,0,-0.5,0,0,0,-1.37,-0.6699999999999999,1.1,0.2,0.9,0.1400000000000001,1.62,0,1,0,0,0,0,0,4,0,0,0.0,2
Luca Koleosho,FW,Burnley,28.0,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Ibrahima Konate,,Liverpool,,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,,,1,0,0.0,0.5,0.0,0.0,0.0,10.0,0,0.05,0.0,0.0,64,69,5.5,1111,664,26,28,4.0,33,35,1.0,5,6,8.299999999999997,0.0,0.0,0,1,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,1,2,0,1,3,33.3,2,1,0,1,0,3,2,0,78,4,43,33,3,1,78,2,2,100.0,0,0.0,49,162,112,0,0,0,0,63,0,0.0,0.0,1,0,0.0,0,1.0,3,1,2,1.0,0.0,3.0,1.2000000000000002,1.8,0.93,0.0,0,0,1,0,0,0,0,2,2,1,7.100000000000001,2
Ezri Konsa,,Aston Villa,,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,67,70,2.3999999999999915,1144,344,26,27,1.1999999999999886,37,38,3.200000000000003,3,4,0.0,0.0,0.0,0,1,0,0,65,5,2,0,0,0,2,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,3,0,77,12,47,28,3,1,77,0,0,0.0,0,0.0,56,198,82,0,0,1,0,58,0,0.0,0.0,1,0,0.0,0,1.5,4,0,4,4.0,0.0,2.9000000000000004,0.7000000000000002,2.3,1.93,0.0,0,0,0,0,0,0,0,3,0,1,0.0,2
Cheikhou Kouyate,MF,Nott'ham Forest,25.0,,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1.01,0.0,-1.01,-1.01,-1.01,,2023.0,0,0,0.0,-45.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,5,-25.0,31,16,3,5,-28.599999999999994,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,0,2,2,1,0,5,1,1,100.0,0,0.0,2,3,0,0,0,0,0,1,0,0.0,0.0,0,1,0.0,0,1.5,0,0,0,0.0,-1.01,0.0,0.0,0.0,2.82,2.58,0,0,0,0,0,0,0,1,1,0,50.0,2
Mateo Kovacic,,Manchester City,,,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0999999999999999,3,6,1,0.0,0.0,0.0,0.0,0.0,0.06,-0.18,-0.13,0.06,-0.13,,,2,0,0.0,1.14,0.0,0.0,0.0,25.1,0,0.05,-0.1,-0.1,91,97,-0.8999999999999915,1244,235,57,60,-3.0,29,30,1.3999999999999917,2,3,-3.5999999999999943,0.0999999999999999,0.0,0,5,0,0,92,5,4,0,0,0,0,0,0,0,0,0,0,2,-0.3999999999999999,2,0,0,0,0,0,1,0.57,1,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,102,1,10,74,19,0,102,2,2,26.700000000000003,0,0.0,64,330,146,1,0,0,0,91,11,12.200000000000005,90.0,1,0,0.0,0,0.0,1,0,1,-0.94,-0.94,1.0,0.3,0.7,-0.6200000000000001,-0.61,0,3,2,0,0,0,0,4,0,0,0.0,2
Dejan Kulusevski,,Tottenham,,,1,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,1,7,0.0,0.0,0.0,0.0,0.0,0.0199999999999999,-0.01,0.01,0.0199999999999999,0.01,,,2,2,40.0,-0.4599999999999999,1.02,0.0,0.0,1.0,0,0.01,-0.1,-0.1,12,20,-5.400000000000006,195,44,9,11,-1.7000000000000028,1,3,-5.600000000000001,2,3,10.0,0.0,0.0,1,1,1,1,20,0,0,1,0,1,0,0,0,0,0,0,2,1,-1.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,-13.299999999999995,2,1,0,1,0,0,1,0,33,2,9,10,15,4,33,2,0,-66.7,2,66.7,24,259,146,4,3,1,0,23,-1,-1.7000000000000028,-1.0,0,0,0.0,0,1.0,2,0,2,1.02,1.02,1.6,1.7999999999999998,-0.2,0.3799999999999999,4.26,0,0,0,0,0,0,0,3,0,0,0.0,2
Aymeric Laporte,MF,Manchester City,31.0,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-6.6000000000000005,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1.3199999999999998,0.0,0.0,0.0,0.0,0.57,0,0,0,0,0,0,0,0,0,0,0.0,2
Yasser Larouci,,Sheffield Utd,,,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,16,-23.8,120,34,8,9,-8.299999999999997,2,3,-25.0,0,2,-66.7,0.0,0.0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,2,1,1.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,1,0,1,1,100.0,0,1,0,1,2,4,1,0,28,6,13,11,5,1,28,3,1,33.3,2,66.7,14,127,88,0,1,0,0,14,17,18.9,0.0,0,1,17.0,0,0.0,1,1,0,0.0,0.31,0.5,0.6000000000000001,-0.0999999999999999,1.01,1.06,0,0,0,0,0,0,0,2,0,2,0.0,2
Mario Lemina,,Wolves,,,1,90,1.0,0,0,0,0,0,0,0,0,0.7000000000000001,0.7000000000000001,0.0,0.7000000000000001,0,1,0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,,,2,0,0.0,-0.5,0.0,0.0,0.0,-4.800000000000001,0,0.13,-0.7000000000000001,-0.7000000000000001,38,46,0.7999999999999972,462,92,27,29,-1.7000000000000028,10,11,7.5,0,2,-26.700000000000003,0.0,0.0,0,1,0,0,42,2,2,0,0,1,0,0,0,0,0,2,1,1,-1.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,3,2,0,3,0,1,2,50.0,1,2,1,1,1,4,1,0,59,5,19,34,8,1,59,3,2,-25.0,1,25.0,34,125,28,2,0,2,1,36,0,0.0,0.0,1,0,0.0,0,0.0,1,4,-3,-1.0,0.0,2.1,2.2,-0.1,-0.08,0.0,0,2,0,0,0,0,0,7,1,1,50.0,2
Bernd Leno,DF,Fulham,23.0,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40,55,-6.400000000000006,1069,687,8,8,0.0,22,23,-1.5999999999999943,10,24,2.0,0.0,0.0,0,1,0,0,49,6,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,58,40,58,0,0,0,58,0,0,0.0,0,0.0,43,203,79,0,0,0,0,37,0,0.0,0.0,1,0,0.0,0,-1.5,0,3,-3,-2.0,0.0,0.5,3.7,-3.2,-0.99,0.0,0,0,1,0,0,0,0,3,0,0,0.0,2
Jefferson Lerma,,Crystal Palace,,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,2,0.0,0.0,0.0,0.0,0.0,-0.01,0.08,0.0699999999999999,-0.01,0.0699999999999999,,,0,0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,39,45,2.700000000000003,605,106,23,25,1.5999999999999943,13,16,0.7999999999999972,3,3,30.0,0.2,-0.2,2,3,1,0,45,0,0,0,0,1,0,0,0,0,0,0,1,2,-1.5,2,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,0,2,3,4,0,53,5,16,21,16,2,53,0,0,0.0,0,0.0,26,101,53,0,0,0,0,39,0,0.0,0.0,1,0,0.0,0,-1.5,0,1,-1,-1.0,0.0,1.0,2.0,-1.0,-1.1900000000000002,0.0,0,1,0,0,0,0,0,1,1,2,-11.0,2
Rico Lewis,MF,Manchester City,27.0,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-43.400000000000006,0.0,0,0,0.0,1,0.0,0,0,0,0.0,-0.8799999999999999,0.0,0.0,0.0,0.0,-0.1199999999999998,0,0,0,0,0,0,0,0,0,0,0.0,2
Victor Lindelof,,Manchester Utd,,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-25.0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,1.33,0.0,0.0,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0.0,2
Tom Lockyer,,Luton Town,,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Sean Longstaff,,Newcastle Utd,,,0,34,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,15,14.700000000000005,206,89,5,7,-25.0,3,3,75.0,2,3,66.7,0.0,0.0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,0,3,0,3,4,75.0,1,0,0,0,0,3,0,0,21,0,3,16,2,0,21,1,0,0.0,1,100.0,14,42,8,0,0,2,0,14,14,15.5,0.0,0,1,14.0,0,-1.5,0,0,0,-12.75,-10.829999999999998,0.0999999999999999,0.5,-0.4,-4.04,-3.25,0,0,1,0,0,0,0,2,0,0,0.0,2
Max Lowe,,Sheffield Utd,,,1,45,0.4999999999999999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,6,-8.400000000000006,50,34,0,1,-5.200000000000003,1,2,-8.599999999999994,1,1,100.0,0.0,0.0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,-0.4099999999999999,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,11,1,3,5,3,1,11,0,0,0.0,0,0.0,5,13,7,0,0,2,0,6,-17,-18.89999999999999,-17.0,0,0,0.0,0,0.0,0,1,-1,-0.31,-0.31,0.0,0.8,-0.7,-0.0599999999999998,-1.06,0,2,0,0,0,0,0,0,1,4,20.0,2
Douglas Luiz,MF,Aston Villa,26.0,,1,63,0.7,1,0,1,0,1,1,1,0,0.8,0.0,0.1,0.1,2,4,0,0.59,0.0,0.59,0.0,0.0,0.3799999999999999,0.0,0.3799999999999999,-0.08,-0.0799999999999999,,2023.0,0,0,0.0,-1.65,-0.41,0.0,0.0,3.3000000000000007,0,0.0,0.2,0.0,41,43,2.1000000000000085,759,182,16,17,1.4000000000000057,18,19,0.2999999999999971,5,5,9.599999999999994,0.1,-0.1,1,4,0,0,35,8,3,0,1,0,0,5,0,0,0,0,0,3,-0.71,2,1,0,0,0,0,0,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,2,0,50,4,12,27,11,2,49,1,1,0.0,0,0.0,27,146,62,1,0,0,0,32,-13,-15.0,-13.0,0,0,0.0,0,1.5,3,0,3,3.41,-3.92,2.3,0.6000000000000001,1.7000000000000002,1.66,-1.84,0,1,1,0,0,0,0,2,0,1,0.0,2
Sasa Lukic,,Fulham,,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.0,0.0,0.0,0.0,0.0,-0.01,-0.02,-0.04,-0.01,-0.04,,,0,0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,55,59,1.7000000000000028,920,195,20,22,1.0999999999999943,31,32,-0.0999999999999943,1,2,-8.599999999999994,0.1,0.0,1,4,1,0,57,2,2,1,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,2,-66.7,2,0,0,0,0,1,1,0,64,1,8,42,15,2,64,3,3,100.0,0,0.0,49,287,159,3,0,1,0,54,0,0.0,0.0,1,0,0.0,0,-1.5,0,3,-3,-2.0,0.0,0.5,3.7,-3.2,-0.99,0.0,0,2,4,0,0,0,0,2,1,0,100.0,2
Ian Maatsen,,Chelsea,,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-5.5,0.0,0,0,0.0,1,0.0,0,0,0,0.0,1.06,0.0,0.0,0.0,0.0,-0.29,0,0,0,0,0,0,0,0,0,0,0.0,2
