minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
80,Brennan Johnson,Tottenham,0.02,,Off Target,15,Left Foot,,Giovani Lo Celso,Pass (Live),Destiny Udogie,Pass (Live),13
81,Boubacar Kamara,Aston Villa,0.03,0.17,Saved,25,Right Foot,,Douglas Luiz,Pass (Live),Douglas Luiz,Take-On,13
81,Ollie Watkins,Aston Villa,0.41,,Off Target,2,Head,,John McGinn,Pass (Live),Boubacar Kamara,Shot,13
85,Pedro Porro,Tottenham,0.09,,Woodwork,16,Right Foot,,Giovani Lo Celso,Pass (Live),Dejan Kulusevski,Pass (Live),13
90+5,Emerson,Tottenham,0.04,,Off Target,6,Head,,Pedro Porro,Pass (Dead),Brennan Johnson,Fouled,13
90+7,Jhon Duran,Aston Villa,0.01,,Off Target,29,Left Foot,,Leon Bailey,Pass (Live),,,13
3,Alejandro Garnacho,Manchester Utd,0.08,0.44,Goal,15,Right Foot,Volley,Diogo Dalot,Pass (Live),Marcus Rashford,Pass (Live),13
10,Dominic Calvert-Lewin,Everton,0.09,0.15,Saved,12,Left Foot,,Ashley Young,Pass (Live),Jack Harrison,Pass (Live),13
13,Luke Shaw,Manchester Utd,0.02,,Off Target,26,Left Foot,Volley,Bruno Fernandes,Pass (Dead),Victor Lindelof,Pass (Live),13
25,Vitaliy Mykolenko,Everton,0.02,,Off Target,30,Left Foot,,,,,,13
31,Dominic Calvert-Lewin,Everton,0.10,0.07,Saved,9,Head,,James Garner,Pass (Dead),Jack Harrison,Fouled,13
32,Dominic Calvert-Lewin,Everton,0.12,0.37,Saved,17,Right Foot,,Ashley Young,Pass (Live),Jack Harrison,Pass (Dead),13
32,Dwight McNeil,Everton,0.37,0.42,Saved,5,Right Foot,,Dominic Calvert-Lewin,Shot,,,13
33,Abdoulaye Doucoure,Everton,0.18,,Off Target,15,Right Foot,,Dwight McNeil,Pass (Live),,,13
34,Dwight McNeil,Everton,0.05,,Blocked,15,Left Foot,,Abdoulaye Doucoure,Pass (Live),,,13
40,Dominic Calvert-Lewin,Everton,0.03,,Blocked,25,Right Foot,,,,,,13
41,Dominic Calvert-Lewin,Everton,0.25,,Off Target,8,Head,,Ashley Young,Pass (Live),James Garner,Pass (Live),13
41,Idrissa Gana Gueye,Everton,0.28,,Off Target,14,Right Foot,,Abdoulaye Doucoure,Pass (Live),Dominic Calvert-Lewin,Pass (Live),13
47,Scott McTominay,Manchester Utd,0.05,,Off Target,28,Right Foot,,Bruno Fernandes,Pass (Live),Diogo Dalot,Tackle,13
56,Marcus Rashford (pen),Manchester Utd,0.79,0.99,Goal,13,Right Foot,,Anthony Martial,Fouled,Bruno Fernandes,Pass (Live),13
57,Idrissa Gana Gueye,Everton,0.03,0.27,Saved,24,Right Foot,,,,,,13
61,Vitaliy Mykolenko,Everton,0.02,,Off Target,24,Left Foot,,Abdoulaye Doucoure,Pass (Live),Ashley Young,Pass (Live),13
65,Alejandro Garnacho,Manchester Utd,0.04,,Off Target,14,Right Foot,Volley,Diogo Dalot,Pass (Live),Marcus Rashford,Pass (Live),13
69,Abdoulaye Doucoure,Everton,0.06,,Blocked,12,Right Foot,Volley,Jordan Pickford,Pass (Live),James Tarkowski,Pass (Live),13
71,Alejandro Garnacho,Manchester Utd,0.27,,Off Target,4,Right Foot,Volley,Marcus Rashford,Pass (Live),,,13
75,Anthony Martial,Manchester Utd,0.79,0.96,Goal,11,Right Foot,,Bruno Fernandes,Pass (Live),Facundo Pellistri,Pass (Live),13
77,Vitaliy Mykolenko,Everton,0.06,,Woodwork,14,Left Foot,,Arnaut Danjuma,Pass (Live),James Garner,Pass (Live),13
81,James Garner,Everton,0.02,,Off Target,30,Right Foot,,Idrissa Gana Gueye,Pass (Live),James Tarkowski,Pass (Live),13
85,Facundo Pellistri,Manchester Utd,0.11,0.06,Saved,17,Left Foot,,Diogo Dalot,Pass (Live),Victor Lindelof,Pass (Live),13
88,James Garner,Everton,0.06,,Blocked,25,Right Foot,,Idrissa Gana Gueye,Pass (Live),Abdoulaye Doucoure,Pass (Live),13
89,Harry Maguire,Manchester Utd,0.06,,Off Target,11,Head,,Marcus Rashford,Pass (Live),Bruno Fernandes,Pass (Live),13
90+1,Youssef Chermiti,Everton,0.05,,Off Target,27,Right Foot,,Arnaut Danjuma,Pass (Live),,,13
90+3,Jack Harrison,Everton,0.02,,Blocked,24,Left Foot,,James Garner,Pass (Live),Nathan Patterson,Pass (Dead),13
90+4,James Tarkowski,Everton,0.09,,Off Target,5,Head,,James Garner,Pass (Dead),Idrissa Gana Gueye,Pass (Live),13
90+4,Youssef Chermiti,Everton,0.12,,Off Target,5,Head,,James Tarkowski,Shot,,,13
90+4,Jack Harrison,Everton,0.41,0.45,Saved,4,Right Foot,Volley,Youssef Chermiti,Shot,,,13
90+4,Vitaliy Mykolenko,Everton,0.03,,Off Target,24,Left Foot,Volley,Jack Harrison,Shot,,,13
90+6,Idrissa Gana Gueye,Everton,0.05,,Blocked,16,Left Foot,,Jack Harrison,Pass (Live),Youssef Chermiti,Pass (Live),13
90+6,Lewis Dobbin,Everton,0.03,,Off Target,22,Right Foot,,James Garner,Pass (Live),Vitaliy Mykolenko,Pass (Live),13
1,Raul Jimenez,Fulham,0.11,,Off Target,9,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Pass (Live),13
7,Alex Iwobi,Fulham,0.70,0.82,Goal,8,Left Foot,,Antonee Robinson,Pass (Live),Willian,Pass (Live),13
9,Tom Cairney,Fulham,0.05,0.01,Saved,21,Left Foot,,Willian,Pass (Live),Andreas Pereira,Pass (Dead),13
14,Hwang Hee-chan,Wolves,0.13,,Woodwork,22,Right Foot,,Mario Lemina,Pass (Live),,,13
22,Matheus Cunha,Wolves,0.13,0.67,Goal,8,Head,,Jean-Ricner Bellegarde,Pass (Live),Jean-Ricner Bellegarde,Take-On,13
29,Alex Iwobi,Fulham,0.06,,Off Target,22,Left Foot,,Timothy Castagne,Pass (Live),Calvin Bassey,Pass (Live),13
35,Tom Cairney,Fulham,0.05,,Blocked,18,Left Foot,,,,,,13
35,Antonee Robinson,Fulham,0.03,,Blocked,28,Left Foot,,Harrison Reed,Pass (Live),Tom Cairney,Shot,13
46,Matheus Cunha,Wolves,0.08,,Off Target,10,Head,,Matt Doherty,Pass (Live),Mario Lemina,Pass (Live),13
48,Mario Lemina,Wolves,0.03,,Saved off Target,24,Left Foot,,Matheus Cunha,Pass (Live),Matheus Cunha,Take-On,13
54,Max Kilman,Wolves,0.01,0.02,Saved,10,Head,,Joao Gomes,Pass (Dead),,,13
59,Willian (pen),Fulham,0.79,0.99,Goal,13,Right Foot,,Tom Cairney,Fouled,Tom Cairney,Pass (Live),13
60,Nelson Semedo,Wolves,0.02,0.09,Saved,17,Left Foot,,Jean-Ricner Bellegarde,Pass (Live),Jean-Ricner Bellegarde,Pass (Live),13
68,Alex Iwobi,Fulham,0.15,0.15,Saved,18,Right Foot,,Timothy Castagne,Pass (Live),Calvin Bassey,Pass (Live),13
72,Mario Lemina,Wolves,0.06,0.04,Saved,14,Right Foot,,Joao Gomes,Pass (Live),Nelson Semedo,Pass (Live),13
75,Hwang Hee-chan (pen),Wolves,0.79,0.93,Goal,13,Right Foot,,Hwang Hee-chan,Fouled,,,13
77,Tom Cairney,Fulham,0.04,,Off Target,26,Left Foot,,Timothy Castagne,Pass (Live),Harry Wilson,Pass (Live),13
78,Matt Doherty,Wolves,0.13,0.03,Saved,10,Right Foot,,,,,,13
79,Alex Iwobi,Fulham,0.04,0.38,Saved,27,Right Foot,,Willian,Pass (Live),Harrison Reed,Pass (Dead),13
82,Harrison Reed,Fulham,0.05,,Blocked,26,Right Foot,,Antonee Robinson,Pass (Live),Tom Cairney,Pass (Live),13
90+4,Willian (pen),Fulham,0.79,0.99,Goal,13,Right Foot,,Harry Wilson,Fouled,Willian,Pass (Live),13
90+11,Hwang Hee-chan,Wolves,0.02,,Off Target,21,Right Foot,Volley,Sasa Kalajdzic,Pass (Live),Mario Lemina,Pass (Live),13
