         2514816 function calls (2495525 primitive calls) in 3.334 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      807    0.019    0.000    0.019    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     1452    0.011    0.000    0.019    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/numpy/core/_methods.py:93(_clip_dep_is_scalar_nan)
     3643    0.015    0.000    0.019    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/generic.py:259(__init__)
        2    0.000    0.000    0.019    0.010 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1395(__init__)
        9    0.000    0.000    0.019    0.002 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:944(take)
        7    0.000    0.000    0.019    0.003 /Users/hogan/.pyenv/versions/3.11.3/lib/python3.11/re/_compiler.py:738(compile)
      730    0.001    0.000    0.019    0.000 {method 'sum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.019    0.009 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1703(_make_engine)
        2    0.000    0.000    0.018    0.009 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pyarrow/pandas_compat.py:611(<listcomp>)
     1117    0.002    0.000    0.018    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:501(is_categorical_dtype)
     8746    0.009    0.000    0.018    0.000 <frozen posixpath>:60(isabs)
       52    0.000    0.000    0.018    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pyarrow/pandas_compat.py:583(convert_column)
     2146    0.005    0.000    0.018    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:162(is_object_dtype)
       52    0.015    0.000    0.018    0.000 {pyarrow.lib.array}
        7    0.000    0.000    0.018    0.003 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:751(<listcomp>)
      553    0.001    0.000    0.017    0.000 <__array_function__ internals>:177(concatenate)
        1    0.000    0.000    0.017    0.017 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pyarrow/vendored/version.py:1(<module>)
      730    0.001    0.000    0.017    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/numpy/core/_methods.py:47(_sum)
        1    0.000    0.000    0.017    0.017 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/streamlit/elements/lib/pandas_styler_utils.py:98(_marshall_styles)
     4341    0.009    0.000    0.017    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexing.py:2656(check_deprecated_indexers)
      782    0.002    0.000    0.016    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/_config/config.py:262(__call__)
      246    0.005    0.000    0.016    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/streamlit/elements/lib/pandas_styler_utils.py:157(_pandas_style_to_css)
        2    0.002    0.001    0.016    0.008 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/streamlit/type_util.py:635(pyarrow_table_to_bytes)
     9159    0.010    0.000    0.016    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:3754(get_loc)
        4    0.000    0.000    0.016    0.004 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/frame.py:3832(_getitem_bool_array)
     8559    0.004    0.000    0.016    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:108(isna)
    67/44    0.002    0.000    0.016    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:430(__new__)
        1    0.000    0.000    0.016    0.016 /Users/hogan/dev/streamlit_proj_new/scripts/functions.py:1589(create_custom_cmap)
        6    0.000    0.000    0.016    0.003 {built-in method builtins.__build_class__}
        4    0.001    0.000    0.016    0.004 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:2253(_form_blocks)
        1    0.000    0.000    0.015    0.015 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pyarrow/vendored/version.py:301(Version)
      783    0.003    0.000    0.015    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/_config/config.py:134(_get_option)
3757/3027    0.010    0.000    0.015    0.000 {built-in method numpy.asarray}
     3930    0.008    0.000    0.015    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1433(is_extension_array_dtype)
        7    0.000    0.000    0.015    0.002 /Users/hogan/.pyenv/versions/3.11.3/lib/python3.11/re/_parser.py:970(parse)
     1234    0.003    0.000    0.015    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/series.py:565(_set_axis)
        2    0.014    0.007    0.015    0.007 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:49(__init__)
     35/7    0.001    0.000    0.014    0.002 /Users/hogan/.pyenv/versions/3.11.3/lib/python3.11/re/_parser.py:447(_parse_sub)
     2040    0.002    0.000    0.014    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:7277(ensure_index)
      512    0.000    0.000    0.014    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:367(<setcomp>)
     51/7    0.009    0.000    0.014    0.002 /Users/hogan/.pyenv/versions/3.11.3/lib/python3.11/re/_parser.py:507(_parse)
     8586    0.012    0.000    0.014    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/frame.py:4271(_clear_item_cache)
        1    0.000    0.000    0.014    0.014 /Users/hogan/dev/streamlit_proj_new/scripts/functions.py:1591(<listcomp>)
        6    0.014    0.002    0.014    0.002 {pandas._libs.algos.take_2d_axis1_float64_float64}
     2839    0.005    0.000    0.014    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:684(is_integer_dtype)
      481    0.002    0.000    0.014    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/groupby/generic.py:1418(_gotitem)
       31    0.001    0.000    0.014    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:708(_with_infer)
    40909    0.014    0.000    0.014    0.000 {method 'startswith' of 'str' objects}
     5802    0.004    0.000    0.014    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/series.py:596(dtype)
56337/56336    0.013    0.000    0.014    0.000 {built-in method builtins.getattr}
        5    0.000    0.000    0.014    0.003 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/frame.py:5454(rename)
        5    0.000    0.000    0.014    0.003 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/generic.py:1043(_rename)
     1765    0.006    0.000    0.013    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/construction.py:744(_try_cast)
     1724    0.003    0.000    0.013    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:435(__exit__)
     5831    0.006    0.000    0.013    0.000 <frozen posixpath>:389(normpath)
      479    0.002    0.000    0.013    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/groupby/generic.py:179(_wrap_agged_manager)
     2013    0.005    0.000    0.013    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1278(is_bool_dtype)
     2260    0.013    0.000    0.013    0.000 {method 'astype' of 'numpy.ndarray' objects}
     8304    0.008    0.000    0.013    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:275(arrays)
       18    0.000    0.000    0.013    0.001 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:3888(get_indexer)
     6994    0.008    0.000    0.012    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/series.py:611(name)
     8559    0.006    0.000    0.012    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:191(_isna)
      726    0.002    0.000    0.012    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexing.py:705(_maybe_mask_setitem_value)
      314    0.001    0.000    0.012    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/groupby/ops.py:1321(__iter__)
      339    0.001    0.000    0.012    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexing.py:1059(__getitem__)
    12389    0.011    0.000    0.012    0.000 {pandas._libs.lib.is_list_like}
     4716    0.004    0.000    0.012    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/series.py:708(_values)
    19297    0.009    0.000    0.012    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/common.py:362(apply_if_callable)
       12    0.000    0.000    0.011    0.001 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:6032(get_indexer_for)
       11    0.000    0.000    0.011    0.001 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/groupby/groupby.py:1699(_agg_general)
     7825    0.008    0.000    0.011    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexing.py:2449(_convert_key)
       28    0.009    0.000    0.011    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:2305(_stack_arrays)
      726    0.011    0.000    0.011    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/blocks.py:843(set_inplace)
      313    0.001    0.000    0.011    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/groupby/ops.py:1343(_chop)
      247    0.001    0.000    0.011    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/streamlit/type_util.py:616(is_pandas_version_less_than)
    10378    0.011    0.000    0.011    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/blocks.py:827(iget)
    38496    0.010    0.000    0.010    0.000 {method 'split' of 'str' objects}
      491    0.001    0.000    0.010    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/blocks.py:221(make_block)
    45854    0.010    0.000    0.010    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.010    0.003 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:6056(_get_indexer_strict)
       10    0.000    0.000    0.010    0.001 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/groupby/groupby.py:2516(first)
     8179    0.010    0.000    0.010    0.000 {method 'match' of 're.Pattern' objects}
     3358    0.002    0.000    0.010    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:188(is_array_like)
    30752    0.010    0.000    0.010    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:2433(_using_copy_on_write)
     5802    0.009    0.000    0.010    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:2058(dtype)
    31588    0.010    0.000    0.010    0.000 {method 'partition' of 'str' objects}
      313    0.000    0.000    0.010    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/groupby/groupby.py:1668(<lambda>)
      491    0.000    0.000    0.010    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/generic.py:5973(_consolidate_inplace)
     8163    0.007    0.000    0.010    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/io/formats/style_render.py:1687(_default_formatter)
      313    0.000    0.000    0.010    0.000 /Users/hogan/dev/streamlit_proj_new/pages/1_PL_Data.py:216(most_recent_Team)
     3448    0.009    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:132(geterr)
      491    0.001    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/generic.py:5959(_protect_consolidate)
      494    0.000    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/packaging/version.py:43(parse)
     1248    0.002    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:228(set_axis)
       13    0.000    0.000    0.009    0.001 /Users/hogan/.pyenv/versions/3.11.3/lib/python3.11/linecache.py:36(getlines)
     2234    0.005    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2091(maybe_coerce_values)
     2401    0.008    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:5254(__contains__)
      494    0.004    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/packaging/version.py:184(__init__)
      558    0.003    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/numpy/core/numeric.py:290(full)
        6    0.000    0.000    0.009    0.001 /Users/hogan/.pyenv/versions/3.11.3/lib/python3.11/linecache.py:80(updatecache)
    10902    0.005    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1744(<genexpr>)
        6    0.002    0.000    0.009    0.001 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:774(_slice_take_blocks_ax0)
      338    0.001    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexing.py:1592(_getitem_axis)
        2    0.000    0.000    0.009    0.004 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/arrays/categorical.py:368(__init__)
     1283    0.009    0.000    0.009    0.000 {method 'join' of 'str' objects}
     9428    0.006    0.000    0.009    0.000 {built-in method builtins.hasattr}
        7    0.000    0.000    0.009    0.001 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/indexes/base.py:6397(_transform_index)
     1698    0.005    0.000    0.009    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/internals/managers.py:1917(from_blocks)
     1455    0.002    0.000    0.009    0.000 <__array_function__ internals>:177(ndim)
      772    0.008    0.000    0.008    0.000 {method 'copy' of 'numpy.ndarray' objects}
      785    0.003    0.000    0.008    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/_config/config.py:116(_get_single_key)
      753    0.003    0.000    0.008    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/numpy/core/_dtype.py:344(_name_get)
        1    0.000    0.000    0.008    0.008 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/sorting.py:290(indexer_from_factorized)
        2    0.008    0.004    0.008    0.004 {method 'write_table' of 'pyarrow.lib._CRecordBatchWriter' objects}
        6    0.000    0.000    0.008    0.001 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/algorithms.py:593(factorize)
     3723    0.007    0.000    0.008    0.000 /Users/hogan/dev/streamlit_proj_new/new_env/lib/python3.11/site-packages/pandas/core/generic.py:5888(__getattr__)
