season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2008,18,Hull City,0.0,0.0,Sunderland,1.0,4.0,0,Mike Riley,0,0,0,0,6496,Sunderland,Hull City,Hull City,Sunderland,Hull_City_Sunderland,Hull City_Sunderland_2008
2008,33,Sunderland,0.0,0.0,Hull City,1.0,0.0,0,Mike Dean,0,0,0,0,6647,Sunderland,Hull City,Sunderland,Hull City,Hull_City_Sunderland,Hull City_Sunderland_2008
