season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1992,6,Blackburn,0.0,0.0,Everton,2.0,3.0,0,David Allison,0,0,0,0,86,Everton,Blackburn,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_1992
1992,29,Everton,0.0,0.0,Blackburn,2.0,1.0,0,Peter Foakes,0,0,0,0,333,Everton,Blackburn,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_1992
1993,23,Blackburn,0.0,0.0,Everton,2.0,0.0,0,Terence Holbrook,0,0,0,0,705,Blackburn,Everton,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_1993
1993,37,Everton,0.0,0.0,Blackburn,0.0,3.0,0,Kelvin Morton,0,0,0,0,858,Blackburn,Everton,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_1993
1994,5,Blackburn,0.0,0.0,Everton,3.0,0.0,0,Roger Dilkes,0,0,0,0,970,Blackburn,Everton,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_1994
1994,36,Everton,0.0,0.0,Blackburn,1.0,2.0,0,Dermot Gallagher,0,0,0,0,1301,Blackburn,Everton,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_1994
1995,12,Everton,0.0,0.0,Blackburn,1.0,0.0,0,Alan Wilkie,0,0,0,0,1504,Everton,Blackburn,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_1995
1995,33,Blackburn,0.0,0.0,Everton,0.0,3.0,0,Jeff Winter,0,0,0,0,1702,Everton,Blackburn,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_1995
1996,7,Blackburn,0.0,0.0,Everton,1.0,1.0,0,David Elleray,0,0,0,0,1833,draw,draw,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_1996
1996,21,Everton,0.0,0.0,Blackburn,0.0,2.0,0,Graham Barber,0,0,0,0,1966,Blackburn,Everton,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_1996
1997,14,Blackburn,0.0,0.0,Everton,3.0,2.0,0,Paul Alcock,0,0,0,0,2273,Blackburn,Everton,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_1997
1997,30,Everton,0.0,0.0,Blackburn,1.0,0.0,0,Gary Willard,0,0,0,0,2433,Everton,Blackburn,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_1997
1998,7,Everton,0.0,0.0,Blackburn,0.0,0.0,0,Mike Riley,0,0,0,0,2591,draw,draw,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_1998
1998,28,Blackburn,0.0,0.0,Everton,1.0,2.0,0,Paul Alcock,0,0,0,0,2801,Everton,Blackburn,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_1998
2001,7,Blackburn,0.0,0.0,Everton,1.0,0.0,0,Graham Barber,0,0,0,0,3720,Blackburn,Everton,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2001
2001,37,Everton,0.0,0.0,Blackburn,1.0,2.0,0,Jeff Winter,0,0,0,0,4032,Blackburn,Everton,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2001
2002,14,Blackburn,0.0,0.0,Everton,0.0,1.0,0,Graham Poll,0,0,0,0,4184,Everton,Blackburn,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2002
2002,18,Everton,0.0,0.0,Blackburn,2.0,1.0,0,Graham Barber,0,0,0,0,4219,Everton,Blackburn,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2002
2003,12,Blackburn,0.0,0.0,Everton,2.0,1.0,0,Phil Dowd,0,0,0,0,4545,Blackburn,Everton,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2003
2003,35,Everton,0.0,0.0,Blackburn,0.0,1.0,0,Phil Dowd,0,0,0,0,4768,Blackburn,Everton,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2003
2004,18,Blackburn,0.0,0.0,Everton,0.0,0.0,0,Mark Halsey,0,0,0,0,4977,draw,draw,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2004
2004,29,Everton,0.0,0.0,Blackburn,0.0,1.0,0,Phil Dowd,0,0,0,0,5090,Blackburn,Everton,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2004
2005,15,Blackburn,0.0,0.0,Everton,0.0,2.0,0,Mark Halsey,0,0,0,0,5327,Everton,Blackburn,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2005
2005,26,Everton,0.0,0.0,Blackburn,1.0,0.0,0,Peter Walton,0,0,0,0,5433,Everton,Blackburn,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2005
2006,2,Blackburn,0.0,0.0,Everton,1.0,1.0,0,Uriah Rennie,0,0,0,0,5581,draw,draw,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2006
2006,27,Everton,0.0,0.0,Blackburn,1.0,0.0,0,Rob Styles,0,0,0,0,5828,Everton,Blackburn,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2006
2007,4,Everton,0.0,0.0,Blackburn,1.0,1.0,0,Mike Riley,0,0,0,0,5980,draw,draw,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2007
2007,25,Blackburn,0.0,0.0,Everton,0.0,0.0,0,Alan Wiley,0,0,0,0,6189,draw,draw,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2007
2008,1,Everton,0.0,0.0,Blackburn,2.0,3.0,0,Andre Marriner,0,0,0,0,6330,Blackburn,Everton,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2008
2008,28,Blackburn,0.0,0.0,Everton,0.0,0.0,0,Alan Wiley,0,0,0,0,6596,draw,draw,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2008
2009,6,Everton,0.0,0.0,Blackburn,3.0,0.0,0,Lee Mason,0,0,0,0,6761,Everton,Blackburn,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2009
2009,35,Blackburn,0.0,0.0,Everton,2.0,3.0,0,Andre Marriner,0,0,0,0,7049,Everton,Blackburn,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2009
2010,1,Blackburn,0.0,0.0,Everton,1.0,0.0,0,Phil Dowd,0,0,0,0,7093,Blackburn,Everton,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2010
2010,33,Everton,0.0,0.0,Blackburn,2.0,0.0,0,Kevin Friend,0,0,0,0,7404,Everton,Blackburn,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2010
2011,3,Blackburn,0.0,0.0,Everton,0.0,1.0,0,Lee Mason,0,0,0,0,7490,Everton,Blackburn,Blackburn,Everton,Blackburn_Everton,Blackburn_Everton_2011
2011,22,Everton,0.0,0.0,Blackburn,1.0,1.0,0,Mark Halsey,0,0,0,0,7677,draw,draw,Everton,Blackburn,Blackburn_Everton,Blackburn_Everton_2011
