season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2019,15,Chelsea,1.8,1.0,Aston Villa,2.0,1.0,2019-12-04,Chris Kavanagh,Stamford Bridge,Wed,19:30,"40,628",158,Chelsea,Aston Villa,Chelsea,Aston Villa,Aston_Villa_Chelsea,Aston Villa_Chelsea_2019
2019,30,Aston Villa,1.0,1.1,Chelsea,1.0,2.0,2020-06-21,Paul Tierney,Villa Park,Sun,16:15,0,328,Chelsea,Aston Villa,Aston Villa,Chelsea,Aston_Villa_Chelsea,Aston Villa_Chelsea_2019
2020,16,Chelsea,1.7,0.7,Aston Villa,1.0,1.0,2020-12-28,Stuart Attwell,Stamford Bridge,Mon,17:30,0,163,draw,draw,Chelsea,Aston Villa,Aston_Villa_Chelsea,Aston Villa_Chelsea_2020
2020,38,Aston Villa,1.1,3.3,Chelsea,2.0,1.0,2021-05-23,Stuart Attwell,Villa Park,Sun,16:00,"10,000",430,Aston Villa,Chelsea,Aston Villa,Chelsea,Aston_Villa_Chelsea,Aston Villa_Chelsea_2020
2021,4,Chelsea,1.3,1.2,Aston Villa,3.0,0.0,2021-09-11,Stuart Attwell,Stamford Bridge,Sat,17:30,"39,969",40,Chelsea,Aston Villa,Chelsea,Aston Villa,Aston_Villa_Chelsea,Aston Villa_Chelsea_2021
2021,19,Aston Villa,0.4,2.6,Chelsea,1.0,3.0,2021-12-26,Martin Atkinson,Villa Park,Sun,17:30,"41,907",191,Chelsea,Aston Villa,Aston Villa,Chelsea,Aston_Villa_Chelsea,Aston Villa_Chelsea_2021
2022,11,Aston Villa,1.8,0.9,Chelsea,0.0,2.0,2022-10-16,Robert Jones,Villa Park,Sun,14:00,"41,754",102,Chelsea,Aston Villa,Aston Villa,Chelsea,Aston_Villa_Chelsea,Aston Villa_Chelsea_2022
2022,29,Chelsea,2.1,0.9,Aston Villa,0.0,2.0,2023-04-01,Andy Madley,Stamford Bridge,Sat,17:30,"40,082",310,Aston Villa,Chelsea,Chelsea,Aston Villa,Aston_Villa_Chelsea,Aston Villa_Chelsea_2022
1992,6,Aston Villa,0.0,0.0,Chelsea,1.0,3.0,0,Peter Foakes,0,0,0,0,59,Chelsea,Aston Villa,Aston Villa,Chelsea,Aston_Villa_Chelsea,Aston Villa_Chelsea_1992
1992,29,Chelsea,0.0,0.0,Aston Villa,0.0,1.0,0,Mike Peck,0,0,0,0,301,Aston Villa,Chelsea,Chelsea,Aston Villa,Aston_Villa_Chelsea,Aston Villa_Chelsea_1992
