season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2019,3,Norwich City,1.1,1.5,Chelsea,2.0,3.0,2019-08-24,Martin Atkinson,Carrow Road,Sat,12:30,"27,032",23,Chelsea,Norwich City,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_2019
2019,36,Chelsea,2.5,0.1,Norwich City,1.0,0.0,2020-07-14,Jonathan Moss,Stamford Bridge,Tue,20:15,0,387,Chelsea,Norwich City,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_2019
2021,9,Chelsea,3.1,0.1,Norwich City,7.0,0.0,2021-10-23,Andy Madley,Stamford Bridge,Sat,12:30,"40,113",89,Chelsea,Norwich City,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_2021
2021,30,Norwich City,1.0,1.8,Chelsea,1.0,3.0,2022-03-10,Martin Atkinson,Carrow Road,Thu,19:30,"26,684",309,Chelsea,Norwich City,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_2021
1992,2,Norwich City,0.0,0.0,Chelsea,2.0,1.0,0,Gerald Ashby,0,0,0,0,17,Norwich City,Chelsea,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_1992
1992,8,Chelsea,0.0,0.0,Norwich City,2.0,3.0,0,Keren Barratt,0,0,0,0,82,Norwich City,Chelsea,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_1992
1993,11,Chelsea,0.0,0.0,Norwich City,1.0,2.0,0,Vic Callow,0,0,0,0,575,Norwich City,Chelsea,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_1993
1993,26,Norwich City,0.0,0.0,Chelsea,1.0,1.0,0,Keith Cooper,0,0,0,0,728,draw,draw,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_1993
1994,1,Chelsea,0.0,0.0,Norwich City,2.0,0.0,0,Terence Holbrook,0,0,0,0,925,Chelsea,Norwich City,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_1994
1994,18,Norwich City,0.0,0.0,Chelsea,3.0,0.0,0,Joe Worrall,0,0,0,0,1117,Norwich City,Chelsea,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_1994
2004,18,Chelsea,0.0,0.0,Norwich City,4.0,0.0,0,Mike Dean,0,0,0,0,4980,Chelsea,Norwich City,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_2004
2004,29,Norwich City,0.0,0.0,Chelsea,1.0,3.0,0,Mark Halsey,0,0,0,0,5088,Chelsea,Norwich City,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_2004
2011,3,Chelsea,0.0,0.0,Norwich City,3.0,1.0,0,Mike Jones,0,0,0,0,7486,Chelsea,Norwich City,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_2011
2011,22,Norwich City,0.0,0.0,Chelsea,0.0,0.0,0,Mark Clattenburg,0,0,0,0,7679,draw,draw,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_2011
2012,7,Chelsea,0.0,0.0,Norwich City,4.0,1.0,0,Anthony Taylor,0,0,0,0,7906,Chelsea,Norwich City,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_2012
2012,19,Norwich City,0.0,0.0,Chelsea,0.0,1.0,0,Jon Moss,0,0,0,0,8029,Chelsea,Norwich City,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_2012
2013,7,Norwich City,0.0,0.0,Chelsea,1.0,3.0,0,Neil Swarbrick,0,0,0,0,8295,Chelsea,Norwich City,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_2013
2013,37,Chelsea,0.0,0.0,Norwich City,0.0,0.0,0,Neil Swarbrick,0,0,0,0,8590,draw,draw,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_2013
2015,13,Chelsea,0.0,0.0,Norwich City,1.0,0.0,0,Craig Pawson,0,0,0,0,9111,Chelsea,Norwich City,Chelsea,Norwich City,Chelsea_Norwich_City,Chelsea_Norwich City_2015
2015,28,Norwich City,0.0,0.0,Chelsea,1.0,2.0,0,Lee Mason,0,0,0,0,9255,Chelsea,Norwich City,Norwich City,Chelsea,Chelsea_Norwich_City,Chelsea_Norwich City_2015
