season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,9,West Ham,0.7,1.4,Brighton,0.0,3.0,2017-10-20,Martin Atkinson,London Stadium,Fri,20:00,"56,977",88,Brighton,West Ham,West Ham,Brighton,Brighton_West_Ham,Brighton_West Ham_2017
2017,26,Brighton,1.7,0.4,West Ham,3.0,1.0,2018-02-03,Roger East,The American Express Community Stadium,Sat,15:00,"30,589",280,Brighton,West Ham,Brighton,West Ham,Brighton_West_Ham,Brighton_West Ham_2017
2018,8,Brighton,1.2,1.4,West Ham,1.0,0.0,2018-10-05,Kevin Friend,The American Express Community Stadium,Fri,20:00,"30,544",77,Brighton,West Ham,Brighton,West Ham,Brighton_West_Ham,Brighton_West Ham_2018
2018,21,West Ham,0.8,0.7,Brighton,2.0,2.0,2019-01-02,Chris Kavanagh,London Stadium,Wed,19:45,"59,870",224,draw,draw,West Ham,Brighton,Brighton_West_Ham,Brighton_West Ham_2018
2019,2,Brighton,2.0,0.8,West Ham,1.0,1.0,2019-08-17,Anthony Taylor,The American Express Community Stadium,Sat,15:00,"30,459",14,draw,draw,Brighton,West Ham,Brighton_West_Ham,Brighton_West Ham_2019
2019,25,West Ham,0.8,1.9,Brighton,3.0,3.0,2020-02-01,Michael Oliver,London Stadium,Sat,15:00,"59,952",266,draw,draw,West Ham,Brighton,Brighton_West_Ham,Brighton_West Ham_2019
2020,15,West Ham,1.3,1.1,Brighton,2.0,2.0,2020-12-27,Simon Hooper,London Stadium,Sun,14:15,0,158,draw,draw,West Ham,Brighton,Brighton_West_Ham,Brighton_West Ham_2020
2020,36,Brighton,0.8,1.7,West Ham,1.0,1.0,2021-05-15,Andre Marriner,The American Express Community Stadium,Sat,20:00,0,413,draw,draw,Brighton,West Ham,Brighton_West_Ham,Brighton_West Ham_2020
2021,14,West Ham,1.3,1.3,Brighton,1.0,1.0,2021-12-01,Chris Kavanagh,London Stadium,Wed,19:30,"59,626",145,draw,draw,West Ham,Brighton,Brighton_West_Ham,Brighton_West Ham_2021
2021,38,Brighton,1.6,0.2,West Ham,3.0,1.0,2022-05-22,Kevin Friend,The American Express Community Stadium,Sun,16:00,"31,604",442,Brighton,West Ham,Brighton,West Ham,Brighton_West_Ham,Brighton_West Ham_2021
2022,3,West Ham,0.8,1.7,Brighton,0.0,2.0,2022-08-21,Anthony Taylor,London Stadium,Sun,14:00,"62,449",29,Brighton,West Ham,West Ham,Brighton,Brighton_West_Ham,Brighton_West Ham_2022
2022,26,Brighton,3.5,0.3,West Ham,4.0,0.0,2023-03-04,Stuart Attwell,The American Express Community Stadium,Sat,15:00,"31,523",274,Brighton,West Ham,Brighton,West Ham,Brighton_West_Ham,Brighton_West Ham_2022
