season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2002,2,Birmingham City,0.0,0.0,Blackburn,0.0,1.0,0,Dermot Gallagher,0,0,0,0,4061,Blackburn,Birmingham City,Birmingham City,Blackburn,Birmingham_City_Blackburn,Birmingham City_Blackburn_2002
2002,24,Blackburn,0.0,0.0,Birmingham City,1.0,1.0,0,Clive Wilkes,0,0,0,0,4275,draw,draw,Blackburn,Birmingham City,Birmingham_City_Blackburn,Birmingham City_Blackburn_2002
2003,15,Birmingham City,0.0,0.0,Blackburn,0.0,4.0,0,Graham Barber,0,0,0,0,4569,Blackburn,Birmingham City,Birmingham City,Blackburn,Birmingham_City_Blackburn,Birmingham City_Blackburn_2003
2003,38,Blackburn,0.0,0.0,Birmingham City,1.0,1.0,0,Dermot Gallagher,0,0,0,0,4801,draw,draw,Blackburn,Birmingham City,Birmingham_City_Blackburn,Birmingham City_Blackburn_2003
2004,14,Blackburn,0.0,0.0,Birmingham City,3.0,3.0,0,Neale Barry,0,0,0,0,4943,draw,draw,Blackburn,Birmingham City,Birmingham_City_Blackburn,Birmingham City_Blackburn_2004
2004,36,Birmingham City,0.0,0.0,Blackburn,2.0,1.0,0,Barry Knight,0,0,0,0,5156,Birmingham City,Blackburn,Birmingham City,Blackburn,Birmingham_City_Blackburn,Birmingham City_Blackburn_2004
2005,10,Blackburn,0.0,0.0,Birmingham City,2.0,0.0,0,Barry Knight,0,0,0,0,5277,Blackburn,Birmingham City,Blackburn,Birmingham City,Birmingham_City_Blackburn,Birmingham City_Blackburn_2005
2005,35,Birmingham City,0.0,0.0,Blackburn,2.0,1.0,0,Uriah Rennie,0,0,0,0,5532,Birmingham City,Blackburn,Birmingham City,Blackburn,Birmingham_City_Blackburn,Birmingham City_Blackburn_2005
2007,9,Blackburn,0.0,0.0,Birmingham City,2.0,1.0,0,Mark Clattenburg,0,0,0,0,6025,Blackburn,Birmingham City,Blackburn,Birmingham City,Birmingham_City_Blackburn,Birmingham City_Blackburn_2007
2007,38,Birmingham City,0.0,0.0,Blackburn,4.0,1.0,0,Howard Webb,0,0,0,0,6319,Birmingham City,Blackburn,Birmingham City,Blackburn,Birmingham_City_Blackburn,Birmingham City_Blackburn_2007
2009,17,Birmingham City,0.0,0.0,Blackburn,2.0,1.0,0,Mike Jones,0,0,0,0,6866,Birmingham City,Blackburn,Birmingham City,Blackburn,Birmingham_City_Blackburn,Birmingham City_Blackburn_2009
2009,29,Blackburn,0.0,0.0,Birmingham City,2.0,1.0,0,Mark Clattenburg,0,0,0,0,7012,Blackburn,Birmingham City,Blackburn,Birmingham City,Birmingham_City_Blackburn,Birmingham City_Blackburn_2009
2010,2,Birmingham City,0.0,0.0,Blackburn,2.0,1.0,0,Michael Oliver,0,0,0,0,7096,Birmingham City,Blackburn,Birmingham City,Blackburn,Birmingham_City_Blackburn,Birmingham City_Blackburn_2010
2010,32,Blackburn,0.0,0.0,Birmingham City,1.0,1.0,0,Chris Foy,0,0,0,0,7400,draw,draw,Blackburn,Birmingham City,Birmingham_City_Blackburn,Birmingham City_Blackburn_2010
