season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1996,11,Liverpool,0.0,0.0,Derby County,2.0,1.0,0,Gary Willard,0,0,0,0,1873,Liverpool,Derby County,Liverpool,Derby County,Derby_County_Liverpool,Derby County_Liverpool_1996
1996,25,Derby County,0.0,0.0,Liverpool,0.0,1.0,0,Peter Jones,0,0,0,0,2007,Liverpool,Derby County,Derby County,Liverpool,Derby_County_Liverpool,Derby County_Liverpool_1996
1997,12,Liverpool,0.0,0.0,Derby County,4.0,0.0,0,Gary Willard,0,0,0,0,2257,Liverpool,Derby County,Liverpool,Derby County,Derby_County_Liverpool,Derby County_Liverpool_1997
1997,38,Derby County,0.0,0.0,Liverpool,1.0,0.0,0,Stephen Lodge,0,0,0,0,2516,Derby County,Liverpool,Derby County,Liverpool,Derby_County_Liverpool,Derby County_Liverpool_1997
1998,12,Liverpool,0.0,0.0,Derby County,1.0,2.0,0,Uriah Rennie,0,0,0,0,2637,Derby County,Liverpool,Liverpool,Derby County,Derby_County_Liverpool,Derby County_Liverpool_1998
1998,29,Derby County,0.0,0.0,Liverpool,3.0,2.0,0,Graham Barber,0,0,0,0,2806,Derby County,Liverpool,Derby County,Liverpool,Derby_County_Liverpool,Derby County_Liverpool_1998
1999,14,Liverpool,0.0,0.0,Derby County,2.0,0.0,0,Uriah Rennie,0,0,0,0,3035,Liverpool,Derby County,Liverpool,Derby County,Derby_County_Liverpool,Derby County_Liverpool_1999
1999,29,Derby County,0.0,0.0,Liverpool,0.0,2.0,0,Barry Knight,0,0,0,0,3193,Liverpool,Derby County,Derby County,Liverpool,Derby_County_Liverpool,Derby County_Liverpool_1999
2000,9,Derby County,0.0,0.0,Liverpool,0.0,4.0,0,Stephen Bennett,0,0,0,0,3373,Liverpool,Derby County,Derby County,Liverpool,Derby_County_Liverpool,Derby County_Liverpool_2000
2000,30,Liverpool,0.0,0.0,Derby County,1.0,1.0,0,Neale Barry,0,0,0,0,3580,draw,draw,Liverpool,Derby County,Derby_County_Liverpool,Derby County_Liverpool_2000
2001,15,Derby County,0.0,0.0,Liverpool,0.0,1.0,0,Graham Barber,0,0,0,0,3800,Liverpool,Derby County,Derby County,Liverpool,Derby_County_Liverpool,Derby County_Liverpool_2001
2001,36,Liverpool,0.0,0.0,Derby County,2.0,0.0,0,Mike Riley,0,0,0,0,4016,Liverpool,Derby County,Liverpool,Derby County,Derby_County_Liverpool,Derby County_Liverpool_2001
2007,5,Liverpool,0.0,0.0,Derby County,6.0,0.0,0,Alan Wiley,0,0,0,0,5987,Liverpool,Derby County,Liverpool,Derby County,Derby_County_Liverpool,Derby County_Liverpool_2007
2007,19,Derby County,0.0,0.0,Liverpool,1.0,2.0,0,Alan Wiley,0,0,0,0,6125,Liverpool,Derby County,Derby County,Liverpool,Derby_County_Liverpool,Derby County_Liverpool_2007
