season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2005,7,Everton,0.0,0.0,Wigan Athletic,0.0,1.0,0,Rob Styles,0,0,0,0,5244,Wigan Athletic,Everton,Everton,Wigan Athletic,Everton_Wigan_Athletic,Everton_Wigan Athletic_2005
2005,24,Wigan Athletic,0.0,0.0,Everton,1.0,1.0,0,Mike Dean,0,0,0,0,5413,draw,draw,Wigan Athletic,Everton,Everton_Wigan_Athletic,Everton_Wigan Athletic_2005
2006,5,Everton,0.0,0.0,Wigan Athletic,2.0,2.0,0,Alan Wiley,0,0,0,0,5604,draw,draw,Everton,Wigan Athletic,Everton_Wigan_Athletic,Everton_Wigan Athletic_2006
2006,24,Wigan Athletic,0.0,0.0,Everton,0.0,2.0,0,Howard Webb,0,0,0,0,5802,Everton,Wigan Athletic,Wigan Athletic,Everton,Everton_Wigan_Athletic,Everton_Wigan Athletic_2006
2007,1,Everton,0.0,0.0,Wigan Athletic,2.0,1.0,0,Mark Clattenburg,0,0,0,0,5947,Everton,Wigan Athletic,Everton,Wigan Athletic,Everton_Wigan_Athletic,Everton_Wigan Athletic_2007
2007,23,Wigan Athletic,0.0,0.0,Everton,1.0,2.0,0,Lee Probert,0,0,0,0,6172,Everton,Wigan Athletic,Wigan Athletic,Everton,Everton_Wigan_Athletic,Everton_Wigan Athletic_2007
2008,14,Wigan Athletic,0.0,0.0,Everton,1.0,0.0,0,Rob Styles,0,0,0,0,6464,Wigan Athletic,Everton,Wigan Athletic,Everton,Everton_Wigan_Athletic,Everton_Wigan Athletic_2008
2008,31,Everton,0.0,0.0,Wigan Athletic,4.0,0.0,0,Phil Dowd,0,0,0,0,6634,Everton,Wigan Athletic,Everton,Wigan Athletic,Everton_Wigan_Athletic,Everton_Wigan Athletic_2008
2009,4,Everton,0.0,0.0,Wigan Athletic,2.0,1.0,0,Lee Probert,0,0,0,0,6741,Everton,Wigan Athletic,Everton,Wigan Athletic,Everton_Wigan_Athletic,Everton_Wigan Athletic_2009
2009,24,Wigan Athletic,0.0,0.0,Everton,0.0,1.0,0,Lee Probert,0,0,0,0,6932,Everton,Wigan Athletic,Wigan Athletic,Everton,Everton_Wigan_Athletic,Everton_Wigan Athletic_2009
2010,17,Everton,0.0,0.0,Wigan Athletic,0.0,0.0,0,Michael Oliver,0,0,0,0,7249,draw,draw,Everton,Wigan Athletic,Everton_Wigan_Athletic,Everton_Wigan Athletic_2010
2010,35,Wigan Athletic,0.0,0.0,Everton,1.0,1.0,0,Lee Mason,0,0,0,0,7430,draw,draw,Wigan Athletic,Everton,Everton_Wigan_Athletic,Everton_Wigan Athletic_2010
2011,5,Everton,0.0,0.0,Wigan Athletic,3.0,1.0,0,Peter Walton,0,0,0,0,7507,Everton,Wigan Athletic,Everton,Wigan Athletic,Everton_Wigan_Athletic,Everton_Wigan Athletic_2011
2011,24,Wigan Athletic,0.0,0.0,Everton,1.0,1.0,0,Anthony Taylor,0,0,0,0,7698,draw,draw,Wigan Athletic,Everton,Everton_Wigan_Athletic,Everton_Wigan Athletic_2011
2012,7,Wigan Athletic,0.0,0.0,Everton,2.0,2.0,0,Kevin Friend,0,0,0,0,7909,draw,draw,Wigan Athletic,Everton,Everton_Wigan_Athletic,Everton_Wigan Athletic_2012
2012,19,Everton,0.0,0.0,Wigan Athletic,2.0,1.0,0,Lee Mason,0,0,0,0,8028,Everton,Wigan Athletic,Everton,Wigan Athletic,Everton_Wigan_Athletic,Everton_Wigan Athletic_2012
