season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2019,13,Everton,0.9,1.7,Norwich City,0.0,2.0,2019-11-23,Anthony Taylor,Goodison Park,Sat,15:00,"39,241",136,Norwich City,Everton,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_2019
2019,31,Norwich City,0.4,0.8,Everton,0.0,1.0,2020-06-24,Andy Madley,Carrow Road,Wed,18:00,0,334,Everton,Norwich City,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_2019
2021,6,Everton,1.9,0.5,Norwich City,2.0,0.0,2021-09-25,David Coote,Goodison Park,Sat,15:00,"38,821",60,Everton,Norwich City,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_2021
2021,22,Norwich City,1.0,0.6,Everton,2.0,1.0,2022-01-15,Andy Madley,Carrow Road,Sat,15:00,"26,629",217,Norwich City,Everton,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_2021
1992,3,Norwich City,0.0,0.0,Everton,1.0,1.0,0,John Key,0,0,0,0,30,draw,draw,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_1992
1992,26,Everton,0.0,0.0,Norwich City,0.0,1.0,0,Raymond Lewis,0,0,0,0,272,Norwich City,Everton,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_1992
1993,9,Everton,0.0,0.0,Norwich City,1.0,5.0,0,Paul Durkin,0,0,0,0,556,Norwich City,Everton,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_1993
1993,34,Norwich City,0.0,0.0,Everton,3.0,0.0,0,Keith Burge,0,0,0,0,817,Norwich City,Everton,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_1993
1994,14,Norwich City,0.0,0.0,Everton,0.0,0.0,0,Paul Danson,0,0,0,0,1062,draw,draw,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_1994
1994,27,Everton,0.0,0.0,Norwich City,2.0,1.0,0,Alan Wilkie,0,0,0,0,1208,Everton,Norwich City,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_1994
2004,10,Norwich City,0.0,0.0,Everton,2.0,3.0,0,Mark Clattenburg,0,0,0,0,4898,Everton,Norwich City,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_2004
2004,25,Everton,0.0,0.0,Norwich City,1.0,0.0,0,Alan Wiley,0,0,0,0,5053,Everton,Norwich City,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_2004
2011,16,Everton,0.0,0.0,Norwich City,1.0,1.0,0,Lee Probert,0,0,0,0,7619,draw,draw,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_2011
2011,32,Norwich City,0.0,0.0,Everton,2.0,2.0,0,Andre Marriner,0,0,0,0,7776,draw,draw,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_2011
2012,13,Everton,0.0,0.0,Norwich City,1.0,1.0,0,Mike Jones,0,0,0,0,7969,draw,draw,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_2012
2012,27,Norwich City,0.0,0.0,Everton,2.0,1.0,0,Lee Mason,0,0,0,0,8109,Norwich City,Everton,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_2012
2013,1,Norwich City,0.0,0.0,Everton,2.0,2.0,0,Michael Oliver,0,0,0,0,8227,draw,draw,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_2013
2013,21,Everton,0.0,0.0,Norwich City,2.0,0.0,0,Kevin Friend,0,0,0,0,8427,Everton,Norwich City,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_2013
2015,16,Norwich City,0.0,0.0,Everton,1.0,1.0,0,Martin Atkinson,0,0,0,0,9136,draw,draw,Norwich City,Everton,Everton_Norwich_City,Everton_Norwich City_2015
2015,38,Everton,0.0,0.0,Norwich City,3.0,0.0,0,Lee Mason,0,0,0,0,9362,Everton,Norwich City,Everton,Norwich City,Everton_Norwich_City,Everton_Norwich City_2015
