season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1996,11,Sunderland,0.0,0.0,Aston Villa,1.0,0.0,0,Paul Alcock,0,0,0,0,1871,Sunderland,Aston Villa,Sunderland,Aston Villa,Aston_Villa_Sunderland,Aston Villa_Sunderland_1996
1996,25,Aston Villa,0.0,0.0,Sunderland,1.0,0.0,0,Stephen Lodge,0,0,0,0,2001,Aston Villa,Sunderland,Aston Villa,Sunderland,Aston_Villa_Sunderland,Aston Villa_Sunderland_1996
1999,11,Sunderland,0.0,0.0,Aston Villa,2.0,1.0,0,David Elleray,0,0,0,0,3011,Sunderland,Aston Villa,Sunderland,Aston Villa,Aston_Villa_Sunderland,Aston Villa_Sunderland_1999
1999,36,Aston Villa,0.0,0.0,Sunderland,1.0,1.0,0,Andy D'Urso,0,0,0,0,3258,draw,draw,Aston Villa,Sunderland,Aston_Villa_Sunderland,Aston Villa_Sunderland_1999
2000,10,Aston Villa,0.0,0.0,Sunderland,0.0,0.0,0,Peter Jones,0,0,0,0,3383,draw,draw,Aston Villa,Sunderland,Aston_Villa_Sunderland,Aston Villa_Sunderland_2000
2000,29,Sunderland,0.0,0.0,Aston Villa,1.0,1.0,0,Stephen Lodge,0,0,0,0,3569,draw,draw,Sunderland,Aston Villa,Aston_Villa_Sunderland,Aston Villa_Sunderland_2000
2001,5,Aston Villa,0.0,0.0,Sunderland,0.0,0.0,0,Uriah Rennie,0,0,0,0,3710,draw,draw,Aston Villa,Sunderland,Aston_Villa_Sunderland,Aston Villa_Sunderland_2001
2001,21,Sunderland,0.0,0.0,Aston Villa,1.0,1.0,0,Mike Riley,0,0,0,0,3864,draw,draw,Sunderland,Aston Villa,Aston_Villa_Sunderland,Aston Villa_Sunderland_2001
2002,8,Sunderland,0.0,0.0,Aston Villa,1.0,0.0,0,Neale Barry,0,0,0,0,4114,Sunderland,Aston Villa,Sunderland,Aston Villa,Aston_Villa_Sunderland,Aston Villa_Sunderland_2002
2002,37,Aston Villa,0.0,0.0,Sunderland,1.0,0.0,0,Steve Dunn,0,0,0,0,4411,Aston Villa,Sunderland,Aston Villa,Sunderland,Aston_Villa_Sunderland,Aston Villa_Sunderland_2002
