season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2020,4,Leeds United,2.4,1.2,Manchester City,1.0,1.0,2020-10-03,Mike Dean,Elland Road,Sat,17:30,0,33,draw,draw,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_2020
2020,31,Manchester City,2.1,0.1,Leeds United,1.0,2.0,2021-04-10,Andre Marriner,Etihad Stadium,Sat,12:30,0,347,Leeds United,Manchester City,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_2020
2021,17,Manchester City,3.1,0.3,Leeds United,7.0,0.0,2021-12-14,Paul Tierney,Etihad Stadium,Tue,20:00,"52,401",175,Manchester City,Leeds United,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_2021
2021,35,Leeds United,1.3,2.4,Manchester City,0.0,4.0,2022-04-30,Paul Tierney,Elland Road,Sat,17:30,"35,771",394,Manchester City,Leeds United,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_2021
2022,17,Leeds United,0.6,4.3,Manchester City,1.0,3.0,2022-12-28,Stuart Attwell,Elland Road,Wed,20:00,"36,889",170,Manchester City,Leeds United,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_2022
2022,35,Manchester City,2.6,0.2,Leeds United,2.0,1.0,2023-05-06,Andy Madley,Etihad Stadium,Sat,15:00,"53,406",385,Manchester City,Leeds United,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_2022
1992,15,Manchester City,0.0,0.0,Leeds United,4.0,0.0,0,Kelvin Morton,0,0,0,0,154,Manchester City,Leeds United,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_1992
1992,34,Leeds United,0.0,0.0,Manchester City,1.0,0.0,0,Keith Hackett,0,0,0,0,353,Leeds United,Manchester City,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_1992
1993,1,Manchester City,0.0,0.0,Leeds United,1.0,1.0,0,Dermot Gallagher,0,0,0,0,468,draw,draw,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_1993
1993,18,Leeds United,0.0,0.0,Manchester City,3.0,2.0,0,Rodger Gifford,0,0,0,0,651,Leeds United,Manchester City,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_1993
1994,8,Leeds United,0.0,0.0,Manchester City,2.0,0.0,0,Terence Holbrook,0,0,0,0,1006,Leeds United,Manchester City,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_1994
1994,31,Manchester City,0.0,0.0,Leeds United,0.0,0.0,0,Terence Holbrook,0,0,0,0,1236,draw,draw,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_1994
1995,10,Manchester City,0.0,0.0,Leeds United,0.0,0.0,0,Martin Bodenham,0,0,0,0,1476,draw,draw,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_1995
1995,16,Leeds United,0.0,0.0,Manchester City,0.0,1.0,0,Paul Alcock,0,0,0,0,1536,Manchester City,Leeds United,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_1995
2000,4,Leeds United,0.0,0.0,Manchester City,1.0,2.0,0,Graham Poll,0,0,0,0,3315,Manchester City,Leeds United,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_2000
2000,23,Manchester City,0.0,0.0,Leeds United,0.0,4.0,0,Mike Dean,0,0,0,0,3502,Leeds United,Manchester City,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_2000
2002,1,Leeds United,0.0,0.0,Manchester City,3.0,0.0,0,Graham Poll,0,0,0,0,4047,Leeds United,Manchester City,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_2002
2002,23,Manchester City,0.0,0.0,Leeds United,2.0,1.0,0,Rob Styles,0,0,0,0,4267,Manchester City,Leeds United,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_2002
2003,17,Manchester City,0.0,0.0,Leeds United,1.0,1.0,0,Graham Barber,0,0,0,0,4593,draw,draw,Manchester City,Leeds United,Leeds_United_Manchester_City,Leeds United_Manchester City_2003
2003,29,Leeds United,0.0,0.0,Manchester City,2.0,1.0,0,Alan Wiley,0,0,0,0,4715,Leeds United,Manchester City,Leeds United,Manchester City,Leeds_United_Manchester_City,Leeds United_Manchester City_2003
