season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1998,10,Charlton Ath,0.0,0.0,West Ham,4.0,2.0,0,Neale Barry,0,0,0,0,2620,Charlton Ath,West Ham,Charlton Ath,West Ham,Charlton_Ath_West_Ham,Charlton Ath_West Ham_1998
1998,32,West Ham,0.0,0.0,Charlton Ath,0.0,1.0,0,Steve Dunn,0,0,0,0,2837,Charlton Ath,West Ham,West Ham,Charlton Ath,Charlton_Ath_West_Ham,Charlton Ath_West Ham_1998
2000,20,West Ham,0.0,0.0,Charlton Ath,5.0,0.0,0,Steve Dunn,0,0,0,0,3478,West Ham,Charlton Ath,West Ham,Charlton Ath,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2000
2000,24,Charlton Ath,0.0,0.0,West Ham,1.0,1.0,0,Dermot Gallagher,0,0,0,0,3520,draw,draw,Charlton Ath,West Ham,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2000
2001,13,Charlton Ath,0.0,0.0,West Ham,4.0,4.0,0,Alan Wiley,0,0,0,0,3788,draw,draw,Charlton Ath,West Ham,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2001
2001,34,West Ham,0.0,0.0,Charlton Ath,2.0,0.0,0,Mike Riley,0,0,0,0,4000,West Ham,Charlton Ath,West Ham,Charlton Ath,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2001
2002,4,West Ham,0.0,0.0,Charlton Ath,0.0,2.0,0,Jeff Winter,0,0,0,0,4077,Charlton Ath,West Ham,West Ham,Charlton Ath,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2002
2002,22,Charlton Ath,0.0,0.0,West Ham,4.0,2.0,0,Eddie Wolstenholme,0,0,0,0,4284,Charlton Ath,West Ham,Charlton Ath,West Ham,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2002
2005,20,Charlton Ath,0.0,0.0,West Ham,2.0,0.0,0,Graham Poll,0,0,0,0,5376,Charlton Ath,West Ham,Charlton Ath,West Ham,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2005
2005,32,West Ham,0.0,0.0,Charlton Ath,0.0,0.0,0,Rob Styles,0,0,0,0,5501,draw,draw,West Ham,Charlton Ath,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2005
2006,1,West Ham,0.0,0.0,Charlton Ath,3.0,1.0,0,Howard Webb,0,0,0,0,5570,West Ham,Charlton Ath,West Ham,Charlton Ath,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2006
2006,28,Charlton Ath,0.0,0.0,West Ham,4.0,0.0,0,Rob Styles,0,0,0,0,5837,Charlton Ath,West Ham,Charlton Ath,West Ham,Charlton_Ath_West_Ham,Charlton Ath_West Ham_2006
