season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,15,Arsenal,4.7,1.8,Manchester Utd,1.0,3.0,2017-12-02,Andre Marriner,Emirates Stadium,Sat,17:30,"59,547",161,Manchester Utd,Arsenal,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2017
2017,36,Manchester Utd,1.7,0.5,Arsenal,2.0,1.0,2018-04-29,Kevin Friend,Old Trafford,Sun,16:30,"75,035",390,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2017
2018,15,Manchester Utd,1.1,1.1,Arsenal,2.0,2.0,2018-12-05,Andre Marriner,Old Trafford,Wed,20:00,"74,507",162,draw,draw,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2018
2018,30,Arsenal,1.7,2.3,Manchester Utd,2.0,0.0,2019-03-10,Jonathan Moss,Emirates Stadium,Sun,16:30,"60,000",328,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2018
2019,7,Manchester Utd,0.9,1.9,Arsenal,1.0,1.0,2019-09-30,Kevin Friend,Old Trafford,Mon,20:00,"73,201",75,draw,draw,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2019
2019,21,Arsenal,1.5,0.7,Manchester Utd,2.0,0.0,2020-01-01,Chris Kavanagh,Emirates Stadium,Wed,20:00,"60,328",227,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2019
2020,7,Manchester Utd,0.4,1.0,Arsenal,0.0,1.0,2020-11-01,Mike Dean,Old Trafford,Sun,16:30,0,70,Arsenal,Manchester Utd,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2020
2020,21,Arsenal,0.9,1.6,Manchester Utd,0.0,0.0,2021-01-30,Michael Oliver,Emirates Stadium,Sat,17:30,0,227,draw,draw,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2020
2021,14,Manchester Utd,1.9,1.4,Arsenal,3.0,2.0,2021-12-02,Martin Atkinson,Old Trafford,Thu,20:15,"73,123",151,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2021
2021,34,Arsenal,2.3,1.8,Manchester Utd,3.0,1.0,2022-04-23,Craig Pawson,Emirates Stadium,Sat,12:30,"60,223",376,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2021
2022,6,Manchester Utd,1.5,1.3,Arsenal,3.0,1.0,2022-09-04,Paul Tierney,Old Trafford,Sun,16:30,"73,431",64,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2022
2022,21,Arsenal,3.1,0.4,Manchester Utd,3.0,2.0,2023-01-22,Anthony Taylor,Emirates Stadium,Sun,16:30,"60,325",218,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2022
1992,17,Arsenal,0.0,0.0,Manchester Utd,0.0,1.0,0,Howard King,0,0,0,0,180,Manchester Utd,Arsenal,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1992
1992,36,Manchester Utd,0.0,0.0,Arsenal,0.0,0.0,0,Vic Callow,0,0,0,0,371,draw,draw,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1992
1993,8,Manchester Utd,0.0,0.0,Arsenal,1.0,0.0,0,Vic Callow,0,0,0,0,548,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1993
1993,33,Arsenal,0.0,0.0,Manchester Utd,2.0,2.0,0,Vic Callow,0,0,0,0,818,draw,draw,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1993
1994,16,Arsenal,0.0,0.0,Manchester Utd,0.0,0.0,0,Kelvin Morton,0,0,0,0,1096,draw,draw,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1994
1994,29,Manchester Utd,0.0,0.0,Arsenal,3.0,0.0,0,Keith Cooper,0,0,0,0,1289,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1994
1995,12,Arsenal,0.0,0.0,Manchester Utd,1.0,0.0,0,Paul Durkin,0,0,0,0,1503,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1995
1995,33,Manchester Utd,0.0,0.0,Arsenal,1.0,0.0,0,Gary Willard,0,0,0,0,1690,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1995
1996,13,Manchester Utd,0.0,0.0,Arsenal,1.0,0.0,0,Graham Poll,0,0,0,0,1891,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1996
1996,29,Arsenal,0.0,0.0,Manchester Utd,1.0,2.0,0,Martin Bodenham,0,0,0,0,2014,Manchester Utd,Arsenal,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1996
1997,14,Arsenal,0.0,0.0,Manchester Utd,3.0,2.0,0,Martin Bodenham,0,0,0,0,2278,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1997
1997,30,Manchester Utd,0.0,0.0,Arsenal,0.0,1.0,0,Alan Wilkie,0,0,0,0,2436,Arsenal,Manchester Utd,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1997
1998,6,Arsenal,0.0,0.0,Manchester Utd,3.0,0.0,0,Graham Barber,0,0,0,0,2583,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1998
1998,25,Manchester Utd,0.0,0.0,Arsenal,1.0,1.0,0,Gary Willard,0,0,0,0,2773,draw,draw,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1998
1999,4,Arsenal,0.0,0.0,Manchester Utd,1.0,2.0,0,Graham Poll,0,0,0,0,2943,Manchester Utd,Arsenal,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1999
1999,23,Manchester Utd,0.0,0.0,Arsenal,1.0,1.0,0,Paul Durkin,0,0,0,0,3130,draw,draw,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_1999
2000,8,Arsenal,0.0,0.0,Manchester Utd,1.0,0.0,0,Graham Barber,0,0,0,0,3362,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2000
2000,28,Manchester Utd,0.0,0.0,Arsenal,6.0,1.0,0,Paul Durkin,0,0,0,0,3559,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2000
2001,14,Arsenal,0.0,0.0,Manchester Utd,3.0,1.0,0,Peter Jones,0,0,0,0,3795,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2001
2001,35,Manchester Utd,0.0,0.0,Arsenal,0.0,1.0,0,Paul Durkin,0,0,0,0,4035,Arsenal,Manchester Utd,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2001
2002,17,Manchester Utd,0.0,0.0,Arsenal,2.0,0.0,0,Dermot Gallagher,0,0,0,0,4208,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2002
2002,35,Arsenal,0.0,0.0,Manchester Utd,2.0,2.0,0,Mark Halsey,0,0,0,0,4375,draw,draw,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2002
2003,6,Manchester Utd,0.0,0.0,Arsenal,0.0,0.0,0,Stephen Bennett,0,0,0,0,4483,draw,draw,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2003
2003,30,Arsenal,0.0,0.0,Manchester Utd,1.0,1.0,0,Graham Poll,0,0,0,0,4724,draw,draw,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2003
2004,10,Manchester Utd,0.0,0.0,Arsenal,2.0,0.0,0,Mike Riley,0,0,0,0,4904,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2004
2004,25,Arsenal,0.0,0.0,Manchester Utd,2.0,4.0,0,Graham Poll,0,0,0,0,5046,Manchester Utd,Arsenal,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2004
2005,21,Arsenal,0.0,0.0,Manchester Utd,0.0,0.0,0,Graham Poll,0,0,0,0,5388,draw,draw,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2005
2005,33,Manchester Utd,0.0,0.0,Arsenal,2.0,0.0,0,Graham Poll,0,0,0,0,5513,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2005
2006,5,Manchester Utd,0.0,0.0,Arsenal,0.0,1.0,0,Graham Poll,0,0,0,0,5613,Arsenal,Manchester Utd,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2006
2006,24,Arsenal,0.0,0.0,Manchester Utd,2.0,1.0,0,Stephen Bennett,0,0,0,0,5803,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2006
2007,12,Arsenal,0.0,0.0,Manchester Utd,2.0,2.0,0,Howard Webb,0,0,0,0,6056,draw,draw,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2007
2007,34,Manchester Utd,0.0,0.0,Arsenal,2.0,1.0,0,Howard Webb,0,0,0,0,6283,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2007
2008,12,Arsenal,0.0,0.0,Manchester Utd,2.0,1.0,0,Howard Webb,0,0,0,0,6437,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2008
2008,37,Manchester Utd,0.0,0.0,Arsenal,0.0,0.0,0,Mike Dean,0,0,0,0,6692,draw,draw,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2008
2009,4,Manchester Utd,0.0,0.0,Arsenal,2.0,1.0,0,Mike Dean,0,0,0,0,6732,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2009
2009,24,Arsenal,0.0,0.0,Manchester Utd,1.0,3.0,0,Chris Foy,0,0,0,0,6934,Manchester Utd,Arsenal,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2009
2010,17,Manchester Utd,0.0,0.0,Arsenal,1.0,0.0,0,Howard Webb,0,0,0,0,7254,Manchester Utd,Arsenal,Manchester Utd,Arsenal,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2010
2010,35,Arsenal,0.0,0.0,Manchester Utd,1.0,0.0,0,Chris Foy,0,0,0,0,7431,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Arsenal_Manchester_Utd,Arsenal_Manchester Utd_2010
