season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2018,1,Fulham,0.7,1.0,Crystal Palace,0.0,2.0,2018-08-11,Mike Dean,Craven Cottage,Sat,15:00,"24,821",2,Crystal Palace,Fulham,Fulham,Crystal Palace,Crystal_Palace_Fulham,Crystal Palace_Fulham_2018
2018,25,Crystal Palace,2.2,0.6,Fulham,2.0,0.0,2019-02-02,Michael Oliver,Selhurst Park,Sat,15:00,"25,355",269,Crystal Palace,Fulham,Crystal Palace,Fulham,Crystal_Palace_Fulham,Crystal Palace_Fulham_2018
2020,6,Fulham,1.1,2.5,Crystal Palace,1.0,2.0,2020-10-24,Graham Scott,Craven Cottage,Sat,15:00,0,55,Crystal Palace,Fulham,Fulham,Crystal Palace,Crystal_Palace_Fulham,Crystal Palace_Fulham_2020
2020,26,Crystal Palace,0.1,1.4,Fulham,0.0,0.0,2021-02-28,Anthony Taylor,Selhurst Park,Sun,12:00,0,288,draw,draw,Crystal Palace,Fulham,Crystal_Palace_Fulham,Crystal Palace_Fulham_2020
2022,17,Crystal Palace,0.4,2.5,Fulham,0.0,3.0,2022-12-26,Andy Madley,Selhurst Park,Mon,15:00,"25,176",164,Fulham,Crystal Palace,Crystal Palace,Fulham,Crystal_Palace_Fulham,Crystal Palace_Fulham_2022
2022,37,Fulham,1.7,1.6,Crystal Palace,2.0,2.0,2023-05-20,Joshua Smith,Craven Cottage,Sat,15:00,"24,356",408,draw,draw,Fulham,Crystal Palace,Crystal_Palace_Fulham,Crystal Palace_Fulham_2022
2004,8,Crystal Palace,0.0,0.0,Fulham,2.0,0.0,0,Mike Riley,0,0,0,0,4884,Crystal Palace,Fulham,Crystal Palace,Fulham,Crystal_Palace_Fulham,Crystal Palace_Fulham_2004
2004,21,Fulham,0.0,0.0,Crystal Palace,3.0,1.0,0,Dermot Gallagher,0,0,0,0,5011,Fulham,Crystal Palace,Fulham,Crystal Palace,Crystal_Palace_Fulham,Crystal Palace_Fulham_2004
2013,8,Crystal Palace,0.0,0.0,Fulham,1.0,4.0,0,Lee Mason,0,0,0,0,8305,Fulham,Crystal Palace,Crystal Palace,Fulham,Crystal_Palace_Fulham,Crystal Palace_Fulham_2013
2013,38,Fulham,0.0,0.0,Crystal Palace,2.0,2.0,0,Kevin Friend,0,0,0,0,8600,draw,draw,Fulham,Crystal Palace,Crystal_Palace_Fulham,Crystal Palace_Fulham_2013
