season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1994,5,Wimbledon,0.0,0.0,Leicester City,2.0,1.0,0,Graham Poll,0,0,0,0,971,Wimbledon,Leicester City,Wimbledon,Leicester City,Leicester_City_Wimbledon,Leicester City_Wimbledon_1994
1994,36,Leicester City,0.0,0.0,Wimbledon,3.0,4.0,0,David Elleray,0,0,0,0,1298,Wimbledon,Leicester City,Leicester City,Wimbledon,Leicester_City_Wimbledon,Leicester City_Wimbledon_1994
1996,23,Leicester City,0.0,0.0,Wimbledon,1.0,0.0,0,Stephen Lodge,0,0,0,0,1985,Leicester City,Wimbledon,Leicester City,Wimbledon,Leicester_City_Wimbledon,Leicester City_Wimbledon_1996
1996,28,Wimbledon,0.0,0.0,Leicester City,1.0,3.0,0,Gerald Ashby,0,0,0,0,2033,Leicester City,Wimbledon,Wimbledon,Leicester City,Leicester_City_Wimbledon,Leicester City_Wimbledon_1996
1997,14,Leicester City,0.0,0.0,Wimbledon,0.0,1.0,0,Mike Riley,0,0,0,0,2280,Wimbledon,Leicester City,Leicester City,Wimbledon,Leicester_City_Wimbledon,Leicester City_Wimbledon_1997
1997,30,Wimbledon,0.0,0.0,Leicester City,2.0,1.0,0,Mike Riley,0,0,0,0,2431,Wimbledon,Leicester City,Wimbledon,Leicester City,Leicester_City_Wimbledon,Leicester City_Wimbledon_1997
1998,7,Leicester City,0.0,0.0,Wimbledon,1.0,1.0,0,Alan Wilkie,0,0,0,0,2593,draw,draw,Leicester City,Wimbledon,Leicester_City_Wimbledon,Leicester City_Wimbledon_1998
1998,28,Wimbledon,0.0,0.0,Leicester City,0.0,1.0,0,Rob Harris,0,0,0,0,2797,Leicester City,Wimbledon,Wimbledon,Leicester City,Leicester_City_Wimbledon,Leicester City_Wimbledon_1998
1999,15,Leicester City,0.0,0.0,Wimbledon,2.0,1.0,0,Alan Wiley,0,0,0,0,3049,Leicester City,Wimbledon,Leicester City,Wimbledon,Leicester_City_Wimbledon,Leicester City_Wimbledon_1999
1999,28,Wimbledon,0.0,0.0,Leicester City,2.0,1.0,0,Paul Alcock,0,0,0,0,3175,Wimbledon,Leicester City,Wimbledon,Leicester City,Leicester_City_Wimbledon,Leicester City_Wimbledon_1999
