season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,20,Liverpool,3.1,0.4,Swansea City,5.0,0.0,2017-12-26,Kevin Friend,Anfield,Tue,17:30,"52,850",216,Liverpool,Swansea City,Liverpool,Swansea City,Liverpool_Swansea_City,Liverpool_Swansea City_2017
2017,24,Swansea City,0.2,2.5,Liverpool,1.0,0.0,2018-01-22,Niel Swarbrick,Liberty Stadium,Mon,20:00,"20,886",263,Swansea City,Liverpool,Swansea City,Liverpool,Liverpool_Swansea_City,Liverpool_Swansea City_2017
2011,11,Liverpool,0.0,0.0,Swansea City,0.0,0.0,0,Phil Dowd,0,0,0,0,7568,draw,draw,Liverpool,Swansea City,Liverpool_Swansea_City,Liverpool_Swansea City_2011
2011,38,Swansea City,0.0,0.0,Liverpool,1.0,0.0,0,Mark Halsey,0,0,0,0,7843,Swansea City,Liverpool,Swansea City,Liverpool,Liverpool_Swansea_City,Liverpool_Swansea City_2011
2012,13,Swansea City,0.0,0.0,Liverpool,0.0,0.0,0,Jon Moss,0,0,0,0,7972,draw,draw,Swansea City,Liverpool,Liverpool_Swansea_City,Liverpool_Swansea City_2012
2012,27,Liverpool,0.0,0.0,Swansea City,5.0,0.0,0,Howard Webb,0,0,0,0,8106,Liverpool,Swansea City,Liverpool,Swansea City,Liverpool_Swansea_City,Liverpool_Swansea City_2012
2013,4,Swansea City,0.0,0.0,Liverpool,2.0,2.0,0,Michael Oliver,0,0,0,0,8265,draw,draw,Swansea City,Liverpool,Liverpool_Swansea_City,Liverpool_Swansea City_2013
2013,27,Liverpool,0.0,0.0,Swansea City,4.0,3.0,0,Mike Jones,0,0,0,0,8493,Liverpool,Swansea City,Liverpool,Swansea City,Liverpool_Swansea_City,Liverpool_Swansea City_2013
2014,19,Liverpool,0.0,0.0,Swansea City,4.0,1.0,0,Andre Marriner,0,0,0,0,8795,Liverpool,Swansea City,Liverpool,Swansea City,Liverpool_Swansea_City,Liverpool_Swansea City_2014
2014,29,Swansea City,0.0,0.0,Liverpool,0.0,1.0,0,Roger East,0,0,0,0,8894,Liverpool,Swansea City,Swansea City,Liverpool,Liverpool_Swansea_City,Liverpool_Swansea City_2014
2015,14,Liverpool,0.0,0.0,Swansea City,1.0,0.0,0,Anthony Taylor,0,0,0,0,9124,Liverpool,Swansea City,Liverpool,Swansea City,Liverpool_Swansea_City,Liverpool_Swansea City_2015
2015,36,Swansea City,0.0,0.0,Liverpool,3.0,1.0,0,Roger East,0,0,0,0,9338,Swansea City,Liverpool,Swansea City,Liverpool,Liverpool_Swansea_City,Liverpool_Swansea City_2015
