season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1992,2,Sheffield Weds,0.0,0.0,Nott'ham Forest,2.0,0.0,0,Philip Don,0,0,0,0,13,Sheffield Weds,Nott'ham Forest,Sheffield Weds,Nott'ham Forest,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1992
1992,8,Nott'ham Forest,0.0,0.0,Sheffield Weds,1.0,2.0,0,Gerald Ashby,0,0,0,0,80,Sheffield Weds,Nott'ham Forest,Nott'ham Forest,Sheffield Weds,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1992
1994,5,Nott'ham Forest,0.0,0.0,Sheffield Weds,4.0,1.0,0,Philip Don,0,0,0,0,973,Nott'ham Forest,Sheffield Weds,Nott'ham Forest,Sheffield Weds,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1994
1994,36,Sheffield Weds,0.0,0.0,Nott'ham Forest,1.0,7.0,0,Alan Wilkie,0,0,0,0,1295,Nott'ham Forest,Sheffield Weds,Sheffield Weds,Nott'ham Forest,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1994
1995,20,Nott'ham Forest,0.0,0.0,Sheffield Weds,1.0,0.0,0,Gerald Ashby,0,0,0,0,1577,Nott'ham Forest,Sheffield Weds,Nott'ham Forest,Sheffield Weds,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1995
1995,29,Sheffield Weds,0.0,0.0,Nott'ham Forest,1.0,3.0,0,Graham Poll,0,0,0,0,1664,Nott'ham Forest,Sheffield Weds,Sheffield Weds,Nott'ham Forest,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1995
1996,13,Sheffield Weds,0.0,0.0,Nott'ham Forest,2.0,0.0,0,Steve Dunn,0,0,0,0,1894,Sheffield Weds,Nott'ham Forest,Sheffield Weds,Nott'ham Forest,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1996
1996,29,Nott'ham Forest,0.0,0.0,Sheffield Weds,0.0,3.0,0,Peter Jones,0,0,0,0,2042,Sheffield Weds,Nott'ham Forest,Nott'ham Forest,Sheffield Weds,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1996
1998,16,Sheffield Weds,0.0,0.0,Nott'ham Forest,3.0,2.0,0,Rob Harris,0,0,0,0,2683,Sheffield Weds,Nott'ham Forest,Sheffield Weds,Nott'ham Forest,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1998
1998,36,Nott'ham Forest,0.0,0.0,Sheffield Weds,2.0,0.0,0,Jeff Winter,0,0,0,0,2872,Nott'ham Forest,Sheffield Weds,Nott'ham Forest,Sheffield Weds,Nott'ham_Forest_Sheffield_Weds,Nott'ham Forest_Sheffield Weds_1998
