season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,8,Southampton,1.5,1.2,Newcastle Utd,2.0,2.0,2017-10-15,Kevin Friend,St. Mary's Stadium,Sun,16:00,"31,437",85,draw,draw,Southampton,Newcastle Utd,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2017
2017,30,Newcastle Utd,1.3,0.3,Southampton,3.0,0.0,2018-03-10,Andre Marriner,St. James' Park,Sat,15:00,"52,246",322,Newcastle Utd,Southampton,Newcastle Utd,Southampton,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2017
2018,10,Southampton,1.1,0.4,Newcastle Utd,0.0,0.0,2018-10-27,Chris Kavanagh,St. Mary's Stadium,Sat,15:00,"30,736",100,draw,draw,Southampton,Newcastle Utd,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2018
2018,35,Newcastle Utd,1.4,1.2,Southampton,3.0,1.0,2019-04-20,Anthony Taylor,St. James' Park,Sat,17:30,"52,191",380,Newcastle Utd,Southampton,Newcastle Utd,Southampton,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2018
2019,16,Newcastle Utd,0.9,1.7,Southampton,2.0,1.0,2019-12-08,David Coote,St. James' Park,Sun,14:00,"42,303",172,Newcastle Utd,Southampton,Newcastle Utd,Southampton,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2019
2019,29,Southampton,0.6,2.8,Newcastle Utd,0.0,1.0,2020-03-07,Graham Scott,St. Mary's Stadium,Sat,15:00,"30,096",310,Newcastle Utd,Southampton,Southampton,Newcastle Utd,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2019
2020,8,Southampton,0.7,0.3,Newcastle Utd,2.0,0.0,2020-11-06,Peter Bankes,St. Mary's Stadium,Fri,20:00,0,76,Southampton,Newcastle Utd,Southampton,Newcastle Utd,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2020
2020,23,Newcastle Utd,0.7,1.3,Southampton,3.0,2.0,2021-02-06,Craig Pawson,St. James' Park,Sat,15:00,0,247,Newcastle Utd,Southampton,Newcastle Utd,Southampton,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2020
2021,3,Newcastle Utd,1.0,3.6,Southampton,2.0,2.0,2021-08-28,Paul Tierney,St. James' Park,Sat,15:00,"44,017",26,draw,draw,Newcastle Utd,Southampton,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2021
2021,21,Southampton,1.1,0.6,Newcastle Utd,1.0,2.0,2022-03-10,Kevin Friend,St. Mary's Stadium,Thu,19:30,"30,056",307,Newcastle Utd,Southampton,Southampton,Newcastle Utd,Newcastle_Utd_Southampton,Newcastle Utd_Southampton_2021
