season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,12,West Brom,0.8,1.6,Chelsea,0.0,4.0,2017-11-18,Jonathan Moss,The Hawthorns,Sat,15:00,"23,592",122,Chelsea,West Brom,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2017
2017,27,Chelsea,1.9,0.7,West Brom,3.0,0.0,2018-02-12,Lee Mason,Stamford Bridge,Mon,20:00,"41,071",296,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2017
2020,3,West Brom,0.6,2.0,Chelsea,3.0,3.0,2020-09-26,Jonathan Moss,The Hawthorns,Sat,17:30,0,22,draw,draw,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2020
2020,30,Chelsea,2.1,1.6,West Brom,2.0,5.0,2021-04-03,David Coote,Stamford Bridge,Sat,12:30,0,335,West Brom,Chelsea,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2020
2002,11,Chelsea,0.0,0.0,West Brom,2.0,0.0,0,Steve Dunn,0,0,0,0,4149,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2002
2002,30,West Brom,0.0,0.0,Chelsea,0.0,2.0,0,Andy D'Urso,0,0,0,0,4343,Chelsea,West Brom,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2002
2004,11,West Brom,0.0,0.0,Chelsea,1.0,4.0,0,Barry Knight,0,0,0,0,4905,Chelsea,West Brom,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2004
2004,28,Chelsea,0.0,0.0,West Brom,1.0,0.0,0,Neale Barry,0,0,0,0,5092,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2004
2005,3,Chelsea,0.0,0.0,West Brom,4.0,0.0,0,Mark Halsey,0,0,0,0,5212,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2005
2005,28,West Brom,0.0,0.0,Chelsea,1.0,2.0,0,Mark Halsey,0,0,0,0,5459,Chelsea,West Brom,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2005
2008,13,West Brom,0.0,0.0,Chelsea,0.0,3.0,0,Stephen Bennett,0,0,0,0,6447,Chelsea,West Brom,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2008
2008,19,Chelsea,0.0,0.0,West Brom,2.0,0.0,0,Rob Styles,0,0,0,0,6511,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2008
2010,1,Chelsea,0.0,0.0,West Brom,6.0,0.0,0,Mark Clattenburg,0,0,0,0,7092,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2010
2010,33,West Brom,0.0,0.0,Chelsea,1.0,3.0,0,Lee Probert,0,0,0,0,7406,Chelsea,West Brom,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2010
2011,2,Chelsea,0.0,0.0,West Brom,2.0,1.0,0,Lee Mason,0,0,0,0,7477,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2011
2011,27,West Brom,0.0,0.0,Chelsea,1.0,0.0,0,Phil Dowd,0,0,0,0,7725,West Brom,Chelsea,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2011
2012,12,West Brom,0.0,0.0,Chelsea,2.0,1.0,0,Michael Oliver,0,0,0,0,7958,West Brom,Chelsea,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2012
2012,28,Chelsea,0.0,0.0,West Brom,1.0,0.0,0,Kevin Friend,0,0,0,0,8118,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2012
2013,11,Chelsea,0.0,0.0,West Brom,2.0,2.0,0,Lee Probert,0,0,0,0,8328,draw,draw,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2013
2013,26,West Brom,0.0,0.0,Chelsea,1.0,1.0,0,Anthony Taylor,0,0,0,0,8477,draw,draw,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2013
2014,12,Chelsea,0.0,0.0,West Brom,2.0,0.0,0,Lee Mason,0,0,0,0,8717,Chelsea,West Brom,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2014
2014,37,West Brom,0.0,0.0,Chelsea,3.0,0.0,0,Mike Jones,0,0,0,0,8974,West Brom,Chelsea,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2014
2015,3,West Brom,0.0,0.0,Chelsea,2.0,3.0,0,Mark Clattenburg,0,0,0,0,9012,Chelsea,West Brom,West Brom,Chelsea,Chelsea_West_Brom,Chelsea_West Brom_2015
2015,21,Chelsea,0.0,0.0,West Brom,2.0,2.0,0,Anthony Taylor,0,0,0,0,9192,draw,draw,Chelsea,West Brom,Chelsea_West_Brom,Chelsea_West Brom_2015
