season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,10,Leicester City,1.3,0.6,Everton,2.0,0.0,2017-10-29,Andre Marriner,King Power Stadium,Sun,16:00,"31,891",107,Leicester City,Everton,Leicester City,Everton,Everton_Leicester_City,Everton_Leicester City_2017
2017,25,Everton,1.2,2.2,Leicester City,2.0,1.0,2018-01-31,Chris Kavanagh,Goodison Park,Wed,19:45,"38,390",270,Everton,Leicester City,Everton,Leicester City,Everton_Leicester_City,Everton_Leicester City_2017
2018,8,Leicester City,0.9,1.3,Everton,1.0,2.0,2018-10-06,Andre Marriner,King Power Stadium,Sat,15:00,"32,007",78,Everton,Leicester City,Leicester City,Everton,Everton_Leicester_City,Everton_Leicester City_2018
2018,21,Everton,1.0,0.6,Leicester City,0.0,1.0,2019-01-01,Martin Atkinson,Goodison Park,Tue,12:30,"39,052",220,Leicester City,Everton,Everton,Leicester City,Everton_Leicester_City,Everton_Leicester City_2018
2019,14,Leicester City,2.2,1.1,Everton,2.0,1.0,2019-12-01,Graham Scott,King Power Stadium,Sun,16:30,"32,144",151,Leicester City,Everton,Leicester City,Everton,Everton_Leicester_City,Everton_Leicester City_2019
2019,32,Everton,1.2,1.8,Leicester City,2.0,1.0,2020-07-01,David Coote,Goodison Park,Wed,18:00,0,348,Everton,Leicester City,Everton,Leicester City,Everton_Leicester_City,Everton_Leicester City_2019
2020,13,Leicester City,0.8,1.4,Everton,0.0,2.0,2020-12-16,Lee Mason,King Power Stadium,Wed,18:00,0,132,Everton,Leicester City,Leicester City,Everton,Everton_Leicester_City,Everton_Leicester City_2020
2020,20,Everton,0.5,1.2,Leicester City,1.0,1.0,2021-01-27,Mike Dean,Goodison Park,Wed,20:15,0,219,draw,draw,Everton,Leicester City,Everton_Leicester_City,Everton_Leicester City_2020
2021,18,Everton,1.8,0.9,Leicester City,1.0,1.0,2022-04-20,David Coote,Goodison Park,Wed,19:45,"39,153",368,draw,draw,Everton,Leicester City,Everton_Leicester_City,Everton_Leicester City_2021
2021,36,Leicester City,1.5,1.1,Everton,1.0,2.0,2022-05-08,Craig Pawson,King Power Stadium,Sun,14:00,"32,001",406,Everton,Leicester City,Leicester City,Everton,Everton_Leicester_City,Everton_Leicester City_2021
2022,15,Everton,1.2,2.3,Leicester City,0.0,2.0,2022-11-05,David Coote,Goodison Park,Sat,17:30,"39,206",143,Leicester City,Everton,Everton,Leicester City,Everton_Leicester_City,Everton_Leicester City_2022
2022,34,Leicester City,3.4,3.1,Everton,2.0,2.0,2023-05-01,Michael Oliver,King Power Stadium,Mon,20:00,"32,173",375,draw,draw,Leicester City,Everton,Everton_Leicester_City,Everton_Leicester City_2022
1994,7,Everton,0.0,0.0,Leicester City,1.0,1.0,0,Terence Holbrook,0,0,0,0,996,draw,draw,Everton,Leicester City,Everton_Leicester_City,Everton_Leicester City_1994
1994,32,Leicester City,0.0,0.0,Everton,2.0,2.0,0,Paul Durkin,0,0,0,0,1253,draw,draw,Leicester City,Everton,Everton_Leicester_City,Everton_Leicester City_1994
1996,14,Leicester City,0.0,0.0,Everton,1.0,2.0,0,Jeff Winter,0,0,0,0,1903,Everton,Leicester City,Leicester City,Everton,Everton_Leicester_City,Everton_Leicester City_1996
