season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,14,Watford,1.4,1.2,Manchester Utd,2.0,4.0,2017-11-28,Jonathan Moss,Vicarage Road Stadium,Tue,20:00,"20,552",145,Manchester Utd,Watford,Watford,Manchester Utd,Manchester_Utd_Watford,Manchester Utd_Watford_2017
2017,38,Manchester Utd,0.4,0.6,Watford,1.0,0.0,2018-05-13,Lee Mason,Old Trafford,Sun,15:00,"75,049",420,Manchester Utd,Watford,Manchester Utd,Watford,Manchester_Utd_Watford,Manchester Utd_Watford_2017
2018,5,Watford,1.3,1.9,Manchester Utd,1.0,2.0,2018-09-15,Mike Dean,Vicarage Road Stadium,Sat,17:30,"20,537",50,Manchester Utd,Watford,Watford,Manchester Utd,Manchester_Utd_Watford,Manchester Utd_Watford_2018
2018,32,Manchester Utd,1.6,1.5,Watford,2.0,1.0,2019-03-30,Stuart Attwell,Old Trafford,Sat,15:00,"74,543",341,Manchester Utd,Watford,Manchester Utd,Watford,Manchester_Utd_Watford,Manchester Utd_Watford_2018
2019,18,Watford,1.5,1.8,Manchester Utd,2.0,0.0,2019-12-22,Lee Mason,Vicarage Road Stadium,Sun,14:00,"21,488",194,Watford,Manchester Utd,Watford,Manchester Utd,Manchester_Utd_Watford,Manchester Utd_Watford_2019
2019,27,Manchester Utd,2.4,0.3,Watford,3.0,0.0,2020-02-23,Martin Atkinson,Old Trafford,Sun,14:00,"73,347",294,Manchester Utd,Watford,Manchester Utd,Watford,Manchester_Utd_Watford,Manchester Utd_Watford_2019
2021,12,Watford,2.7,1.4,Manchester Utd,4.0,1.0,2021-11-20,Jonathan Moss,Vicarage Road Stadium,Sat,15:00,"21,087",123,Watford,Manchester Utd,Watford,Manchester Utd,Manchester_Utd_Watford,Manchester Utd_Watford_2021
2021,27,Manchester Utd,2.8,0.6,Watford,0.0,0.0,2022-02-26,Kevin Friend,Old Trafford,Sat,15:00,"73,152",286,draw,draw,Manchester Utd,Watford,Manchester_Utd_Watford,Manchester Utd_Watford_2021
1999,11,Manchester Utd,0.0,0.0,Watford,4.0,1.0,0,Peter Jones,0,0,0,0,3003,Manchester Utd,Watford,Manchester Utd,Watford,Manchester_Utd_Watford,Manchester Utd_Watford_1999
1999,36,Watford,0.0,0.0,Manchester Utd,2.0,3.0,0,Stephen Lodge,0,0,0,0,3253,Manchester Utd,Watford,Watford,Manchester Utd,Manchester_Utd_Watford,Manchester Utd_Watford_1999
2006,3,Watford,0.0,0.0,Manchester Utd,1.0,2.0,0,Phil Dowd,0,0,0,0,5585,Manchester Utd,Watford,Watford,Manchester Utd,Manchester_Utd_Watford,Manchester Utd_Watford_2006
2006,25,Manchester Utd,0.0,0.0,Watford,4.0,0.0,0,Mike Dean,0,0,0,0,5812,Manchester Utd,Watford,Manchester Utd,Watford,Manchester_Utd_Watford,Manchester Utd_Watford_2006
2015,13,Watford,0.0,0.0,Manchester Utd,1.0,2.0,0,Robert Madley,0,0,0,0,9106,Manchester Utd,Watford,Watford,Manchester Utd,Manchester_Utd_Watford,Manchester Utd_Watford_2015
2015,28,Manchester Utd,0.0,0.0,Watford,1.0,0.0,0,Mike Jones,0,0,0,0,9262,Manchester Utd,Watford,Manchester Utd,Watford,Manchester_Utd_Watford,Manchester Utd_Watford_2015
