season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1992,16,QPR,0.0,0.0,Liverpool,0.0,1.0,0,Roger Milford,0,0,0,0,175,Liverpool,QPR,QPR,Liverpool,Liverpool_QPR,Liverpool_QPR_1992
1992,33,Liverpool,0.0,0.0,QPR,1.0,0.0,0,Keith Burge,0,0,0,0,346,Liverpool,QPR,Liverpool,QPR,Liverpool_QPR,Liverpool_QPR_1992
1993,2,QPR,0.0,0.0,Liverpool,1.0,3.0,0,Paul Durkin,0,0,0,0,478,Liverpool,QPR,QPR,Liverpool,Liverpool_QPR,Liverpool_QPR_1993
1993,19,Liverpool,0.0,0.0,QPR,3.0,2.0,0,Vic Callow,0,0,0,0,663,Liverpool,QPR,Liverpool,QPR,Liverpool_QPR,Liverpool_QPR_1993
1994,13,QPR,0.0,0.0,Liverpool,2.0,1.0,0,Terence Holbrook,0,0,0,0,1055,QPR,Liverpool,QPR,Liverpool,Liverpool_QPR,Liverpool_QPR_1994
1994,28,Liverpool,0.0,0.0,QPR,1.0,1.0,0,Dermot Gallagher,0,0,0,0,1219,draw,draw,Liverpool,QPR,Liverpool_QPR,Liverpool_QPR_1994
1995,4,Liverpool,0.0,0.0,QPR,1.0,0.0,0,Steve Dunn,0,0,0,0,1423,Liverpool,QPR,Liverpool,QPR,Liverpool_QPR,Liverpool_QPR_1995
1995,26,QPR,0.0,0.0,Liverpool,1.0,2.0,0,Dermot Gallagher,0,0,0,0,1641,Liverpool,QPR,QPR,Liverpool,Liverpool_QPR,Liverpool_QPR_1995
2011,15,Liverpool,0.0,0.0,QPR,1.0,0.0,0,Lee Mason,0,0,0,0,7607,Liverpool,QPR,Liverpool,QPR,Liverpool_QPR,Liverpool_QPR_2011
2011,29,QPR,0.0,0.0,Liverpool,3.0,2.0,0,Howard Webb,0,0,0,0,7754,QPR,Liverpool,QPR,Liverpool,Liverpool_QPR,Liverpool_QPR_2011
2012,20,QPR,0.0,0.0,Liverpool,0.0,3.0,0,Anthony Taylor,0,0,0,0,8043,Liverpool,QPR,QPR,Liverpool,Liverpool_QPR,Liverpool_QPR_2012
2012,38,Liverpool,0.0,0.0,QPR,1.0,0.0,0,Martin Atkinson,0,0,0,0,8220,Liverpool,QPR,Liverpool,QPR,Liverpool_QPR,Liverpool_QPR_2012
2014,8,QPR,0.0,0.0,Liverpool,2.0,3.0,0,Philip Dowd,0,0,0,0,8683,Liverpool,QPR,QPR,Liverpool,Liverpool_QPR,Liverpool_QPR_2014
2014,35,Liverpool,0.0,0.0,QPR,2.0,1.0,0,Martin Atkinson,0,0,0,0,8946,Liverpool,QPR,Liverpool,QPR,Liverpool_QPR,Liverpool_QPR_2014
