season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2022,2,Nott'ham Forest,1.3,2.1,West Ham,1.0,0.0,2022-08-14,Robert Jones,The City Ground,Sun,14:00,"29,281",18,Nott'ham Forest,West Ham,Nott'ham Forest,West Ham,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_2022
2022,25,West Ham,2.7,0.4,Nott'ham Forest,4.0,0.0,2023-02-25,Jarred Gillett,London Stadium,Sat,15:00,"62,469",261,West Ham,Nott'ham Forest,West Ham,Nott'ham Forest,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_2022
1994,22,West Ham,0.0,0.0,Nott'ham Forest,3.0,1.0,0,Dermot Gallagher,0,0,0,0,1154,West Ham,Nott'ham Forest,West Ham,Nott'ham Forest,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_1994
1994,37,Nott'ham Forest,0.0,0.0,West Ham,1.0,1.0,0,Graham Poll,0,0,0,0,1310,draw,draw,Nott'ham Forest,West Ham,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_1994
1995,3,Nott'ham Forest,0.0,0.0,West Ham,1.0,1.0,0,Gerald Ashby,0,0,0,0,1412,draw,draw,Nott'ham Forest,West Ham,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_1995
1995,25,West Ham,0.0,0.0,Nott'ham Forest,1.0,0.0,0,Keith Burge,0,0,0,0,1632,West Ham,Nott'ham Forest,West Ham,Nott'ham Forest,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_1995
1996,7,Nott'ham Forest,0.0,0.0,West Ham,0.0,2.0,0,Gary Willard,0,0,0,0,1827,West Ham,Nott'ham Forest,Nott'ham Forest,West Ham,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_1996
1996,21,West Ham,0.0,0.0,Nott'ham Forest,0.0,1.0,0,Paul Durkin,0,0,0,0,1970,Nott'ham Forest,West Ham,West Ham,Nott'ham Forest,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_1996
1998,6,Nott'ham Forest,0.0,0.0,West Ham,0.0,0.0,0,Mike Reed,0,0,0,0,2582,draw,draw,Nott'ham Forest,West Ham,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_1998
1998,25,West Ham,0.0,0.0,Nott'ham Forest,2.0,1.0,0,Rob Harris,0,0,0,0,2767,West Ham,Nott'ham Forest,West Ham,Nott'ham Forest,Nott'ham_Forest_West_Ham,Nott'ham Forest_West Ham_1998
