season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,16,Liverpool,1.6,0.9,Everton,1.0,1.0,2017-12-10,Craig Pawson,Anfield,Sun,14:15,"53,082",173,draw,draw,Liverpool,Everton,Everton_Liverpool,Everton_Liverpool_2017
2017,33,Everton,0.6,0.9,Liverpool,0.0,0.0,2018-04-07,Michael Oliver,Goodison Park,Sat,12:30,"39,220",347,draw,draw,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_2017
2018,14,Liverpool,2.9,1.1,Everton,1.0,0.0,2018-12-02,Chris Kavanagh,Anfield,Sun,16:15,"51,756",152,Liverpool,Everton,Liverpool,Everton,Everton_Liverpool,Everton_Liverpool_2018
2018,29,Everton,0.3,1.1,Liverpool,0.0,0.0,2019-03-03,Martin Atkinson,Goodison Park,Sun,16:15,"39,335",317,draw,draw,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_2018
2019,15,Liverpool,2.0,1.5,Everton,5.0,2.0,2019-12-04,Mike Dean,Anfield,Wed,20:15,"53,094",161,Liverpool,Everton,Liverpool,Everton,Everton_Liverpool,Everton_Liverpool_2019
2019,30,Everton,0.9,0.7,Liverpool,0.0,0.0,2020-06-21,Mike Dean,Goodison Park,Sun,19:00,0,329,draw,draw,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_2019
2020,5,Everton,1.2,2.6,Liverpool,2.0,2.0,2020-10-17,Michael Oliver,Goodison Park,Sat,12:30,0,42,draw,draw,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_2020
2020,25,Liverpool,1.4,1.6,Everton,0.0,2.0,2021-02-20,Chris Kavanagh,Anfield,Sat,17:30,0,274,Everton,Liverpool,Liverpool,Everton,Everton_Liverpool,Everton_Liverpool_2020
2021,14,Everton,0.7,2.4,Liverpool,1.0,4.0,2021-12-01,Paul Tierney,Goodison Park,Wed,20:15,"39,641",149,Liverpool,Everton,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_2021
2021,34,Liverpool,1.7,0.4,Everton,2.0,0.0,2022-04-24,Stuart Attwell,Anfield,Sun,16:30,"53,213",384,Liverpool,Everton,Liverpool,Everton,Everton_Liverpool,Everton_Liverpool_2021
2022,6,Everton,1.7,2.1,Liverpool,0.0,0.0,2022-09-03,Anthony Taylor,Goodison Park,Sat,12:30,"39,240",55,draw,draw,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_2022
2022,23,Liverpool,2.3,0.4,Everton,2.0,0.0,2023-02-13,Simon Hooper,Anfield,Mon,20:00,"53,027",243,Liverpool,Everton,Liverpool,Everton,Everton_Liverpool,Everton_Liverpool_2022
1992,18,Everton,0.0,0.0,Liverpool,2.0,1.0,0,Martin Bodenham,0,0,0,0,197,Everton,Liverpool,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_1992
1992,35,Liverpool,0.0,0.0,Everton,1.0,0.0,0,Philip Don,0,0,0,0,366,Liverpool,Everton,Liverpool,Everton,Everton_Liverpool,Everton_Liverpool_1992
1993,8,Everton,0.0,0.0,Liverpool,2.0,0.0,0,David Elleray,0,0,0,0,542,Everton,Liverpool,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_1993
1993,33,Liverpool,0.0,0.0,Everton,2.0,1.0,0,Keith Cooper,0,0,0,0,802,Liverpool,Everton,Liverpool,Everton,Everton_Liverpool,Everton_Liverpool_1993
1994,15,Everton,0.0,0.0,Liverpool,2.0,0.0,0,Dermot Gallagher,0,0,0,0,1086,Everton,Liverpool,Everton,Liverpool,Everton_Liverpool,Everton_Liverpool_1994
