season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,3,Newcastle Utd,2.3,0.6,West Ham,3.0,0.0,2017-08-26,Niel Swarbrick,St. James' Park,Sat,15:00,"52,093",26,Newcastle Utd,West Ham,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2017
2017,19,West Ham,2.1,1.7,Newcastle Utd,2.0,3.0,2017-12-23,Lee Mason,London Stadium,Sat,15:00,"56,955",205,Newcastle Utd,West Ham,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2017
2018,14,Newcastle Utd,1.0,2.5,West Ham,0.0,3.0,2018-12-01,Paul Tierney,St. James' Park,Sat,15:00,"51,853",144,West Ham,Newcastle Utd,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2018
2018,29,West Ham,2.0,1.1,Newcastle Utd,2.0,0.0,2019-03-02,Chris Kavanagh,London Stadium,Sat,17:30,"59,910",314,West Ham,Newcastle Utd,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2018
2019,11,West Ham,1.8,1.5,Newcastle Utd,2.0,3.0,2019-11-02,Stuart Attwell,London Stadium,Sat,15:00,"59,907",115,Newcastle Utd,West Ham,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2019
2019,33,Newcastle Utd,1.4,2.1,West Ham,2.0,2.0,2020-07-05,Craig Pawson,St. James' Park,Sun,14:15,0,360,draw,draw,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2019
2020,1,West Ham,1.0,1.6,Newcastle Utd,0.0,2.0,2020-09-12,Stuart Attwell,London Stadium,Sat,20:00,0,3,Newcastle Utd,West Ham,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2020
2020,32,Newcastle Utd,2.2,1.9,West Ham,3.0,2.0,2021-04-17,Kevin Friend,St. James' Park,Sat,12:30,0,358,Newcastle Utd,West Ham,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2020
2021,1,Newcastle Utd,1.8,2.7,West Ham,2.0,4.0,2021-08-15,Martin Atkinson,St. James' Park,Sun,14:00,"50,673",8,West Ham,Newcastle Utd,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2021
2021,26,West Ham,0.6,0.8,Newcastle Utd,1.0,1.0,2022-02-19,Chris Kavanagh,London Stadium,Sat,12:30,"59,949",264,draw,draw,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2021
2022,22,Newcastle Utd,1.0,1.0,West Ham,1.0,1.0,2023-02-04,Peter Bankes,St James' Park,Sat,17:30,"52,256",228,draw,draw,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2022
2022,7,West Ham,1.0,3.3,Newcastle Utd,1.0,5.0,2023-04-05,Craig Pawson,London Stadium,Wed,20:00,"62,481",321,Newcastle Utd,West Ham,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_2022
1993,9,Newcastle Utd,0.0,0.0,West Ham,2.0,0.0,0,Mike Reed,0,0,0,0,555,Newcastle Utd,West Ham,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1993
1993,34,West Ham,0.0,0.0,Newcastle Utd,2.0,4.0,0,Kelvin Morton,0,0,0,0,812,Newcastle Utd,West Ham,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1993
1994,4,West Ham,0.0,0.0,Newcastle Utd,1.0,3.0,0,Brian Hill,0,0,0,0,964,Newcastle Utd,West Ham,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1994
1994,33,Newcastle Utd,0.0,0.0,West Ham,2.0,0.0,0,Terence Holbrook,0,0,0,0,1264,Newcastle Utd,West Ham,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1994
1995,21,West Ham,0.0,0.0,Newcastle Utd,2.0,0.0,0,Paul Alcock,0,0,0,0,1646,West Ham,Newcastle Utd,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1995
1995,31,Newcastle Utd,0.0,0.0,West Ham,3.0,0.0,0,Stephen Lodge,0,0,0,0,1686,Newcastle Utd,West Ham,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1995
1996,13,Newcastle Utd,0.0,0.0,West Ham,1.0,1.0,0,Paul Danson,0,0,0,0,1892,draw,draw,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1996
1996,29,West Ham,0.0,0.0,Newcastle Utd,0.0,0.0,0,Graham Poll,0,0,0,0,2132,draw,draw,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1996
1997,7,West Ham,0.0,0.0,Newcastle Utd,0.0,1.0,0,Steve Dunn,0,0,0,0,2205,Newcastle Utd,West Ham,West Ham,Newcastle Utd,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1997
1997,25,Newcastle Utd,0.0,0.0,West Ham,0.0,1.0,0,Uriah Rennie,0,0,0,0,2389,West Ham,Newcastle Utd,Newcastle Utd,West Ham,Newcastle_Utd_West_Ham,Newcastle Utd_West Ham_1997
