season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2010,11,Blackpool,0.0,0.0,Everton,2.0,2.0,0,Andre Marriner,0,0,0,0,7192,draw,draw,Blackpool,Everton,Blackpool_Everton,Blackpool_Everton_2010
2010,26,Everton,0.0,0.0,Blackpool,5.0,3.0,0,Kevin Friend,0,0,0,0,7337,Everton,Blackpool,Everton,Blackpool,Blackpool_Everton,Blackpool_Everton_2010
