season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2018,8,Crystal Palace,1.4,0.7,Wolves,0.0,1.0,2018-10-06,Michael Oliver,Selhurst Park,Sat,15:00,"25,715",82,Wolves,Crystal Palace,Crystal Palace,Wolves,Crystal_Palace_Wolves,Crystal Palace_Wolves_2018
2018,21,Wolves,0.5,1.9,Crystal Palace,0.0,2.0,2019-01-02,Roger East,Molineux Stadium,Wed,19:45,"30,666",223,Crystal Palace,Wolves,Wolves,Crystal Palace,Crystal_Palace_Wolves,Crystal Palace_Wolves_2018
2019,6,Crystal Palace,0.9,1.5,Wolves,1.0,1.0,2019-09-22,Stuart Attwell,Selhurst Park,Sun,14:00,"25,122",61,draw,draw,Crystal Palace,Wolves,Crystal_Palace_Wolves,Crystal Palace_Wolves_2019
2019,37,Wolves,1.5,0.4,Crystal Palace,2.0,0.0,2020-07-20,Peter Bankes,Molineux Stadium,Mon,20:15,0,403,Wolves,Crystal Palace,Wolves,Crystal Palace,Crystal_Palace_Wolves,Crystal Palace_Wolves_2019
2020,7,Wolves,1.3,0.7,Crystal Palace,2.0,0.0,2020-10-30,Martin Atkinson,Molineux Stadium,Fri,20:00,0,64,Wolves,Crystal Palace,Wolves,Crystal Palace,Crystal_Palace_Wolves,Crystal Palace_Wolves_2020
2020,21,Crystal Palace,1.4,0.4,Wolves,1.0,0.0,2021-01-30,Simon Hooper,Selhurst Park,Sat,15:00,0,224,Crystal Palace,Wolves,Crystal Palace,Wolves,Crystal_Palace_Wolves,Crystal Palace_Wolves_2020
2021,11,Crystal Palace,1.9,0.3,Wolves,2.0,0.0,2021-11-06,Graham Scott,Selhurst Park,Sat,15:00,"24,390",114,Crystal Palace,Wolves,Crystal Palace,Wolves,Crystal_Palace_Wolves,Crystal Palace_Wolves_2021
2021,28,Wolves,0.7,2.7,Crystal Palace,0.0,2.0,2022-03-05,Andy Madley,Molineux Stadium,Sat,15:00,"31,395",298,Crystal Palace,Wolves,Wolves,Crystal Palace,Crystal_Palace_Wolves,Crystal Palace_Wolves_2021
2022,12,Crystal Palace,1.2,0.8,Wolves,2.0,1.0,2022-10-18,David Coote,Selhurst Park,Tue,20:15,"25,125",108,Crystal Palace,Wolves,Crystal Palace,Wolves,Crystal_Palace_Wolves,Crystal Palace_Wolves_2022
2022,33,Wolves,1.4,0.8,Crystal Palace,2.0,0.0,2023-04-25,Robert Jones,Molineux Stadium,Tue,19:30,"30,294",356,Wolves,Crystal Palace,Wolves,Crystal Palace,Crystal_Palace_Wolves,Crystal Palace_Wolves_2022
