season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2019,6,Everton,1.0,0.5,Sheffield Utd,0.0,2.0,2019-09-21,Simon Hooper,Goodison Park,Sat,15:00,"39,354",58,Sheffield Utd,Everton,Everton,Sheffield Utd,Everton_Sheffield_Utd,Everton_Sheffield Utd_2019
2019,37,Sheffield Utd,0.5,0.4,Everton,0.0,1.0,2020-07-20,Stuart Attwell,Bramall Lane,Mon,18:00,0,402,Everton,Sheffield Utd,Sheffield Utd,Everton,Everton_Sheffield_Utd,Everton_Sheffield Utd_2019
2020,15,Sheffield Utd,1.4,0.7,Everton,0.0,1.0,2020-12-26,David Coote,Bramall Lane,Sat,20:00,0,155,Everton,Sheffield Utd,Sheffield Utd,Everton,Everton_Sheffield_Utd,Everton_Sheffield Utd_2020
2020,36,Everton,1.4,1.2,Sheffield Utd,0.0,1.0,2021-05-16,Jonathan Moss,Goodison Park,Sun,19:00,0,417,Sheffield Utd,Everton,Everton,Sheffield Utd,Everton_Sheffield_Utd,Everton_Sheffield Utd_2020
1992,19,Sheffield Utd,0.0,0.0,Everton,1.0,0.0,0,Kelvin Morton,0,0,0,0,202,Sheffield Utd,Everton,Sheffield Utd,Everton,Everton_Sheffield_Utd,Everton_Sheffield Utd_1992
1992,37,Everton,0.0,0.0,Sheffield Utd,0.0,2.0,0,Vic Callow,0,0,0,0,443,Sheffield Utd,Everton,Everton,Sheffield Utd,Everton_Sheffield_Utd,Everton_Sheffield Utd_1992
1993,3,Everton,0.0,0.0,Sheffield Utd,4.0,2.0,0,Dermot Gallagher,0,0,0,0,492,Everton,Sheffield Utd,Everton,Sheffield Utd,Everton_Sheffield_Utd,Everton_Sheffield Utd_1993
1993,20,Sheffield Utd,0.0,0.0,Everton,0.0,0.0,0,Vic Callow,0,0,0,0,672,draw,draw,Sheffield Utd,Everton,Everton_Sheffield_Utd,Everton_Sheffield Utd_1993
2006,9,Everton,0.0,0.0,Sheffield Utd,2.0,0.0,0,Dermot Gallagher,0,0,0,0,5648,Everton,Sheffield Utd,Everton,Sheffield Utd,Everton_Sheffield_Utd,Everton_Sheffield Utd_2006
2006,29,Sheffield Utd,0.0,0.0,Everton,1.0,1.0,0,Mike Riley,0,0,0,0,5850,draw,draw,Sheffield Utd,Everton,Everton_Sheffield_Utd,Everton_Sheffield Utd_2006
