season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2017,11,West Ham,1.2,2.7,Liverpool,1.0,4.0,2017-11-04,Niel Swarbrick,London Stadium,Sat,17:30,"56,961",115,Liverpool,West Ham,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_2017
2017,28,Liverpool,4.0,0.4,West Ham,4.0,1.0,2018-02-24,Stuart Attwell,Anfield,Sat,15:00,"53,256",301,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2017
2018,1,Liverpool,4.0,0.7,West Ham,4.0,0.0,2018-08-12,Anthony Taylor,Anfield,Sun,13:30,"53,235",8,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2018
2018,25,West Ham,0.8,1.1,Liverpool,1.0,1.0,2019-02-04,Kevin Friend,London Stadium,Mon,20:00,"59,903",273,draw,draw,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_2018
2019,18,West Ham,0.7,2.8,Liverpool,0.0,2.0,2020-01-29,Jonathan Moss,London Stadium,Wed,19:45,"59,959",263,Liverpool,West Ham,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_2019
2019,27,Liverpool,2.4,0.7,West Ham,3.0,2.0,2020-02-24,Jonathan Moss,Anfield,Mon,20:00,"53,313",296,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2019
2020,7,Liverpool,1.7,0.3,West Ham,2.0,1.0,2020-10-31,Kevin Friend,Anfield,Sat,17:30,0,67,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2020
2020,21,West Ham,0.8,2.0,Liverpool,1.0,3.0,2021-01-31,Jonathan Moss,London Stadium,Sun,16:30,0,231,Liverpool,West Ham,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_2020
2021,11,West Ham,1.0,1.2,Liverpool,3.0,2.0,2021-11-07,Craig Pawson,London Stadium,Sun,16:30,"59,909",119,West Ham,Liverpool,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_2021
2021,28,Liverpool,2.4,1.3,West Ham,1.0,0.0,2022-03-05,Jonathan Moss,Anfield,Sat,17:30,"59,925",300,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2021
2022,12,Liverpool,1.7,1.7,West Ham,1.0,0.0,2022-10-19,Stuart Attwell,Anfield,Wed,19:30,"52,982",111,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2022
2022,33,West Ham,0.8,1.9,Liverpool,1.0,2.0,2023-04-26,Chris Kavanagh,London Stadium,Wed,19:45,"62,473",361,Liverpool,West Ham,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_2022
1993,14,Liverpool,0.0,0.0,West Ham,2.0,0.0,0,Keren Barratt,0,0,0,0,605,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_1993
1993,40,West Ham,0.0,0.0,Liverpool,1.0,2.0,0,Stephen Lodge,0,0,0,0,883,Liverpool,West Ham,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_1993
1994,5,Liverpool,0.0,0.0,West Ham,0.0,0.0,0,Paul Danson,0,0,0,0,969,draw,draw,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_1994
1994,36,West Ham,0.0,0.0,Liverpool,3.0,0.0,0,Paul Durkin,0,0,0,0,1373,West Ham,Liverpool,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_1994
1995,14,West Ham,0.0,0.0,Liverpool,0.0,0.0,0,Jeff Winter,0,0,0,0,1523,draw,draw,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_1995
1995,35,Liverpool,0.0,0.0,West Ham,2.0,0.0,0,Paul Alcock,0,0,0,0,1718,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_1995
1996,8,West Ham,0.0,0.0,Liverpool,1.0,2.0,0,Keith Burge,0,0,0,0,1844,Liverpool,West Ham,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_1996
1996,22,Liverpool,0.0,0.0,West Ham,0.0,0.0,0,Jeff Winter,0,0,0,0,1975,draw,draw,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_1996
1997,9,West Ham,0.0,0.0,Liverpool,2.0,1.0,0,Dermot Gallagher,0,0,0,0,2226,West Ham,Liverpool,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_1997
1997,37,Liverpool,0.0,0.0,West Ham,5.0,0.0,0,Jeff Winter,0,0,0,0,2505,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_1997
1998,5,West Ham,0.0,0.0,Liverpool,2.0,1.0,0,Jeff Winter,0,0,0,0,2569,West Ham,Liverpool,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_1998
1998,26,Liverpool,0.0,0.0,West Ham,2.0,2.0,0,Neale Barry,0,0,0,0,2779,draw,draw,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_1998
1999,2,Liverpool,0.0,0.0,West Ham,1.0,0.0,0,Stephen Lodge,0,0,0,0,3022,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_1999
1999,16,West Ham,0.0,0.0,Liverpool,1.0,0.0,0,Graham Barber,0,0,0,0,3054,West Ham,Liverpool,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_1999
2000,6,West Ham,0.0,0.0,Liverpool,1.0,1.0,0,David Elleray,0,0,0,0,3343,draw,draw,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_2000
2000,26,Liverpool,0.0,0.0,West Ham,3.0,0.0,0,Stephen Bennett,0,0,0,0,3532,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2000
2001,1,Liverpool,0.0,0.0,West Ham,2.0,1.0,0,Jeff Winter,0,0,0,0,3667,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2001
2001,20,West Ham,0.0,0.0,Liverpool,1.0,1.0,0,Rob Styles,0,0,0,0,3859,draw,draw,West Ham,Liverpool,Liverpool_West_Ham,Liverpool_West Ham_2001
2002,12,Liverpool,0.0,0.0,West Ham,2.0,0.0,0,Eddie Wolstenholme,0,0,0,0,4155,Liverpool,West Ham,Liverpool,West Ham,Liverpool_West_Ham,Liverpool_West Ham_2002
