season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1993,1,West Ham,0.0,0.0,Wimbledon,0.0,2.0,0,Keith Burge,0,0,0,0,467,Wimbledon,West Ham,West Ham,Wimbledon,West_Ham_Wimbledon,West Ham_Wimbledon_1993
1993,18,Wimbledon,0.0,0.0,West Ham,1.0,2.0,0,Dermot Gallagher,0,0,0,0,648,West Ham,Wimbledon,Wimbledon,West Ham,West_Ham_Wimbledon,West Ham_Wimbledon_1993
1994,21,Wimbledon,0.0,0.0,West Ham,1.0,0.0,0,Philip Don,0,0,0,0,1147,Wimbledon,West Ham,Wimbledon,West Ham,West_Ham_Wimbledon,West Ham_Wimbledon_1994
1994,38,West Ham,0.0,0.0,Wimbledon,3.0,0.0,0,Mike Reed,0,0,0,0,1320,West Ham,Wimbledon,West Ham,Wimbledon,West_Ham_Wimbledon,West Ham_Wimbledon_1994
1995,9,Wimbledon,0.0,0.0,West Ham,0.0,1.0,0,Dermot Gallagher,0,0,0,0,1475,West Ham,Wimbledon,Wimbledon,West Ham,West_Ham_Wimbledon,West Ham_Wimbledon_1995
1995,34,West Ham,0.0,0.0,Wimbledon,1.0,1.0,0,Paul Durkin,0,0,0,0,1708,draw,draw,West Ham,Wimbledon,West_Ham_Wimbledon,West Ham_Wimbledon_1995
1996,6,West Ham,0.0,0.0,Wimbledon,0.0,2.0,0,Roger Dilkes,0,0,0,0,1818,Wimbledon,West Ham,West Ham,Wimbledon,West_Ham_Wimbledon,West Ham_Wimbledon_1996
1996,19,Wimbledon,0.0,0.0,West Ham,1.0,1.0,0,Jeff Winter,0,0,0,0,2063,draw,draw,Wimbledon,West Ham,West_Ham_Wimbledon,West Ham_Wimbledon_1996
1997,5,West Ham,0.0,0.0,Wimbledon,3.0,1.0,0,Graham Poll,0,0,0,0,2188,West Ham,Wimbledon,West Ham,Wimbledon,West_Ham_Wimbledon,West Ham_Wimbledon_1997
1997,21,Wimbledon,0.0,0.0,West Ham,1.0,2.0,0,Paul Durkin,0,0,0,0,2351,West Ham,Wimbledon,Wimbledon,West Ham,West_Ham_Wimbledon,West Ham_Wimbledon_1997
1998,4,West Ham,0.0,0.0,Wimbledon,3.0,4.0,0,Graham Barber,0,0,0,0,2560,Wimbledon,West Ham,West Ham,Wimbledon,West_Ham_Wimbledon,West Ham_Wimbledon_1998
1998,23,Wimbledon,0.0,0.0,West Ham,0.0,0.0,0,Paul Durkin,0,0,0,0,2752,draw,draw,Wimbledon,West Ham,West_Ham_Wimbledon,West Ham_Wimbledon_1998
1999,19,Wimbledon,0.0,0.0,West Ham,2.0,2.0,0,Steve Dunn,0,0,0,0,3091,draw,draw,Wimbledon,West Ham,West_Ham_Wimbledon,West Ham_Wimbledon_1999
1999,30,West Ham,0.0,0.0,Wimbledon,2.0,1.0,0,Rob Harris,0,0,0,0,3206,West Ham,Wimbledon,West Ham,Wimbledon,West_Ham_Wimbledon,West Ham_Wimbledon_1999
