season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2022,13,Nott'ham Forest,1.9,1.6,Liverpool,1.0,0.0,2022-10-22,Paul Tierney,The City Ground,Sat,12:30,"29,245",117,Nott'ham Forest,Liverpool,Nott'ham Forest,Liverpool,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_2022
2022,32,Liverpool,2.8,0.9,Nott'ham Forest,3.0,2.0,2023-04-22,Michael Oliver,Anfield,Sat,15:00,"53,254",351,Liverpool,Nott'ham Forest,Liverpool,Nott'ham Forest,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_2022
1992,1,Nott'ham Forest,0.0,0.0,Liverpool,1.0,0.0,0,Mike Reed,0,0,0,0,9,Nott'ham Forest,Liverpool,Nott'ham Forest,Liverpool,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1992
1992,27,Liverpool,0.0,0.0,Nott'ham Forest,0.0,0.0,0,Keren Barratt,0,0,0,0,289,draw,draw,Liverpool,Nott'ham Forest,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1992
1994,14,Liverpool,0.0,0.0,Nott'ham Forest,1.0,0.0,0,Joe Worrall,0,0,0,0,1063,Liverpool,Nott'ham Forest,Liverpool,Nott'ham Forest,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1994
1994,27,Nott'ham Forest,0.0,0.0,Liverpool,1.0,1.0,0,Gary Willard,0,0,0,0,1211,draw,draw,Nott'ham Forest,Liverpool,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1994
1995,22,Liverpool,0.0,0.0,Nott'ham Forest,4.0,2.0,0,Paul Alcock,0,0,0,0,1597,Liverpool,Nott'ham Forest,Liverpool,Nott'ham Forest,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1995
1995,32,Nott'ham Forest,0.0,0.0,Liverpool,1.0,0.0,0,Paul Danson,0,0,0,0,1692,Nott'ham Forest,Liverpool,Nott'ham Forest,Liverpool,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1995
1996,17,Liverpool,0.0,0.0,Nott'ham Forest,4.0,2.0,0,Graham Barber,0,0,0,0,1934,Liverpool,Nott'ham Forest,Liverpool,Nott'ham Forest,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1996
1996,31,Nott'ham Forest,0.0,0.0,Liverpool,1.0,1.0,0,Roger Dilkes,0,0,0,0,2058,draw,draw,Nott'ham Forest,Liverpool,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1996
1998,10,Liverpool,0.0,0.0,Nott'ham Forest,5.0,1.0,0,Steve Dunn,0,0,0,0,2622,Liverpool,Nott'ham Forest,Liverpool,Nott'ham Forest,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1998
1998,32,Nott'ham Forest,0.0,0.0,Liverpool,2.0,2.0,0,Dermot Gallagher,0,0,0,0,2835,draw,draw,Nott'ham Forest,Liverpool,Liverpool_Nott'ham_Forest,Liverpool_Nott'ham Forest_1998
