season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2018,2,Leicester City,0.2,1.1,Wolves,2.0,0.0,2018-08-18,Mike Dean,King Power Stadium,Sat,15:00,"32,043",14,Leicester City,Wolves,Leicester City,Wolves,Leicester_City_Wolves,Leicester City_Wolves_2018
2018,23,Wolves,1.9,1.9,Leicester City,4.0,3.0,2019-01-19,Chris Kavanagh,Molineux Stadium,Sat,12:30,"31,278",242,Wolves,Leicester City,Wolves,Leicester City,Leicester_City_Wolves,Leicester City_Wolves_2018
2019,1,Leicester City,0.7,0.7,Wolves,0.0,0.0,2019-08-11,Andre Marriner,King Power Stadium,Sun,14:00,"32,015",8,draw,draw,Leicester City,Wolves,Leicester_City_Wolves,Leicester City_Wolves_2019
2019,26,Wolves,1.0,0.7,Leicester City,0.0,0.0,2020-02-14,Mike Dean,Molineux Stadium,Fri,20:00,"31,682",279,draw,draw,Wolves,Leicester City,Leicester_City_Wolves,Leicester City_Wolves_2019
2020,8,Leicester City,2.0,0.8,Wolves,1.0,0.0,2020-11-08,Anthony Taylor,King Power Stadium,Sun,14:00,0,82,Leicester City,Wolves,Leicester City,Wolves,Leicester_City_Wolves,Leicester City_Wolves_2020
2020,23,Wolves,1.1,0.8,Leicester City,0.0,0.0,2021-02-07,Martin Atkinson,Molineux Stadium,Sun,14:00,0,251,draw,draw,Wolves,Leicester City,Leicester_City_Wolves,Leicester City_Wolves_2020
2021,1,Leicester City,0.5,1.3,Wolves,1.0,0.0,2021-08-14,Craig Pawson,King Power Stadium,Sat,15:00,"31,983",2,Leicester City,Wolves,Leicester City,Wolves,Leicester_City_Wolves,Leicester City_Wolves_2021
2021,26,Wolves,0.5,1.7,Leicester City,2.0,1.0,2022-02-20,Craig Pawson,Molineux Stadium,Sun,16:30,"31,587",273,Wolves,Leicester City,Wolves,Leicester City,Leicester_City_Wolves,Leicester City_Wolves_2021
2022,13,Wolves,2.1,0.9,Leicester City,0.0,4.0,2022-10-23,Michael Oliver,Molineux Stadium,Sun,14:00,"31,425",122,Leicester City,Wolves,Wolves,Leicester City,Leicester_City_Wolves,Leicester City_Wolves_2022
2022,32,Leicester City,2.4,0.9,Wolves,2.0,1.0,2023-04-22,Andy Madley,King Power Stadium,Sat,15:00,"32,053",352,Leicester City,Wolves,Leicester City,Wolves,Leicester_City_Wolves,Leicester City_Wolves_2022
2003,10,Wolves,0.0,0.0,Leicester City,4.0,3.0,0,Peter Walton,0,0,0,0,4520,Wolves,Leicester City,Wolves,Leicester City,Leicester_City_Wolves,Leicester City_Wolves_2003
2003,27,Leicester City,0.0,0.0,Wolves,0.0,0.0,0,Jeff Winter,0,0,0,0,4689,draw,draw,Leicester City,Wolves,Leicester_City_Wolves,Leicester City_Wolves_2003
