season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2019,7,Crystal Palace,1.5,0.7,Norwich City,2.0,0.0,2019-09-28,Jonathan Moss,Selhurst Park,Sat,15:00,"25,477",70,Crystal Palace,Norwich City,Crystal Palace,Norwich City,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2019
2019,21,Norwich City,1.4,1.3,Crystal Palace,1.0,1.0,2020-01-01,Jonathan Moss,Carrow Road,Wed,17:30,"27,021",224,draw,draw,Norwich City,Crystal Palace,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2019
2021,20,Crystal Palace,1.9,0.9,Norwich City,3.0,0.0,2021-12-28,Paul Tierney,Selhurst Park,Tue,15:00,"24,433",196,Crystal Palace,Norwich City,Crystal Palace,Norwich City,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2021
2021,24,Norwich City,0.4,1.3,Crystal Palace,1.0,1.0,2022-02-09,Paul Tierney,Carrow Road,Wed,19:45,"26,652",246,draw,draw,Norwich City,Crystal Palace,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2021
1992,5,Crystal Palace,0.0,0.0,Norwich City,1.0,2.0,0,David Allison,0,0,0,0,44,Norwich City,Crystal Palace,Crystal Palace,Norwich City,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_1992
1992,25,Norwich City,0.0,0.0,Crystal Palace,4.0,2.0,0,Vic Callow,0,0,0,0,267,Norwich City,Crystal Palace,Norwich City,Crystal Palace,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_1992
1994,2,Norwich City,0.0,0.0,Crystal Palace,0.0,0.0,0,Brian Hill,0,0,0,0,942,draw,draw,Norwich City,Crystal Palace,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_1994
1994,19,Crystal Palace,0.0,0.0,Norwich City,0.0,1.0,0,Robbie Hart,0,0,0,0,1125,Norwich City,Crystal Palace,Crystal Palace,Norwich City,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_1994
2004,1,Norwich City,0.0,0.0,Crystal Palace,1.0,1.0,0,Peter Walton,0,0,0,0,4806,draw,draw,Norwich City,Crystal Palace,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2004
2004,33,Crystal Palace,0.0,0.0,Norwich City,3.0,3.0,0,Rob Styles,0,0,0,0,5129,draw,draw,Crystal Palace,Norwich City,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2004
2013,13,Norwich City,0.0,0.0,Crystal Palace,1.0,0.0,0,Chris Foy,0,0,0,0,8350,Norwich City,Crystal Palace,Norwich City,Crystal Palace,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2013
2013,20,Crystal Palace,0.0,0.0,Norwich City,1.0,1.0,0,Mike Dean,0,0,0,0,8425,draw,draw,Crystal Palace,Norwich City,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2013
2015,1,Norwich City,0.0,0.0,Crystal Palace,1.0,3.0,0,Simon Hooper,0,0,0,0,8987,Crystal Palace,Norwich City,Norwich City,Crystal Palace,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2015
2015,33,Crystal Palace,0.0,0.0,Norwich City,1.0,0.0,0,Michael Oliver,0,0,0,0,9300,Crystal Palace,Norwich City,Crystal Palace,Norwich City,Crystal_Palace_Norwich_City,Crystal Palace_Norwich City_2015
