season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1998,6,Liverpool,0.0,0.0,Charlton Ath,3.0,3.0,0,Paul Alcock,0,0,0,0,2581,draw,draw,Liverpool,Charlton Ath,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_1998
1998,25,Charlton Ath,0.0,0.0,Liverpool,1.0,0.0,0,Mike Reed,0,0,0,0,2768,Charlton Ath,Liverpool,Charlton Ath,Liverpool,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_1998
2000,16,Liverpool,0.0,0.0,Charlton Ath,3.0,0.0,0,Rob Styles,0,0,0,0,3442,Liverpool,Charlton Ath,Liverpool,Charlton Ath,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2000
2000,38,Charlton Ath,0.0,0.0,Liverpool,0.0,4.0,0,Graham Barber,0,0,0,0,3659,Liverpool,Charlton Ath,Charlton Ath,Liverpool,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2000
2001,11,Charlton Ath,0.0,0.0,Liverpool,0.0,2.0,0,Peter Jones,0,0,0,0,3764,Liverpool,Charlton Ath,Charlton Ath,Liverpool,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2001
2001,32,Liverpool,0.0,0.0,Charlton Ath,2.0,0.0,0,Dermot Gallagher,0,0,0,0,3978,Liverpool,Charlton Ath,Liverpool,Charlton Ath,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2001
2002,17,Charlton Ath,0.0,0.0,Liverpool,2.0,0.0,0,Mike Riley,0,0,0,0,4210,Charlton Ath,Liverpool,Charlton Ath,Liverpool,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2002
2002,35,Liverpool,0.0,0.0,Charlton Ath,2.0,1.0,0,Steve Dunn,0,0,0,0,4391,Liverpool,Charlton Ath,Liverpool,Charlton Ath,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2002
2003,7,Charlton Ath,0.0,0.0,Liverpool,3.0,2.0,0,Rob Styles,0,0,0,0,4490,Charlton Ath,Liverpool,Charlton Ath,Liverpool,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2003
2003,33,Liverpool,0.0,0.0,Charlton Ath,0.0,1.0,0,Phil Dowd,0,0,0,0,4747,Charlton Ath,Liverpool,Liverpool,Charlton Ath,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2003
2004,10,Liverpool,0.0,0.0,Charlton Ath,2.0,0.0,0,Andy D'Urso,0,0,0,0,4897,Liverpool,Charlton Ath,Liverpool,Charlton Ath,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2004
2004,25,Charlton Ath,0.0,0.0,Liverpool,1.0,2.0,0,Neale Barry,0,0,0,0,5050,Liverpool,Charlton Ath,Charlton Ath,Liverpool,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2004
2005,3,Charlton Ath,0.0,0.0,Liverpool,2.0,0.0,0,Andre Marriner,0,0,0,0,5430,Charlton Ath,Liverpool,Charlton Ath,Liverpool,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2005
2005,28,Liverpool,0.0,0.0,Charlton Ath,0.0,0.0,0,Martin Atkinson,0,0,0,0,5453,draw,draw,Liverpool,Charlton Ath,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2005
2006,18,Charlton Ath,0.0,0.0,Liverpool,0.0,3.0,0,Howard Webb,0,0,0,0,5735,Liverpool,Charlton Ath,Charlton Ath,Liverpool,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2006
2006,38,Liverpool,0.0,0.0,Charlton Ath,2.0,2.0,0,Dermot Gallagher,0,0,0,0,5937,draw,draw,Liverpool,Charlton Ath,Charlton_Ath_Liverpool,Charlton Ath_Liverpool_2006
