season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2018,19,Fulham,1.2,1.4,Wolves,1.0,1.0,2018-12-26,Andre Marriner,Craven Cottage,Wed,12:30,"24,382",198,draw,draw,Fulham,Wolves,Fulham_Wolves,Fulham_Wolves_2018
2018,37,Wolves,2.0,0.5,Fulham,1.0,0.0,2019-05-04,Jonathan Moss,Molineux Stadium,Sat,15:00,"30,456",406,Wolves,Fulham,Wolves,Fulham,Fulham_Wolves,Fulham_Wolves_2018
2020,4,Wolves,1.2,0.9,Fulham,1.0,0.0,2020-10-04,Darren England,Molineux Stadium,Sun,14:00,0,38,Wolves,Fulham,Wolves,Fulham,Fulham_Wolves,Fulham_Wolves_2020
2020,31,Fulham,0.9,0.5,Wolves,0.0,1.0,2021-04-09,Jonathan Moss,Craven Cottage,Fri,20:00,0,346,Wolves,Fulham,Fulham,Wolves,Fulham_Wolves,Fulham_Wolves_2020
2022,2,Wolves,0.9,1.5,Fulham,0.0,0.0,2022-08-13,John Brooks,Molineux Stadium,Sat,15:00,"31,178",14,draw,draw,Wolves,Fulham,Fulham_Wolves,Fulham_Wolves_2022
2022,25,Fulham,0.5,0.8,Wolves,1.0,1.0,2023-02-24,Michael Oliver,Craven Cottage,Fri,20:00,"24,399",258,draw,draw,Fulham,Wolves,Fulham_Wolves,Fulham_Wolves_2022
2003,9,Fulham,0.0,0.0,Wolves,0.0,0.0,0,Howard Webb,0,0,0,0,4507,draw,draw,Fulham,Wolves,Fulham_Wolves,Fulham_Wolves_2003
2003,26,Wolves,0.0,0.0,Fulham,2.0,1.0,0,Howard Webb,0,0,0,0,4681,Wolves,Fulham,Wolves,Fulham,Fulham_Wolves,Fulham_Wolves_2003
2009,6,Wolves,0.0,0.0,Fulham,2.0,1.0,0,Kevin Friend,0,0,0,0,6759,Wolves,Fulham,Wolves,Fulham,Fulham_Wolves,Fulham_Wolves_2009
2009,35,Fulham,0.0,0.0,Wolves,0.0,0.0,0,Mike Dean,0,0,0,0,7043,draw,draw,Fulham,Wolves,Fulham_Wolves,Fulham_Wolves_2009
2010,4,Fulham,0.0,0.0,Wolves,2.0,1.0,0,Phil Dowd,0,0,0,0,7118,Fulham,Wolves,Fulham,Wolves,Fulham_Wolves,Fulham_Wolves_2010
2010,34,Wolves,0.0,0.0,Fulham,1.0,1.0,0,Michael Oliver,0,0,0,0,7419,draw,draw,Wolves,Fulham,Fulham_Wolves,Fulham_Wolves_2010
2011,2,Wolves,0.0,0.0,Fulham,2.0,0.0,0,Mike Dean,0,0,0,0,7481,Wolves,Fulham,Wolves,Fulham,Fulham_Wolves,Fulham_Wolves_2011
2011,27,Fulham,0.0,0.0,Wolves,5.0,0.0,0,Mike Jones,0,0,0,0,7732,Fulham,Wolves,Fulham,Wolves,Fulham_Wolves,Fulham_Wolves_2011
