season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1992,2,Middlesbrough,0.0,0.0,Manchester City,2.0,0.0,0,Stephen Lodge,0,0,0,0,18,Middlesbrough,Manchester City,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_1992
1992,8,Manchester City,0.0,0.0,Middlesbrough,0.0,1.0,0,Willis,0,0,0,0,77,Middlesbrough,Manchester City,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_1992
1995,7,Manchester City,0.0,0.0,Middlesbrough,0.0,1.0,0,Gary Willard,0,0,0,0,1446,Middlesbrough,Manchester City,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_1995
1995,17,Middlesbrough,0.0,0.0,Manchester City,4.0,1.0,0,Stephen Lodge,0,0,0,0,1549,Middlesbrough,Manchester City,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_1995
2000,6,Manchester City,0.0,0.0,Middlesbrough,1.0,1.0,0,Stephen Lodge,0,0,0,0,3342,draw,draw,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2000
2000,26,Middlesbrough,0.0,0.0,Manchester City,1.0,1.0,0,Alan Wiley,0,0,0,0,3533,draw,draw,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2000
2002,15,Middlesbrough,0.0,0.0,Manchester City,3.0,1.0,0,Neale Barry,0,0,0,0,4188,Middlesbrough,Manchester City,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2002
2002,33,Manchester City,0.0,0.0,Middlesbrough,0.0,0.0,0,Andy D'Urso,0,0,0,0,4368,draw,draw,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2002
2003,14,Manchester City,0.0,0.0,Middlesbrough,0.0,1.0,0,Mike Riley,0,0,0,0,4562,Middlesbrough,Manchester City,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2003
2003,37,Middlesbrough,0.0,0.0,Manchester City,2.0,1.0,0,Mike Riley,0,0,0,0,4791,Middlesbrough,Manchester City,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2003
2004,16,Middlesbrough,0.0,0.0,Manchester City,3.0,2.0,0,Rob Styles,0,0,0,0,4964,Middlesbrough,Manchester City,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2004
2004,38,Manchester City,0.0,0.0,Middlesbrough,1.0,1.0,0,Rob Styles,0,0,0,0,5176,draw,draw,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2004
2005,20,Middlesbrough,0.0,0.0,Manchester City,0.0,0.0,0,Martin Atkinson,0,0,0,0,5373,draw,draw,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2005
2005,32,Manchester City,0.0,0.0,Middlesbrough,0.0,1.0,0,Mike Riley,0,0,0,0,5502,Middlesbrough,Manchester City,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2005
2006,10,Manchester City,0.0,0.0,Middlesbrough,1.0,0.0,0,Howard Webb,0,0,0,0,5664,Manchester City,Middlesbrough,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2006
2006,30,Middlesbrough,0.0,0.0,Manchester City,0.0,2.0,0,Keith Stroud,0,0,0,0,5858,Manchester City,Middlesbrough,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2006
2007,9,Manchester City,0.0,0.0,Middlesbrough,3.0,1.0,0,Stephen Bennett,0,0,0,0,6029,Manchester City,Middlesbrough,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2007
2007,38,Middlesbrough,0.0,0.0,Manchester City,8.0,1.0,0,Phil Dowd,0,0,0,0,6318,Middlesbrough,Manchester City,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2007
2008,10,Middlesbrough,0.0,0.0,Manchester City,2.0,0.0,0,Lee Mason,0,0,0,0,6423,Middlesbrough,Manchester City,Middlesbrough,Manchester City,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2008
2008,25,Manchester City,0.0,0.0,Middlesbrough,1.0,0.0,0,Andre Marriner,0,0,0,0,6568,Manchester City,Middlesbrough,Manchester City,Middlesbrough,Manchester_City_Middlesbrough,Manchester City_Middlesbrough_2008
