season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1996,17,Middlesbrough,0.0,0.0,Leicester City,0.0,2.0,0,Paul Alcock,0,0,0,0,1916,Leicester City,Middlesbrough,Middlesbrough,Leicester City,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_1996
1996,31,Leicester City,0.0,0.0,Middlesbrough,1.0,3.0,0,Stephen Lodge,0,0,0,0,2059,Middlesbrough,Leicester City,Leicester City,Middlesbrough,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_1996
1998,4,Leicester City,0.0,0.0,Middlesbrough,0.0,1.0,0,Keith Burge,0,0,0,0,2561,Middlesbrough,Leicester City,Leicester City,Middlesbrough,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_1998
1998,23,Middlesbrough,0.0,0.0,Leicester City,0.0,0.0,0,Dermot Gallagher,0,0,0,0,2749,draw,draw,Middlesbrough,Leicester City,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_1998
1999,5,Middlesbrough,0.0,0.0,Leicester City,0.0,3.0,0,Rob Harris,0,0,0,0,2946,Leicester City,Middlesbrough,Middlesbrough,Leicester City,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_1999
1999,24,Leicester City,0.0,0.0,Middlesbrough,2.0,1.0,0,Stephen Bennett,0,0,0,0,3140,Leicester City,Middlesbrough,Leicester City,Middlesbrough,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_1999
2000,14,Middlesbrough,0.0,0.0,Leicester City,0.0,3.0,0,Alan Wiley,0,0,0,0,3416,Leicester City,Middlesbrough,Middlesbrough,Leicester City,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_2000
2000,35,Leicester City,0.0,0.0,Middlesbrough,0.0,3.0,0,Paul Taylor,0,0,0,0,3628,Middlesbrough,Leicester City,Leicester City,Middlesbrough,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_2000
2001,6,Leicester City,0.0,0.0,Middlesbrough,1.0,2.0,0,Neale Barry,0,0,0,0,3714,Middlesbrough,Leicester City,Leicester City,Middlesbrough,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_2001
2001,28,Middlesbrough,0.0,0.0,Leicester City,1.0,0.0,0,Eddie Wolstenholme,0,0,0,0,3936,Middlesbrough,Leicester City,Middlesbrough,Leicester City,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_2001
2003,3,Leicester City,0.0,0.0,Middlesbrough,0.0,0.0,0,Graham Barber,0,0,0,0,4449,draw,draw,Leicester City,Middlesbrough,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_2003
2003,22,Middlesbrough,0.0,0.0,Leicester City,3.0,3.0,0,Barry Knight,0,0,0,0,4637,draw,draw,Middlesbrough,Leicester City,Leicester_City_Middlesbrough,Leicester City_Middlesbrough_2003
