season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2000,16,Ipswich Town,0.0,0.0,Derby County,0.0,1.0,0,Mark Halsey,0,0,0,0,3440,Derby County,Ipswich Town,Ipswich Town,Derby County,Derby_County_Ipswich_Town,Derby County_Ipswich Town_2000
2000,38,Derby County,0.0,0.0,Ipswich Town,1.0,1.0,0,Graham Poll,0,0,0,0,3663,draw,draw,Derby County,Ipswich Town,Derby_County_Ipswich_Town,Derby County_Ipswich Town_2000
