season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1992,21,Arsenal,0.0,0.0,Ipswich Town,0.0,0.0,0,Roger Milford,0,0,0,0,225,draw,draw,Arsenal,Ipswich Town,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_1992
1992,38,Ipswich Town,0.0,0.0,Arsenal,1.0,2.0,0,Raymond Lewis,0,0,0,0,399,Arsenal,Ipswich Town,Ipswich Town,Arsenal,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_1992
1993,7,Arsenal,0.0,0.0,Ipswich Town,4.0,0.0,0,Joe Worrall,0,0,0,0,528,Arsenal,Ipswich Town,Arsenal,Ipswich Town,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_1993
1993,32,Ipswich Town,0.0,0.0,Arsenal,1.0,5.0,0,Keren Barratt,0,0,0,0,787,Arsenal,Ipswich Town,Ipswich Town,Arsenal,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_1993
1994,21,Ipswich Town,0.0,0.0,Arsenal,0.0,2.0,0,Paul Danson,0,0,0,0,1149,Arsenal,Ipswich Town,Ipswich Town,Arsenal,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_1994
1994,38,Arsenal,0.0,0.0,Ipswich Town,4.0,1.0,0,Terence Holbrook,0,0,0,0,1324,Arsenal,Ipswich Town,Arsenal,Ipswich Town,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_1994
2000,7,Ipswich Town,0.0,0.0,Arsenal,1.0,1.0,0,Paul Durkin,0,0,0,0,3347,draw,draw,Ipswich Town,Arsenal,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_2000
2000,27,Arsenal,0.0,0.0,Ipswich Town,1.0,0.0,0,Rob Harris,0,0,0,0,3543,Arsenal,Ipswich Town,Arsenal,Ipswich Town,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_2000
2001,15,Ipswich Town,0.0,0.0,Arsenal,0.0,2.0,0,David Elleray,0,0,0,0,3803,Arsenal,Ipswich Town,Ipswich Town,Arsenal,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_2001
2001,36,Arsenal,0.0,0.0,Ipswich Town,2.0,0.0,0,Alan Wiley,0,0,0,0,4019,Arsenal,Ipswich Town,Arsenal,Ipswich Town,Arsenal_Ipswich_Town,Arsenal_Ipswich Town_2001
