season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2022,10,Nott'ham Forest,0.3,0.7,Aston Villa,1.0,1.0,2022-10-10,Anthony Taylor,The City Ground,Mon,20:00,"29,208",94,draw,draw,Nott'ham Forest,Aston Villa,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_2022
2022,30,Aston Villa,1.3,0.2,Nott'ham Forest,2.0,0.0,2023-04-08,Anthony Taylor,Villa Park,Sat,15:00,"42,076",327,Aston Villa,Nott'ham Forest,Aston Villa,Nott'ham Forest,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_2022
1992,19,Aston Villa,0.0,0.0,Nott'ham Forest,2.0,1.0,0,Joe Worrall,0,0,0,0,205,Aston Villa,Nott'ham Forest,Aston Villa,Nott'ham Forest,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1992
1992,37,Nott'ham Forest,0.0,0.0,Aston Villa,0.0,1.0,0,Keith Burge,0,0,0,0,386,Aston Villa,Nott'ham Forest,Nott'ham Forest,Aston Villa,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1992
1994,11,Aston Villa,0.0,0.0,Nott'ham Forest,0.0,2.0,0,Keith Cooper,0,0,0,0,1035,Nott'ham Forest,Aston Villa,Aston Villa,Nott'ham Forest,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1994
1994,25,Nott'ham Forest,0.0,0.0,Aston Villa,1.0,2.0,0,Keith Cooper,0,0,0,0,1189,Aston Villa,Nott'ham Forest,Nott'ham Forest,Aston Villa,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1994
1995,7,Aston Villa,0.0,0.0,Nott'ham Forest,1.0,1.0,0,Paul Danson,0,0,0,0,1450,draw,draw,Aston Villa,Nott'ham Forest,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1995
1995,17,Nott'ham Forest,0.0,0.0,Aston Villa,1.0,1.0,0,Paul Durkin,0,0,0,0,1553,draw,draw,Nott'ham Forest,Aston Villa,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1995
1996,12,Aston Villa,0.0,0.0,Nott'ham Forest,2.0,0.0,0,Roger Dilkes,0,0,0,0,1877,Aston Villa,Nott'ham Forest,Aston Villa,Nott'ham Forest,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1996
1996,27,Nott'ham Forest,0.0,0.0,Aston Villa,0.0,0.0,0,Graham Barber,0,0,0,0,2018,draw,draw,Nott'ham Forest,Aston Villa,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1996
1998,15,Nott'ham Forest,0.0,0.0,Aston Villa,2.0,2.0,0,Gary Willard,0,0,0,0,2669,draw,draw,Nott'ham Forest,Aston Villa,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1998
1998,35,Aston Villa,0.0,0.0,Nott'ham Forest,2.0,0.0,0,Paul Durkin,0,0,0,0,2868,Aston Villa,Nott'ham Forest,Aston Villa,Nott'ham Forest,Aston_Villa_Nott'ham_Forest,Aston Villa_Nott'ham Forest_1998
