season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2022,9,Leicester City,1.3,1.1,Nott'ham Forest,4.0,0.0,2022-10-03,Robert Jones,King Power Stadium,Mon,20:00,"32,202",83,Leicester City,Nott'ham Forest,Leicester City,Nott'ham Forest,Leicester_City_Nott'ham_Forest,Leicester City_Nott'ham Forest_2022
2022,20,Nott'ham Forest,2.4,1.0,Leicester City,2.0,0.0,2023-01-14,Paul Tierney,The City Ground,Sat,15:00,"29,301",200,Nott'ham Forest,Leicester City,Nott'ham Forest,Leicester City,Leicester_City_Nott'ham_Forest,Leicester City_Nott'ham Forest_2022
