season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1999,13,Liverpool,0.0,0.0,Bradford City,3.0,1.0,0,Jeff Winter,0,0,0,0,3032,Liverpool,Bradford City,Liverpool,Bradford City,Bradford_City_Liverpool,Bradford City_Liverpool_1999
1999,38,Bradford City,0.0,0.0,Liverpool,1.0,0.0,0,Dermot Gallagher,0,0,0,0,3277,Bradford City,Liverpool,Bradford City,Liverpool,Bradford_City_Liverpool,Bradford City_Liverpool_1999
2000,1,Liverpool,0.0,0.0,Bradford City,1.0,0.0,0,Paul Durkin,0,0,0,0,3287,Liverpool,Bradford City,Liverpool,Bradford City,Bradford_City_Liverpool,Bradford City_Liverpool_2000
2000,21,Bradford City,0.0,0.0,Liverpool,0.0,2.0,0,Jeff Winter,0,0,0,0,3640,Liverpool,Bradford City,Bradford City,Liverpool,Bradford_City_Liverpool,Bradford City_Liverpool_2000
