season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1996,12,Leeds United,0.0,0.0,Sunderland,3.0,0.0,0,Steve Dunn,0,0,0,0,1875,Leeds United,Sunderland,Leeds United,Sunderland,Leeds_United_Sunderland,Leeds United_Sunderland_1996
1996,27,Sunderland,0.0,0.0,Leeds United,0.0,1.0,0,Graham Poll,0,0,0,0,2023,Leeds United,Sunderland,Sunderland,Leeds United,Leeds_United_Sunderland,Leeds United_Sunderland_1996
1999,4,Leeds United,0.0,0.0,Sunderland,2.0,1.0,0,Paul Alcock,0,0,0,0,2938,Leeds United,Sunderland,Leeds United,Sunderland,Leeds_United_Sunderland,Leeds United_Sunderland_1999
1999,23,Sunderland,0.0,0.0,Leeds United,1.0,2.0,0,Peter Jones,0,0,0,0,3129,Leeds United,Sunderland,Sunderland,Leeds United,Leeds_United_Sunderland,Leeds United_Sunderland_1999
2000,18,Leeds United,0.0,0.0,Sunderland,2.0,0.0,0,Rob Styles,0,0,0,0,3457,Leeds United,Sunderland,Leeds United,Sunderland,Leeds_United_Sunderland,Leeds United_Sunderland_2000
2000,31,Sunderland,0.0,0.0,Leeds United,0.0,2.0,0,Steve Dunn,0,0,0,0,3585,Leeds United,Sunderland,Sunderland,Leeds United,Leeds_United_Sunderland,Leeds United_Sunderland_2000
2001,13,Sunderland,0.0,0.0,Leeds United,2.0,0.0,0,Graham Barber,0,0,0,0,3780,Sunderland,Leeds United,Sunderland,Leeds United,Leeds_United_Sunderland,Leeds United_Sunderland_2001
2001,34,Leeds United,0.0,0.0,Sunderland,2.0,0.0,0,Peter Jones,0,0,0,0,4001,Leeds United,Sunderland,Leeds United,Sunderland,Leeds_United_Sunderland,Leeds United_Sunderland_2001
2002,3,Leeds United,0.0,0.0,Sunderland,0.0,1.0,0,Mark Halsey,0,0,0,0,4072,Sunderland,Leeds United,Leeds United,Sunderland,Leeds_United_Sunderland,Leeds United_Sunderland_2002
2002,20,Sunderland,0.0,0.0,Leeds United,1.0,2.0,0,Mike Dean,0,0,0,0,4240,Leeds United,Sunderland,Sunderland,Leeds United,Leeds_United_Sunderland,Leeds United_Sunderland_2002
