season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2019,18,Aston Villa,1.1,2.8,Southampton,1.0,3.0,2019-12-21,Craig Pawson,Villa Park,Sat,15:00,"41,834",191,Southampton,Aston Villa,Aston Villa,Southampton,Aston_Villa_Southampton,Aston Villa_Southampton_2019
2019,27,Southampton,2.6,0.5,Aston Villa,2.0,0.0,2020-02-22,Craig Pawson,St. Mary's Stadium,Sat,15:00,"31,478",289,Southampton,Aston Villa,Southampton,Aston Villa,Aston_Villa_Southampton,Aston Villa_Southampton_2019
2020,7,Aston Villa,1.9,0.7,Southampton,3.0,4.0,2020-11-01,Darren England,Villa Park,Sun,12:00,0,68,Southampton,Aston Villa,Aston Villa,Southampton,Aston_Villa_Southampton,Aston Villa_Southampton_2020
2020,21,Southampton,1.9,0.6,Aston Villa,0.0,1.0,2021-01-30,Lee Mason,St. Mary's Stadium,Sat,20:00,0,228,Aston Villa,Southampton,Southampton,Aston Villa,Aston_Villa_Southampton,Aston Villa_Southampton_2020
2021,11,Southampton,0.6,0.6,Aston Villa,1.0,0.0,2021-11-05,Andy Madley,St. Mary's Stadium,Fri,20:00,"30,178",110,Southampton,Aston Villa,Southampton,Aston Villa,Aston_Villa_Southampton,Aston Villa_Southampton_2021
2021,28,Aston Villa,2.5,1.1,Southampton,4.0,0.0,2022-03-05,Peter Bankes,Villa Park,Sat,15:00,"41,855",296,Aston Villa,Southampton,Aston Villa,Southampton,Aston_Villa_Southampton,Aston Villa_Southampton_2021
2022,8,Aston Villa,1.5,0.3,Southampton,1.0,0.0,2022-09-16,Tony Harrington,Villa Park,Fri,20:00,"40,758",66,Aston Villa,Southampton,Aston Villa,Southampton,Aston_Villa_Southampton,Aston Villa_Southampton_2022
2022,21,Southampton,0.6,1.4,Aston Villa,0.0,1.0,2023-01-21,Michael Salisbury,St. Mary's Stadium,Sat,15:00,"30,158",212,Aston Villa,Southampton,Southampton,Aston Villa,Aston_Villa_Southampton,Aston Villa_Southampton_2022
1992,3,Aston Villa,0.0,0.0,Southampton,1.0,1.0,0,Kelvin Morton,0,0,0,0,26,draw,draw,Aston Villa,Southampton,Aston_Villa_Southampton,Aston Villa_Southampton_1992
1992,26,Southampton,0.0,0.0,Aston Villa,2.0,0.0,0,Philip Wright,0,0,0,0,275,Southampton,Aston Villa,Southampton,Aston Villa,Aston_Villa_Southampton,Aston Villa_Southampton_1992
1993,16,Aston Villa,0.0,0.0,Southampton,0.0,2.0,0,Kelvin Morton,0,0,0,0,633,Southampton,Aston Villa,Aston Villa,Southampton,Aston_Villa_Southampton,Aston Villa_Southampton_1993
1993,41,Southampton,0.0,0.0,Aston Villa,4.0,1.0,0,Stephen Lodge,0,0,0,0,904,Southampton,Aston Villa,Southampton,Aston Villa,Aston_Villa_Southampton,Aston Villa_Southampton_1993
1994,2,Aston Villa,0.0,0.0,Southampton,1.0,1.0,0,Philip Don,0,0,0,0,943,draw,draw,Aston Villa,Southampton,Aston_Villa_Southampton,Aston Villa_Southampton_1994
1994,19,Southampton,0.0,0.0,Aston Villa,2.0,1.0,0,Stephen Lodge,0,0,0,0,1132,Southampton,Aston Villa,Southampton,Aston Villa,Aston_Villa_Southampton,Aston Villa_Southampton_1994
1995,14,Southampton,0.0,0.0,Aston Villa,0.0,1.0,0,David Elleray,0,0,0,0,1517,Aston Villa,Southampton,Southampton,Aston Villa,Aston_Villa_Southampton,Aston Villa_Southampton_1995
