season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
2004,9,West Brom,0.0,0.0,Norwich City,0.0,0.0,0,Phil Crossley,0,0,0,0,4886,draw,draw,West Brom,Norwich City,Norwich_City_West_Brom,Norwich City_West Brom_2004
2004,26,Norwich City,0.0,0.0,West Brom,3.0,2.0,0,Chris Foy,0,0,0,0,5057,Norwich City,West Brom,Norwich City,West Brom,Norwich_City_West_Brom,Norwich City_West Brom_2004
2011,4,Norwich City,0.0,0.0,West Brom,0.0,1.0,0,Mark Halsey,0,0,0,0,7503,West Brom,Norwich City,Norwich City,West Brom,Norwich_City_West_Brom,Norwich City_West Brom_2011
2011,21,West Brom,0.0,0.0,Norwich City,1.0,2.0,0,Mike Dean,0,0,0,0,7668,Norwich City,West Brom,West Brom,Norwich City,Norwich_City_West_Brom,Norwich City_West Brom_2011
2012,18,West Brom,0.0,0.0,Norwich City,2.0,1.0,0,Martin Atkinson,0,0,0,0,8016,West Brom,Norwich City,West Brom,Norwich City,Norwich_City_West_Brom,Norwich City_West Brom_2012
2012,37,Norwich City,0.0,0.0,West Brom,4.0,0.0,0,Howard Webb,0,0,0,0,8208,Norwich City,West Brom,Norwich City,West Brom,Norwich_City_West_Brom,Norwich City_West Brom_2012
2013,15,West Brom,0.0,0.0,Norwich City,0.0,2.0,0,Mark Clattenburg,0,0,0,0,8369,Norwich City,West Brom,West Brom,Norwich City,Norwich_City_West_Brom,Norwich City_West Brom_2013
2013,33,Norwich City,0.0,0.0,West Brom,0.0,1.0,0,Mark Clattenburg,0,0,0,0,8543,West Brom,Norwich City,Norwich City,West Brom,Norwich_City_West_Brom,Norwich City_West Brom_2013
2015,10,Norwich City,0.0,0.0,West Brom,0.0,1.0,0,Kevin Friend,0,0,0,0,9078,West Brom,Norwich City,Norwich City,West Brom,Norwich_City_West_Brom,Norwich City_West Brom_2015
2015,31,West Brom,0.0,0.0,Norwich City,0.0,1.0,0,Anthony Taylor,0,0,0,0,9283,Norwich City,West Brom,West Brom,Norwich City,Norwich_City_West_Brom,Norwich City_West Brom_2015
