season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,team,opponent,match_teams,season_match_teams
1992,2,Blackburn,0.0,0.0,Arsenal,1.0,0.0,0,Joe Worrall,0,0,0,0,12,Blackburn,Arsenal,Blackburn,Arsenal,Arsenal_Blackburn,Arsenal_Blackburn_1992
1992,8,Arsenal,0.0,0.0,Blackburn,0.0,1.0,0,Mike Reed,0,0,0,0,79,Blackburn,Arsenal,Arsenal,Blackburn,Arsenal_Blackburn,Arsenal_Blackburn_1992
1993,6,Blackburn,0.0,0.0,Arsenal,1.0,1.0,0,David Allison,0,0,0,0,525,draw,draw,Blackburn,Arsenal,Arsenal_Blackburn,Arsenal_Blackburn_1993
1993,31,Arsenal,0.0,0.0,Blackburn,1.0,0.0,0,Joe Worrall,0,0,0,0,781,Arsenal,Blackburn,Arsenal,Blackburn,Arsenal_Blackburn,Arsenal_Blackburn_1993
1994,4,Arsenal,0.0,0.0,Blackburn,0.0,0.0,0,Kelvin Morton,0,0,0,0,960,draw,draw,Arsenal,Blackburn,Arsenal_Blackburn,Arsenal_Blackburn_1994
1994,33,Blackburn,0.0,0.0,Arsenal,3.0,1.0,0,Alan Wilkie,0,0,0,0,1260,Blackburn,Arsenal,Blackburn,Arsenal,Arsenal_Blackburn,Arsenal_Blackburn_1994
1995,15,Arsenal,0.0,0.0,Blackburn,0.0,0.0,0,Graham Poll,0,0,0,0,1533,draw,draw,Arsenal,Blackburn,Arsenal_Blackburn,Arsenal_Blackburn_1995
1995,37,Blackburn,0.0,0.0,Arsenal,1.0,1.0,0,Keith Cooper,0,0,0,0,1745,draw,draw,Blackburn,Arsenal,Arsenal_Blackburn,Arsenal_Blackburn_1995
1996,9,Blackburn,0.0,0.0,Arsenal,0.0,2.0,0,Steve Dunn,0,0,0,0,1849,Arsenal,Blackburn,Blackburn,Arsenal,Arsenal_Blackburn,Arsenal_Blackburn_1996
1996,35,Arsenal,0.0,0.0,Blackburn,1.0,1.0,0,Mike Riley,0,0,0,0,2102,draw,draw,Arsenal,Blackburn,Arsenal_Blackburn,Arsenal_Blackburn_1996
1997,18,Arsenal,0.0,0.0,Blackburn,1.0,3.0,0,Gary Willard,0,0,0,0,2319,Blackburn,Arsenal,Arsenal,Blackburn,Arsenal_Blackburn,Arsenal_Blackburn_1997
1997,34,Blackburn,0.0,0.0,Arsenal,1.0,4.0,0,Martin Bodenham,0,0,0,0,2477,Arsenal,Blackburn,Blackburn,Arsenal,Arsenal_Blackburn,Arsenal_Blackburn_1997
