ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
252,Marc Cardona,es ESP,FW,Las Palmas,es La Liga,28-045,1995,2,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,17,24,70.8,236,13,12,14,85.7,5,7,71.4,0,1,0.0,0.0,0.0,0,0,0,0,23,1,1,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,33,1,4,23,6,1,33,5,1,20.0,4,80.0,20,79,24,0,0,1,2,26,36,40.0,63,0,1,9,0,0.50,1,0,+1,+1.25,+2.92,0.9,1.3,-0.4,-0.49,+0.55,0,0,1,1,0,0,0,4,3,2,60.0,2
253,Sergi Cardona,es ESP,DF,Las Palmas,es La Liga,24-045,1999,2,0,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,69,83,83.1,1001,373,34,38,89.5,30,32,93.8,1,6,16.7,0.0,0.0,0,3,0,0,67,15,4,0,0,2,11,0,0,0,0,1,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,1,0,3,4,75.0,1,0,0,0,2,5,1,0,95,2,29,53,15,0,95,3,1,33.3,1,33.3,53,227,65,1,0,1,0,57,48,52.8,,0,2,48,0,0.50,0,2,-2,-1.89,-2.95,0.6,1.8,-1.2,-1.11,-0.62,0,3,5,0,0,0,0,8,0,0,,2
254,Carlos,br BRA,DF,Inter,it Serie A,24-227,1999,1,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.49,0.49,Matches,2023,1,0,0.0,3.75,0.00,0.00,,7.8,0,0.13,-0.1,-0.1,9,14,64.3,76,18,7,8,87.5,1,2,50.0,0,1,0.0,0.0,0.0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,17,0,2,4,11,2,17,1,0,0.0,0,0.0,12,31,18,1,0,1,0,14,24,26.7,,0,1,24,0,3.00,1,0,+1,+3.75,+2.39,1.2,0.2,+1.0,+3.63,+2.37,0,1,0,0,0,0,0,0,1,0,100.0,2
255,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,30-160,1993,2,0,54,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches,2023,2,1,50.0,3.33,1.67,0.00,0.00,6.3,0,0.14,-0.3,-0.3,38,41,92.7,646,314,13,14,92.9,24,25,96.0,0,1,0.0,0.0,0.0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,4,0,0,1,1,100.0,0,1,1,0,0,4,3,0,52,8,28,22,2,2,52,1,0,0.0,1,100.0,34,185,79,0,0,0,0,39,27,30.0,,0,2,27,0,1.50,1,2,-1,-1.67,-2.38,1.8,1.6,+0.2,+0.34,-0.02,0,0,0,0,0,0,0,5,2,0,100.0,2
256,Yannick Carrasco,be BEL,DF,Atlético Madrid,es La Liga,29-352,1993,2,2,154,1.7,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,7,5,16,0.00,0.58,0.58,0.00,0.58,0.00,0.14,0.14,0.00,0.14,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,51,69,73.9,871,210,32,38,84.2,11,15,73.3,8,12,66.7,0.2,+0.8,4,2,3,1,58,10,3,0,1,8,4,3,0,2,0,1,2,6,3.51,4,1,0,0,1,0,1,0.58,1,0,0,0,0,0,3,3,2,1,0,1,4,25.0,3,2,0,2,1,4,5,0,87,4,19,27,43,5,87,5,4,80.0,1,20.0,53,401,214,3,2,4,3,50,77,85.6,77,1,0,,0,2.00,3,1,+2,+1.17,+1.17,2.7,1.6,+1.1,+0.63,+0.28,0,1,2,1,0,0,0,9,0,1,0.0,2
257,Rasmus Carstensen,dk DEN,"FW,MF",Köln,de Bundesliga,22-315,2000,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,3,6,6,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.58,0.00,0.58,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,25,72.0,306,141,8,11,72.7,8,10,80.0,2,2,100.0,1.1,-0.6,2,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,1,5,5.06,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,0,1,0.0,1,3,0,3,1,3,0,0,35,0,7,14,17,7,35,4,1,25.0,3,75.0,22,116,53,0,1,2,1,24,89,98.9,89,0,0,,0,0.00,0,1,-1,-1.01,-1.01,1.2,1.8,-0.5,-0.55,-3.87,0,2,0,1,0,0,0,6,0,1,0.0,2
258,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,31-223,1992,2,2,180,2.0,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.6,5,7,23,0.00,0.50,0.50,0.00,0.50,0.12,0.16,0.28,0.12,0.28,Matches,2023,1,1,100.0,0.50,0.50,0.00,0.00,4.0,0,0.24,-0.2,-0.2,105,128,82.0,1548,359,65,71,91.5,29,38,76.3,9,11,81.8,0.3,+0.7,5,3,3,1,107,21,4,1,0,8,17,0,0,0,0,0,2,8,4.00,8,0,0,0,0,0,1,0.50,1,0,0,0,0,0,7,5,0,6,1,3,3,100.0,0,0,0,0,3,10,9,0,154,11,34,66,55,9,154,1,0,0.0,1,100.0,91,371,191,7,1,4,0,95,90,100.0,90,2,0,,0,3.00,5,1,+4,+2.00,,3.0,1.7,+1.2,+0.62,,0,1,1,0,0,0,0,15,2,1,66.7,2
259,Fabio Carvalho,pt POR,MF,RB Leipzig,de Bundesliga,20-357,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,6,100.0,92,33,3,3,100.0,3,3,100.0,0,0,,0.0,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,2,4,1,0,7,2,1,50.0,1,50.0,7,10,3,0,0,0,0,6,7,7.8,,0,1,7,0,0.00,0,0,0,0.00,+1.08,0.2,0.0,+0.1,+1.77,+1.74,0,0,0,0,0,0,0,2,0,0,,2
260,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,31-180,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,15,6,0.00,0.00,0.00,0.00,0.00,0.20,0.04,0.24,0.20,0.24,Matches,2023,5,2,40.0,2.50,1.00,0.00,0.00,14.4,0,0.08,-0.4,-0.4,80,99,80.8,1392,546,41,47,87.2,30,35,85.7,7,12,58.3,0.1,-0.1,2,15,2,0,98,1,1,1,1,1,0,0,0,0,0,0,1,5,2.50,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,5,3,1,3,1,1,7,14.3,6,5,3,2,2,7,7,0,134,11,43,58,34,4,134,1,0,0.0,1,100.0,71,232,146,2,0,2,4,86,90,100.0,90,2,0,,0,1.50,1,2,-1,-0.50,,4.3,4.0,+0.3,+0.15,,0,4,1,1,0,0,0,13,4,2,66.7,2
261,Matty Cash,pl POL,"DF,FW",Aston Villa,eng Premier League,26-015,1997,2,2,176,2.0,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,3,6,3,0.00,0.00,0.00,0.00,0.00,0.37,0.06,0.43,0.37,0.43,Matches,2023,2,1,50.0,1.02,0.51,0.00,0.00,15.4,0,0.36,-0.7,-0.7,87,102,85.3,1319,408,41,44,93.2,40,45,88.9,3,9,33.3,0.3,-0.1,1,2,2,1,80,22,3,0,0,2,19,0,0,0,0,0,1,3,1.53,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,7,3,4,1,1,4,0,125,5,40,61,25,1,125,7,2,28.6,1,14.3,66,334,123,3,0,2,1,74,88,97.8,88,1,0,,0,1.50,5,4,+1,+0.51,+23.01,4.4,3.4,+1.0,+0.49,+6.21,0,5,5,0,0,0,0,11,2,1,66.7,2
262,Josue Casimir,fr FRA,DF,Le Havre,fr Ligue 1,21-332,2001,2,2,135,1.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.4,3,4,6,0.00,0.67,0.67,0.00,0.67,0.01,0.23,0.24,0.01,0.24,Matches,2023,1,0,0.0,0.67,0.00,0.00,,15.5,0,0.02,0.0,0.0,35,54,64.8,494,178,20,24,83.3,13,21,61.9,0,4,0.0,0.1,+0.7,4,2,2,0,43,11,0,0,0,1,11,0,0,0,0,0,3,5,3.33,5,0,0,0,0,0,1,0.67,1,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,2,0,2,0,1,3,0,74,3,20,31,24,2,74,8,3,37.5,4,50.0,39,299,162,2,0,2,1,39,68,75.0,68,1,0,,0,0.50,2,3,-1,-0.67,-0.67,1.4,2.3,-1.0,-0.64,-1.60,0,3,1,1,0,0,0,5,4,2,66.7,2
263,Giuseppe Caso,it ITA,FW,Frosinone,it Serie A,24-256,1998,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,2023,1,0,0.0,1.36,0.00,0.00,,16.2,0,0.02,0.0,0.0,13,14,92.9,139,83,10,10,100.0,2,3,66.7,0,0,,0.0,0.0,0,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2.73,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,21,0,3,7,12,2,21,5,3,60.0,2,40.0,15,101,66,2,0,2,1,18,66,73.3,66,0,0,,0,0.00,1,2,-1,-1.36,+2.39,0.9,0.8,+0.1,+0.18,+2.90,0,0,2,0,0,0,0,1,0,0,,2
264,Cristian Casseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,23-214,2000,2,2,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,9,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,2023,1,1,100.0,0.56,0.56,0.00,0.00,18.0,0,0.03,0.0,0.0,70,82,85.4,1389,361,24,31,77.4,34,36,94.4,11,12,91.7,0.1,0.0,0,6,1,0,74,8,4,0,1,0,1,1,0,0,0,0,2,4,2.25,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,0,2,1,1,2,50.0,1,5,0,5,4,7,0,0,102,3,15,67,20,1,102,1,0,0.0,1,100.0,70,323,146,2,0,4,0,65,80,88.9,80,1,0,,0,2.00,2,2,0,0.00,-4.50,1.5,2.4,-1.0,-0.55,-1.31,0,5,3,0,0,1,0,6,1,0,100.0,2
265,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,31-058,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,36,43,83.7,1068,751,5,5,100.0,20,20,100.0,11,18,61.1,0.0,0.0,0,1,0,0,35,8,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,45,31,45,0,0,0,45,0,0,,0,,26,160,105,0,0,0,0,25,90,100.0,90,1,0,,0,3.00,2,0,+2,+2.00,,2.2,1.2,+1.0,+1.00,,0,0,0,0,0,0,0,0,1,0,100.0,2
266,Valentin Castellanos,ar ARG,MF,Lazio,it Serie A,24-323,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.29,1.29,0.00,1.29,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,25,20,1,1,100.0,1,1,100.0,0,0,,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,1,2,1,0,4,0,0,,0,,2,4,1,0,0,1,0,3,3,3.3,,0,1,3,0,0.00,0,0,0,0.00,+1.03,0.0,0.1,0.0,-0.56,-0.72,0,1,0,0,0,0,0,1,1,2,33.3,2
267,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,28-208,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,28,35,80.0,475,191,10,11,90.9,18,18,100.0,0,6,0.0,0.0,0.0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,2.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,1,2,2,3,0,45,9,34,10,1,0,45,1,0,0.0,1,100.0,31,152,65,0,0,1,0,28,90,50.0,90,1,0,,0,0.00,0,2,-2,-2.00,-1.00,1.1,2.2,-1.2,-1.19,-1.14,0,3,1,0,0,0,0,5,3,1,75.0,2
268,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,29-016,1994,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,41,47,87.2,595,238,28,31,90.3,9,10,90.0,3,3,100.0,0.0,0.0,0,4,0,0,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,2,2,0,2,3,2,1,61,6,23,36,2,0,61,0,0,,0,,19,92,31,0,0,2,1,39,87,96.7,87,0,0,,0,0.00,1,2,-1,-1.03,-1.03,1.5,1.4,+0.2,+0.16,+0.72,0,2,2,0,0,0,0,4,1,0,100.0,2
269,Catena,es ESP,DF,Osasuna,es La Liga,28-298,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,5,0,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches,2023,2,1,50.0,1.00,0.50,0.00,0.00,10.7,0,0.06,-0.1,-0.1,85,106,80.2,2071,789,14,17,82.4,57,59,96.6,14,30,46.7,0.0,-0.1,1,8,0,0,99,7,7,0,4,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,0,0,0,1,0.0,1,2,2,0,3,5,5,0,122,9,67,52,4,3,122,0,0,,0,,62,278,135,0,0,0,0,72,90,100.0,90,2,0,,0,1.50,2,2,0,0.00,,2.3,2.5,-0.3,-0.13,,0,3,1,0,0,0,0,13,5,2,71.4,2
270,Ivan Cavaleiro,pt POR,FW,Lille,fr Ligue 1,29-308,1993,1,0,20,0.2,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.3,0,0,1,0.00,4.50,4.50,0.00,4.50,1.28,0.26,1.54,1.28,1.54,Matches,2023,1,1,100.0,4.50,4.50,0.00,0.00,4.7,0,0.28,-0.3,-0.3,6,7,85.7,57,30,6,6,100.0,0,1,0.0,0,0,,0.0,+0.9,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,1,4.50,1,0,0,0,0,0,1,4.50,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,3,2,1,0,0,1,0,12,2,6,2,4,3,12,0,0,,0,,7,30,3,0,0,0,0,6,20,11.1,,0,1,20,0,3.00,1,0,+1,+4.50,+3.94,0.7,0.9,-0.2,-0.96,-1.84,0,0,1,0,0,0,0,2,0,0,,2
271,Vaclav Cerny,cz CZE,FW,Wolfsburg,de Bundesliga,25-309,1997,1,1,64,0.7,0,1,1,0,0,0,0,0,0.3,0.3,0.0,0.4,3,3,6,0.00,1.41,1.41,0.00,1.41,0.47,0.02,0.50,0.47,0.50,Matches,2023,3,0,0.0,4.22,0.00,0.00,,18.5,0,0.11,-0.3,-0.3,13,18,72.2,191,66,8,9,88.9,2,5,40.0,1,2,50.0,0.0,+1.0,1,3,2,0,18,0,0,1,1,1,0,0,0,0,0,0,0,6,8.31,5,0,1,0,0,0,1,1.38,1,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,0,0,28,0,3,11,15,3,28,4,1,25.0,3,75.0,18,144,86,2,1,2,1,22,64,71.1,64,0,0,,0,3.00,2,0,+2,+2.81,+2.81,1.9,0.5,+1.4,+2.00,+3.60,0,0,0,0,0,0,0,3,0,0,,2
272,Franco Cervi,ar ARG,DF,Celta Vigo,es La Liga,29-088,1994,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,7,6,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.00,0.28,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,65,81,80.2,1078,539,39,44,88.6,21,26,80.8,5,7,71.4,0.5,-0.3,2,5,1,0,62,18,4,0,0,4,13,1,0,1,0,1,2,3,3.10,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,3,3,2,1,0,1,3,33.3,2,3,0,3,2,5,1,0,89,1,30,46,16,2,89,0,0,,0,,47,223,110,2,0,0,0,49,44,48.3,80,0,1,7,0,0.50,1,2,-1,-1.03,-0.07,1.5,1.0,+0.4,+0.46,+0.56,0,3,6,1,0,0,0,11,3,1,75.0,2
273,Julio Cesar Enciso,py PAR,MF,Brighton,eng Premier League,19-211,2004,2,1,69,0.8,0,2,2,0,0,0,1,0,0.2,0.2,0.7,0.9,5,0,5,0.00,2.61,2.61,0.00,2.61,0.26,0.96,1.22,0.26,1.22,Matches,2023,4,1,25.0,5.22,1.30,0.00,0.00,22.2,0,0.05,-0.2,-0.2,17,24,70.8,235,67,10,13,76.9,5,6,83.3,1,1,100.0,0.6,+1.3,2,1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,1,5,6.52,3,0,2,0,0,0,2,2.61,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,34,0,1,20,15,4,34,9,6,66.7,2,22.2,29,245,132,3,3,1,0,29,35,38.3,66,0,1,3,0,3.00,5,1,+4,+5.22,+3.60,3.1,2.0,+1.0,+1.36,+0.03,0,0,3,1,0,0,0,2,0,0,,2
274,Julian Chabot,de GER,DF,Köln,de Bundesliga,25-191,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,2023,1,0,0.0,1.00,0.00,0.00,,16.4,0,0.05,0.0,0.0,25,28,89.3,432,109,13,15,86.7,11,11,100.0,1,2,50.0,0.0,0.0,0,0,0,0,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,3,1,0,3,4,75.0,1,4,4,0,2,6,4,0,50,14,36,12,2,2,50,1,0,0.0,1,100.0,19,107,63,0,0,3,0,21,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,1.2,1.8,-0.5,-0.51,,0,0,1,0,0,0,0,1,2,2,50.0,2
275,Fares Chaibi,dz ALG,FW,Toulouse,fr Ligue 1,20-267,2002,1,0,21,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,3,0.00,4.29,4.29,0.00,4.29,0.00,0.57,0.57,0.00,0.57,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,12,17,70.6,198,48,5,6,83.3,5,5,100.0,1,5,20.0,0.1,+0.9,1,0,0,0,16,1,0,0,0,2,0,1,0,1,0,0,0,1,4.29,0,1,0,0,0,0,1,4.29,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,0,2,11,9,0,22,1,0,0.0,1,100.0,16,83,46,0,0,1,0,16,21,11.7,,0,1,21,0,3.00,1,0,+1,+4.29,+4.29,0.1,0.2,0.0,-0.18,+0.26,0,0,0,0,0,0,0,1,1,0,100.0,2
276,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-243,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,2023,1,1,100.0,0.50,0.50,0.00,0.00,8.3,0,0.04,0.0,0.0,70,86,81.4,1426,285,22,22,100.0,37,46,80.4,9,15,60.0,0.0,0.0,0,3,0,0,80,6,6,0,0,0,0,0,0,0,0,0,0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,4,25.0,3,2,1,1,2,3,5,0,105,12,64,40,3,2,105,1,1,100.0,0,0.0,77,392,138,0,0,5,0,63,90,100.0,90,2,0,,0,3.00,5,3,+2,+1.00,,3.6,1.9,+1.7,+0.86,,0,2,4,0,0,0,0,15,5,5,50.0,2
277,Pep Chavarria,es ESP,FW,Rayo Vallecano,es La Liga,25-134,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,2,50.0,21,0,0,1,0.0,1,1,100.0,0,0,,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,4,0,0,2,2,0,4,0,0,,0,,2,38,0,1,0,2,0,2,5,2.8,,0,1,5,1,3.00,0,0,0,0.00,-2.06,0.0,0.0,0.0,-0.82,-1.48,0,0,0,0,0,0,0,0,1,0,100.0,2
278,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,20-005,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,20,19,29,0.00,0.00,0.00,0.00,0.00,0.15,0.06,0.22,0.15,0.22,Matches,2023,6,3,50.0,3.00,1.50,0.00,0.00,17.4,0,0.05,-0.3,-0.3,112,141,79.4,2178,649,43,50,86.0,50,57,87.7,15,27,55.6,0.4,-0.1,2,20,8,0,133,7,0,2,8,7,2,4,1,3,0,1,5,9,4.50,5,0,1,1,2,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,1,5,20.0,4,2,1,1,0,1,0,0,170,0,5,78,90,13,170,24,10,41.7,13,54.2,151,1400,655,20,7,5,1,148,90,100.0,90,2,0,,0,0.00,2,6,-4,-2.00,,2.1,4.2,-2.1,-1.05,,0,0,3,0,0,0,0,6,0,0,,2
279,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-289,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,61,75,81.3,1218,755,21,21,100.0,28,28,100.0,10,24,41.7,0.0,0.0,0,1,0,0,61,14,7,0,0,0,0,0,0,0,0,0,0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,80,48,78,2,0,0,80,0,0,,0,,54,318,208,0,0,0,0,43,90,100.0,90,2,0,,0,2.00,3,1,+2,+1.00,,3.6,2.2,+1.3,+0.67,,0,0,0,0,0,0,0,6,0,0,,2
280,Federico Chiesa,it ITA,FW,Juventus,it Serie A,25-301,1997,1,1,76,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,4,1,4,1.18,0.00,1.18,1.18,1.18,0.10,0.00,0.10,0.10,0.10,Matches,2023,2,1,50.0,2.37,1.18,0.50,1.00,18.3,0,0.04,+0.9,+0.9,14,25,56.0,139,32,8,14,57.1,3,6,50.0,0,1,0.0,0.0,0.0,0,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,1,2,2.34,2,0,0,0,0,0,1,1.17,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35,1,5,12,18,4,35,4,1,25.0,3,75.0,25,159,91,2,2,1,1,29,76,84.4,76,0,0,,0,3.00,3,0,+3,+3.55,+3.55,1.8,0.8,+1.0,+1.13,+2.04,0,0,2,1,0,0,0,2,0,0,,2
