ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
520,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20-166,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,25,29,86.2,350,102,13,14,92.9,12,12,100.0,0,3,0.0,0.0,-0.1,2,1,0,0,25,4,2,0,0,1,1,1,0,1,0,0,0,2,4.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,1,1,0,1,1,100.0,0,2,0,2,1,3,0,0,39,0,8,25,7,1,39,1,0,0.0,1,100.0,21,110,42,1,0,0,5,22,45,25.0,,0,1,45,0,0.00,0,1,-1,-2.00,-0.67,0.8,1.2,-0.4,-0.88,-0.62,0,0,0,0,0,0,0,4,0,2,0.0,3
521,Luiz Felipe,it ITA,DF,Betis,es La Liga,26-160,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,2023,1,0,0.0,0.33,0.00,0.00,,12.2,0,0.03,0.0,0.0,96,109,88.1,1529,615,43,45,95.6,45,52,86.5,3,5,60.0,0.0,0.0,0,2,0,0,106,1,1,0,0,0,0,0,0,0,0,2,0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,1,3,1,0,4,4,100.0,0,7,3,4,3,7,15,0,141,25,94,46,2,1,141,0,0,,0,,77,362,96,0,0,1,0,84,90,100.0,90,3,0,,0,1.33,4,5,-1,-0.33,,2.3,4.3,-2.0,-0.68,,0,2,1,0,0,0,0,13,2,5,28.6,3
522,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25-354,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,9,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,2023,1,0,0.0,0.50,0.00,0.00,,16.2,0,0.06,-0.1,-0.1,113,132,85.6,1806,643,56,58,96.6,51,60,85.0,3,9,33.3,0.0,0.0,0,6,0,0,129,3,2,0,2,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,4,0,0,1,1,100.0,0,2,2,0,2,6,5,0,146,17,82,59,7,2,146,0,0,,0,,109,609,352,2,0,0,0,102,90,100.0,90,2,0,,0,0.50,5,7,-2,-1.00,,2.9,4.5,-1.6,-0.79,,0,1,0,0,0,0,1,16,2,2,50.0,3
523,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18-314,2004,3,1,127,1.4,1,0,1,1,0,0,0,0,1.6,1.6,0.1,1.6,0,2,6,0.71,0.00,0.71,0.71,0.71,1.12,0.04,1.16,1.12,1.16,Matches,2023,9,5,55.6,6.38,3.54,0.11,0.20,15.3,0,0.18,-0.6,-0.6,27,31,87.1,284,35,22,23,95.7,5,6,83.3,0,0,,0.1,-0.1,1,0,2,0,25,5,0,0,0,0,0,0,0,0,0,1,1,4,2.83,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,0,0,53,2,2,19,32,9,53,4,1,25.0,3,75.0,33,124,27,0,0,3,2,39,42,47.0,90,1,2,19,0,2.00,3,4,-1,-0.71,-3.86,3.5,4.3,-0.9,-0.62,-1.86,0,4,2,1,0,0,0,2,1,1,50.0,3
524,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24-005,1999,2,2,176,2.0,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,3,7,8,0.51,0.00,0.51,0.51,0.51,0.20,0.02,0.22,0.20,0.22,Matches,2023,7,2,28.6,3.58,1.02,0.14,0.50,15.5,0,0.06,+0.6,+0.6,93,107,86.9,1267,288,57,62,91.9,29,34,85.3,1,2,50.0,0.1,0.0,1,5,3,0,107,0,0,0,0,0,0,0,0,0,0,0,2,5,2.56,5,0,0,0,0,0,1,0.51,1,0,0,0,0,0,3,2,1,1,1,2,3,66.7,1,1,0,1,0,3,2,0,126,5,18,69,39,9,126,1,1,100.0,0,0.0,53,274,110,2,2,1,1,98,88,97.8,88,1,0,,0,0.50,1,3,-2,-1.02,-1.02,1.5,1.4,+0.1,+0.06,+6.50,0,4,2,0,0,0,0,9,3,4,42.9,3
525,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,28-355,1994,3,3,270,3.0,1,1,2,0,1,1,2,0,2.1,1.3,2.3,3.6,2,28,27,0.33,0.33,0.67,0.00,0.33,0.69,0.77,1.46,0.43,1.19,Matches,2023,12,3,25.0,4.00,1.00,0.00,0.00,23.9,1,0.11,-1.1,-1.3,134,198,67.7,2372,949,62,75,82.7,45,63,71.4,21,42,50.0,1.8,-1.3,10,14,10,1,168,26,6,4,1,23,6,11,1,8,0,4,5,18,6.00,12,4,0,1,0,1,2,0.67,2,0,0,0,0,0,10,5,5,3,2,8,15,53.3,7,3,1,2,2,12,2,0,239,7,39,80,122,12,238,6,2,33.3,4,66.7,135,491,301,4,0,4,4,156,90,100.0,90,3,0,,0,2.00,4,4,0,0.00,,7.1,5.2,+1.9,+0.64,,0,4,3,1,0,0,0,18,2,4,33.3,3
526,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27-136,1996,2,2,168,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,0,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.08,0.04,0.08,Matches,2023,1,0,0.0,0.54,0.00,0.00,,29.7,1,0.07,-0.1,-0.1,78,99,78.8,1732,590,24,26,92.3,36,42,85.7,18,30,60.0,0.1,-0.1,1,6,2,1,87,12,6,0,1,10,1,5,3,2,0,0,0,1,0.54,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,7,4,5,2,0,4,5,80.0,1,0,0,0,4,11,3,0,116,5,33,74,12,0,116,0,0,,0,,74,586,345,0,0,1,0,68,84,93.3,84,1,0,,0,0.50,2,4,-2,-1.07,+6.43,3.4,2.4,+1.0,+0.54,+5.02,0,2,1,0,0,0,0,14,4,2,66.7,3
527,Aitor Fernandez,es ESP,GK,Osasuna,es La Liga,32-118,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,33,45,73.3,1004,722,2,2,100.0,17,17,100.0,14,26,53.8,0.0,0.0,0,2,0,0,38,7,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45,28,43,2,0,0,45,0,0,,0,,28,149,106,0,0,0,0,28,90,33.3,90,1,0,,2,0.00,0,2,-2,-2.00,-3.50,1.3,1.5,-0.2,-0.21,+0.05,0,0,0,0,0,0,0,2,0,0,,3
528,Alex Fernandez,es ESP,"FW,MF",Cádiz,es La Liga,30-318,1992,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,20,90.0,308,157,6,7,85.7,9,10,90.0,1,1,100.0,0.1,-0.1,1,1,1,1,17,3,1,0,0,2,1,1,0,0,0,0,0,1,0.99,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,24,1,7,9,8,0,24,0,0,,0,,12,32,18,0,0,1,1,13,30,33.7,85,0,2,3,0,1.33,0,2,-2,-1.98,-2.48,1.0,3.1,-2.1,-2.10,-2.88,0,0,1,0,0,0,0,6,0,1,0.0,3
529,Carlos Fernandez,es ESP,FW,Real Sociedad,es La Liga,27-099,1996,3,3,166,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,4,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,2023,4,1,25.0,2.17,0.54,0.00,0.00,15.2,0,0.05,-0.2,-0.2,15,24,62.5,186,34,11,12,91.7,3,9,33.3,0,0,,0.2,0.0,0,2,1,0,24,0,0,1,0,0,0,0,0,0,0,0,1,1,0.54,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,6,4,1,3,2,0,1,0.0,1,1,0,1,0,6,3,0,52,3,8,25,20,8,52,4,1,25.0,3,75.0,24,75,18,0,0,8,4,30,55,61.5,55,0,0,,0,1.00,2,0,+2,+1.08,+2.82,0.9,1.6,-0.7,-0.36,-1.00,0,7,1,1,0,0,0,5,4,8,33.3,3
530,Enzo Fernandez,ar ARG,MF,Chelsea,eng Premier League,22-224,2001,3,3,270,3.0,0,0,0,0,0,1,2,0,1.2,0.4,0.6,1.1,14,48,14,0.00,0.00,0.00,0.00,0.00,0.41,0.20,0.61,0.15,0.35,Matches,2023,6,0,0.0,2.00,0.00,0.00,,20.1,1,0.08,-1.2,-0.4,248,287,86.4,4404,1386,115,121,95.0,90,106,84.9,33,43,76.7,0.8,-0.6,8,35,12,1,266,19,8,7,4,17,1,10,2,3,0,2,4,19,6.33,14,2,0,1,2,0,1,0.33,1,0,0,0,0,0,2,2,0,2,0,1,6,16.7,5,8,1,7,0,2,2,0,314,1,30,174,112,9,313,7,3,42.9,3,42.9,216,1018,597,14,3,2,1,268,90,100.0,90,3,0,,0,1.33,5,4,+1,+0.33,,6.1,3.5,+2.6,+0.85,,0,4,4,0,0,0,0,15,1,1,50.0,3
531,Raul Fernandez,es ESP,GK,Granada,es La Liga,35-169,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,23,39,59.0,734,538,1,1,100.0,15,15,100.0,7,23,30.4,0.0,0.0,0,0,0,0,26,13,8,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,42,32,42,0,0,0,42,0,0,,0,,18,88,47,0,0,0,0,15,90,33.3,90,1,0,,2,3.00,3,2,+1,+1.00,+3.00,1.4,2.6,-1.2,-1.17,+0.04,0,0,0,0,0,0,0,2,0,0,,3
532,Valery Fernandez,es ESP,"MF,DF",Girona,es La Liga,23-279,1999,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,19,26,73.1,228,51,13,14,92.9,5,9,55.6,0,1,0.0,0.0,0.0,0,0,0,0,24,2,0,0,0,0,2,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,30,1,9,17,4,1,30,3,0,0.0,1,33.3,18,144,48,0,1,0,1,17,19,21.5,,0,3,19,0,2.33,1,0,+1,+1.55,+0.28,1.2,1.0,+0.3,+0.41,+0.33,0,1,3,1,0,0,0,9,0,0,,3
533,Fernando,br BRA,MF,Sevilla,es La Liga,36-035,1987,2,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,54,62,87.1,887,243,32,33,97.0,17,22,77.3,5,5,100.0,0.1,0.0,0,6,1,0,60,2,2,0,0,1,0,0,0,0,0,0,0,1,0.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,0,3,0.0,3,2,0,2,1,3,0,0,76,2,14,47,17,2,76,5,3,60.0,1,20.0,47,264,144,4,0,2,2,49,57,41.9,68,0,1,45,0,0.00,1,3,-2,-1.59,-1.02,0.3,1.9,-1.5,-1.20,-1.16,0,1,2,0,0,0,0,10,2,1,66.7,3
534,Andre Ferreira,pt POR,GK,Granada,es La Liga,27-092,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,66,83,79.5,1699,1095,14,14,100.0,34,35,97.1,18,34,52.9,0.0,0.0,0,0,0,0,57,26,10,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,91,79,91,0,0,0,91,0,0,,0,,51,220,126,0,0,1,1,40,90,66.7,90,2,0,,1,0.00,1,5,-4,-2.00,-3.00,2.1,4.5,-2.4,-1.21,-0.04,0,0,0,0,0,0,0,2,0,0,,3
535,Joao Ferreira,pt POR,DF,Udinese,it Serie A,22-160,2001,2,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,2,9,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,2023,1,0,0.0,0.83,0.00,0.00,,18.4,0,0.04,0.0,0.0,33,40,82.5,536,154,18,20,90.0,12,14,85.7,2,4,50.0,0.1,0.0,1,1,1,1,32,8,0,0,0,4,8,0,0,0,0,0,1,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,1,0,1,1,1,100.0,0,2,0,2,3,5,0,0,52,2,14,18,20,1,52,2,1,50.0,1,50.0,27,98,52,0,0,3,3,24,54,60.0,74,0,1,34,0,0.50,1,1,0,0.00,+3.75,1.5,0.5,+1.0,+0.81,+2.72,0,2,1,0,0,0,0,8,0,0,,3
536,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31-170,1992,3,3,251,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,4,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11,Matches,2023,2,0,0.0,0.72,0.00,0.00,,15.8,0,0.04,-0.1,-0.1,107,134,79.9,2019,754,39,46,84.8,55,64,85.9,10,20,50.0,0.1,-0.2,3,12,3,1,132,2,2,0,0,3,0,0,0,0,0,0,0,9,3.23,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,5,2,3,2,0,4,18,22.2,14,3,0,3,1,6,2,0,157,10,43,92,24,2,157,2,2,100.0,0,0.0,134,703,325,2,0,7,4,120,84,93.0,84,0,0,,0,1.33,7,5,+2,+0.72,+5.45,4.6,2.5,+2.1,+0.76,-2.04,0,3,4,0,0,0,0,18,0,3,0.0,3
537,Max Finkgrafe,de GER,"MF,FW",Köln,de Bundesliga,19-155,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,4,1,7,0.00,0.00,0.00,0.00,0.00,0.07,0.25,0.32,0.07,0.32,Matches,2023,1,0,0.0,1.91,0.00,0.00,,9.1,0,0.04,0.0,0.0,10,20,50.0,113,19,8,12,66.7,2,2,100.0,0,1,0.0,0.0,-0.1,2,1,0,0,20,0,0,0,0,5,0,0,0,0,0,0,5,2,3.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,2,4,50.0,2,0,0,0,0,2,1,0,35,1,4,10,23,7,35,3,1,33.3,1,33.3,20,145,70,2,2,2,1,19,24,26.1,,0,2,24,0,0.00,0,2,-2,-3.83,-3.83,1.0,0.5,+0.5,+0.91,+2.14,0,0,1,0,0,0,0,2,1,2,33.3,3
538,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30-077,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,113,134,84.3,3062,2046,16,16,100.0,62,62,100.0,35,55,63.6,0.0,0.0,0,5,0,0,109,24,6,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,140,123,138,2,0,0,140,1,0,0.0,1,100.0,95,500,273,0,0,0,0,85,90,100.0,90,3,0,,0,1.67,6,3,+3,+1.00,,6.8,2.5,+4.3,+1.43,,0,0,0,0,0,0,0,3,0,0,,3
539,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32-171,1991,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,5,100.0,96,22,2,2,100.0,2,2,100.0,1,1,100.0,0.0,0.0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,3,2,0,0,5,0,0,,0,,3,17,4,0,0,0,0,4,4,2.2,,0,1,4,1,3.00,0,0,0,0.00,-2.56,0.1,0.0,0.0,+1.08,-0.13,0,0,0,0,0,0,0,0,0,0,,3
540,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23-093,2000,3,2,185,2.1,0,2,2,0,0,0,0,0,0.6,0.6,1.0,1.6,7,18,16,0.00,0.97,0.97,0.00,0.97,0.29,0.48,0.76,0.29,0.76,Matches,2023,7,2,28.6,3.41,0.97,0.00,0.00,15.5,0,0.08,-0.6,-0.6,96,113,85.0,1269,298,61,67,91.0,26,28,92.9,3,9,33.3,0.8,+1.0,11,4,5,0,107,6,3,5,0,4,1,2,0,2,0,0,3,16,7.78,14,0,2,0,0,0,1,0.49,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,2,0,2,1,2,0,0,131,1,8,57,71,12,131,7,5,71.4,2,28.6,86,510,297,11,2,3,4,109,62,68.5,90,2,1,5,0,3.00,5,0,+5,+2.43,+2.43,3.6,1.0,+2.6,+1.27,-1.48,0,1,5,0,0,0,0,12,0,4,0.0,3
541,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32-227,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,57,101,56.4,1822,1439,13,13,100.0,21,21,100.0,23,67,34.3,0.0,0.0,0,2,0,0,54,47,14,0,1,0,0,0,0,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,111,94,110,1,0,0,111,1,1,100.0,0,0.0,53,316,198,0,0,0,0,29,90,100.0,90,3,0,,0,0.00,2,5,-3,-1.00,,1.7,6.8,-5.1,-1.71,,0,0,1,0,0,0,0,4,0,0,,3
542,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24-231,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,1.7,1.7,0.3,2.0,5,26,15,0.00,0.00,0.00,0.00,0.00,0.57,0.09,0.66,0.57,0.66,Matches,2023,7,2,28.6,2.33,0.67,0.00,0.00,12.3,0,0.29,-1.7,-1.7,161,196,82.1,2427,895,87,99,87.9,55,65,84.6,10,15,66.7,0.3,-0.3,7,18,2,0,185,9,9,0,1,0,0,0,0,0,0,2,2,15,5.00,10,1,0,4,0,0,3,1.00,0,0,0,3,0,0,8,6,1,6,1,4,7,57.1,3,5,1,4,3,11,1,0,234,4,29,144,61,11,234,6,3,50.0,3,50.0,176,828,424,6,2,6,7,163,90,100.0,90,3,0,,0,2.33,10,5,+5,+1.67,,6.6,3.3,+3.3,+1.10,,0,1,1,0,0,0,0,19,2,2,50.0,3
543,Jonas Fohrenbach,de GER,DF,Heidenheim,de Bundesliga,27-215,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,10,11,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,2023,1,0,0.0,0.50,0.00,0.00,,17.8,0,0.07,-0.1,-0.1,69,98,70.4,1191,508,31,36,86.1,31,39,79.5,6,15,40.0,0.1,-0.1,3,4,2,0,82,16,0,0,0,10,16,0,0,0,0,0,3,7,3.50,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,1,3,33.3,2,2,2,0,0,2,3,0,111,9,37,46,29,5,111,2,1,50.0,1,50.0,58,217,150,3,0,0,0,65,90,100.0,90,2,0,,0,0.00,2,5,-3,-1.50,,3.6,5.1,-1.5,-0.76,,0,0,0,0,0,0,0,11,2,1,66.7,3
544,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28-338,1994,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,111,136,81.6,1768,580,59,66,89.4,40,49,81.6,9,16,56.3,0.5,-0.1,2,3,3,2,109,25,1,0,0,6,24,0,0,0,0,2,0,4,1.33,4,0,0,0,0,0,2,0.67,2,0,0,0,0,0,3,1,2,1,0,2,5,40.0,3,6,1,5,5,8,6,0,160,9,50,66,44,5,160,1,1,100.0,0,0.0,98,473,238,1,0,3,2,86,90,100.0,90,3,0,,0,2.00,6,3,+3,+1.00,,4.5,2.4,+2.1,+0.70,,0,6,2,0,0,0,0,18,3,0,100.0,3
545,Michael Folorunsho,ng NGA,"MF,FW",Hellas Verona,it Serie A,25-203,1998,2,2,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,14,24,58.3,258,56,8,10,80.0,3,7,42.9,2,2,100.0,0.0,0.0,1,0,1,0,23,1,0,0,2,2,1,0,0,0,0,0,2,2,1.16,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,3,0,3,0,0,5,0,47,4,4,29,15,0,47,4,2,50.0,2,50.0,31,241,74,3,0,6,1,32,78,86.1,78,0,0,,0,3.00,2,1,+1,+0.58,-3.02,1.1,2.0,-0.9,-0.55,-0.43,0,3,9,0,0,0,0,6,4,8,33.3,3
546,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,27-188,1996,3,1,107,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,7,7,0.00,0.00,0.00,0.00,0.00,0.17,0.06,0.23,0.17,0.23,Matches,2023,3,1,33.3,2.52,0.84,0.00,0.00,18.7,0,0.07,-0.2,-0.2,36,45,80.0,636,128,17,20,85.0,9,12,75.0,7,8,87.5,0.1,-0.1,2,5,2,0,43,2,0,0,0,2,0,0,0,0,0,0,2,7,5.89,5,0,0,0,0,2,1,0.84,0,0,0,0,0,1,4,3,1,1,2,2,6,33.3,4,1,0,1,2,6,1,0,61,1,10,26,26,8,61,4,2,50.0,2,50.0,29,134,33,3,2,4,2,36,36,39.6,85,0,2,11,0,2.33,2,1,+1,+0.84,-0.82,2.5,1.8,+0.7,+0.56,+0.58,0,1,0,0,0,0,0,9,0,2,0.0,3
547,Emil Forsberg,se SWE,FW,RB Leipzig,de Bundesliga,31-310,1991,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,5,0.00,0.00,0.00,0.00,0.00,0.04,0.23,0.27,0.04,0.27,Matches,2023,1,1,100.0,3.21,3.21,0.00,0.00,33.8,0,0.01,0.0,0.0,10,13,76.9,174,23,4,5,80.0,5,5,100.0,1,1,100.0,0.0,-0.1,1,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,19,1,2,10,7,2,19,1,0,0.0,1,100.0,15,62,24,1,1,2,1,18,14,15.6,,0,2,14,0,1.50,0,0,0,0.00,-1.78,0.4,0.1,+0.2,+0.76,+0.42,0,1,2,0,0,0,0,0,0,0,,3
548,Lyle Foster,za RSA,"MF,FW",Burnley,eng Premier League,22-360,2000,2,2,169,1.9,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,5,2,8,0.53,0.00,0.53,0.53,0.53,0.15,0.02,0.17,0.15,0.17,Matches,2023,3,1,33.3,1.60,0.53,0.33,1.00,14.0,0,0.09,+0.7,+0.7,24,34,70.6,373,45,11,17,64.7,11,12,91.7,1,2,50.0,0.0,0.0,1,1,1,0,26,8,1,0,1,1,0,0,0,0,0,0,1,3,1.60,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,3,1,1,1,1,1,3,33.3,2,2,0,2,0,3,3,0,56,4,7,31,20,7,56,3,1,33.3,2,66.7,26,181,86,2,2,4,6,32,85,93.9,85,0,0,,0,0.00,1,6,-5,-2.66,-2.66,0.6,4.4,-3.8,-2.01,-5.18,0,3,1,1,0,0,0,6,3,3,50.0,3
